equip_id,name,name1,fuzhi,type,equip_position,quality,equip_attacktype,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,camp_addition,camp,icon,intr,shopclass,shopweight,price1,price2,price3,advanceid,t_sign
60420080,崩山战盔,板甲头盔9空,428,4,2,8,1,1,18500,2,950,6,500,20,400,0,0,0,0,99,773700,0,0,elogo60420080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,6,15610000,374640,31220,60420090,0
60420081,崩山战盔,板甲头盔9水,428,4,2,8,1,1,18500,2,950,6,500,20,400,0,0,0,0,99,773700,3000,1,elogo60420080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15610000,374640,31220,60420091,0
60420082,崩山战盔,板甲头盔9火,428,4,2,8,1,1,18500,2,950,6,500,20,400,0,0,0,0,99,773700,3000,2,elogo60420080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15610000,374640,31220,60420092,0
60420083,崩山战盔,板甲头盔9雷,428,4,2,8,1,1,18500,2,950,6,500,20,400,0,0,0,0,99,773700,3000,3,elogo60420080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15610000,374640,31220,60420093,0
60420084,崩山战盔,板甲头盔9土,428,4,2,8,1,1,18500,2,950,6,500,20,400,0,0,0,0,99,773700,3000,4,elogo60420080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15610000,374640,31220,60420094,0
60420085,崩山战盔,板甲头盔9光,428,4,2,8,1,1,18500,2,950,6,500,20,400,0,0,0,0,99,773700,3000,5,elogo60420080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15610000,374640,31220,60420095,0
60420086,崩山战盔,板甲头盔9暗,428,4,2,8,1,1,18500,2,950,6,500,20,400,0,0,0,0,99,773700,3000,6,elogo60420080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15610000,374640,31220,60420096,0
60420087,崩山战盔,板甲头盔9星,428,4,2,8,1,1,18500,2,950,6,500,20,400,0,0,0,0,99,773700,3000,7,elogo60420080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,0,15610000,374640,31220,60420097,0
60420090,胜利战盔,板甲头盔10空,429,4,2,9,1,1,36500,2,1500,3,600,6,500,20,500,0,0,99,1616600,0,0,elogo60420090.png,胜利的代名词，使用者就是胜利者的化身。,10,6,2000000,48000,4000,60420100,T1
60420091,胜利战盔,板甲头盔10水,429,4,2,9,1,1,36500,2,1500,3,600,6,500,20,500,0,0,99,1616600,3000,1,elogo60420090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60420101,T1
60420092,胜利战盔,板甲头盔10火,429,4,2,9,1,1,36500,2,1500,3,600,6,500,20,500,0,0,99,1616600,3000,2,elogo60420090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60420102,T1
60420093,胜利战盔,板甲头盔10雷,429,4,2,9,1,1,36500,2,1500,3,600,6,500,20,500,0,0,99,1616600,3000,3,elogo60420090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60420103,T1
60420094,胜利战盔,板甲头盔10土,429,4,2,9,1,1,36500,2,1500,3,600,6,500,20,500,0,0,99,1616600,3000,4,elogo60420090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60420104,T1
60420095,胜利战盔,板甲头盔10光,429,4,2,9,1,1,36500,2,1500,3,600,6,500,20,500,0,0,99,1616600,3000,5,elogo60420090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60420105,T1
60420096,胜利战盔,板甲头盔10暗,429,4,2,9,1,1,36500,2,1500,3,600,6,500,20,500,0,0,99,1616600,3000,6,elogo60420090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60420106,T1
60420097,胜利战盔,板甲头盔10星,429,4,2,9,1,1,36500,2,1500,3,600,6,500,20,500,0,0,99,1616600,3000,7,elogo60420090.png,胜利的代名词，使用者就是胜利者的化身。,10,0,2000000,48000,4000,60420107,T1
60420100,时序之视,板甲头盔11空,4210,4,2,10,1,1,75000,2,3200,3,1000,6,500,20,500,0,0,99,3200000,0,0,elogo60420100.png,一切都是那么缓慢。,11,6,3000000,72000,6000,0,T2
60420101,时序之视,板甲头盔11水,4210,4,2,10,1,1,75000,2,3200,3,1000,6,500,20,500,0,0,99,3200000,3000,1,elogo60420100.png,一切都是那么缓慢。,11,1,3000000,72000,6000,0,T2
60420102,时序之视,板甲头盔11火,4210,4,2,10,1,1,75000,2,3200,3,1000,6,500,20,500,0,0,99,3200000,3000,2,elogo60420100.png,一切都是那么缓慢。,11,1,3000000,72000,6000,0,T2
60420103,时序之视,板甲头盔11雷,4210,4,2,10,1,1,75000,2,3200,3,1000,6,500,20,500,0,0,99,3200000,3000,3,elogo60420100.png,一切都是那么缓慢。,11,1,3000000,72000,6000,0,T2
60420104,时序之视,板甲头盔11土,4210,4,2,10,1,1,75000,2,3200,3,1000,6,500,20,500,0,0,99,3200000,3000,4,elogo60420100.png,一切都是那么缓慢。,11,1,3000000,72000,6000,0,T2
60420105,时序之视,板甲头盔11光,4210,4,2,10,1,1,75000,2,3200,3,1000,6,500,20,500,0,0,99,3200000,3000,5,elogo60420100.png,一切都是那么缓慢。,11,1,3000000,72000,6000,0,T2
60420106,时序之视,板甲头盔11暗,4210,4,2,10,1,1,75000,2,3200,3,1000,6,500,20,500,0,0,99,3200000,3000,6,elogo60420100.png,一切都是那么缓慢。,11,1,3000000,72000,6000,0,T2
60420107,时序之视,板甲头盔11星,4210,4,2,10,1,1,75000,2,3200,3,1000,6,500,20,500,0,0,99,3200000,3000,7,elogo60420100.png,一切都是那么缓慢。,11,0,3000000,72000,6000,0,T2
60430000,镔铁战甲,板甲战甲1,430,4,3,0,1,3,10,0,0,0,0,0,0,0,0,0,0,99,4600,0,0,elogo60430000.png,镔铁打造的护具，坚韧无比。,1,6,5000,120,10,0,0
60430010,碎石战甲,板甲战甲2,431,4,3,1,1,3,23,31,2,0,0,0,0,0,0,0,0,99,11540,0,0,elogo60430010.png,坚硬得很，往石头上一丢，直接砸碎。,2,6,225000,5400,450,0,0
60430020,开山战甲,板甲战甲3空,432,4,3,2,1,3,50,0,0,0,0,0,0,0,0,0,0,99,23000,0,0,elogo60430020.png,曾经一位开山神手穿戴的护具。,3,6,380000,9120,760,0,0
60430021,开山战甲,板甲战甲3水,432,4,3,2,1,3,50,0,0,0,0,0,0,0,0,0,0,99,23000,3000,1,elogo60430020.png,曾经一位开山神手穿戴的护具。,3,1,380000,9120,760,0,0
60430022,开山战甲,板甲战甲3火,432,4,3,2,1,3,50,0,0,0,0,0,0,0,0,0,0,99,23000,3000,2,elogo60430020.png,曾经一位开山神手穿戴的护具。,3,1,380000,9120,760,0,0
60430023,开山战甲,板甲战甲3雷,432,4,3,2,1,3,50,0,0,0,0,0,0,0,0,0,0,99,23000,3000,3,elogo60430020.png,曾经一位开山神手穿戴的护具。,3,1,380000,9120,760,0,0
60430024,开山战甲,板甲战甲3土,432,4,3,2,1,3,50,0,0,0,0,0,0,0,0,0,0,99,23000,3000,4,elogo60430020.png,曾经一位开山神手穿戴的护具。,3,1,380000,9120,760,0,0
60430025,开山战甲,板甲战甲3光,432,4,3,2,1,3,50,0,0,0,0,0,0,0,0,0,0,99,23000,3000,5,elogo60430020.png,曾经一位开山神手穿戴的护具。,3,1,380000,9120,760,0,0
60430026,开山战甲,板甲战甲3暗,432,4,3,2,1,3,50,0,0,0,0,0,0,0,0,0,0,99,23000,3000,6,elogo60430020.png,曾经一位开山神手穿戴的护具。,3,1,380000,9120,760,0,0
60430030,烈风战甲,板甲战甲4空,433,4,3,3,1,1,240,3,100,0,0,0,0,0,0,0,0,99,50800,0,0,elogo60430030.png,经过火焰长久的锻造，坚韧无比。,4,6,1155000,27720,2310,0,0
60430031,烈风战甲,板甲战甲4水,433,4,3,3,1,1,240,3,100,0,0,0,0,0,0,0,0,99,50800,3000,1,elogo60430030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60430032,烈风战甲,板甲战甲4火,433,4,3,3,1,1,240,3,100,0,0,0,0,0,0,0,0,99,50800,3000,2,elogo60430030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60430033,烈风战甲,板甲战甲4雷,433,4,3,3,1,1,240,3,100,0,0,0,0,0,0,0,0,99,50800,3000,3,elogo60430030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60430034,烈风战甲,板甲战甲4土,433,4,3,3,1,1,240,3,100,0,0,0,0,0,0,0,0,99,50800,3000,4,elogo60430030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60430035,烈风战甲,板甲战甲4光,433,4,3,3,1,1,240,3,100,0,0,0,0,0,0,0,0,99,50800,3000,5,elogo60430030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60430036,烈风战甲,板甲战甲4暗,433,4,3,3,1,1,240,3,100,0,0,0,0,0,0,0,0,99,50800,3000,6,elogo60430030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60430040,圣焰战甲,板甲战甲5空,434,4,3,4,1,1,720,3,160,19,60,0,0,0,0,0,0,99,90280,0,0,elogo60430040.png,部落战士使用的防具。,5,6,2035000,48840,4070,0,0
60430041,圣焰战甲,板甲战甲5水,434,4,3,4,1,1,720,3,160,19,60,0,0,0,0,0,0,99,90280,3000,1,elogo60430040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60430042,圣焰战甲,板甲战甲5火,434,4,3,4,1,1,720,3,160,19,60,0,0,0,0,0,0,99,90280,3000,2,elogo60430040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60430043,圣焰战甲,板甲战甲5雷,434,4,3,4,1,1,720,3,160,19,60,0,0,0,0,0,0,99,90280,3000,3,elogo60430040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60430044,圣焰战甲,板甲战甲5土,434,4,3,4,1,1,720,3,160,19,60,0,0,0,0,0,0,99,90280,3000,4,elogo60430040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60430045,圣焰战甲,板甲战甲5光,434,4,3,4,1,1,720,3,160,19,60,0,0,0,0,0,0,99,90280,3000,5,elogo60430040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60430046,圣焰战甲,板甲战甲5暗,434,4,3,4,1,1,720,3,160,19,60,0,0,0,0,0,0,99,90280,3000,6,elogo60430040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60430050,威仪战甲,板甲战甲6空,435,4,3,5,1,1,1200,3,240,36,400,0,0,0,0,0,0,99,152400,0,0,elogo60430050.png,象征着皇家的威仪。,6,6,3330000,79920,6660,0,0
60430051,威仪战甲,板甲战甲6水,435,4,3,5,1,1,1200,3,240,36,400,0,0,0,0,0,0,99,152400,3000,1,elogo60430050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60430052,威仪战甲,板甲战甲6火,435,4,3,5,1,1,1200,3,240,36,400,0,0,0,0,0,0,99,152400,3000,2,elogo60430050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60430053,威仪战甲,板甲战甲6雷,435,4,3,5,1,1,1200,3,240,36,400,0,0,0,0,0,0,99,152400,3000,3,elogo60430050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60430054,威仪战甲,板甲战甲6土,435,4,3,5,1,1,1200,3,240,36,400,0,0,0,0,0,0,99,152400,3000,4,elogo60430050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60430055,威仪战甲,板甲战甲6光,435,4,3,5,1,1,1200,3,240,36,400,0,0,0,0,0,0,99,152400,3000,5,elogo60430050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60430056,威仪战甲,板甲战甲6暗,435,4,3,5,1,1,1200,3,240,36,400,0,0,0,0,0,0,99,152400,3000,6,elogo60430050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60430060,地恸板甲,板甲战甲7空,436,4,3,6,1,1,1000,3,500,36,600,0,0,0,0,0,0,99,277000,0,0,elogo60430060.png,重量十足，穿戴之后，每一步都可憾地。,7,6,5880000,141120,11760,0,0
60430061,地恸板甲,板甲战甲7水,436,4,3,6,1,1,1000,3,500,36,600,0,0,0,0,0,0,99,277000,3000,1,elogo60430060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5880000,141120,11760,0,0
60430062,地恸板甲,板甲战甲7火,436,4,3,6,1,1,1000,3,500,36,600,0,0,0,0,0,0,99,277000,3000,2,elogo60430060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5880000,141120,11760,0,0
60430063,地恸板甲,板甲战甲7雷,436,4,3,6,1,1,1000,3,500,36,600,0,0,0,0,0,0,99,277000,3000,3,elogo60430060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5880000,141120,11760,0,0
60430064,地恸板甲,板甲战甲7土,436,4,3,6,1,1,1000,3,500,36,600,0,0,0,0,0,0,99,277000,3000,4,elogo60430060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5880000,141120,11760,0,0
60430065,地恸板甲,板甲战甲7光,436,4,3,6,1,1,1000,3,500,36,600,0,0,0,0,0,0,99,277000,3000,5,elogo60430060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5880000,141120,11760,0,0
60430066,地恸板甲,板甲战甲7暗,436,4,3,6,1,1,1000,3,500,36,600,0,0,0,0,0,0,99,277000,3000,6,elogo60430060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5880000,141120,11760,0,0
60430070,天使的板甲,板甲战甲8空,437,4,3,7,1,1,7500,3,630,36,800,0,0,0,0,0,0,99,475800,0,0,elogo60430070.png,天使使用的防具，十分坚硬。,8,6,9930000,238320,19860,0,0
60430071,天使的板甲,板甲战甲8水,437,4,3,7,1,1,7500,3,630,36,800,0,0,0,0,0,0,99,475800,3000,1,elogo60430070.png,天使使用的防具，十分坚硬。,8,1,9930000,238320,19860,0,0
60430072,天使的板甲,板甲战甲8火,437,4,3,7,1,1,7500,3,630,36,800,0,0,0,0,0,0,99,475800,3000,2,elogo60430070.png,天使使用的防具，十分坚硬。,8,1,9930000,238320,19860,0,0
60430073,天使的板甲,板甲战甲8雷,437,4,3,7,1,1,7500,3,630,36,800,0,0,0,0,0,0,99,475800,3000,3,elogo60430070.png,天使使用的防具，十分坚硬。,8,1,9930000,238320,19860,0,0
60430074,天使的板甲,板甲战甲8土,437,4,3,7,1,1,7500,3,630,36,800,0,0,0,0,0,0,99,475800,3000,4,elogo60430070.png,天使使用的防具，十分坚硬。,8,1,9930000,238320,19860,0,0
60430075,天使的板甲,板甲战甲8光,437,4,3,7,1,1,7500,3,630,36,800,0,0,0,0,0,0,99,475800,3000,5,elogo60430070.png,天使使用的防具，十分坚硬。,8,1,9930000,238320,19860,0,0
60430076,天使的板甲,板甲战甲8暗,437,4,3,7,1,1,7500,3,630,36,800,0,0,0,0,0,0,99,475800,3000,6,elogo60430070.png,天使使用的防具，十分坚硬。,8,1,9930000,238320,19860,0,0
60430080,崩山板甲,板甲战甲9空,438,4,3,8,1,1,20000,3,720,36,1000,0,0,0,0,0,0,99,543000,0,0,elogo60430080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,6,15665000,375960,31330,60430090,0
60430081,崩山板甲,板甲战甲9水,438,4,3,8,1,1,20000,3,720,36,1000,0,0,0,0,0,0,99,543000,3000,1,elogo60430080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15665000,375960,31330,60430091,0
60430082,崩山板甲,板甲战甲9火,438,4,3,8,1,1,20000,3,720,36,1000,0,0,0,0,0,0,99,543000,3000,2,elogo60430080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15665000,375960,31330,60430092,0
60430083,崩山板甲,板甲战甲9雷,438,4,3,8,1,1,20000,3,720,36,1000,0,0,0,0,0,0,99,543000,3000,3,elogo60430080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15665000,375960,31330,60430093,0
60430084,崩山板甲,板甲战甲9土,438,4,3,8,1,1,20000,3,720,36,1000,0,0,0,0,0,0,99,543000,3000,4,elogo60430080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15665000,375960,31330,60430094,0
60430085,崩山板甲,板甲战甲9光,438,4,3,8,1,1,20000,3,720,36,1000,0,0,0,0,0,0,99,543000,3000,5,elogo60430080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15665000,375960,31330,60430095,0
60430086,崩山板甲,板甲战甲9暗,438,4,3,8,1,1,20000,3,720,36,1000,0,0,0,0,0,0,99,543000,3000,6,elogo60430080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,1,15665000,375960,31330,60430096,0
60430087,崩山板甲,板甲战甲9星,438,4,3,8,1,1,20000,3,720,36,1000,0,0,0,0,0,0,99,543000,3000,7,elogo60430080.png,穿戴之后，有山崩地裂之势，有憾山之威。,9,0,15665000,375960,31330,60430097,0
60430090,胜利板甲,板甲战甲10空,439,4,3,9,1,1,38000,3,1600,36,1000,0,0,0,0,0,0,99,1540500,0,0,elogo60430090.png,胜利的代名词，使用者就是胜利者的化身。,10,6,2000000,48000,4000,60430100,T1
60430091,胜利板甲,板甲战甲10水,439,4,3,9,1,1,38000,3,1600,36,1000,0,0,0,0,0,0,99,1540500,3000,1,elogo60430090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60430101,T1
60430092,胜利板甲,板甲战甲10火,439,4,3,9,1,1,38000,3,1600,36,1000,0,0,0,0,0,0,99,1540500,3000,2,elogo60430090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60430102,T1
60430093,胜利板甲,板甲战甲10雷,439,4,3,9,1,1,38000,3,1600,36,1000,0,0,0,0,0,0,99,1540500,3000,3,elogo60430090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60430103,T1
60430094,胜利板甲,板甲战甲10土,439,4,3,9,1,1,38000,3,1600,36,1000,0,0,0,0,0,0,99,1540500,3000,4,elogo60430090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60430104,T1
60430095,胜利板甲,板甲战甲10光,439,4,3,9,1,1,38000,3,1600,36,1000,0,0,0,0,0,0,99,1540500,3000,5,elogo60430090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60430105,T1
60430096,胜利板甲,板甲战甲10暗,439,4,3,9,1,1,38000,3,1600,36,1000,0,0,0,0,0,0,99,1540500,3000,6,elogo60430090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60430106,T1
60430097,胜利板甲,板甲战甲10星,439,4,3,9,1,1,38000,3,1600,36,1000,0,0,0,0,0,0,99,1540500,3000,7,elogo60430090.png,胜利的代名词，使用者就是胜利者的化身。,10,0,2000000,48000,4000,60430107,T1
60430100,时序之护,板甲战甲11空,4310,4,3,10,1,1,70000,3,4000,36,1100,0,0,0,0,0,0,99,3289400,0,0,elogo60430100.png,没有人能够逃脱。,10,6,3000000,72000,6000,0,T2
60430101,时序之护,板甲战甲11水,4310,4,3,10,1,1,70000,3,4000,36,1100,0,0,0,0,0,0,99,3289400,3000,1,elogo60430100.png,没有人能够逃脱。,10,1,3000000,72000,6000,0,T2
60430102,时序之护,板甲战甲11火,4310,4,3,10,1,1,70000,3,4000,36,1100,0,0,0,0,0,0,99,3289400,3000,2,elogo60430100.png,没有人能够逃脱。,10,1,3000000,72000,6000,0,T2
60430103,时序之护,板甲战甲11雷,4310,4,3,10,1,1,70000,3,4000,36,1100,0,0,0,0,0,0,99,3289400,3000,3,elogo60430100.png,没有人能够逃脱。,10,1,3000000,72000,6000,0,T2
60430104,时序之护,板甲战甲11土,4310,4,3,10,1,1,70000,3,4000,36,1100,0,0,0,0,0,0,99,3289400,3000,4,elogo60430100.png,没有人能够逃脱。,10,1,3000000,72000,6000,0,T2
60430105,时序之护,板甲战甲11光,4310,4,3,10,1,1,70000,3,4000,36,1100,0,0,0,0,0,0,99,3289400,3000,5,elogo60430100.png,没有人能够逃脱。,10,1,3000000,72000,6000,0,T2
60430106,时序之护,板甲战甲11暗,4310,4,3,10,1,1,70000,3,4000,36,1100,0,0,0,0,0,0,99,3289400,3000,6,elogo60430100.png,没有人能够逃脱。,10,1,3000000,72000,6000,0,T2
60430107,时序之护,板甲战甲11星,4310,4,3,10,1,1,70000,3,4000,36,1100,0,0,0,0,0,0,99,3289400,3000,7,elogo60430100.png,没有人能够逃脱。,10,0,3000000,72000,6000,0,T2
60440000,镔铁战靴,板甲战靴1,440,4,4,0,1,1,200,19,20,0,0,0,0,0,0,0,0,99,4760,0,0,elogo60440000.png,镔铁打造的护具，坚韧无比。,1,6,5000,120,10,0,0
60440010,碎石战靴,板甲战靴2,441,4,4,1,1,1,530,19,30,0,0,0,0,0,0,0,0,99,11740,0,0,elogo60440010.png,坚硬得很，往石头上一丢，直接砸碎。,2,6,230000,5520,460,0,0
60440020,开山战靴,板甲战靴3空,442,4,4,2,1,1,900,19,60,0,0,0,0,0,0,0,0,99,20280,0,0,elogo60440020.png,曾经一位开山神手穿戴的护具。,3,6,395000,9480,790,0,0
60440021,开山战靴,板甲战靴3水,442,4,4,2,1,1,900,19,60,0,0,0,0,0,0,0,0,99,20280,3000,1,elogo60440020.png,曾经一位开山神手穿戴的护具。,3,1,395000,9480,790,0,0
60440022,开山战靴,板甲战靴3火,442,4,4,2,1,1,900,19,60,0,0,0,0,0,0,0,0,99,20280,3000,2,elogo60440020.png,曾经一位开山神手穿戴的护具。,3,1,395000,9480,790,0,0
60440023,开山战靴,板甲战靴3雷,442,4,4,2,1,1,900,19,60,0,0,0,0,0,0,0,0,99,20280,3000,3,elogo60440020.png,曾经一位开山神手穿戴的护具。,3,1,395000,9480,790,0,0
60440024,开山战靴,板甲战靴3土,442,4,4,2,1,1,900,19,60,0,0,0,0,0,0,0,0,99,20280,3000,4,elogo60440020.png,曾经一位开山神手穿戴的护具。,3,1,395000,9480,790,0,0
60440025,开山战靴,板甲战靴3光,442,4,4,2,1,1,900,19,60,0,0,0,0,0,0,0,0,99,20280,3000,5,elogo60440020.png,曾经一位开山神手穿戴的护具。,3,1,395000,9480,790,0,0
60440026,开山战靴,板甲战靴3暗,442,4,4,2,1,1,900,19,60,0,0,0,0,0,0,0,0,99,20280,3000,6,elogo60440020.png,曾经一位开山神手穿戴的护具。,3,1,395000,9480,790,0,0
60440030,烈风长靴,板甲战靴4空,443,4,4,3,1,1,2200,19,160,21,-200,0,0,0,0,0,0,99,50680,0,0,elogo60440030.png,经过火焰长久的锻造，坚韧无比。,4,6,1155000,27720,2310,0,0
60440031,烈风长靴,板甲战靴4水,443,4,4,3,1,1,2200,19,160,21,-200,0,0,0,0,0,0,99,50680,3000,1,elogo60440030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60440032,烈风长靴,板甲战靴4火,443,4,4,3,1,1,2200,19,160,21,-200,0,0,0,0,0,0,99,50680,3000,2,elogo60440030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60440033,烈风长靴,板甲战靴4雷,443,4,4,3,1,1,2200,19,160,21,-200,0,0,0,0,0,0,99,50680,3000,3,elogo60440030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60440034,烈风长靴,板甲战靴4土,443,4,4,3,1,1,2200,19,160,21,-200,0,0,0,0,0,0,99,50680,3000,4,elogo60440030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60440035,烈风长靴,板甲战靴4光,443,4,4,3,1,1,2200,19,160,21,-200,0,0,0,0,0,0,99,50680,3000,5,elogo60440030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60440036,烈风长靴,板甲战靴4暗,443,4,4,3,1,1,2200,19,160,21,-200,0,0,0,0,0,0,99,50680,3000,6,elogo60440030.png,经过火焰长久的锻造，坚韧无比。,4,1,1155000,27720,2310,0,0
60440040,圣焰战靴,板甲战靴5空,444,4,4,4,1,1,4100,19,200,21,-200,0,0,0,0,0,0,99,90200,0,0,elogo60440040.png,部落战士使用的防具。,5,6,2040000,48960,4080,0,0
60440041,圣焰战靴,板甲战靴5水,444,4,4,4,1,1,4100,19,200,21,-200,0,0,0,0,0,0,99,90200,3000,1,elogo60440040.png,部落战士使用的防具。,5,1,2040000,48960,4080,0,0
60440042,圣焰战靴,板甲战靴5火,444,4,4,4,1,1,4100,19,200,21,-200,0,0,0,0,0,0,99,90200,3000,2,elogo60440040.png,部落战士使用的防具。,5,1,2040000,48960,4080,0,0
60440043,圣焰战靴,板甲战靴5雷,444,4,4,4,1,1,4100,19,200,21,-200,0,0,0,0,0,0,99,90200,3000,3,elogo60440040.png,部落战士使用的防具。,5,1,2040000,48960,4080,0,0
60440044,圣焰战靴,板甲战靴5土,444,4,4,4,1,1,4100,19,200,21,-200,0,0,0,0,0,0,99,90200,3000,4,elogo60440040.png,部落战士使用的防具。,5,1,2040000,48960,4080,0,0
60440045,圣焰战靴,板甲战靴5光,444,4,4,4,1,1,4100,19,200,21,-200,0,0,0,0,0,0,99,90200,3000,5,elogo60440040.png,部落战士使用的防具。,5,1,2040000,48960,4080,0,0
60440046,圣焰战靴,板甲战靴5暗,444,4,4,4,1,1,4100,19,200,21,-200,0,0,0,0,0,0,99,90200,3000,6,elogo60440040.png,部落战士使用的防具。,5,1,2040000,48960,4080,0,0
60440050,威仪战靴,板甲战靴6空,445,4,4,5,1,1,6400,19,200,21,-200,36,400,0,0,0,0,99,151950,0,0,elogo60440050.png,象征着皇家的威仪。,6,6,3330000,79920,6660,0,0
60440051,威仪战靴,板甲战靴6水,445,4,4,5,1,1,6400,19,200,21,-200,36,400,0,0,0,0,99,151950,3000,1,elogo60440050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60440052,威仪战靴,板甲战靴6火,445,4,4,5,1,1,6400,19,200,21,-200,36,400,0,0,0,0,99,151950,3000,2,elogo60440050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60440053,威仪战靴,板甲战靴6雷,445,4,4,5,1,1,6400,19,200,21,-200,36,400,0,0,0,0,99,151950,3000,3,elogo60440050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60440054,威仪战靴,板甲战靴6土,445,4,4,5,1,1,6400,19,200,21,-200,36,400,0,0,0,0,99,151950,3000,4,elogo60440050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60440055,威仪战靴,板甲战靴6光,445,4,4,5,1,1,6400,19,200,21,-200,36,400,0,0,0,0,99,151950,3000,5,elogo60440050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60440056,威仪战靴,板甲战靴6暗,445,4,4,5,1,1,6400,19,200,21,-200,36,400,0,0,0,0,99,151950,3000,6,elogo60440050.png,象征着皇家的威仪。,6,1,3330000,79920,6660,0,0
60440060,地恸战靴,板甲战靴7空,446,4,4,6,1,1,12000,19,250,21,-300,36,500,0,0,0,0,99,272900,0,0,elogo60440060.png,重量十足，穿戴之后，每一步都可憾地。,7,6,5900000,141600,11800,0,0
60440061,地恸战靴,板甲战靴7水,446,4,4,6,1,1,12000,19,250,21,-300,36,500,0,0,0,0,99,272900,3000,1,elogo60440060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5900000,141600,11800,0,0
60440062,地恸战靴,板甲战靴7火,446,4,4,6,1,1,12000,19,250,21,-300,36,500,0,0,0,0,99,272900,3000,2,elogo60440060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5900000,141600,11800,0,0
