id,name,target,scope,target_number,effect,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13
9401,治疗降低8%，2回合,0,0,0,2,9401,2,1,0,0,0,0,0,0,0,0,0,0
9402,治疗降低15%，2回合,0,0,0,2,9402,2,1,0,0,0,0,0,0,0,0,0,0
9403,治疗降低25%，2回合,0,0,0,2,9403,2,1,0,0,0,0,0,0,0,0,0,0
9404,治疗降低40%，2回合,0,0,0,2,9404,2,1,0,0,0,0,0,0,0,0,0,0
9405,全体降低【30%治疗】3回合,1,8,5,2,9405,3,1,0,0,0,0,0,0,0,0,0,0
9406,全体降低【40%治疗】3回合,1,8,5,2,9404,3,1,0,0,0,0,0,0,0,0,0,0
9407,全体降低【50%治疗】4回合,1,8,5,2,9406,4,1,0,0,0,0,0,0,0,0,0,0
9501,受疗降低8%，2回合,0,0,0,2,9501,2,1,0,0,0,0,0,0,0,0,0,0
9502,受疗降低15%，2回合,0,0,0,2,9502,2,1,0,0,0,0,0,0,0,0,0,0
9503,受疗降低25%，2回合,0,0,0,2,9503,2,1,0,0,0,0,0,0,0,0,0,0
9601,自身附加【30%暴击伤害】3回合,3,1,1,2,9601,3,1,0,0,0,0,0,0,0,0,0,0
9701,附加伤害加深3%,3,1,1,14,15,300,0,0,0,0,0,0,0,0,0,0,0
9702,附加伤害加深9%,3,1,1,14,15,900,0,0,0,0,0,0,0,0,0,0,0
9703,附加伤害加深15%,3,1,1,14,15,1500,0,0,0,0,0,0,0,0,0,0,0
9704,附加伤害加深20%,3,1,1,14,15,2000,0,0,0,0,0,0,0,0,0,0,0
9705,附加伤害加深25%,3,1,1,14,15,2500,0,0,0,0,0,0,0,0,0,0,0
9706,附加伤害加深5%,3,1,1,14,15,500,0,0,0,0,0,0,0,0,0,0,0
9707,附加伤害加深10%,3,1,1,14,15,1000,0,0,0,0,0,0,0,0,0,0,0
9751,自己受到伤害降低5%,3,1,1,16,3,500,0,0,0,0,0,0,0,0,0,0,0
9752,自己受到伤害降低10%,3,1,1,16,3,1000,0,0,0,0,0,0,0,0,0,0,0
9753,自己受到伤害降低15%,3,1,1,16,3,1500,0,0,0,0,0,0,0,0,0,0,0
9754,自身附加免伤10%2回合,3,1,1,2,9801,2,1,0,0,0,0,0,0,0,0,0,0
9755,自身附加免伤20%2回合,3,1,1,2,9802,2,1,0,0,0,0,0,0,0,0,0,0
9756,自身附加免伤30%2回合,3,1,1,2,9803,2,1,0,0,0,0,0,0,0,0,0,0
9757,自己受到伤害降低20%,3,1,1,14,11,2000,0,0,0,0,0,0,0,0,0,0,0
9758,自己受到伤害降低30%,3,1,1,14,11,3000,0,0,0,0,0,0,0,0,0,0,0
9759,附加【15%免伤】2回合,0,0,0,2,9804,2,1,0,0,0,0,0,0,0,0,0,0
9760,附加【20%免伤】2回合,0,0,0,2,9802,2,1,0,0,0,0,0,0,0,0,0,0
9761,附加【25%免伤】2回合,0,0,0,2,9805,2,1,0,0,0,0,0,0,0,0,0,0
9762,自己受到伤害降低30%,3,1,1,16,3,3000,0,0,0,0,0,0,0,0,0,0,0
9763,自己受到伤害降低40%,3,1,1,16,3,4000,0,0,0,0,0,0,0,0,0,0,0
9764,自己受到伤害降低50%,3,1,1,16,3,5000,0,0,0,0,0,0,0,0,0,0,0
9765,自身附加免伤20%3回合,3,1,1,2,9802,3,1,0,0,0,0,0,0,0,0,0,0
9801,速度降低10%，2回合,0,0,0,2,9701,2,1,0,0,0,0,0,0,0,0,0,0
9901,自身血量的4%为全队附加护盾，持续2回合,2,8,5,2,9901,2,1,0,0,0,0,0,0,0,0,0,0
9902,自身血量的8%为全队附加护盾，持续2回合,2,8,5,2,9902,2,1,0,0,0,0,0,0,0,0,0,0
9903,自身血量的12%为全队附加护盾，持续2回合,2,8,5,2,9903,2,1,0,0,0,0,0,0,0,0,0,0
9904,等同治疗量20%的护盾，2回合,0,0,0,2,9904,2,1,0,0,0,0,0,0,0,0,0,0
9905,等同治疗量21%的护盾，2回合,0,0,0,2,9905,2,1,0,0,0,0,0,0,0,0,0,0
9906,等同治疗量22%的护盾，2回合,0,0,0,2,9906,2,1,0,0,0,0,0,0,0,0,0,0
9907,等同治疗量23%的护盾，2回合,0,0,0,2,9907,2,1,0,0,0,0,0,0,0,0,0,0
10001,生命提升5%,4,1,1,10,2,500,1,0,0,0,0,0,0,0,0,0,0
10002,生命提升10%,4,1,1,10,2,1000,1,0,0,0,0,0,0,0,0,0,0
10003,生命提升15%,4,1,1,10,2,1500,1,0,0,0,0,0,0,0,0,0,0
10004,生命提升20%,4,1,1,10,2,2000,1,0,0,0,0,0,0,0,0,0,0
10005,生命提升25%,4,1,1,10,2,2500,1,0,0,0,0,0,0,0,0,0,0
10006,生命提升30%,4,1,1,10,2,3000,1,0,0,0,0,0,0,0,0,0,0
10007,生命提升3%,4,1,1,10,2,300,1,0,0,0,0,0,0,0,0,0,0
10008,生命提升9%,4,1,1,10,2,900,1,0,0,0,0,0,0,0,0,0,0
10009,生命提升35%,4,1,1,10,2,3500,1,0,0,0,0,0,0,0,0,0,0
10010,生命提升40%,4,1,1,10,2,4000,1,0,0,0,0,0,0,0,0,0,0
10011,攻击提升5%,4,1,1,10,1,500,1,0,0,0,0,0,0,0,0,0,0
10012,攻击提升10%,4,1,1,10,1,1000,1,0,0,0,0,0,0,0,0,0,0
10013,攻击提升15%,4,1,1,10,1,1500,1,0,0,0,0,0,0,0,0,0,0
10014,攻击提升20%,4,1,1,10,1,2000,1,0,0,0,0,0,0,0,0,0,0
10015,攻击提升25%,4,1,1,10,1,2500,1,0,0,0,0,0,0,0,0,0,0
10016,攻击提升30%,4,1,1,10,1,3000,1,0,0,0,0,0,0,0,0,0,0
10017,攻击提升35%,4,1,1,10,1,3500,1,0,0,0,0,0,0,0,0,0,0
10018,攻击提升40%,4,1,1,10,1,4000,1,0,0,0,0,0,0,0,0,0,0
10111,攻击提升0.1%,4,1,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0
10112,攻击提升0.2%,4,1,1,10,1,20,1,0,0,0,0,0,0,0,0,0,0
10113,攻击提升0.3%,4,1,1,10,1,30,1,0,0,0,0,0,0,0,0,0,0
10114,攻击提升2%,4,1,1,10,1,200,1,0,0,0,0,0,0,0,0,0,0
10115,攻击提升4%,4,1,1,10,1,400,1,0,0,0,0,0,0,0,0,0,0
10116,攻击提升6%,4,1,1,10,1,600,1,0,0,0,0,0,0,0,0,0,0
10021,暴击率提升5%,4,1,1,10,5,500,0,0,0,0,0,0,0,0,0,0,0
10022,暴击率提升10%,4,1,1,10,5,1000,0,0,0,0,0,0,0,0,0,0,0
10023,暴击率提升15%,4,1,1,10,5,1500,0,0,0,0,0,0,0,0,0,0,0
10024,暴击率提升20%,4,1,1,10,5,2000,0,0,0,0,0,0,0,0,0,0,0
10025,暴击率提升25%,4,1,1,10,5,2500,0,0,0,0,0,0,0,0,0,0,0
10026,暴击率提升11%,4,1,1,10,5,1100,0,0,0,0,0,0,0,0,0,0,0
10027,暴击率提升17%,4,1,1,10,5,1700,0,0,0,0,0,0,0,0,0,0,0
10030,暴击率提升6%,4,1,1,10,5,600,0,0,0,0,0,0,0,0,0,0,0
10031,防御力提升5%,4,1,1,10,3,500,1,0,0,0,0,0,0,0,0,0,0
10032,防御力提升10%,4,1,1,10,3,1000,1,0,0,0,0,0,0,0,0,0,0
10033,防御力提升15%,4,1,1,10,3,1500,1,0,0,0,0,0,0,0,0,0,0
10034,防御力提升20%,4,1,1,10,3,2000,1,0,0,0,0,0,0,0,0,0,0
10035,防御力提升25%,4,1,1,10,3,2500,1,0,0,0,0,0,0,0,0,0,0
10036,防御力提升30%,4,1,1,10,3,3000,1,0,0,0,0,0,0,0,0,0,0
10037,防御力提升35%,4,1,1,10,3,3500,1,0,0,0,0,0,0,0,0,0,0
10038,防御力提升40%,4,1,1,10,3,4000,1,0,0,0,0,0,0,0,0,0,0
10041,暴击伤害提升5%,4,1,1,10,6,500,0,0,0,0,0,0,0,0,0,0,0
10042,暴击伤害提升10%,4,1,1,10,6,1000,0,0,0,0,0,0,0,0,0,0,0
10043,暴击伤害提升15%,4,1,1,10,6,1500,0,0,0,0,0,0,0,0,0,0,0
10044,暴击伤害提升20%,4,1,1,10,6,2000,0,0,0,0,0,0,0,0,0,0,0
10045,暴击伤害提升25%,4,1,1,10,6,2500,0,0,0,0,0,0,0,0,0,0,0
10046,暴击伤害提升30%,4,1,1,10,6,3000,0,0,0,0,0,0,0,0,0,0,0
10051,治疗效果提升5%,4,1,1,10,13,500,0,0,0,0,0,0,0,0,0,0,0
10052,治疗效果提升10%,4,1,1,10,13,1000,0,0,0,0,0,0,0,0,0,0,0
10053,治疗效果提升15%,4,1,1,10,13,1500,0,0,0,0,0,0,0,0,0,0,0
10054,治疗效果提升20%,4,1,1,10,13,2000,0,0,0,0,0,0,0,0,0,0,0
10055,治疗效果提升25%,4,1,1,10,13,2500,0,0,0,0,0,0,0,0,0,0,0
10061,速度提升5,4,1,1,10,4,5,0,0,0,0,0,0,0,0,0,0,0
10062,速度提升10,4,1,1,10,4,10,0,0,0,0,0,0,0,0,0,0,0
10063,速度提升15,4,1,1,10,4,15,0,0,0,0,0,0,0,0,0,0,0
10064,速度提升20,4,1,1,10,4,20,0,0,0,0,0,0,0,0,0,0,0
10065,速度提升25,4,1,1,10,4,25,0,0,0,0,0,0,0,0,0,0,0
10066,速度提升30,4,1,1,10,4,30,0,0,0,0,0,0,0,0,0,0,0
10067,速度提升3%,4,1,1,10,4,300,1,0,0,0,0,0,0,0,0,0,0
10068,速度提升9%,4,1,1,10,4,900,1,0,0,0,0,0,0,0,0,0,0
10069,速度提升15%,4,1,1,10,4,1500,1,0,0,0,0,0,0,0,0,0,0
10071,魔法伤害提升5%,4,1,1,10,17,500,0,0,0,0,0,0,0,0,0,0,0
10072,魔法伤害提升10%,4,1,1,10,17,1000,0,0,0,0,0,0,0,0,0,0,0
10073,魔法伤害提升15%,4,1,1,10,17,1500,0,0,0,0,0,0,0,0,0,0,0
10074,魔法伤害提升20%,4,1,1,10,17,2000,0,0,0,0,0,0,0,0,0,0,0
10075,魔法伤害提升25%,4,1,1,10,17,2500,0,0,0,0,0,0,0,0,0,0,0
10081,物理伤害提升5%,4,1,1,10,16,500,0,0,0,0,0,0,0,0,0,0,0
10082,物理伤害提升10%,4,1,1,10,16,1000,0,0,0,0,0,0,0,0,0,0,0
10083,物理伤害提升15%,4,1,1,10,16,1500,0,0,0,0,0,0,0,0,0,0,0
10084,物理伤害提升20%,4,1,1,10,16,2000,0,0,0,0,0,0,0,0,0,0,0
10085,物理伤害提升25%,4,1,1,10,16,2500,0,0,0,0,0,0,0,0,0,0,0
10091,闪避提升6%,4,1,1,10,12,600,0,0,0,0,0,0,0,0,0,0,0
10092,闪避提升10%,4,1,1,10,12,1000,0,0,0,0,0,0,0,0,0,0,0
10093,闪避提升14%,4,1,1,10,12,1400,0,0,0,0,0,0,0,0,0,0,0
10094,闪避提升5%,4,1,1,10,12,500,0,0,0,0,0,0,0,0,0,0,0
10101,抗控提升4%,4,1,1,10,8,400,0,0,0,0,0,0,0,0,0,0,0
10102,抗控提升12%,4,1,1,10,8,1200,0,0,0,0,0,0,0,0,0,0,0
10103,抗控提升20%,4,1,1,10,8,2000,0,0,0,0,0,0,0,0,0,0,0
10111,抗暴提升5%,4,1,1,10,9,500,0,0,0,0,0,0,0,0,0,0,0
10112,抗暴提升12%,4,1,1,10,9,1200,0,0,0,0,0,0,0,0,0,0,0
10113,抗暴提升20%,4,1,1,10,9,2000,0,0,0,0,0,0,0,0,0,0,0
10121,法免提升5%,4,1,1,10,19,500,0,0,0,0,0,0,0,0,0,0,0
10122,法免提升10%,4,1,1,10,19,1000,0,0,0,0,0,0,0,0,0,0,0
10123,法免提升15%,4,1,1,10,19,1500,0,0,0,0,0,0,0,0,0,0,0
10131,物免提升5%,4,1,1,10,18,500,0,0,0,0,0,0,0,0,0,0,0
10132,物免提升10%,4,1,1,10,18,1000,0,0,0,0,0,0,0,0,0,0,0
10133,物免提升15%,4,1,1,10,18,1500,0,0,0,0,0,0,0,0,0,0,0
10141,被疗提升5%,4,1,1,10,14,500,0,0,0,0,0,0,0,0,0,0,0
10142,被疗提升10%,4,1,1,10,14,1000,0,0,0,0,0,0,0,0,0,0,0
10143,被疗提升15%,4,1,1,10,14,1500,0,0,0,0,0,0,0,0,0,0,0
10151,无视防御提升10%,4,1,1,10,204,1000,0,0,0,0,0,0,0,0,0,0,0
10152,无视防御提升20%,4,1,1,10,204,2000,0,0,0,0,0,0,0,0,0,0,0
10153,无视防御提升30%,4,1,1,10,204,3000,0,0,0,0,0,0,0,0,0,0,0
10161,命中提升3%,4,1,1,10,10,300,0,0,0,0,0,0,0,0,0,0,0
10162,命中提升7%,4,1,1,10,10,700,0,0,0,0,0,0,0,0,0,0,0
10163,命中提升11%,4,1,1,10,10,1100,0,0,0,0,0,0,0,0,0,0,0
10171,免伤提升5%,4,1,1,10,11,500,0,0,0,0,0,0,0,0,0,0,0
10172,免伤提升10%,4,1,1,10,11,1000,0,0,0,0,0,0,0,0,0,0,0
10173,免伤提升15%,4,1,1,10,11,1500,0,0,0,0,0,0,0,0,0,0,0
10174,免伤提升20%,4,1,1,10,11,2000,0,0,0,0,0,0,0,0,0,0,0
10175,免伤提升25%,4,1,1,10,11,2500,0,0,0,0,0,0,0,0,0,0,0
10176,免伤提升30%,4,1,1,10,11,3000,0,0,0,0,0,0,0,0,0,0,0
10177,免伤提升35%,4,1,1,10,11,3500,0,0,0,0,0,0,0,0,0,0,0
10178,免伤提升40%,4,1,1,10,11,4000,0,0,0,0,0,0,0,0,0,0,0
11011,攻击提升60点,4,1,1,10,1,60,0,0,0,0,0,0,0,0,0,0,0
11012,攻击提升180点,4,1,1,10,1,180,0,0,0,0,0,0,0,0,0,0,0
11013,攻击提升300点,4,1,1,10,1,300,0,0,0,0,0,0,0,0,0,0,0
11021,抗控提升5%,4,1,1,10,8,500,0,0,0,0,0,0,0,0,0,0,0
11022,抗控提升10%,4,1,1,10,8,1000,0,0,0,0,0,0,0,0,0,0,0
20001,生命降低1%,4,1,1,10,201,-100,0,0,0,0,0,0,0,0,0,0,0
20002,速度降低10%,4,1,1,10,4,-1000,1,0,0,0,0,0,0,0,0,0,0
20003,暴击率降低10%,4,1,1,10,5,-1000,0,0,0,0,0,0,0,0,0,0,0
30001,对携带神佑/保命攻击,1,1,1,19,1,100000241,100000242,100000243,100000251,100000252,100000253,0,0,0,0,0,0
30002,被携带神力/魔力攻击,2,1,1,19,1,100000011,100000012,100000013,100000021,100000022,100000023,0,0,0,0,0,0
30003,对携带生机/再生攻击,1,1,1,19,1,100000291,100000292,100000293,100000231,100000232,100000233,0,0,0,0,0,0
30004,对携带闪避/迅捷攻击,1,1,1,19,1,100000181,100000182,100000183,100000081,100000082,100000083,0,0,0,0,0,0
30005,被携带狂暴/物连/法连攻击,2,1,1,19,1,100000061,100000062,100000063,100000331,100000332,100000333,100000351,100000352,100000353,0,0,0
30006,判断圣灵,1,1,1,19,1,100000451,100000452,100000453,0,0,0,0,0,0,0,0,0
40001,判断自己释放技能类型,3,1,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0
50001,筛选己方攻击最高1人,2,8,5,12,1,1,1,0,0,0,0,0,0,0,0,0,0
60001,自己最终伤害波动区间90%~110%,3,1,1,28,9000,11000,0,0,0,0,0,0,0,0,0,0,0
60002,自己最终伤害波动区间95%~115%,3,1,1,28,9500,11500,0,0,0,0,0,0,0,0,0,0,0
60003,自己最终伤害波动区间100%~120%,3,1,1,28,10000,12000,0,0,0,0,0,0,0,0,0,0,0
70001,低级神赦技能变化,3,1,1,30,100000441,500000001,500000004,0,0,0,0,0,0,0,0,0,0
70002,中级神赦技能变化,3,1,1,30,100000442,500000002,500000005,0,0,0,0,0,0,0,0,0,0
70003,高级神赦技能变化,3,1,1,30,100000443,500000003,500000006,0,0,0,0,0,0,0,0,0,0
70004,初级驱灵技能变换,3,1,1,30,100000461,500000007,500000010,0,0,0,0,0,0,0,0,0,0
70005,中级驱灵技能变化,3,1,1,30,100000462,500000008,500000010,0,0,0,0,0,0,0,0,0,0
70006,高级驱灵技能变化,3,1,1,30,100000463,500000009,500000010,0,0,0,0,0,0,0,0,0,0
71001,初级圣灵,3,1,1,2,20001,5,1,0,0,0,0,0,0,0,0,0,0
71002,中级圣灵,3,1,1,2,20002,5,1,0,0,0,0,0,0,0,0,0,0
71003,高级圣灵,3,1,1,2,20003,5,1,0,0,0,0,0,0,0,0,0,0
80001,受到伤害超过生命上限40%,3,1,1,32,4000,1,4,0,0,0,0,0,0,0,0,0,0
91001,神器-嗜血-2人-等级1,1,8,2,1,5,290,1,3,0,0,0,0,0,0,0,0,0
91002,神器-嗜血-2人-等级2,1,8,2,1,5,1365,1,3,0,0,0,0,0,0,0,0,0
91003,神器-嗜血-2人-等级3,1,8,2,1,5,3564,1,3,0,0,0,0,0,0,0,0,0
91004,神器-嗜血-2人-等级4,1,8,2,1,5,5133,1,3,0,0,0,0,0,0,0,0,0
91005,神器-嗜血-3人-等级5,1,8,3,1,5,7654,1,3,0,0,0,0,0,0,0,0,0
91006,神器-嗜血-3人-等级6,1,8,3,1,5,10536,1,3,0,0,0,0,0,0,0,0,0
91007,神器-嗜血-3人-等级7,1,8,3,1,5,15643,1,3,0,0,0,0,0,0,0,0,0
91008,神器-嗜血-3人-等级8,1,8,3,1,5,21645,1,3,0,0,0,0,0,0,0,0,0
91009,神器-嗜血-4人-等级9,1,8,4,1,5,34564,1,3,0,0,0,0,0,0,0,0,0
91010,神器-嗜血-4人-等级10,1,8,4,1,5,46546,1,3,0,0,0,0,0,0,0,0,0
91011,神器-嗜血-4人-等级11,1,8,4,1,5,56464,1,3,0,0,0,0,0,0,0,0,0
91012,神器-嗜血-4人-等级12,1,8,4,1,5,67136,1,3,0,0,0,0,0,0,0,0,0
91101,给敌人叠加一个流血buff2回合-等级1,0,0,0,2,11101,2,1,0,0,0,0,0,0,0,0,0,0
91102,给敌人叠加一个流血buff2回合-等级2,0,0,0,2,11102,2,1,0,0,0,0,0,0,0,0,0,0
91103,给敌人叠加一个流血buff2回合-等级3,0,0,0,2,11103,2,1,0,0,0,0,0,0,0,0,0,0
91104,给敌人叠加一个流血buff2回合-等级4,0,0,0,2,11104,2,1,0,0,0,0,0,0,0,0,0,0
91105,给敌人叠加一个流血buff2回合-等级5,0,0,0,2,11105,2,1,0,0,0,0,0,0,0,0,0,0
91106,给敌人叠加一个流血buff2回合-等级6,0,0,0,2,11106,2,1,0,0,0,0,0,0,0,0,0,0
91107,给敌人叠加一个流血buff2回合-等级7,0,0,0,2,11107,2,1,0,0,0,0,0,0,0,0,0,0
91108,给敌人叠加一个流血buff2回合-等级8,0,0,0,2,11108,2,1,0,0,0,0,0,0,0,0,0,0
91109,给敌人叠加一个流血buff2回合-等级9,0,0,0,2,11109,2,1,0,0,0,0,0,0,0,0,0,0
91110,给敌人叠加一个流血buff2回合-等级10,0,0,0,2,11110,2,1,0,0,0,0,0,0,0,0,0,0
91111,给敌人叠加一个流血buff2回合-等级11,0,0,0,2,11111,2,1,0,0,0,0,0,0,0,0,0,0
91112,给敌人叠加一个流血buff2回合-等级12,0,0,0,2,11112,2,1,0,0,0,0,0,0,0,0,0,0
91201,给己方增加一个对流血的伤害buff-等级1,2,8,2,2,11201,2,1,0,0,0,0,0,0,0,0,0,0
91202,给己方增加一个对流血的伤害buff-等级2,2,8,2,2,11202,2,1,0,0,0,0,0,0,0,0,0,0
91203,给己方增加一个对流血的伤害buff-等级3,2,8,2,2,11203,2,1,0,0,0,0,0,0,0,0,0,0
91204,给己方增加一个对流血的伤害buff-等级4,2,8,2,2,11204,2,1,0,0,0,0,0,0,0,0,0,0
92001,神器-碎魄-2人-等级1,1,8,2,1,5,640,1,3,0,0,0,0,0,0,0,0,0
92002,神器-碎魄-2人-等级2,1,8,2,1,5,1064,1,3,0,0,0,0,0,0,0,0,0
92003,神器-碎魄-2人-等级3,1,8,2,1,5,1646,1,3,0,0,0,0,0,0,0,0,0
92004,神器-碎魄-2人-等级4,1,8,2,1,5,3654,1,3,0,0,0,0,0,0,0,0,0
92005,神器-碎魄-3人-等级5,1,8,3,1,5,5646,1,3,0,0,0,0,0,0,0,0,0
92006,神器-碎魄-3人-等级6,1,8,3,1,5,7654,1,3,0,0,0,0,0,0,0,0,0
92007,神器-碎魄-3人-等级7,1,8,3,1,5,9135,1,3,0,0,0,0,0,0,0,0,0
92008,神器-碎魄-3人-等级8,1,8,3,1,5,15643,1,3,0,0,0,0,0,0,0,0,0
92009,神器-碎魄-4人-等级9,1,8,4,1,5,31546,1,3,0,0,0,0,0,0,0,0,0
92010,神器-碎魄-4人-等级10,1,8,4,1,5,43158,1,3,0,0,0,0,0,0,0,0,0
92011,神器-碎魄-4人-等级11,1,8,4,1,5,59341,1,3,0,0,0,0,0,0,0,0,0
92012,神器-碎魄-4人-等级12,1,8,4,1,5,70792,1,3,0,0,0,0,0,0,0,0,0
92101,叠加降低攻击buff2回合-等级1,0,0,0,2,12101,2,1,0,0,0,0,0,0,0,0,0,0
92102,叠加降低攻击buff2回合-等级2,0,0,0,2,12102,2,1,0,0,0,0,0,0,0,0,0,0
92103,叠加降低攻击buff2回合-等级3,0,0,0,2,12103,2,1,0,0,0,0,0,0,0,0,0,0
92104,叠加降低攻击buff2回合-等级4,0,0,0,2,12104,2,1,0,0,0,0,0,0,0,0,0,0
92105,叠加降低攻击buff2回合-等级5,0,0,0,2,12105,2,1,0,0,0,0,0,0,0,0,0,0
92106,叠加降低攻击buff2回合-等级6,0,0,0,2,12106,2,1,0,0,0,0,0,0,0,0,0,0
92107,叠加降低攻击buff2回合-等级7,0,0,0,2,12107,2,1,0,0,0,0,0,0,0,0,0,0
92108,叠加降低攻击buff2回合-等级8,0,0,0,2,12108,2,1,0,0,0,0,0,0,0,0,0,0
92109,叠加降低攻击buff2回合-等级9,0,0,0,2,12109,2,1,0,0,0,0,0,0,0,0,0,0
92110,叠加降低攻击buff2回合-等级10,0,0,0,2,12110,2,1,0,0,0,0,0,0,0,0,0,0
92111,叠加降低攻击buff2回合-等级11,0,0,0,2,12111,2,1,0,0,0,0,0,0,0,0,0,0
92112,叠加降低攻击buff2回合-等级12,0,0,0,2,12112,2,1,0,0,0,0,0,0,0,0,0,0
92201,单体增加生命上限护盾buff-等级1,2,8,2,2,9908,2,1,0,0,0,0,0,0,0,0,0,0
92202,单体增加生命上限护盾buff-等级2,2,8,2,2,9909,2,1,0,0,0,0,0,0,0,0,0,0
92203,单体增加生命上限护盾buff-等级3,2,8,2,2,9910,2,1,0,0,0,0,0,0,0,0,0,0
92204,单体增加生命上限护盾buff-等级4,2,8,2,2,9911,2,1,0,0,0,0,0,0,0,0,0,0
93001,神器-破灭-2人-等级1,1,8,2,1,5,934,1,3,0,0,0,0,0,0,0,0,0
93002,神器-破灭-2人-等级2,1,8,2,1,5,1831,1,3,0,0,0,0,0,0,0,0,0
93003,神器-破灭-2人-等级3,1,8,2,1,5,2561,1,3,0,0,0,0,0,0,0,0,0
93004,神器-破灭-2人-等级4,1,8,2,1,5,4312,1,3,0,0,0,0,0,0,0,0,0
93005,神器-破灭-3人-等级5,1,8,3,1,5,6831,1,3,0,0,0,0,0,0,0,0,0
93006,神器-破灭-3人-等级6,1,8,3,1,5,8315,1,3,0,0,0,0,0,0,0,0,0
93007,神器-破灭-3人-等级7,1,8,3,1,5,11651,1,3,0,0,0,0,0,0,0,0,0
93008,神器-破灭-3人-等级8,1,8,3,1,5,22651,1,3,0,0,0,0,0,0,0,0,0
93009,神器-破灭-4人-等级9,1,8,4,1,5,36561,1,3,0,0,0,0,0,0,0,0,0
93010,神器-破灭-4人-等级10,1,8,4,1,5,50645,1,3,0,0,0,0,0,0,0,0,0
93011,神器-破灭-4人-等级11,1,8,4,1,5,61563,1,3,0,0,0,0,0,0,0,0,0
93012,神器-破灭-4人-等级12,1,8,4,1,5,74631,1,3,0,0,0,0,0,0,0,0,0
93101,给2人回复生命上限-等级1,2,8,2,11,500,2,1,1,0,0,0,0,0,0,0,0,0
93102,给2人回复生命上限-等级2,2,8,2,11,600,2,1,1,0,0,0,0,0,0,0,0,0
93103,给2人回复生命上限-等级3,2,8,2,11,700,2,1,1,0,0,0,0,0,0,0,0,0
93104,给2人回复生命上限-等级4,2,8,2,11,800,2,1,1,0,0,0,0,0,0,0,0,0
93105,给2人回复生命上限-等级5,2,8,2,11,900,2,1,1,0,0,0,0,0,0,0,0,0
93106,给2人回复生命上限-等级6,2,8,2,11,1000,2,1,1,0,0,0,0,0,0,0,0,0
93107,给2人回复生命上限-等级7,2,8,2,11,1100,2,1,1,0,0,0,0,0,0,0,0,0
93108,给2人回复生命上限-等级8,2,8,2,11,1200,2,1,1,0,0,0,0,0,0,0,0,0
93201,添加防御buff-等级1,0,0,0,2,13201,2,1,0,0,0,0,0,0,0,0,0,0
93202,添加防御buff-等级2,0,0,0,2,13202,2,1,0,0,0,0,0,0,0,0,0,0
93203,添加防御buff-等级3,0,0,0,2,13203,2,1,0,0,0,0,0,0,0,0,0,0
93204,添加防御buff-等级4,0,0,0,2,13204,2,1,0,0,0,0,0,0,0,0,0,0
94001,神器-追星-2人-等级1,1,8,2,1,5,1280,1,3,0,0,0,0,0,0,0,0,0
94002,神器-追星-2人-等级2,1,8,2,1,5,2365,1,3,0,0,0,0,0,0,0,0,0
94003,神器-追星-2人-等级3,1,8,2,1,5,3546,1,3,0,0,0,0,0,0,0,0,0
94004,神器-追星-2人-等级4,1,8,2,1,5,5315,1,3,0,0,0,0,0,0,0,0,0
94005,神器-追星-3人-等级5,1,8,3,1,5,7351,1,3,0,0,0,0,0,0,0,0,0
94006,神器-追星-3人-等级6,1,8,3,1,5,9813,1,3,0,0,0,0,0,0,0,0,0
94007,神器-追星-3人-等级7,1,8,3,1,5,16531,1,3,0,0,0,0,0,0,0,0,0
94008,神器-追星-3人-等级8,1,8,3,1,5,29654,1,3,0,0,0,0,0,0,0,0,0
94009,神器-追星-4人-等级9,1,8,4,1,5,38614,1,3,0,0,0,0,0,0,0,0,0
94010,神器-追星-4人-等级10,1,8,4,1,5,51351,1,3,0,0,0,0,0,0,0,0,0
94011,神器-追星-4人-等级11,1,8,4,1,5,63655,1,3,0,0,0,0,0,0,0,0,0
94012,神器-追星-4人-等级12,1,8,4,1,5,78662,1,3,0,0,0,0,0,0,0,0,0
94101,叠加降低命中buff2回合-等级1,0,0,0,2,14101,2,1,0,0,0,0,0,0,0,0,0,0
94102,叠加降低命中buff2回合-等级2,0,0,0,2,14102,2,1,0,0,0,0,0,0,0,0,0,0
94103,叠加降低命中buff2回合-等级3,0,0,0,2,14103,2,1,0,0,0,0,0,0,0,0,0,0
94104,叠加降低命中buff2回合-等级4,0,0,0,2,14104,2,1,0,0,0,0,0,0,0,0,0,0
94105,叠加降低命中buff2回合-等级5,0,0,0,2,14105,2,1,0,0,0,0,0,0,0,0,0,0
94106,叠加降低命中buff2回合-等级6,0,0,0,2,14106,2,1,0,0,0,0,0,0,0,0,0,0
94107,叠加降低命中buff2回合-等级7,0,0,0,2,14107,2,1,0,0,0,0,0,0,0,0,0,0
94108,叠加降低命中buff2回合-等级8,0,0,0,2,14108,2,1,0,0,0,0,0,0,0,0,0,0
94109,叠加降低命中buff2回合-等级9,0,0,0,2,14109,2,1,0,0,0,0,0,0,0,0,0,0
94110,叠加降低命中buff2回合-等级10,0,0,0,2,14110,2,1,0,0,0,0,0,0,0,0,0,0
94111,叠加降低命中buff2回合-等级11,0,0,0,2,14111,2,1,0,0,0,0,0,0,0,0,0,0
