id,dec,str
1029,STR_UIMonsteratfd_Stay,守军
1030,STR_UINewevent_Name,反叛军
1031,STR_UINewevent_Need_Official,官职不足！
1032,STR_UIScience_Return,返还材料
1033,STR_UIRecharge_WaitCD,月卡剩余120天才可以重复购买
1034,STR_UIRecharge_Is_Doing,订单正在处理！请稍后
1035,STR_UIRecharge_GetOK,充值成功
1036,STR_UIRecharge_Non,未充值
1037,STR_UIShop2_Max,物品达到上限
1038,STR_UIShop2_Has_Sell,该物品已出售
1039,STR_UIMeltinfo_Non_Item,未获取物品
1040,STR_UITask2_HasGet,已经领取，不能重复领取！
1041,STR_UITask2_No_Finish,未完成，不能领取！
1042,STR_UITask2_Unknown,未知任务！
1043,STR_UITask2_Time_End,任务有效时间已过！
1044,STR_UIUser_ChangeName,改名成功
1045,STR_UIUser_ChangeIconFail,更换头像失败！
1046,STR_UIUser_Need_Condition,未满足领取条件！
1047,STR_UIUser_Get_Fail,领取失败！
1048,STR_UIUser_Change_Icon,替换头像成功
1049,STR_UIUser_Change_Frame,替换边框成功
1050,STR_UIWebsocket_Star1,一星
1051,STR_UIWebsocket_Star2,二星
1052,STR_UIWebsocket_Star3,三星
1053,STR_UIWebsocket_Star4,四星
1054,STR_UIWebsocket_Star5,五星
1055,STR_UIXianshi_Limit,今日抽卡次数已超过%d次，需要提升贵族等级获得更多次数
1056,STR_UIWIAT_START,等待战斗
1057,STR_UIWIAT_START_COUNT,战斗倒计时
1058,STR_UITHE_TEAM,%s的队伍
1059,STR_UILEVEL_OPEN,%s级开启
1060,STR_UILEVEL_Pass,通关%s开启
1061,STR_UITEAM_PASS,需要允许至少一个阵营的成员可加入您创建的队伍
1062,STR_UILEAVE_TEAM,离开队伍
1063,STR_UIVIPBUY_VISIT,当前贵族重置次数到达上限
1064,STR_UICOLECOUNTTIME,%d秒
1065,STR_UIEquip_Is_Max,装备等级已满
1066,STR_UIPlayer_Need_Lv,人物等级不足！
1067,STR_UIFormation_Is_Null,出战阵容为空
1068,STR_UINone_Goods,您没有该物品了
1069,STR_UICombat_Not_Enough,征战次数不足
1070,STR_UIInstall_Wechat,请先安装微信
1071,STR_UIInstall_Microblog,请先安装微博
1072,STR_UIFront_Gate_Pass,请先通关前置关卡
1073,STR_UIMission_Is_Highest,当前任务为最高品质
1074,STR_UIRefresh_True,是否刷新？
1075,STR_UIAccount_Register,您的帐号已被登录
1076,STR_UIServer_Not_Connect,该服务器无法连接
1077,STR_UINewUpdate_Restart_Game,有新内容可以更新，请重启游戏
1078,STR_UIServer_Disconnect,您与服务器连接断开
1079,STR_UIVersionslow_DownloadAgain,客户端版本过低，请重新下载安装
1080,STR_UIAuthenticate_Get_Familiar,鉴定后可获得魔宠
1081,STR_UICompound_FourStars_OrangePet,合成随机一只四星橙宠
1082,STR_UICompound_FiveStars_OrangePet,合成随机一只五星橙宠
1083,STR_UITemporary_Not_Open,暂未开启
1084,STR_UIJoin_Gold_plan,加入 聚财计划
1085,STR_UIJoin_Virtuous_plan,加入 圣物计划
1086,STR_UIJoin_Halidom_plan,加入 神祗计划
1087,STR_UITo_Join,是否前往加入
1088,STR_UIJoin_Gold_plan_Receive_Award,加入 聚财计划 后可领取 聚财奖励
1089,STR_UIJoin_Virtuous_plan_Receive_Award,加入 圣物计划 后可领取 圣物奖励
1090,STR_UIJoin_Halidom_plan_Receive_Award,加入 神祗计划 后可领取 神祗奖励
1091,STR_UIJoin_AtWill_plan_Receive_Award,加入 任意计划 后可领取 商会福利
1092,STR_UIThe_Broadcast_Today,今日直播结束
1093,STR_UIDevelopment_Capabilities,当前功能正在开发中，敬请期待！
1094,STR_UIAfter_Open,通过后开启
1095,STR_UIGZ_APPLY,报名阶段
1096,STR_UIGZ_REST,休整阶段
1097,STR_UIGZ_INSPIRE,鼓舞阶段
1098,STR_UIGZ_REST_CNT,备战倒计时
1099,STR_UIGZ_APPLY_CNT,截止倒计时
1100,STR_UIGZ_INSPIRE_CNT,开战倒计时
1101,STR_UIJT_JOIN_TIPS,您尚未加入公会，是否前往加入公会。
1102,STR_UIJT_UPLV_TIPS,您的公会等级太低，尚未开启公会领地，是否前往捐献提升公会等级。
1103,STR_UIJT_RANK_NO_TIPS,第%d关
1104,STR_UIJT_RANK_TIPS,%s开启公会战争夺
1105,STR_UIGVE_MOVE,移动
1106,STR_UIGONGXIANBUZU,%s数量不足，无法购买
1107,STR_UIGONGLUE_ZUIDI,最低战斗力通关
1108,STR_UIGONGLUE_ZUIJIN,最近通关
1109,STR_UIGONGLUE_ZUIZAO,首次三星通关
1110,STR_UIClimb_NoCounts,今日重置次数已用完，提升贵族等级可获得更多的重置次数!
1111,STR_UINewRank_History,历史最高
1112,STR_UINewRank_Num_Cell,%d层
1113,STR_UILimit_day,每日限购
1114,STR_UILimit_week,每周限购
1115,STR_UILimit_none,不限购
1116,STR_UIFIGHT_NOTSTART,领地争夺战未开启
1117,STR_UIFIGHT_TOUCHSTART,点击左侧地图区域宣战
1118,STR_UIFIGHT_NOTRECOD,战报已过期
1119,STR_UIFIGHT_NOT_record,本场战斗没有玩家参战
1120,STR_UIPlayer_OpenLv,领主%d级开启
1121,STR_UI_BUYNEWPOWER,购买一次行动力?
1122,STR_UI_NOTLOOKJTFIGHT,不能查看其它公会战斗信息
1123,STR_UIFIGHT_JT_START,领地争夺战进行中
1124,STR_UIVIP_AND_LV_NEED,领主达%d级或贵族达%d级解锁
1125,STR_UINation_kill,战斗情况:%d连斩
1126,STR_UI_LEVEL_NOT,等级未达要求，不可挑战
1127,STR_UI_TOUCH_NOT,请不要点击的太快
1128,STR_UI_JUMP_HINT,是否确定要跳过所有的新手引导?
1129,STR_UI_JUMP_BTN,确认跳过
1130,STR_UIGem_Have_Same,已装备相同类型的宝石，不可重复装备
1131,STR_UI_RUXUANGUOZHAN,入选国战
1132,STR_UI_YIBAOMING,已报名
1133,STR_UI_FINISHTASK_WAIVE_GET,还有奖励未开启，是否放弃开启
1134,STR_UI_NOT_apply,未报名
1135,STR_UI_UIheroState_SUB,二团
1136,STR_UI_UIheroState_flank,四团
1137,STR_UI_UINo_Hero_User,无任何英雄可使用
1138,STR_UI_TODAY_SURPLUS_RESET_COUNT,剩余重置次数:
1139,STR_UI_not_inspire,未入选，不可鼓舞
1140,STR_UI_STARFIGHT_TIME,%s开战
1141,STR_UI_ADD_RESOLVE_PET,请添加待分解魔宠
1142,STR_UI_ADD_RESOLVE_RUNE,请添加待分解符文
1143,STR_UIFIGHT_END,领地争夺战已结束
1144,STR_UIFIGHT_start_time,领地争夺%s开战
1145,STR_UI_TIME_OVER,已结束
1146,STR_UI_KING_FIGHT_JIANGLI,国战奖励
1147,STR_UI_UNION_FIGHT_JIANGLI,公会战奖励
1148,STR_UI_KING_NOTOPEN,国战尚未开启
1149,STR_UI_NEAR,近
1150,STR_UI_FAR,远
1151,STR_UI_climb_tower_elite_PP,通关精英%d
1152,STR_UI_beSelected_fight,入选战斗
1153,STR_UI_not_beSelected_fight,未能入选战斗
1154,STR_UI_UNION_WIN,%s公会胜利
1155,STR_UIMount_Confirm_Exit,退出后无法保存转换结果，是否确认退出？
1156,STR_UIHuFu_refine,精炼
1157,STR_UIHuFu_refine_Max,纹章满级
1158,STR_UI_FIGHT_BTN_XZ,宣战
1159,STR_UI_FIGHT_BTN_TYXZ,提议宣战
1160,STR_UI_KJ_FINISH,研究完成
1161,STR_UI_VIP_INSSUFFICIENT,贵族%d可购买
1162,STR_UI_MASTER_NEED_LEVEL,领主%d级前免费
1163,STR_UI_CHAPTER_FEEL,完成%s前免费
1164,STR_UI_HERO_NOT_DIVINITY,英雄品质过低无神格
1165,STR_UI_HERO_Surviv,生存能力
1166,STR_UI_HERO_Damage,伤害能力
1167,STR_UI_HERO_Auxiliary,辅助能力
1168,STR_UIRecycle_Add_divinity,请添加待分解神格
1169,STR_UIRecycle_Get_divinity,分解获得神格碎片
1170,STR_UIEMPTY_EMAIL,当前没有新邮件
1171,STR_UI_Reset_divinity,没有可重置的天赋
1172,STR_UIJt_Join,加入
1173,STR_UI_LEVEL_NUM,等级
1174,STR_UI_STAR_LEVEL,星级
1175,STR_UI_NOBILITY_NOT_OPEN,当前等级或者关卡数位达标
1176,STR_UI_NOW_LEVEL,当前等级
1177,STR_UI_LIFTING,晋升中
1178,STR_UI_NOW_TIME_NOT_MATCHING,当前时间不匹配
1179,STR_UI_NOW_TIME_TTCZ,第%d天
1180,STR_UI_CHONGZHI_JR,今日单笔充值%d元
1181,STR_UI_CHONGZHI_LEIJI,累计充值%d天可领取
1182,STR_UI_NOT_CHUIZI,幸运锤不足
1183,STR_UI_GUAJI_TISHI,通过%s-%s解锁
1184,STR_UI_CHANG_NAME_AS_NULL,请输入名字
1185,STR_UI_CHANG_NAME_EXCEED_MAX_FIELD,角色名过长
1186,STR_UI_WEEKLY_FUND_ACTIVITY_FINISHED,活动已结束
1187,STR_UI_WEEKLY_FUND_ACTIVITY_OVERDUE,活动已过期，无法购买
1188,STR_UI_DIVINITY_HINT_1,最高价值道具已抽取，是否前往刷新神格轮盘。
1189,STR_UI_DIVINITY_HINT_2,继续探索
1190,STR_UI_DIVINITY_HINT_3,前往刷新
1191,STR_UIGame_main_D,%d天后可宣战
1192,STR_UIGame_main_H,%d小时后可宣战
1193,STR_UIGame_main_M,%d分钟后可宣战
1194,STR_UIExped_reset,当前为初始状态，无需重置
1195,STR_Battle2_Trial_Tip,今日挑战次数
1196,STR_Battle2_Expedition_Tip,重置次数
1197,STR_Battle2_Geminstance_Tip,可扫荡次数
1198,STR_UIBox_num,有宝箱尚未领取
1199,STR_UI_REMOVUI_DELAY_TIME,点击任意位置关闭窗口 (%d)
1200,STR_UI_LOGINUI_TIPS1,ISBN：978-7-498-04746-5 来文文号：泸新出科数【2018】214号 出版单位：上海绿岸网络科技股份有限公司
1201,STR_UI_LOGINUI_TIPS2,审批文号：新广出审【2018】1398号 著作人：成都千墨科技有限公司
1202,STR_UI_GUIDE_SKILLHINT,能量已经蓄满，可以施放大招了！烧焦他们！
1203,STR_UI_MAX_FIGHT_COUNT,今日全力一击次数已用完
1204,STR_UI_MAX_FIGHT_COUNT_VIP,提升贵族等级可获得更多次数
1205,STR_UI_GVE_MYPOINT,我的荣誉
1206,STR_UI_SUMMONHINT,召唤后加入卡池
1207,STR_UI_FLASH_GIFT,%d(剩%d)
1208,STR_UI_CampUnionTarget,提议进攻%s成功，是否前往查看
1209,STR_UI_LOOK_BTN,查看
1210,STR_UI_COMMER_TIPS,是否一键领取每日福利
1211,STR_UI_SUMMON_HINT_1,能量召唤概率公示:
1212,STR_UI_SUMMON_HINT_2,高级召唤概率公示：
1213,STR_UI_SUMMON_HINT_3,基础召唤概率公示：
1214,STR_UI_tomorrowOpen,明日开启
1215,STR_UI_CHANGE_HUNSHI,转化为%d个魂石
1216,STR_UI_achievement_hint,（还差          星，可获得%s)
1217,STR_UIJoin_Advanced_Gold_plan,加入 高阶聚财计划
1218,STR_UIJoin_Advanced_Virtuous_plan,加入 高阶圣物计划
1219,STR_UIJoin_Advanced_Halidom_plan,加入 高阶神祗计划
1220,STR_UIJoin_Advanced_Gold_plan_Receive_Award,加入 高阶聚财计划 后可领取 高阶聚财奖励
1221,STR_UIJoin_Advanced_Virtuous_plan_Receive_Award,加入 高阶圣物计划 后可领取 高阶圣物奖励
1222,STR_UIJoin_Advanced_Halidom_plan_Receive_Award,加入 高阶神祗计划 后可领取 高阶神祗奖励
1223,STR_UI_succeedXz,宣战成功
1224,STR_UI_START_FIGHT,战斗
1225,STR_UI_Front_array,前排
1226,STR_UI_middle_array,中排
1227,STR_UI_rear_array,后排
1228,STR_UI_FIGHT_PASSLEVEL_1,挑战关卡
1229,STR_UI_FIGHT_PASSLEVEL_2,挑战首领
1230,STR_UI_FIGHT_PASSLEVEL_3,挑战BOSS
1231,STR_UI_OPEN_NEXT_CHAPTER,开启下一章
1232,STR_UI_IS_PAY,是否前往充值
1233,STR_UI_time_minute,%d/分钟
1234,STR_UI_dungeon_Open_1,开启此地牢需要消耗道具:
1235,STR_UI_dungeon_Open_2,开启此地牢需要拥有英雄:
1236,STR_UI_SEND_MESSAGE_SUCCESS,发送成功
1237,STR_UI_GET RED ENVELOPES,恭喜抢得红包
1238,STR_UI_PROP_SOLD_OUT,道具已售空
1239,STR_UI_NAME_TOO_LENGTH,角色名过长
1240,STR_UI_HERO_WEARS_NOT_EMPTY,当前还有装备未脱下
1241,STR_UI_HERO_WEARS_EMPTY,当前没有可以脱下的装备
1242,STR_UI_FUNCTION_NOT_PUBLIC,当前功能暂未开放
1243,STR_UI_STAR_LEVEL_IS_MAX,亲爱的领主，当前的英雄星级已经提升到最大了！
1244,STR_UI_Hero_level_desc_0,粗糙
1245,STR_UI_Hero_level_desc_1,普通
1246,STR_UI_Hero_level_desc_2,稀有
1247,STR_UI_Hero_level_desc_3,稀有+
1248,STR_UI_Hero_level_desc_4,精英
1249,STR_UI_Hero_level_desc_5,精英+
1250,STR_UI_Hero_level_desc_6,史诗
1251,STR_UI_Hero_level_desc_7,史诗+
1252,STR_UI_Hero_level_desc_8,传说
1253,STR_UI_Hero_level_desc_9,传说+
1254,STR_UI_Hero_level_desc_10,神话
1255,STR_UI_Hero_level_desc_11,神话1
1256,STR_UI_Hero_level_desc_12,神话2
1257,STR_UI_Hero_level_desc_13,神话3
1258,STR_UI_Hero_level_desc_14,神话4
1259,STR_UI_Hero_level_desc_15,神话5
1260,STR_UI_Hero_equiplevel_desc_9,传说T1
1261,STR_UI_Hero_equiplevel_desc_10,传说T2
1262,STR_UI_Hero_auto_up,一键升阶
1263,STR_UI_Hero_ai_up,智能升阶
1264,STR_UI_Hero_ai_compound1,不是进阶材料
1265,STR_UI_Hero_ai_compound2,选择已完成
1266,STR_UI_Hero_skill_lock_level,(解锁等级:%d)
1267,STR_UI_Save_Hero_list,保存编组
1268,STR_UI_BUY_TYPE_1,购买%d个格子
1269,STR_UI_GoodsNotnum,%s 不足
1270,STR_UI_select_hero_top,一次最多选一个英雄
1271,STR_UI_CHANG_SIGNATURE_AS_NULL,请输入签名
1272,STR_UIJt_Ban_Signature,签名中不能包含敏感词！
1273,STR_UIUser_Change_Signature,更改签名成功
1274,STR_UI_REWARDCOLUMN_FRESH,刷新赏金任务
1275,STR_UI_HeroLock_1,英雄锁定成功
1276,STR_UI_HeroLock_2,英雄解锁成功
1277,STR_UI_ShareHeroUpHint,法阵中无法升级
1278,STR_UI_HeroUpLevel,升级
1279,STR_UI_MONEY_minute,%s/分
1280,STR_UI_Quick_onhook,使用
1281,STR_UI_Quick_onhook_free,免费使用
1282,STR_UI_PASTOR_HAVE_reached_a_specified_rank,命运核心等级需均达到%s级
1283,STR_UI_UNLOCK_SLOT,，解锁一个槽位吗
1284,STR_UI_PLESE_FRONT_SLOT,请解锁前面的槽位
1285,STR_UI_IIMMEDiIATELY_FFLUSH_CD,立即刷新冷却时间
1286,STR_UI_EQUIP_STR,装备
1287,STR_UI_ARTIFACE_SELECT,选择神器
1288,STR_UI_NOT_WEAR_ARTIFACE,当前角色未装备神器
1289,STR_UI_REPLACE_ARTIFACE,替换神器
1290,STR_UI_UNDRESS_SUCCESS,脱下装备成功
1291,STR_UI_Guild_apply_1,所有人可加入
1292,STR_UI_Guild_apply_2,需要验证加入
1293,STR_UI_Guild_apply_3,不可加入
1294,STR_UI_Guild_Flag_level_lock,公会%d级解锁
1295,STR_UI_Jt_bravehand,无畏之手
1296,STR_UI_Jt_bravehand_appoint,设为无畏之手
1297,STR_UI_Jt_bravehand_cancel,解除无畏之手
1298,STR_UI_Jt_upMatster,升为会长
1299,STR_UI_Jt_elder_appoint,升为长老
1300,STR_UI_Jt_elder_cancel,解除长老
1301,STR_UI_Jt_kickOut,踢出公会
1302,STR_UI_arenaDefFightSave,保存
1303,STR_UIPUBLIC_NONE,无
1304,STR_UIPUBLIC_TIME_HOUR_SC,%d小时后删除
1305,STR_UIPUBLIC_TIME_DH_SC,%d天后删除
1306,STR_UIPUBLIC_TIME_MINUTE_SC,%d分钟后删除
1307,STR_UIPUBLIC_NO_REWARD,没有奖励可以领取
1308,STR_UI_HeroStarTips_1,英雄品质
1309,STR_UI_HeroStarTips_2,英雄品质，你可以在黎明教堂通过消耗其他英雄来提高英雄品阶。
1310,STR_UI_HeroUplevelHint_1,此英雄被锁定，无法遣散，请解锁后尝试
1311,STR_UI_HeroUplevelHint_2,此英雄被锁定，无法重置，请解锁后尝试
1312,STR_UI_HeroUplevelHint_3,此英雄被锁定，无法回退，请解锁后尝试
1313,STR_UI_comeinHeroUp,前往升阶
1314,STR_UI_heroCurMaxLevel,当前已经满级
1315,STR_UI_MazeMapLevel_1,第一层
1316,STR_UI_MazeMapLevel_2,第二层
1317,STR_UI_MazeMapLevel_3,第三层
1318,STR_UI_MazeMapLevel_HELL,困难模式
1319,STR_UI_monsterName,%s(%d级)
1320,STR_UI_Union_appoint_1,是否将%s晋升为%s
1321,STR_UI_Union_appoint_2,撤销任命后，24小时后才可再次任命，其余%d次任命名额不受影响
1322,STR_UI_Union_appoint_3,是否将%s任命为长老，长老将拥有除了任命会长、任命长老之外的一切权利
1323,STR_UI_Union_appoint_4,是否将%s降职为成员
1324,STR_UI_Union_appoint_5,是否将会长职位移交给%s？
1325,STR_UI_Union_appoint_6,公会成员可以借其佣兵
1326,STR_UI_Union_appoint_7,无法在退出公会1小时内加入任意公会，再过%s可加入此公会
1327,STR_UI_Union_appoint_8,您被晋升为
1328,STR_UI_Union_appoint_9,公会成员将可以借用您的佣兵
1329,STR_UI_Union_appoint_10,成功解除
1330,STR_UIUpper_limit,道具已满，无法领取
1331,STR_UI_UnionLevelUp_1,公会等级
1332,STR_UI_UnionLevelUp_2,成员上限
1333,STR_UI_UnionLevelUp_3,解锁公会图标
1334,STR_UI_UnionLevelUp_4,公会活跃度上限
1335,STR_UI_UnionLevelUp_5,长老上限
1336,STR_UI_UnionLevelUp_6,可任命%d人为
1337,STR_UI_REWARDDISPATCH_1,当前没有满足条件的英雄可派遣
1338,STR_UI_NewPackage_1,限购%d次
1339,STR_UI_NewPackage_2,￥
1340,STR_UI_fightIndexNum_1,第一场
1341,STR_UI_fightIndexNum_2,第二场
1342,STR_UI_fightIndexNum_3,第三场
1343,STR_UI_arena_harvest,%d/时
1344,STR_UI_arena_onhook,没有可领取的竞技场硬币
1345,STR_UI_HeroUplevelHint_5,升阶英雄提升等级上限
1346,STR_UI_HeroUplevelHint_6,需通关%s解锁法阵
1347,STR_UI_Maze_hint1,传送门
1348,STR_UI_Maze_hint2,进入
1349,STR_UI_Maze_hint3,又是一处传送门，好奇心驱使着你小心翼翼得靠近了一些，突然一股力量把你拉了进去...
1350,STR_UI_Maze_hint4,另一座神秘的传送门，看上似乎异常危险，但是，高风险往往也意味着更高的回报
1351,STR_UI_BattleUnionHint,您上阵的英雄少于5名，是否直接开始战斗？
1352,STR_UI_OnBattleFightValueHint,上阵队伍战力不足，请将战力提升至%d再来挑战！
1353,STR_UI_battleTeamChangeHint,编队中有部分英雄不满足上阵条件
1354,STR_UI_Maze_notOpen,前方被迷雾遮挡，靠近一些才能看清迷雾中隐藏着什么东西
1355,STR_UI_LifeTree_Hint1,创世神木达到10级后开启
1356,STR_UI_TriumphalStele_1,暂无玩家达成奖励进度
1357,STR_UI_TriumphalStele_2,暂无达成玩家数据
1358,STR_UI_HeroUP_star_hint1,一次性批量进化所有可以进化的精英品质英雄和稀有品质英雄
1359,STR_UI_HeroUP_star_hint2,一次性智能进阶所有可以进化的稀有+品质英雄
1360,STR_UI_HeroUP_star_hint1_1,一键升阶
1361,STR_UI_HeroUP_star_hint2_2,智能升阶
1362,STR_UI_TriumphalStele_1,暂无玩家达成奖励进度
1363,STR_UI_TriumphalStele_2,暂无达成玩家数据
1364,STR_UI_HeroUPStarHint_1,需要%d个 %s %s
1365,STR_UI_LifeTree_hint_1,神木力量已达到等级上限，请提升创世神木的等级。
1366,STR_UI_LifeTree_hint_2,升级需要更多的希望泉水。
1367,STR_UI_HeroUplevelHint_4,你已拥有高品质的%s，是否继续升阶？
1368,STR_UI_HeroUPStarHint_2,需要%d名 %s %s 英雄
1369,STR_UI_FIGHT_HINT_1,与好友切磋一下
1370,STR_UI_FIGHT_HINT_2,与公会成员切磋一下
1371,STR_UI_not_move_1,无法抵达
1372,STR_UI_INS_HINT_1,敬请期待
1373,STR_UI_INS_HINT_2,敬请期待新的冒险
1374,STR_UI_INS_HINT_3,当前正在探索【%s】，继续开启会关闭当前副本，确定要继续吗？
1375,STR_UI_AUTOFIGHT_1,已开启自动战斗
1376,STR_UI_AUTOFIGHT_2,已关闭自动战斗
1377,STR_UI_VOID_HERO_HINT_1,灵魂共鸣
1378,STR_UI_VOID_HERO_HINT_2,解除共鸣
1379,STR_UI_ChangeServer_hint,切换到服务器：%d区，此操作需要重新加载游戏，请确定?
1380,STR_UI_Restart,重启游戏
1381,STR_UI_vip_onhookUp_hint,提升至贵族%d增加%d次每日快速挂机次数
1382,STR_UI_FightADDSpeed_hint1,爵位提升至骑士开启战斗加速2倍
1383,STR_UI_pleaseChooseHero,请先选择目标英雄
1384,STR_UI_pleaseChoose,请选择
1385,STR_UI_acrtfact_activation,[8](强化至%s级激活)[0]
1386,STR_UI_FollowTheGuide,领主，请跟随引导操作
1387,STR_UI_Guide_talk_1,两位英雄!前面有人被暗影生物袭击了!!快去救救她，点击“挑战首领
1388,STR_UI_Guide_talk_2,快救救我，北境之锤乌可诺先生！点击头像上阵
1389,STR_UI_Guide_talk_3,哈！你好像还需要一个帮手，点击秘境护卫让他也协助作战。
1390,STR_UI_Guide_talk_4,现在点击“战斗”，尽快消灭这个怪物！
1391,STR_UI_Guide_talk_5,那边的两位英雄，快来救救我！！点击“挑战首领
1392,STR_UI_Guide_talk_6,现在点击“战斗”，尽快消灭这个怪物！
1393,STR_UI_Guide_talk_7,能量槽充满后，点击角色头像可释放绝技。                                          现在点击英雄头像释放“巨锤猛击”铲除敌人！
1394,STR_UI_Guide_talk_8,快来这边，这边有很多怪物！
1395,STR_UI_Guide_talk_9,嘿~别忘记点击这位英雄，让她在战斗中露一手~
1396,STR_UI_Guide_talk_10,卡丽拉特的绝技“冰风暴”可以攻击前方敌人，请把她放到中间的位置发挥更大的作用。
1397,STR_UI_Guide_talk_11,好了~是时候让暗影生物尝尝冰霜的滋味了！
1398,STR_UI_Guide_talk_12,主城的怪物已经被我们消灭干净了，我们快去看看城里的情况怎么样了！
1399,STR_UI_Guide_talk_13,咦？我们似乎刚刚获得了一个神秘的卷轴，英雄招募里应该有人知道这个它的用途吧！
1400,STR_UI_Guide_talk_14,原来这个卷轴在这里可以招募英雄，我们需要更多的盟友，就是现在！点击使用它吧！
1401,STR_UI_Guide_talk_15,点击进入遣退界面，可将多余英雄遣退获得遣退币。
1402,STR_UI_Guide_talk_16,点击进入重塑界面，可将英雄重塑为1级，返还培养时消耗的资源。
1403,STR_UI_Guide_talk_17,主城被暗影生物袭击了，完成%d-%d后可进入主城
1404,STR_UI_Guide_talk_18,通往郊外的道路已被暗影生物占领，完成关卡%d-%d后可进入郊外
1405,STR_UI_Guide_talk_19,我们离胜利还差一点点，领取挂机奖励强化英雄后，我们再尝试挑战！
1406,STR_UI_Guide_talk_20,点击“领取”让我们看看这段时间获得了什么好东西。
1407,STR_UI_Guide_talk_21,点击她的头像，我来看看她的详细信息。
1408,STR_UI_Guide_talk_22,哇哦~原来她叫温迪洛尔，点击“升级”提升她的等级，强化她的能力。（按住不放还能连续“升级”哦）
1409,STR_UI_Guide_talk_23,点击她的头像，我来看看她的详细信息。
1410,STR_UI_Guide_talk_24,嘿~这里还有一件她的装备，点击“一键装备”给她穿上装备，提升她的属性。
1411,STR_UI_Guide_talk_25,太好了，我们的队伍又更加强大了！
1412,STR_UI_Guide_talk_26,好了，让我们继续战斗吧~
1413,STR_UI_Guide_talk_27,别忘了温迪洛尔!是时候让暗影生物见识下这位盟友的厉害了！
1414,STR_UI_Guide_talk_28,我已经急不可耐想要看看这场精彩的战斗了！
1415,STR_UI_Guide_talk_29,地牢解锁了！地牢中埋藏了大量宝藏，请点击郊外。
1416,STR_UI_GiftBag_day,日礼包
1417,STR_UI_GiftBag_week,周礼包
1418,STR_UI_GiftBag_month,月礼包
1419,STR_UI_GiftBag_newPlayer,新手礼包
1420,STR_UI_GiftBag_xingChen,星辰礼包
1421,STR_UI_BagCurrencyMax_hint,部分代币数量已经超上限，请从邮箱中领取
1422,STR_UI_BagGoodsMax_hint,部分物品数量已经超上限，请从邮箱中领取
1423,STR_UI_ResetGameLogin,请重新登录游戏
1424,STR_UI_RepetitionLoginKickOut,该账号已在别的设备登录
1425,STR_UI_GoodsNumMax,已满
1426,STR_UI_Hero_UP_Start_hint,[0]进化材料中含神话级英雄  %s[0]，是否进阶？
1427,STR_UI_Heroupstarall,批量升星成功
1428,STR_UI_ArenaBattlePosChange,竞技场防守英雄变更，是否要前往竞技场编辑防守队伍？
1429,STR_UI_equipKind_1,轻武器
1430,STR_UI_equipKind_2,重武器
1431,STR_UI_equipKind_3,法杖
1432,STR_UI_equipKind_4,板甲
1433,STR_UI_equipKind_5,布甲
1434,STR_UI_equipKind_6,皮甲
1435,STR_UI_Camp_type_1,水
1436,STR_UI_Camp_type_2,火
1437,STR_UI_Camp_type_3,雷
1438,STR_UI_Camp_type_4,土
1439,STR_UI_Camp_type_5,光
1440,STR_UI_Camp_type_6,暗
1441,STR_UI_Camp_type_7,星辰
1442,STR_UI_mercenaryNorrowRuleMax,每人最多可同时借用3个英雄
1443,STR_UI_mercenaryApplyRuleMax,每人最多可同时申请5个英雄
1444,STR_UI_friendDeletHint,申请删除！
1445,STR_UI_friendPlayerIsNotExit,该玩家不存在
1446,STR_UI_PlayerNotinterflowArray,玩家暂无切磋阵容
1447,STR_UI_cannotAddPlayer,该玩家在黑名单上，不可添加为好友
1448,STR_UI_friendNumIsMax,好友数量达到上限
1449,STR_UI_CannotResurgenceHero,没有可复活的英雄
1450,STR_UI_CampName_type_1,怒涛联邦
1451,STR_UI_CampName_type_2,圣焰部落
1452,STR_UI_CampName_type_3,雷鸣之城
1453,STR_UI_CampName_type_4,神峰秘境
1454,STR_UI_CampNotSelect,无任何阵营可选
1455,STR_UI_HeroBagMaxGotoDel,英雄背包容量已达上限，可以遣散一些普通品质的英雄以增加空间
1456,STR_UI_GotoHeroDelete,前去遣退
1457,STR_UI_HeroBagMaxGotoUp,英雄背包容量已达上限，可以前往升阶英雄以增加空间
1458,STR_UI_GotoHeroUP,前往升阶
1459,STR_UI_summonGoodOnceHint,您已用完%s，需要消耗%d%s，是否继续单抽？
1460,STR_UI_summonGoodTenHint,您已用完%s，需要消耗%d%s，是否继续10连抽？
1461,STR_UI_summonSurplusNum,今日召唤次数剩余%d次
1462,STR_UI_TowerName_0,试炼之塔
1463,STR_UI_TowerName_1,怒涛神殿
1464,STR_UI_TowerName_2,圣焰巢穴
1465,STR_UI_TowerName_3,暗雷冥域
1466,STR_UI_TowerName_4,翠蓝秘境
1467,STR_UI_DataActivateSucceed,%s激活成功
1468,STR_UI_GiftBag_AllPlayer,全民礼包
1469,STR_UI_TomorrowGetAward,明日领
1470,STR_UI_GetAward,领
1471,STR_UI_PassLevelid,通关冒险关卡%d-%d
1472,STR_UI_notUnionExitFight,您已退出公会，请退出本次战斗
1473,STR_UI_openUnionFight,开启狩猎成功
1474,STR_UI_ServerCloseLoginGame,服务器连接已经断开，请重新登录
1475,STR_UI_intensifyLevelOpen,(强化至%d级激活)
1476,STR_UI_intensifyLevelOpen_2,[0][8](强化至%d级激活)[0]
1477,STR_UI_notSave_notAmend,无需保存，未做任何修改
1478,STR_UI_BagTypePage_1,全部
