id,heroid,hero_star,skillhave1,skillhave2,skillhave3,skillhave4,skillhave5,skillhave6,type1,value1
830,4011,7,40110001,40110402,40110103,40110203,0,0,99,80000
831,4011,8,40110001,40110403,40110103,40110203,0,0,99,90000
832,4011,9,40110001,40110403,40110104,40110203,0,0,99,100000
833,4011,10,40110001,40110403,40110104,40110203,0,0,99,110000
834,4011,11,40110001,40110403,40110104,40110203,0,0,99,120000
835,4011,12,40110001,40110403,40110104,40110203,0,0,99,130000
836,4011,13,40110001,40110403,40110104,40110203,0,0,99,140000
837,4011,14,40110001,40110403,40110104,40110203,0,0,99,150000
838,4011,15,40110001,40110403,40110104,40110203,0,0,99,160000
839,4012,0,40120001,40120401,40120101,40120201,0,0,99,10000
840,4012,1,40120001,40120401,40120102,40120201,0,0,99,20000
841,4012,2,40120001,40120401,40120102,40120202,0,0,99,30000
842,4012,3,40120001,40120401,40120102,40120202,0,0,99,40000
843,4012,4,40120001,40120402,40120102,40120202,0,0,99,50000
844,4012,5,40120001,40120402,40120103,40120202,0,0,99,60000
845,4012,6,40120001,40120402,40120103,40120203,0,0,99,70000
846,4012,7,40120001,40120402,40120103,40120203,0,0,99,80000
847,4012,8,40120001,40120403,40120103,40120203,0,0,99,90000
848,4012,9,40120001,40120403,40120104,40120203,0,0,99,100000
849,4012,10,40120001,40120403,40120104,40120203,0,0,99,110000
850,4012,11,40120001,40120403,40120104,40120203,0,0,99,120000
851,4012,12,40120001,40120403,40120104,40120203,0,0,99,130000
852,4012,13,40120001,40120403,40120104,40120203,0,0,99,140000
853,4012,14,40120001,40120403,40120104,40120203,0,0,99,150000
854,4012,15,40120001,40120403,40120104,40120203,0,0,99,160000
855,4013,0,40130001,40130401,40130101,0,0,0,99,10000
856,4014,0,40140001,40140401,40140101,0,0,0,99,10000
857,5001,0,50010001,50010401,50010101,50010201,50010301,0,99,10000
858,5001,1,50010001,50010401,50010102,50010201,50010301,0,99,20000
859,5001,2,50010001,50010401,50010102,50010202,50010301,0,99,30000
860,5001,3,50010001,50010401,50010102,50010202,50010302,0,99,40000
861,5001,4,50010001,50010402,50010102,50010202,50010302,0,99,50000
862,5001,5,50010001,50010402,50010103,50010202,50010302,0,99,60000
863,5001,6,50010001,50010402,50010103,50010203,50010302,0,99,70000
864,5001,7,50010001,50010402,50010103,50010203,50010303,0,99,80000
865,5001,8,50010001,50010403,50010103,50010203,50010303,0,99,90000
866,5001,9,50010001,50010403,50010104,50010203,50010303,0,99,100000
867,5001,10,50010001,50010403,50010104,50010203,50010303,0,99,110000
868,5001,11,50010001,50010403,50010104,50010203,50010303,0,99,120000
869,5001,12,50010001,50010403,50010104,50010203,50010303,0,99,130000
870,5001,13,50010001,50010403,50010104,50010203,50010303,0,99,140000
871,5001,14,50010001,50010403,50010104,50010203,50010303,0,99,150000
872,5001,15,50010001,50010403,50010104,50010203,50010303,0,99,160000
873,5002,0,50020001,50020401,50020101,50020201,50020301,0,99,10000
874,5002,1,50020001,50020401,50020102,50020201,50020301,0,99,20000
875,5002,2,50020001,50020401,50020102,50020202,50020301,0,99,30000
876,5002,3,50020001,50020401,50020102,50020202,50020302,0,99,40000
877,5002,4,50020001,50020402,50020102,50020202,50020302,0,99,50000
878,5002,5,50020001,50020402,50020103,50020202,50020302,0,99,60000
879,5002,6,50020001,50020402,50020103,50020203,50020302,0,99,70000
880,5002,7,50020001,50020402,50020103,50020203,50020303,0,99,80000
881,5002,8,50020001,50020403,50020103,50020203,50020303,0,99,90000
882,5002,9,50020001,50020403,50020104,50020203,50020303,0,99,100000
883,5002,10,50020001,50020403,50020104,50020203,50020303,0,99,110000
884,5002,11,50020001,50020403,50020104,50020203,50020303,0,99,120000
885,5002,12,50020001,50020403,50020104,50020203,50020303,0,99,130000
886,5002,13,50020001,50020403,50020104,50020203,50020303,0,99,140000
887,5002,14,50020001,50020403,50020104,50020203,50020303,0,99,150000
888,5002,15,50020001,50020403,50020104,50020203,50020303,0,99,160000
889,5003,0,50030001,50030401,50030101,50030201,50030301,0,99,10000
890,5003,1,50030001,50030401,50030102,50030201,50030301,0,99,20000
891,5003,2,50030001,50030401,50030102,50030202,50030301,0,99,30000
892,5003,3,50030001,50030401,50030102,50030202,50030302,0,99,40000
893,5003,4,50030001,50030402,50030102,50030202,50030302,0,99,50000
894,5003,5,50030001,50030402,50030103,50030202,50030302,0,99,60000
895,5003,6,50030001,50030402,50030103,50030203,50030302,0,99,70000
896,5003,7,50030001,50030402,50030103,50030203,50030303,0,99,80000
897,5003,8,50030001,50030403,50030103,50030203,50030303,0,99,90000
898,5003,9,50030001,50030403,50030104,50030203,50030303,0,99,100000
899,5003,10,50030001,50030403,50030104,50030203,50030303,0,99,110000
900,5003,11,50030001,50030403,50030104,50030203,50030303,0,99,120000
901,5003,12,50030001,50030403,50030104,50030203,50030303,0,99,130000
902,5003,13,50030001,50030403,50030104,50030203,50030303,0,99,140000
903,5003,14,50030001,50030403,50030104,50030203,50030303,0,99,150000
904,5003,15,50030001,50030403,50030104,50030203,50030303,0,99,160000
905,5004,0,50040001,50040401,50040101,50040201,50040301,0,99,10000
906,5004,1,50040001,50040401,50040102,50040201,50040301,0,99,20000
907,5004,2,50040001,50040401,50040102,50040202,50040301,0,99,30000
908,5004,3,50040001,50040401,50040102,50040202,50040302,0,99,40000
909,5004,4,50040001,50040402,50040102,50040202,50040302,0,99,50000
910,5004,5,50040001,50040402,50040103,50040202,50040302,0,99,60000
911,5004,6,50040001,50040402,50040103,50040203,50040302,0,99,70000
912,5004,7,50040001,50040402,50040103,50040203,50040303,0,99,80000
913,5004,8,50040001,50040403,50040103,50040203,50040303,0,99,90000
914,5004,9,50040001,50040403,50040104,50040203,50040303,0,99,100000
915,5004,10,50040001,50040403,50040104,50040203,50040303,0,99,110000
916,5004,11,50040001,50040403,50040104,50040203,50040303,0,99,120000
917,5004,12,50040001,50040403,50040104,50040203,50040303,0,99,130000
918,5004,13,50040001,50040403,50040104,50040203,50040303,0,99,140000
919,5004,14,50040001,50040403,50040104,50040203,50040303,0,99,150000
920,5004,15,50040001,50040403,50040104,50040203,50040303,0,99,160000
921,5005,0,50050001,50050401,50050101,50050201,50050301,0,99,10000
922,5005,1,50050001,50050401,50050102,50050201,50050301,0,99,20000
923,5005,2,50050001,50050401,50050102,50050202,50050301,0,99,30000
924,5005,3,50050001,50050401,50050102,50050202,50050302,0,99,40000
925,5005,4,50050001,50050402,50050102,50050202,50050302,0,99,50000
926,5005,5,50050001,50050402,50050103,50050202,50050302,0,99,60000
927,5005,6,50050001,50050402,50050103,50050203,50050302,0,99,70000
928,5005,7,50050001,50050402,50050103,50050203,50050303,0,99,80000
929,5005,8,50050001,50050403,50050103,50050203,50050303,0,99,90000
930,5005,9,50050001,50050403,50050104,50050203,50050303,0,99,100000
931,5005,10,50050001,50050403,50050104,50050203,50050303,0,99,110000
932,5005,11,50050001,50050403,50050104,50050203,50050303,0,99,120000
933,5005,12,50050001,50050403,50050104,50050203,50050303,0,99,130000
934,5005,13,50050001,50050403,50050104,50050203,50050303,0,99,140000
935,5005,14,50050001,50050403,50050104,50050203,50050303,0,99,150000
936,5005,15,50050001,50050403,50050104,50050203,50050303,0,99,160000
937,5006,0,50060001,50060401,50060101,50060201,50060301,0,99,10000
938,5006,1,50060001,50060401,50060102,50060201,50060301,0,99,20000
939,5006,2,50060001,50060401,50060102,50060202,50060301,0,99,30000
940,5006,3,50060001,50060401,50060102,50060202,50060302,0,99,40000
941,5006,4,50060001,50060402,50060102,50060202,50060302,0,99,50000
942,5006,5,50060001,50060402,50060103,50060202,50060302,0,99,60000
943,5006,6,50060001,50060402,50060103,50060203,50060302,0,99,70000
944,5006,7,50060001,50060402,50060103,50060203,50060303,0,99,80000
945,5006,8,50060001,50060403,50060103,50060203,50060303,0,99,90000
946,5006,9,50060001,50060403,50060104,50060203,50060303,0,99,100000
947,5006,10,50060001,50060403,50060104,50060203,50060303,0,99,110000
948,5006,11,50060001,50060403,50060104,50060203,50060303,0,99,120000
949,5006,12,50060001,50060403,50060104,50060203,50060303,0,99,130000
950,5006,13,50060001,50060403,50060104,50060203,50060303,0,99,140000
951,5006,14,50060001,50060403,50060104,50060203,50060303,0,99,150000
952,5006,15,50060001,50060403,50060104,50060203,50060303,0,99,160000
953,5007,0,50070001,50070401,50070101,50070201,50070301,0,99,10000
954,5007,1,50070001,50070401,50070102,50070201,50070301,0,99,20000
955,5007,2,50070001,50070401,50070102,50070202,50070301,0,99,30000
956,5007,3,50070001,50070401,50070102,50070202,50070302,0,99,40000
957,5007,4,50070001,50070402,50070102,50070202,50070302,0,99,50000
958,5007,5,50070001,50070402,50070103,50070202,50070302,0,99,60000
959,5007,6,50070001,50070402,50070103,50070203,50070302,0,99,70000
960,5007,7,50070001,50070402,50070103,50070203,50070303,0,99,80000
961,5007,8,50070001,50070403,50070103,50070203,50070303,0,99,90000
962,5007,9,50070001,50070403,50070104,50070203,50070303,0,99,100000
963,5007,10,50070001,50070403,50070104,50070203,50070303,0,99,110000
964,5007,11,50070001,50070403,50070104,50070203,50070303,0,99,120000
965,5007,12,50070001,50070403,50070104,50070203,50070303,0,99,130000
966,5007,13,50070001,50070403,50070104,50070203,50070303,0,99,140000
967,5007,14,50070001,50070403,50070104,50070203,50070303,0,99,150000
968,5007,15,50070001,50070403,50070104,50070203,50070303,0,99,160000
969,5008,0,50080001,50080401,50080101,50080201,50080301,0,99,10000
970,5008,1,50080001,50080401,50080102,50080201,50080301,0,99,20000
971,5008,2,50080001,50080401,50080102,50080202,50080301,0,99,30000
972,5008,3,50080001,50080401,50080102,50080202,50080302,0,99,40000
973,5008,4,50080001,50080402,50080102,50080202,50080302,0,99,50000
974,5008,5,50080001,50080402,50080103,50080202,50080302,0,99,60000
975,5008,6,50080001,50080402,50080103,50080203,50080302,0,99,70000
976,5008,7,50080001,50080402,50080103,50080203,50080303,0,99,80000
977,5008,8,50080001,50080403,50080103,50080203,50080303,0,99,90000
978,5008,9,50080001,50080403,50080104,50080203,50080303,0,99,100000
979,5008,10,50080001,50080403,50080104,50080203,50080303,0,99,110000
980,5008,11,50080001,50080403,50080104,50080203,50080303,0,99,120000
981,5008,12,50080001,50080403,50080104,50080203,50080303,0,99,130000
982,5008,13,50080001,50080403,50080104,50080203,50080303,0,99,140000
983,5008,14,50080001,50080403,50080104,50080203,50080303,0,99,150000
984,5008,15,50080001,50080403,50080104,50080203,50080303,0,99,160000
985,6001,0,60010001,60010401,60010101,60010201,60010301,0,99,10000
986,6001,1,60010001,60010401,60010102,60010201,60010301,0,99,20000
987,6001,2,60010001,60010401,60010102,60010202,60010301,0,99,30000
988,6001,3,60010001,60010401,60010102,60010202,60010302,0,99,40000
989,6001,4,60010001,60010402,60010102,60010202,60010302,0,99,50000
990,6001,5,60010001,60010402,60010103,60010202,60010302,0,99,60000
991,6001,6,60010001,60010402,60010103,60010203,60010302,0,99,70000
992,6001,7,60010001,60010402,60010103,60010203,60010303,0,99,80000
993,6001,8,60010001,60010403,60010103,60010203,60010303,0,99,90000
994,6001,9,60010001,60010403,60010104,60010203,60010303,0,99,100000
995,6001,10,60010001,60010403,60010104,60010203,60010303,0,99,110000
996,6001,11,60010001,60010403,60010104,60010203,60010303,0,99,120000
997,6001,12,60010001,60010403,60010104,60010203,60010303,0,99,130000
998,6001,13,60010001,60010403,60010104,60010203,60010303,0,99,140000
999,6001,14,60010001,60010403,60010104,60010203,60010303,0,99,150000
1000,6001,15,60010001,60010403,60010104,60010203,60010303,0,99,160000
1001,6002,0,60020001,60020401,60020101,60020201,60020301,0,99,10000
1002,6002,1,60020001,60020401,60020102,60020201,60020301,0,99,20000
1003,6002,2,60020001,60020401,60020102,60020202,60020301,0,99,30000
1004,6002,3,60020001,60020401,60020102,60020202,60020302,0,99,40000
1005,6002,4,60020001,60020402,60020102,60020202,60020302,0,99,50000
1006,6002,5,60020001,60020402,60020103,60020202,60020302,0,99,60000
1007,6002,6,60020001,60020402,60020103,60020203,60020302,0,99,70000
1008,6002,7,60020001,60020402,60020103,60020203,60020303,0,99,80000
1009,6002,8,60020001,60020403,60020103,60020203,60020303,0,99,90000
1010,6002,9,60020001,60020403,60020104,60020203,60020303,0,99,100000
1011,6002,10,60020001,60020403,60020104,60020203,60020303,0,99,110000
1012,6002,11,60020001,60020403,60020104,60020203,60020303,0,99,120000
1013,6002,12,60020001,60020403,60020104,60020203,60020303,0,99,130000
1014,6002,13,60020001,60020403,60020104,60020203,60020303,0,99,140000
1015,6002,14,60020001,60020403,60020104,60020203,60020303,0,99,150000
1016,6002,15,60020001,60020403,60020104,60020203,60020303,0,99,160000
1017,6003,0,60030001,60030401,60030101,60030201,60030301,0,99,10000
1018,6003,1,60030001,60030401,60030102,60030201,60030301,0,99,20000
1019,6003,2,60030001,60030401,60030102,60030202,60030301,0,99,30000
1020,6003,3,60030001,60030401,60030102,60030202,60030302,0,99,40000
1021,6003,4,60030001,60030402,60030102,60030202,60030302,0,99,50000
1022,6003,5,60030001,60030402,60030103,60030202,60030302,0,99,60000
1023,6003,6,60030001,60030402,60030103,60030203,60030302,0,99,70000
1024,6003,7,60030001,60030402,60030103,60030203,60030303,0,99,80000
1025,6003,8,60030001,60030403,60030103,60030203,60030303,0,99,90000
1026,6003,9,60030001,60030403,60030104,60030203,60030303,0,99,100000
1027,6003,10,60030001,60030403,60030104,60030203,60030303,0,99,110000
1028,6003,11,60030001,60030403,60030104,60030203,60030303,0,99,120000
1029,6003,12,60030001,60030403,60030104,60030203,60030303,0,99,130000
1030,6003,13,60030001,60030403,60030104,60030203,60030303,0,99,140000
1031,6003,14,60030001,60030403,60030104,60030203,60030303,0,99,150000
1032,6003,15,60030001,60030403,60030104,60030203,60030303,0,99,160000
1033,6004,0,60040001,60040401,60040101,60040201,60040301,0,99,10000
1034,6004,1,60040001,60040401,60040102,60040201,60040301,0,99,20000
1035,6004,2,60040001,60040401,60040102,60040202,60040301,0,99,30000
1036,6004,3,60040001,60040401,60040102,60040202,60040302,0,99,40000
1037,6004,4,60040001,60040402,60040102,60040202,60040302,0,99,50000
1038,6004,5,60040001,60040402,60040103,60040202,60040302,0,99,60000
1039,6004,6,60040001,60040402,60040103,60040203,60040302,0,99,70000
1040,6004,7,60040001,60040402,60040103,60040203,60040303,0,99,80000
1041,6004,8,60040001,60040403,60040103,60040203,60040303,0,99,90000
1042,6004,9,60040001,60040403,60040104,60040203,60040303,0,99,100000
1043,6004,10,60040001,60040403,60040104,60040203,60040303,0,99,110000
1044,6004,11,60040001,60040403,60040104,60040203,60040303,0,99,120000
1045,6004,12,60040001,60040403,60040104,60040203,60040303,0,99,130000
1046,6004,13,60040001,60040403,60040104,60040203,60040303,0,99,140000
1047,6004,14,60040001,60040403,60040104,60040203,60040303,0,99,150000
1048,6004,15,60040001,60040403,60040104,60040203,60040303,0,99,160000
1049,6005,0,60050001,60050401,60050101,60050201,60050301,0,99,10000
1050,6005,1,60050001,60050401,60050102,60050201,60050301,0,99,20000
1051,6005,2,60050001,60050401,60050102,60050202,60050301,0,99,30000
1052,6005,3,60050001,60050401,60050102,60050202,60050302,0,99,40000
1053,6005,4,60050001,60050402,60050102,60050202,60050302,0,99,50000
1054,6005,5,60050001,60050402,60050103,60050202,60050302,0,99,60000
1055,6005,6,60050001,60050402,60050103,60050203,60050302,0,99,70000
1056,6005,7,60050001,60050402,60050103,60050203,60050303,0,99,80000
1057,6005,8,60050001,60050403,60050103,60050203,60050303,0,99,90000
1058,6005,9,60050001,60050403,60050104,60050203,60050303,0,99,100000
1059,6005,10,60050001,60050403,60050104,60050203,60050303,0,99,110000
1060,6005,11,60050001,60050403,60050104,60050203,60050303,0,99,120000
1061,6005,12,60050001,60050403,60050104,60050203,60050303,0,99,130000
1062,6005,13,60050001,60050403,60050104,60050203,60050303,0,99,140000
1063,6005,14,60050001,60050403,60050104,60050203,60050303,0,99,150000
1064,6005,15,60050001,60050403,60050104,60050203,60050303,0,99,160000
1065,6006,0,60060001,60060401,60060101,60060201,60060301,0,99,10000
1066,6006,1,60060001,60060401,60060102,60060201,60060301,0,99,20000
1067,6006,2,60060001,60060401,60060102,60060202,60060301,0,99,30000
1068,6006,3,60060001,60060401,60060102,60060202,60060302,0,99,40000
1069,6006,4,60060001,60060402,60060102,60060202,60060302,0,99,50000
1070,6006,5,60060001,60060402,60060103,60060202,60060302,0,99,60000
1071,6006,6,60060001,60060402,60060103,60060203,60060302,0,99,70000
1072,6006,7,60060001,60060402,60060103,60060203,60060303,0,99,80000
1073,6006,8,60060001,60060403,60060103,60060203,60060303,0,99,90000
1074,6006,9,60060001,60060403,60060104,60060203,60060303,0,99,100000
1075,6006,10,60060001,60060403,60060104,60060203,60060303,0,99,110000
1076,6006,11,60060001,60060403,60060104,60060203,60060303,0,99,120000
1077,6006,12,60060001,60060403,60060104,60060203,60060303,0,99,130000
1078,6006,13,60060001,60060403,60060104,60060203,60060303,0,99,140000
1079,6006,14,60060001,60060403,60060104,60060203,60060303,0,99,150000
1080,6006,15,60060001,60060403,60060104,60060203,60060303,0,99,160000
1081,6007,0,60070001,60070401,60070101,60070201,60070301,0,99,10000
1082,6007,1,60070001,60070401,60070102,60070201,60070301,0,99,20000
1083,6007,2,60070001,60070401,60070102,60070202,60070301,0,99,30000
1084,6007,3,60070001,60070401,60070102,60070202,60070302,0,99,40000
1085,6007,4,60070001,60070402,60070102,60070202,60070302,0,99,50000
1086,6007,5,60070001,60070402,60070103,60070202,60070302,0,99,60000
1087,6007,6,60070001,60070402,60070103,60070203,60070302,0,99,70000
1088,6007,7,60070001,60070402,60070103,60070203,60070303,0,99,80000
1089,6007,8,60070001,60070403,60070103,60070203,60070303,0,99,90000
1090,6007,9,60070001,60070403,60070104,60070203,60070303,0,99,100000
1091,6007,10,60070001,60070403,60070104,60070203,60070303,0,99,110000
1092,6007,11,60070001,60070403,60070104,60070203,60070303,0,99,120000
1093,6007,12,60070001,60070403,60070104,60070203,60070303,0,99,130000
1094,6007,13,60070001,60070403,60070104,60070203,60070303,0,99,140000
1095,6007,14,60070001,60070403,60070104,60070203,60070303,0,99,150000
1096,6007,15,60070001,60070403,60070104,60070203,60070303,0,99,160000
1097,6008,0,60080001,60080401,60080101,60080201,60080301,0,99,10000
1098,6008,1,60080001,60080401,60080102,60080201,60080301,0,99,20000
1099,6008,2,60080001,60080401,60080102,60080202,60080301,0,99,30000
1100,6008,3,60080001,60080401,60080102,60080202,60080302,0,99,40000
1101,6008,4,60080001,60080402,60080102,60080202,60080302,0,99,50000
1102,6008,5,60080001,60080402,60080103,60080202,60080302,0,99,60000
1103,6008,6,60080001,60080402,60080103,60080203,60080302,0,99,70000
1104,6008,7,60080001,60080402,60080103,60080203,60080303,0,99,80000
1105,6008,8,60080001,60080403,60080103,60080203,60080303,0,99,90000
1106,6008,9,60080001,60080403,60080104,60080203,60080303,0,99,100000
1107,6008,10,60080001,60080403,60080104,60080203,60080303,0,99,110000
1108,6008,11,60080001,60080403,60080104,60080203,60080303,0,99,120000
1109,6008,12,60080001,60080403,60080104,60080203,60080303,0,99,130000
1110,6008,13,60080001,60080403,60080104,60080203,60080303,0,99,140000
1111,6008,14,60080001,60080403,60080104,60080203,60080303,0,99,150000
1112,6008,15,60080001,60080403,60080104,60080203,60080303,0,99,160000
1113,1101,0,11010001,0,0,0,0,0,99,10000
1114,2102,0,11020001,0,0,0,0,0,99,20000
1115,1103,0,11040001,0,0,0,0,0,99,30000
1116,2103,0,11010001,0,0,0,0,0,99,40000
