orz,id,hero_star,star_quality,star_num,qualification1_id1,qualification1_num1,qualification1_id2,qualification1_num2,qualification2_id1,qualification2_num1,qualification2_id2,qualification2_num2,qualification3_id1,qualification3_num1,qualification3_id2,qualification3_num2,qualification4_id1,qualification4_num1,qualification4_id2,qualification4_num2,qualification5_id1,qualification5_num1,qualification5_id2,qualification5_num2,qualification6_id1,qualification6_num1,qualification6_id2,qualification6_num2,qualification7_id1,qualification7_num1,qualification7_id2,qualification7_num2,qualification8_id1,qualification8_num1,qualification8_id2,qualification8_num2,qualification9_id1,qualification9_num1,qualification9_id2,qualification9_num2,qualification10_id1,qualification10_num1,qualification10_id2,qualification10_num2,starlv_id1,starid_num1,starlv_id2,starid_num2,starlv_id3,starid_num3,starlv_id4,starid_num4,qualification1_type1,qualification1_value1,qualification1_type2,qualification1_value2,qualification1_type3,qualification1_value3,qualification2_type1,qualification2_value1,qualification2_type2,qualification2_value2,qualification2_type3,qualification2_value3,qualification3_type1,qualification3_value1,qualification3_type2,qualification3_value2,qualification3_type3,qualification3_value3,qualification4_type1,qualification4_value1,qualification4_type2,qualification4_value2,qualification4_type3,qualification4_value3,qualification5_type1,qualification5_value1,qualification5_type2,qualification5_value2,qualification5_type3,qualification5_value3,qualification6_type1,qualification6_value1,qualification6_type2,qualification6_value2,qualification6_type3,qualification6_value3,qualification7_type1,qualification7_value1,qualification7_type2,qualification7_value2,qualification7_type3,qualification7_value3,qualification8_type1,qualification8_value1,qualification8_type2,qualification8_value2,qualification8_type3,qualification8_value3,qualification9_type1,qualification9_value1,qualification9_type2,qualification9_value2,qualification9_type3,qualification9_value3,qualification10_type1,qualification10_value1,qualification10_type2,qualification10_value2,qualification10_type3,qualification10_value3,starlv_type1,starlv_value1,starlv_type2,starlv_value2,starlv_type3,starlv_value3,skillid1,skillid2,skillid3,skillid4,skillid5,skillid6,skillid7,skillid0,skillopen,qualification1,qualification2,qualification3,qualification4,qualification5,qualification6,qualification7,qualification8,qualification9,qualification10,starlv,qualification_icon1,qualification_icon2,qualification_icon3,qualification_icon4,qualification_icon5,qualification_icon6,qualification_icon7,qualification_icon8,qualification_icon9,qualification_icon10,starlv_icon
275,2008,5,3,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,30101000,0,12200801,2,0,0,9,2670,0,0,99,136704,30,150,0,0,99,136704,9,2670,0,0,99,136704,30,150,0,0,99,136704,9,2670,0,0,99,136704,30,150,0,0,99,136704,30,150,0,0,99,136704,30,150,0,0,99,136704,30,150,0,0,99,136704,0,0,0,0,0,0,6,22310,10,1100,99,546816,200800,200801,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
276,2008,6,3,3,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,12200801,2,91000001,0,30101000,0,12200801,2,0,0,9,4270,0,0,99,218726,30,230,0,0,99,218726,9,4270,0,0,99,218726,30,230,0,0,99,218726,9,4270,0,0,99,218726,30,230,0,0,99,218726,30,230,0,0,99,218726,30,230,0,0,99,218726,30,230,0,0,99,218726,0,0,0,0,0,0,6,35690,10,1760,99,874905,200800,200801,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
277,2008,7,4,1,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,30101000,0,12200801,4,0,0,9,6680,0,0,99,341760,30,360,0,0,99,341760,9,6680,0,0,99,341760,30,360,0,0,99,341760,9,6680,0,0,99,341760,30,360,0,0,99,341760,30,360,0,0,99,341760,30,360,0,0,99,341760,30,360,0,0,99,341760,0,0,0,0,0,0,6,55770,10,2760,99,1367040,200800,200801,200802,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
278,2008,8,4,2,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,30101000,0,12200801,4,0,0,9,10690,0,0,99,546816,30,580,0,0,99,546816,9,10690,0,0,99,546816,30,580,0,0,99,546816,9,10690,0,0,99,546816,30,580,0,0,99,546816,30,580,0,0,99,546816,30,580,0,0,99,546816,30,580,0,0,99,546816,0,0,0,0,0,0,6,89230,10,4410,99,2187264,200800,200801,200802,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
279,2008,9,4,3,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,12200801,4,91000001,0,30101000,0,12200801,4,0,0,9,16030,0,0,99,820224,30,870,0,0,99,820224,9,16030,0,0,99,820224,30,870,0,0,99,820224,9,16030,0,0,99,820224,30,870,0,0,99,820224,30,870,0,0,99,820224,30,870,0,0,99,820224,30,870,0,0,99,820224,0,0,0,0,0,0,6,133850,10,6620,99,3280896,200800,200801,200802,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
280,2008,10,5,1,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,30101000,0,12200801,5,0,0,9,23040,0,0,99,1179072,30,1250,0,0,99,1179072,9,23040,0,0,99,1179072,30,1250,0,0,99,1179072,9,23040,0,0,99,1179072,30,1250,0,0,99,1179072,30,1250,0,0,99,1179072,30,1250,0,0,99,1179072,30,1250,0,0,99,1179072,0,0,0,0,0,0,6,192410,10,9510,99,4716288,200800,200801,200802,200803,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
281,2008,11,5,2,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,30101000,0,12200801,5,0,0,9,30730,0,0,99,1572096,30,1670,0,0,99,1572096,9,30730,0,0,99,1572096,30,1670,0,0,99,1572096,9,30730,0,0,99,1572096,30,1670,0,0,99,1572096,30,1670,0,0,99,1572096,30,1670,0,0,99,1572096,30,1670,0,0,99,1572096,0,0,0,0,0,0,6,256550,10,12680,99,6288384,200800,200801,200802,200803,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
282,2008,12,5,3,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,12200801,5,91000001,0,30101000,0,12200801,5,0,0,9,38740,0,0,99,1982208,30,2110,0,0,99,1982208,9,38740,0,0,99,1982208,30,2110,0,0,99,1982208,9,38740,0,0,99,1982208,30,2110,0,0,99,1982208,30,2110,0,0,99,1982208,30,2110,0,0,99,1982208,30,2110,0,0,99,1982208,0,0,0,0,0,0,6,323470,10,15990,99,7928832,200800,200801,200802,200803,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
283,2008,13,6,1,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,30101000,0,12200801,6,0,0,9,47430,0,0,99,2426496,30,2580,0,0,99,2426496,9,47430,0,0,99,2426496,30,2580,0,0,99,2426496,9,47430,0,0,99,2426496,30,2580,0,0,99,2426496,30,2580,0,0,99,2426496,30,2580,0,0,99,2426496,30,2580,0,0,99,2426496,0,0,0,0,0,0,6,395980,10,19580,99,9705984,200800,200801,200802,200803,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
284,2008,14,6,2,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,30101000,0,12200801,6,0,0,9,56780,0,0,99,2904960,30,3090,0,0,99,2904960,9,56780,0,0,99,2904960,30,3090,0,0,99,2904960,9,56780,0,0,99,2904960,30,3090,0,0,99,2904960,30,3090,0,0,99,2904960,30,3090,0,0,99,2904960,30,3090,0,0,99,2904960,0,0,0,0,0,0,6,474060,10,23440,99,11619840,200800,200801,200802,200803,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
285,2008,15,6,3,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,12200801,6,91000001,0,30101000,0,12200801,6,0,0,9,66800,0,0,99,3417600,30,3640,0,0,99,3417600,9,66800,0,0,99,3417600,30,3640,0,0,99,3417600,9,66800,0,0,99,3417600,30,3640,0,0,99,3417600,30,3640,0,0,99,3417600,30,3640,0,0,99,3417600,30,3640,0,0,99,3417600,0,0,0,0,0,0,6,557710,10,27580,99,13670400,200800,200801,200802,200803,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
286,2009,1,2,1,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,12200901,0,91000001,0,30101000,0,12200901,0,0,0,9,0,0,0,99,0,30,0,0,0,99,0,9,0,0,0,99,0,30,0,0,0,99,0,9,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,0,0,0,0,0,0,6,0,10,0,99,0,200900,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
287,2009,2,2,2,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,30101000,0,12200901,1,0,0,9,260,0,0,99,13670,30,20,0,0,99,13670,9,260,0,0,99,13670,30,20,0,0,99,13670,9,260,0,0,99,13670,30,20,0,0,99,13670,30,20,0,0,99,13670,30,20,0,0,99,13670,30,20,0,0,99,13670,0,0,0,0,0,0,6,2240,10,120,99,54681,200900,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
288,2009,3,2,3,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,12200901,1,91000001,0,30101000,0,12200901,1,0,0,9,720,0,0,99,37593,30,40,0,0,99,37593,9,720,0,0,99,37593,30,40,0,0,99,37593,9,720,0,0,99,37593,30,40,0,0,99,37593,30,40,0,0,99,37593,30,40,0,0,99,37593,30,40,0,0,99,37593,0,0,0,0,0,0,6,6170,10,330,99,150374,200900,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
289,2009,4,3,1,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,30101000,0,12200901,2,0,0,9,1470,0,0,99,76896,30,90,0,0,99,76896,9,1470,0,0,99,76896,30,90,0,0,99,76896,9,1470,0,0,99,76896,30,90,0,0,99,76896,30,90,0,0,99,76896,30,90,0,0,99,76896,30,90,0,0,99,76896,0,0,0,0,0,0,6,12620,10,680,99,307584,200900,200901,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
290,2009,5,3,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,30101000,0,12200901,2,0,0,9,2600,0,0,99,136704,30,160,0,0,99,136704,9,2600,0,0,99,136704,30,160,0,0,99,136704,9,2600,0,0,99,136704,30,160,0,0,99,136704,30,160,0,0,99,136704,30,160,0,0,99,136704,30,160,0,0,99,136704,0,0,0,0,0,0,6,22440,10,1200,99,546816,200900,200901,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
291,2009,6,3,3,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,12200901,2,91000001,0,30101000,0,12200901,2,0,0,9,4170,0,0,99,218726,30,260,0,0,99,218726,9,4170,0,0,99,218726,30,260,0,0,99,218726,9,4170,0,0,99,218726,30,260,0,0,99,218726,30,260,0,0,99,218726,30,260,0,0,99,218726,30,260,0,0,99,218726,0,0,0,0,0,0,6,35900,10,1930,99,874905,200900,200901,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
292,2009,7,4,1,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,30101000,0,12200901,4,0,0,9,6510,0,0,99,341760,30,410,0,0,99,341760,9,6510,0,0,99,341760,30,410,0,0,99,341760,9,6510,0,0,99,341760,30,410,0,0,99,341760,30,410,0,0,99,341760,30,410,0,0,99,341760,30,410,0,0,99,341760,0,0,0,0,0,0,6,56090,10,3010,99,1367040,200900,200901,200902,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
293,2009,8,4,2,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,30101000,0,12200901,4,0,0,9,10420,0,0,99,546816,30,650,0,0,99,546816,9,10420,0,0,99,546816,30,650,0,0,99,546816,9,10420,0,0,99,546816,30,650,0,0,99,546816,30,650,0,0,99,546816,30,650,0,0,99,546816,30,650,0,0,99,546816,0,0,0,0,0,0,6,89740,10,4810,99,2187264,200900,200901,200902,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
294,2009,9,4,3,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,12200901,4,91000001,0,30101000,0,12200901,4,0,0,9,15630,0,0,99,820224,30,980,0,0,99,820224,9,15630,0,0,99,820224,30,980,0,0,99,820224,9,15630,0,0,99,820224,30,980,0,0,99,820224,30,980,0,0,99,820224,30,980,0,0,99,820224,30,980,0,0,99,820224,0,0,0,0,0,0,6,134610,10,7220,99,3280896,200900,200901,200902,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
295,2009,10,5,1,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,30101000,0,12200901,5,0,0,9,22470,0,0,99,1179072,30,1410,0,0,99,1179072,9,22470,0,0,99,1179072,30,1410,0,0,99,1179072,9,22470,0,0,99,1179072,30,1410,0,0,99,1179072,30,1410,0,0,99,1179072,30,1410,0,0,99,1179072,30,1410,0,0,99,1179072,0,0,0,0,0,0,6,193510,10,10380,99,4716288,200900,200901,200902,200903,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
296,2009,11,5,2,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,30101000,0,12200901,5,0,0,9,29950,0,0,99,1572096,30,1880,0,0,99,1572096,9,29950,0,0,99,1572096,30,1880,0,0,99,1572096,9,29950,0,0,99,1572096,30,1880,0,0,99,1572096,30,1880,0,0,99,1572096,30,1880,0,0,99,1572096,30,1880,0,0,99,1572096,0,0,0,0,0,0,6,258010,10,13840,99,6288384,200900,200901,200902,200903,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
297,2009,12,5,3,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,12200901,5,91000001,0,30101000,0,12200901,5,0,0,9,37770,0,0,99,1982208,30,2370,0,0,99,1982208,9,37770,0,0,99,1982208,30,2370,0,0,99,1982208,9,37770,0,0,99,1982208,30,2370,0,0,99,1982208,30,2370,0,0,99,1982208,30,2370,0,0,99,1982208,30,2370,0,0,99,1982208,0,0,0,0,0,0,6,325320,10,17450,99,7928832,200900,200901,200902,200903,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
