base_id,treasurea_id,name,quality,stage_lv_show,stage_lv,cost_item1,cost_num1,cost_item2,cost_num2,attribute_type1,attribute1,attribute_type2,attribute2,attribute_type3,attribute3,attribute_type4,attribute4,extra_attributes_type1,extra_attribute_addvalue1,extra_attributes_type2,extra_attribute_addvalue2,announcement,icon,maxlevel
376,500306,戒指部件Ⅵ+18,6,18,18,79500306,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500306,20
377,500306,戒指部件Ⅵ+19,6,19,19,79500306,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500306,20
378,500306,戒指部件Ⅵ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500306,20
379,500401,法珠部件Ⅰ,6,0,0,79500401,1,0,0,1,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500401,20
380,500401,法珠部件Ⅰ+1,6,1,1,79500401,4,80000011,3,1,400,0,0,0,0,99,12000,0,0,0,0,0,elogo79500401,20
381,500401,法珠部件Ⅰ+2,6,2,2,79500401,5,80000011,4,1,600,0,0,0,0,99,18000,0,0,0,0,0,elogo79500401,20
382,500401,法珠部件Ⅰ+3,6,3,3,79500401,7,80000011,5,1,800,0,0,0,0,99,24000,1,80,99,2400,0,elogo79500401,20
383,500401,法珠部件Ⅰ+4,6,4,4,79500401,9,80000011,7,1,1000,0,0,0,0,99,30000,0,0,0,0,0,elogo79500401,20
384,500401,法珠部件Ⅰ+5,6,5,5,79500401,12,80000011,9,1,1200,0,0,0,0,99,36000,0,0,0,0,0,elogo79500401,20
385,500401,法珠部件Ⅰ+6,6,6,6,79500401,15,80000011,12,1,1400,0,0,0,0,99,42000,0,0,0,0,0,elogo79500401,20
386,500401,法珠部件Ⅰ+7,6,7,7,79500401,20,80000011,15,1,1600,0,0,0,0,99,48000,0,0,0,0,0,elogo79500401,20
387,500401,法珠部件Ⅰ+8,6,8,8,79500401,26,80000011,19,1,2000,0,0,0,0,99,60000,0,0,0,0,0,elogo79500401,20
388,500401,法珠部件Ⅰ+9,6,9,9,79500401,34,80000011,25,1,2800,0,0,0,0,99,84000,0,0,0,0,0,elogo79500401,20
389,500401,法珠部件Ⅰ+10,6,10,10,79500401,44,80000011,33,1,3600,0,0,0,0,99,108000,0,0,0,0,0,elogo79500401,20
390,500401,法珠部件Ⅰ+11,6,11,11,79500401,57,80000011,43,1,4680,0,0,0,0,99,140400,1,560,99,16800,0,elogo79500401,20
391,500401,法珠部件Ⅰ+12,6,12,12,79500401,74,80000011,56,1,6800,0,0,0,0,99,204000,0,0,0,0,0,elogo79500401,20
392,500401,法珠部件Ⅰ+13,6,13,13,79500401,96,80000011,72,1,9760,0,0,0,0,99,292800,0,0,0,0,0,elogo79500401,20
393,500401,法珠部件Ⅰ+14,6,14,14,79500401,125,80000011,94,1,13880,0,0,0,0,99,416400,0,0,0,0,0,elogo79500401,20
394,500401,法珠部件Ⅰ+15,6,15,15,79500401,163,80000011,122,1,19600,0,0,0,0,99,588000,0,0,0,0,1,elogo79500401,20
395,500401,法珠部件Ⅰ+16,6,16,16,79500401,212,80000011,159,1,27480,0,0,0,0,99,824400,0,0,0,0,1,elogo79500401,20
396,500401,法珠部件Ⅰ+17,6,17,17,79500401,275,80000011,206,1,38240,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500401,20
397,500401,法珠部件Ⅰ+18,6,18,18,79500401,357,80000011,268,1,52960,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500401,20
398,500401,法珠部件Ⅰ+19,6,19,19,79500401,465,80000011,349,1,72920,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500401,20
399,500401,法珠部件Ⅰ+20,6,20,20,0,0,0,0,1,100000,0,0,0,0,99,3000000,1,12000,99,360000,1,elogo79500401,20
400,500402,法珠部件Ⅱ,6,0,0,79500402,1,0,0,1,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500402,20
401,500402,法珠部件Ⅱ+1,6,1,1,79500402,4,80000011,3,1,400,0,0,0,0,99,12000,0,0,0,0,0,elogo79500402,20
402,500402,法珠部件Ⅱ+2,6,2,2,79500402,5,80000011,4,1,600,0,0,0,0,99,18000,0,0,0,0,0,elogo79500402,20
403,500402,法珠部件Ⅱ+3,6,3,3,79500402,7,80000011,5,1,800,0,0,0,0,99,24000,1,80,99,2400,0,elogo79500402,20
404,500402,法珠部件Ⅱ+4,6,4,4,79500402,9,80000011,7,1,1000,0,0,0,0,99,30000,0,0,0,0,0,elogo79500402,20
405,500402,法珠部件Ⅱ+5,6,5,5,79500402,12,80000011,9,1,1200,0,0,0,0,99,36000,0,0,0,0,0,elogo79500402,20
406,500402,法珠部件Ⅱ+6,6,6,6,79500402,15,80000011,12,1,1400,0,0,0,0,99,42000,0,0,0,0,0,elogo79500402,20
407,500402,法珠部件Ⅱ+7,6,7,7,79500402,20,80000011,15,1,1600,0,0,0,0,99,48000,0,0,0,0,0,elogo79500402,20
408,500402,法珠部件Ⅱ+8,6,8,8,79500402,26,80000011,19,1,2000,0,0,0,0,99,60000,0,0,0,0,0,elogo79500402,20
409,500402,法珠部件Ⅱ+9,6,9,9,79500402,34,80000011,25,1,2800,0,0,0,0,99,84000,0,0,0,0,0,elogo79500402,20
410,500402,法珠部件Ⅱ+10,6,10,10,79500402,44,80000011,33,1,3600,0,0,0,0,99,108000,0,0,0,0,0,elogo79500402,20
411,500402,法珠部件Ⅱ+11,6,11,11,79500402,57,80000011,43,1,4680,0,0,0,0,99,140400,1,560,99,16800,0,elogo79500402,20
412,500402,法珠部件Ⅱ+12,6,12,12,79500402,74,80000011,56,1,6800,0,0,0,0,99,204000,0,0,0,0,0,elogo79500402,20
413,500402,法珠部件Ⅱ+13,6,13,13,79500402,96,80000011,72,1,9760,0,0,0,0,99,292800,0,0,0,0,0,elogo79500402,20
414,500402,法珠部件Ⅱ+14,6,14,14,79500402,125,80000011,94,1,13880,0,0,0,0,99,416400,0,0,0,0,0,elogo79500402,20
415,500402,法珠部件Ⅱ+15,6,15,15,79500402,163,80000011,122,1,19600,0,0,0,0,99,588000,0,0,0,0,1,elogo79500402,20
416,500402,法珠部件Ⅱ+16,6,16,16,79500402,212,80000011,159,1,27480,0,0,0,0,99,824400,0,0,0,0,1,elogo79500402,20
417,500402,法珠部件Ⅱ+17,6,17,17,79500402,275,80000011,206,1,38240,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500402,20
418,500402,法珠部件Ⅱ+18,6,18,18,79500402,357,80000011,268,1,52960,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500402,20
419,500402,法珠部件Ⅱ+19,6,19,19,79500402,465,80000011,349,1,72920,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500402,20
420,500402,法珠部件Ⅱ+20,6,20,20,0,0,0,0,1,100000,0,0,0,0,99,3000000,1,12000,99,360000,1,elogo79500402,20
421,500403,法珠部件Ⅲ,6,0,0,79500403,1,0,0,1,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500403,20
422,500403,法珠部件Ⅲ+1,6,1,1,79500403,4,80000011,3,1,400,0,0,0,0,99,12000,0,0,0,0,0,elogo79500403,20
423,500403,法珠部件Ⅲ+2,6,2,2,79500403,5,80000011,4,1,600,0,0,0,0,99,18000,0,0,0,0,0,elogo79500403,20
424,500403,法珠部件Ⅲ+3,6,3,3,79500403,7,80000011,5,1,800,0,0,0,0,99,24000,1,80,99,2400,0,elogo79500403,20
425,500403,法珠部件Ⅲ+4,6,4,4,79500403,9,80000011,7,1,1000,0,0,0,0,99,30000,0,0,0,0,0,elogo79500403,20
426,500403,法珠部件Ⅲ+5,6,5,5,79500403,12,80000011,9,1,1200,0,0,0,0,99,36000,0,0,0,0,0,elogo79500403,20
427,500403,法珠部件Ⅲ+6,6,6,6,79500403,15,80000011,12,1,1400,0,0,0,0,99,42000,0,0,0,0,0,elogo79500403,20
428,500403,法珠部件Ⅲ+7,6,7,7,79500403,20,80000011,15,1,1600,0,0,0,0,99,48000,0,0,0,0,0,elogo79500403,20
429,500403,法珠部件Ⅲ+8,6,8,8,79500403,26,80000011,19,1,2000,0,0,0,0,99,60000,0,0,0,0,0,elogo79500403,20
430,500403,法珠部件Ⅲ+9,6,9,9,79500403,34,80000011,25,1,2800,0,0,0,0,99,84000,0,0,0,0,0,elogo79500403,20
431,500403,法珠部件Ⅲ+10,6,10,10,79500403,44,80000011,33,1,3600,0,0,0,0,99,108000,0,0,0,0,0,elogo79500403,20
432,500403,法珠部件Ⅲ+11,6,11,11,79500403,57,80000011,43,1,4680,0,0,0,0,99,140400,1,560,99,16800,0,elogo79500403,20
433,500403,法珠部件Ⅲ+12,6,12,12,79500403,74,80000011,56,1,6800,0,0,0,0,99,204000,0,0,0,0,0,elogo79500403,20
434,500403,法珠部件Ⅲ+13,6,13,13,79500403,96,80000011,72,1,9760,0,0,0,0,99,292800,0,0,0,0,0,elogo79500403,20
435,500403,法珠部件Ⅲ+14,6,14,14,79500403,125,80000011,94,1,13880,0,0,0,0,99,416400,0,0,0,0,0,elogo79500403,20
436,500403,法珠部件Ⅲ+15,6,15,15,79500403,163,80000011,122,1,19600,0,0,0,0,99,588000,0,0,0,0,1,elogo79500403,20
437,500403,法珠部件Ⅲ+16,6,16,16,79500403,212,80000011,159,1,27480,0,0,0,0,99,824400,0,0,0,0,1,elogo79500403,20
438,500403,法珠部件Ⅲ+17,6,17,17,79500403,275,80000011,206,1,38240,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500403,20
439,500403,法珠部件Ⅲ+18,6,18,18,79500403,357,80000011,268,1,52960,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500403,20
440,500403,法珠部件Ⅲ+19,6,19,19,79500403,465,80000011,349,1,72920,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500403,20
441,500403,法珠部件Ⅲ+20,6,20,20,0,0,0,0,1,100000,0,0,0,0,99,3000000,1,12000,99,360000,1,elogo79500403,20
442,500404,法珠部件Ⅳ,6,0,0,79500404,1,0,0,1,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500404,20
443,500404,法珠部件Ⅳ+1,6,1,1,79500404,4,80000011,3,1,400,0,0,0,0,99,12000,0,0,0,0,0,elogo79500404,20
444,500404,法珠部件Ⅳ+2,6,2,2,79500404,5,80000011,4,1,600,0,0,0,0,99,18000,0,0,0,0,0,elogo79500404,20
445,500404,法珠部件Ⅳ+3,6,3,3,79500404,7,80000011,5,1,800,0,0,0,0,99,24000,1,80,99,2400,0,elogo79500404,20
446,500404,法珠部件Ⅳ+4,6,4,4,79500404,9,80000011,7,1,1000,0,0,0,0,99,30000,0,0,0,0,0,elogo79500404,20
447,500404,法珠部件Ⅳ+5,6,5,5,79500404,12,80000011,9,1,1200,0,0,0,0,99,36000,0,0,0,0,0,elogo79500404,20
448,500404,法珠部件Ⅳ+6,6,6,6,79500404,15,80000011,12,1,1400,0,0,0,0,99,42000,0,0,0,0,0,elogo79500404,20
449,500404,法珠部件Ⅳ+7,6,7,7,79500404,20,80000011,15,1,1600,0,0,0,0,99,48000,0,0,0,0,0,elogo79500404,20
450,500404,法珠部件Ⅳ+8,6,8,8,79500404,26,80000011,19,1,2000,0,0,0,0,99,60000,0,0,0,0,0,elogo79500404,20
451,500404,法珠部件Ⅳ+9,6,9,9,79500404,34,80000011,25,1,2800,0,0,0,0,99,84000,0,0,0,0,0,elogo79500404,20
452,500404,法珠部件Ⅳ+10,6,10,10,79500404,44,80000011,33,1,3600,0,0,0,0,99,108000,0,0,0,0,0,elogo79500404,20
453,500404,法珠部件Ⅳ+11,6,11,11,79500404,57,80000011,43,1,4680,0,0,0,0,99,140400,1,560,99,16800,0,elogo79500404,20
454,500404,法珠部件Ⅳ+12,6,12,12,79500404,74,80000011,56,1,6800,0,0,0,0,99,204000,0,0,0,0,0,elogo79500404,20
455,500404,法珠部件Ⅳ+13,6,13,13,79500404,96,80000011,72,1,9760,0,0,0,0,99,292800,0,0,0,0,0,elogo79500404,20
456,500404,法珠部件Ⅳ+14,6,14,14,79500404,125,80000011,94,1,13880,0,0,0,0,99,416400,0,0,0,0,0,elogo79500404,20
457,500404,法珠部件Ⅳ+15,6,15,15,79500404,163,80000011,122,1,19600,0,0,0,0,99,588000,0,0,0,0,1,elogo79500404,20
458,500404,法珠部件Ⅳ+16,6,16,16,79500404,212,80000011,159,1,27480,0,0,0,0,99,824400,0,0,0,0,1,elogo79500404,20
459,500404,法珠部件Ⅳ+17,6,17,17,79500404,275,80000011,206,1,38240,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500404,20
460,500404,法珠部件Ⅳ+18,6,18,18,79500404,357,80000011,268,1,52960,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500404,20
461,500404,法珠部件Ⅳ+19,6,19,19,79500404,465,80000011,349,1,72920,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500404,20
462,500404,法珠部件Ⅳ+20,6,20,20,0,0,0,0,1,100000,0,0,0,0,99,3000000,1,12000,99,360000,1,elogo79500404,20
463,500405,法珠部件Ⅴ,6,0,0,79500405,1,0,0,1,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500405,20
464,500405,法珠部件Ⅴ+1,6,1,1,79500405,4,80000011,3,1,400,0,0,0,0,99,12000,0,0,0,0,0,elogo79500405,20
465,500405,法珠部件Ⅴ+2,6,2,2,79500405,5,80000011,4,1,600,0,0,0,0,99,18000,0,0,0,0,0,elogo79500405,20
466,500405,法珠部件Ⅴ+3,6,3,3,79500405,7,80000011,5,1,800,0,0,0,0,99,24000,1,80,99,2400,0,elogo79500405,20
467,500405,法珠部件Ⅴ+4,6,4,4,79500405,9,80000011,7,1,1000,0,0,0,0,99,30000,0,0,0,0,0,elogo79500405,20
468,500405,法珠部件Ⅴ+5,6,5,5,79500405,12,80000011,9,1,1200,0,0,0,0,99,36000,0,0,0,0,0,elogo79500405,20
469,500405,法珠部件Ⅴ+6,6,6,6,79500405,15,80000011,12,1,1400,0,0,0,0,99,42000,0,0,0,0,0,elogo79500405,20
470,500405,法珠部件Ⅴ+7,6,7,7,79500405,20,80000011,15,1,1600,0,0,0,0,99,48000,0,0,0,0,0,elogo79500405,20
471,500405,法珠部件Ⅴ+8,6,8,8,79500405,26,80000011,19,1,2000,0,0,0,0,99,60000,0,0,0,0,0,elogo79500405,20
472,500405,法珠部件Ⅴ+9,6,9,9,79500405,34,80000011,25,1,2800,0,0,0,0,99,84000,0,0,0,0,0,elogo79500405,20
473,500405,法珠部件Ⅴ+10,6,10,10,79500405,44,80000011,33,1,3600,0,0,0,0,99,108000,0,0,0,0,0,elogo79500405,20
474,500405,法珠部件Ⅴ+11,6,11,11,79500405,57,80000011,43,1,4680,0,0,0,0,99,140400,1,560,99,16800,0,elogo79500405,20
475,500405,法珠部件Ⅴ+12,6,12,12,79500405,74,80000011,56,1,6800,0,0,0,0,99,204000,0,0,0,0,0,elogo79500405,20
476,500405,法珠部件Ⅴ+13,6,13,13,79500405,96,80000011,72,1,9760,0,0,0,0,99,292800,0,0,0,0,0,elogo79500405,20
477,500405,法珠部件Ⅴ+14,6,14,14,79500405,125,80000011,94,1,13880,0,0,0,0,99,416400,0,0,0,0,0,elogo79500405,20
478,500405,法珠部件Ⅴ+15,6,15,15,79500405,163,80000011,122,1,19600,0,0,0,0,99,588000,0,0,0,0,1,elogo79500405,20
479,500405,法珠部件Ⅴ+16,6,16,16,79500405,212,80000011,159,1,27480,0,0,0,0,99,824400,0,0,0,0,1,elogo79500405,20
480,500405,法珠部件Ⅴ+17,6,17,17,79500405,275,80000011,206,1,38240,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500405,20
481,500405,法珠部件Ⅴ+18,6,18,18,79500405,357,80000011,268,1,52960,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500405,20
482,500405,法珠部件Ⅴ+19,6,19,19,79500405,465,80000011,349,1,72920,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500405,20
483,500405,法珠部件Ⅴ+20,6,20,20,0,0,0,0,1,100000,0,0,0,0,99,3000000,1,12000,99,360000,1,elogo79500405,20
484,500406,法珠部件Ⅵ,6,0,0,79500406,1,0,0,1,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500406,20
485,500406,法珠部件Ⅵ+1,6,1,1,79500406,4,80000011,3,1,400,0,0,0,0,99,12000,0,0,0,0,0,elogo79500406,20
486,500406,法珠部件Ⅵ+2,6,2,2,79500406,5,80000011,4,1,600,0,0,0,0,99,18000,0,0,0,0,0,elogo79500406,20
487,500406,法珠部件Ⅵ+3,6,3,3,79500406,7,80000011,5,1,800,0,0,0,0,99,24000,1,80,99,2400,0,elogo79500406,20
488,500406,法珠部件Ⅵ+4,6,4,4,79500406,9,80000011,7,1,1000,0,0,0,0,99,30000,0,0,0,0,0,elogo79500406,20
489,500406,法珠部件Ⅵ+5,6,5,5,79500406,12,80000011,9,1,1200,0,0,0,0,99,36000,0,0,0,0,0,elogo79500406,20
490,500406,法珠部件Ⅵ+6,6,6,6,79500406,15,80000011,12,1,1400,0,0,0,0,99,42000,0,0,0,0,0,elogo79500406,20
491,500406,法珠部件Ⅵ+7,6,7,7,79500406,20,80000011,15,1,1600,0,0,0,0,99,48000,0,0,0,0,0,elogo79500406,20
492,500406,法珠部件Ⅵ+8,6,8,8,79500406,26,80000011,19,1,2000,0,0,0,0,99,60000,0,0,0,0,0,elogo79500406,20
493,500406,法珠部件Ⅵ+9,6,9,9,79500406,34,80000011,25,1,2800,0,0,0,0,99,84000,0,0,0,0,0,elogo79500406,20
494,500406,法珠部件Ⅵ+10,6,10,10,79500406,44,80000011,33,1,3600,0,0,0,0,99,108000,0,0,0,0,0,elogo79500406,20
495,500406,法珠部件Ⅵ+11,6,11,11,79500406,57,80000011,43,1,4680,0,0,0,0,99,140400,1,560,99,16800,0,elogo79500406,20
496,500406,法珠部件Ⅵ+12,6,12,12,79500406,74,80000011,56,1,6800,0,0,0,0,99,204000,0,0,0,0,0,elogo79500406,20
497,500406,法珠部件Ⅵ+13,6,13,13,79500406,96,80000011,72,1,9760,0,0,0,0,99,292800,0,0,0,0,0,elogo79500406,20
498,500406,法珠部件Ⅵ+14,6,14,14,79500406,125,80000011,94,1,13880,0,0,0,0,99,416400,0,0,0,0,0,elogo79500406,20
499,500406,法珠部件Ⅵ+15,6,15,15,79500406,163,80000011,122,1,19600,0,0,0,0,99,588000,0,0,0,0,1,elogo79500406,20
500,500406,法珠部件Ⅵ+16,6,16,16,79500406,212,80000011,159,1,27480,0,0,0,0,99,824400,0,0,0,0,1,elogo79500406,20
501,500406,法珠部件Ⅵ+17,6,17,17,79500406,275,80000011,206,1,38240,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500406,20
502,500406,法珠部件Ⅵ+18,6,18,18,79500406,357,80000011,268,1,52960,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500406,20
503,500406,法珠部件Ⅵ+19,6,19,19,79500406,465,80000011,349,1,72920,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500406,20
504,500406,法珠部件Ⅵ+20,6,20,20,0,0,0,0,1,100000,0,0,0,0,99,3000000,1,12000,99,360000,1,elogo79500406,20
505,500501,法典部件Ⅰ,6,0,0,79500501,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500501,20
506,500501,法典部件Ⅰ+1,6,1,1,79500501,4,80000011,3,2,80,0,0,0,0,99,24000,0,0,0,0,0,elogo79500501,20
507,500501,法典部件Ⅰ+2,6,2,2,79500501,5,80000011,4,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500501,20
508,500501,法典部件Ⅰ+3,6,3,3,79500501,7,80000011,5,2,160,0,0,0,0,99,48000,2,80,99,24000,0,elogo79500501,20
509,500501,法典部件Ⅰ+4,6,4,4,79500501,9,80000011,7,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500501,20
510,500501,法典部件Ⅰ+5,6,5,5,79500501,12,80000011,9,2,240,0,0,0,0,99,72000,0,0,0,0,0,elogo79500501,20
511,500501,法典部件Ⅰ+6,6,6,6,79500501,15,80000011,12,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500501,20
512,500501,法典部件Ⅰ+7,6,7,7,79500501,20,80000011,15,2,320,0,0,0,0,99,96000,0,0,0,0,0,elogo79500501,20
513,500501,法典部件Ⅰ+8,6,8,8,79500501,26,80000011,19,2,400,0,0,0,0,99,120000,0,0,0,0,0,elogo79500501,20
514,500501,法典部件Ⅰ+9,6,9,9,79500501,34,80000011,25,2,560,0,0,0,0,99,168000,0,0,0,0,0,elogo79500501,20
515,500501,法典部件Ⅰ+10,6,10,10,79500501,44,80000011,33,2,720,0,0,0,0,99,216000,0,0,0,0,0,elogo79500501,20
516,500501,法典部件Ⅰ+11,6,11,11,79500501,57,80000011,43,2,936,0,0,0,0,99,280800,2,560,99,168000,0,elogo79500501,20
517,500501,法典部件Ⅰ+12,6,12,12,79500501,74,80000011,56,2,1356,0,0,0,0,99,406800,0,0,0,0,0,elogo79500501,20
518,500501,法典部件Ⅰ+13,6,13,13,79500501,96,80000011,72,2,1948,0,0,0,0,99,584400,0,0,0,0,0,elogo79500501,20
519,500501,法典部件Ⅰ+14,6,14,14,79500501,125,80000011,94,2,2776,0,0,0,0,99,832800,0,0,0,0,0,elogo79500501,20
520,500501,法典部件Ⅰ+15,6,15,15,79500501,163,80000011,122,2,3920,0,0,0,0,99,1176000,0,0,0,0,1,elogo79500501,20
521,500501,法典部件Ⅰ+16,6,16,16,79500501,212,80000011,159,2,5496,0,0,0,0,99,1648800,0,0,0,0,1,elogo79500501,20
522,500501,法典部件Ⅰ+17,6,17,17,79500501,275,80000011,206,2,7652,0,0,0,0,99,2295600,0,0,0,0,1,elogo79500501,20
523,500501,法典部件Ⅰ+18,6,18,18,79500501,357,80000011,268,2,10592,0,0,0,0,99,3177600,0,0,0,0,1,elogo79500501,20
524,500501,法典部件Ⅰ+19,6,19,19,79500501,465,80000011,349,2,14588,0,0,0,0,99,4376400,0,0,0,0,1,elogo79500501,20
525,500501,法典部件Ⅰ+20,6,20,20,0,0,0,0,2,20000,0,0,0,0,99,6000000,2,12000,99,3600000,1,elogo79500501,20
526,500502,法典部件Ⅱ,6,0,0,79500502,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500502,20
527,500502,法典部件Ⅱ+1,6,1,1,79500502,4,80000011,3,2,80,0,0,0,0,99,24000,0,0,0,0,0,elogo79500502,20
528,500502,法典部件Ⅱ+2,6,2,2,79500502,5,80000011,4,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500502,20
529,500502,法典部件Ⅱ+3,6,3,3,79500502,7,80000011,5,2,160,0,0,0,0,99,48000,2,80,99,24000,0,elogo79500502,20
530,500502,法典部件Ⅱ+4,6,4,4,79500502,9,80000011,7,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500502,20
531,500502,法典部件Ⅱ+5,6,5,5,79500502,12,80000011,9,2,240,0,0,0,0,99,72000,0,0,0,0,0,elogo79500502,20
532,500502,法典部件Ⅱ+6,6,6,6,79500502,15,80000011,12,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500502,20
533,500502,法典部件Ⅱ+7,6,7,7,79500502,20,80000011,15,2,320,0,0,0,0,99,96000,0,0,0,0,0,elogo79500502,20
534,500502,法典部件Ⅱ+8,6,8,8,79500502,26,80000011,19,2,400,0,0,0,0,99,120000,0,0,0,0,0,elogo79500502,20
535,500502,法典部件Ⅱ+9,6,9,9,79500502,34,80000011,25,2,560,0,0,0,0,99,168000,0,0,0,0,0,elogo79500502,20
536,500502,法典部件Ⅱ+10,6,10,10,79500502,44,80000011,33,2,720,0,0,0,0,99,216000,0,0,0,0,0,elogo79500502,20
537,500502,法典部件Ⅱ+11,6,11,11,79500502,57,80000011,43,2,936,0,0,0,0,99,280800,2,560,99,168000,0,elogo79500502,20
538,500502,法典部件Ⅱ+12,6,12,12,79500502,74,80000011,56,2,1356,0,0,0,0,99,406800,0,0,0,0,0,elogo79500502,20
539,500502,法典部件Ⅱ+13,6,13,13,79500502,96,80000011,72,2,1948,0,0,0,0,99,584400,0,0,0,0,0,elogo79500502,20
540,500502,法典部件Ⅱ+14,6,14,14,79500502,125,80000011,94,2,2776,0,0,0,0,99,832800,0,0,0,0,0,elogo79500502,20
541,500502,法典部件Ⅱ+15,6,15,15,79500502,163,80000011,122,2,3920,0,0,0,0,99,1176000,0,0,0,0,1,elogo79500502,20
542,500502,法典部件Ⅱ+16,6,16,16,79500502,212,80000011,159,2,5496,0,0,0,0,99,1648800,0,0,0,0,1,elogo79500502,20
543,500502,法典部件Ⅱ+17,6,17,17,79500502,275,80000011,206,2,7652,0,0,0,0,99,2295600,0,0,0,0,1,elogo79500502,20
544,500502,法典部件Ⅱ+18,6,18,18,79500502,357,80000011,268,2,10592,0,0,0,0,99,3177600,0,0,0,0,1,elogo79500502,20
545,500502,法典部件Ⅱ+19,6,19,19,79500502,465,80000011,349,2,14588,0,0,0,0,99,4376400,0,0,0,0,1,elogo79500502,20
546,500502,法典部件Ⅱ+20,6,20,20,0,0,0,0,2,20000,0,0,0,0,99,6000000,2,12000,99,3600000,1,elogo79500502,20
547,500503,法典部件Ⅲ,6,0,0,79500503,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500503,20
548,500503,法典部件Ⅲ+1,6,1,1,79500503,4,80000011,3,2,80,0,0,0,0,99,24000,0,0,0,0,0,elogo79500503,20
549,500503,法典部件Ⅲ+2,6,2,2,79500503,5,80000011,4,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500503,20
550,500503,法典部件Ⅲ+3,6,3,3,79500503,7,80000011,5,2,160,0,0,0,0,99,48000,2,80,99,24000,0,elogo79500503,20
551,500503,法典部件Ⅲ+4,6,4,4,79500503,9,80000011,7,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500503,20
552,500503,法典部件Ⅲ+5,6,5,5,79500503,12,80000011,9,2,240,0,0,0,0,99,72000,0,0,0,0,0,elogo79500503,20
553,500503,法典部件Ⅲ+6,6,6,6,79500503,15,80000011,12,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500503,20
554,500503,法典部件Ⅲ+7,6,7,7,79500503,20,80000011,15,2,320,0,0,0,0,99,96000,0,0,0,0,0,elogo79500503,20
555,500503,法典部件Ⅲ+8,6,8,8,79500503,26,80000011,19,2,400,0,0,0,0,99,120000,0,0,0,0,0,elogo79500503,20
556,500503,法典部件Ⅲ+9,6,9,9,79500503,34,80000011,25,2,560,0,0,0,0,99,168000,0,0,0,0,0,elogo79500503,20
557,500503,法典部件Ⅲ+10,6,10,10,79500503,44,80000011,33,2,720,0,0,0,0,99,216000,0,0,0,0,0,elogo79500503,20
558,500503,法典部件Ⅲ+11,6,11,11,79500503,57,80000011,43,2,936,0,0,0,0,99,280800,2,560,99,168000,0,elogo79500503,20
559,500503,法典部件Ⅲ+12,6,12,12,79500503,74,80000011,56,2,1356,0,0,0,0,99,406800,0,0,0,0,0,elogo79500503,20
560,500503,法典部件Ⅲ+13,6,13,13,79500503,96,80000011,72,2,1948,0,0,0,0,99,584400,0,0,0,0,0,elogo79500503,20
561,500503,法典部件Ⅲ+14,6,14,14,79500503,125,80000011,94,2,2776,0,0,0,0,99,832800,0,0,0,0,0,elogo79500503,20
562,500503,法典部件Ⅲ+15,6,15,15,79500503,163,80000011,122,2,3920,0,0,0,0,99,1176000,0,0,0,0,1,elogo79500503,20
563,500503,法典部件Ⅲ+16,6,16,16,79500503,212,80000011,159,2,5496,0,0,0,0,99,1648800,0,0,0,0,1,elogo79500503,20
