order,id,lv,star,base_value1,base_value2,base_value3,base_value4,base_value5,strengthenneed,strengthennum,replace,skillid,back_item1,back_num1,back_item2,back_num2,back_item3,back_num3
1029,104003,9,5,348,0,609,0,540000,40000003,90,0,92400301,40000003,450,40000004,0,40000009,0
1030,104003,10,6,387,0,677,0,600000,40000003,150,0,92400302,40000003,600,40000004,0,40000009,0
1031,104003,11,6,425,0,745,0,660000,40000004,30,0,92400302,40000003,600,40000004,30,40000009,0
1032,104003,12,6,464,0,812,0,720000,40000004,30,0,92400302,40000003,600,40000004,60,40000009,0
1033,104003,13,6,503,0,880,0,780000,40000004,45,0,92400302,40000003,600,40000004,105,40000009,0
1034,104003,14,6,541,0,948,0,840000,40000004,45,0,92400302,40000003,600,40000004,150,40000009,0
1035,104003,15,7,580,5,1016,300,900000,40000004,60,0,92400302,40000003,600,40000004,210,40000009,0
1036,104003,16,7,619,5,1083,300,960000,40000004,75,0,92400302,40000003,600,40000004,285,40000009,0
1037,104003,17,7,658,5,1151,300,1020000,40000004,75,0,92400302,40000003,600,40000004,360,40000009,0
1038,104003,18,7,696,5,1219,300,1080000,40000004,90,0,92400302,40000003,600,40000004,450,40000009,0
1039,104003,19,7,735,5,1287,300,1140000,40000004,120,0,92400302,40000003,600,40000004,570,40000009,0
1040,104003,20,8,774,5,1354,300,1200000,40000004,150,0,92400303,40000003,600,40000004,720,40000009,0
1041,104003,21,8,812,5,1422,300,1260000,40000009,30,30020008,92400303,40000003,600,40000004,720,40000009,30
1042,104003,22,8,851,5,1490,300,1320000,40000009,60,30020008,92400303,40000003,600,40000004,720,40000009,90
1043,104003,23,8,890,5,1558,300,1380000,40000009,60,30020008,92400303,40000003,600,40000004,720,40000009,150
1044,104003,24,8,929,5,1625,300,1440000,40000009,60,30020008,92400303,40000003,600,40000004,720,40000009,210
1045,104003,25,9,967,15,1693,800,1500000,40000009,90,30020008,92400303,40000003,600,40000004,720,40000009,300
1046,104003,26,9,1006,15,1761,800,1560000,40000009,90,30020008,92400303,40000003,600,40000004,720,40000009,390
1047,104003,27,9,1045,15,1829,800,1620000,40000009,120,30020008,92400303,40000003,600,40000004,720,40000009,510
1048,104003,28,9,1083,15,1896,800,1680000,40000009,120,30020008,92400303,40000003,600,40000004,720,40000009,630
1049,104003,29,9,1122,15,1964,800,1740000,40000009,120,30020008,92400303,40000003,600,40000004,720,40000009,750
1050,104003,30,9,1161,15,2032,800,1800000,40000009,150,30020008,92400304,40000003,600,40000004,720,40000009,900
1051,104004,1,4,48,67,58,0,60000,40000003,30,0,92400401,40000003,30,40000004,0,40000009,0
1052,104004,2,4,96,135,116,0,120000,40000003,30,0,92400401,40000003,60,40000004,0,40000009,0
1053,104004,3,4,145,203,174,0,180000,40000003,30,0,92400401,40000003,90,40000004,0,40000009,0
1054,104004,4,4,193,270,232,0,240000,40000003,30,0,92400401,40000003,120,40000004,0,40000009,0
1055,104004,5,5,241,338,290,0,300000,40000003,45,0,92400401,40000003,165,40000004,0,40000009,0
1056,104004,6,5,290,406,348,0,360000,40000003,60,0,92400401,40000003,225,40000004,0,40000009,0
1057,104004,7,5,338,474,406,0,420000,40000003,60,0,92400401,40000003,285,40000004,0,40000009,0
1058,104004,8,5,387,541,464,0,480000,40000003,75,0,92400401,40000003,360,40000004,0,40000009,0
1059,104004,9,5,435,609,522,0,540000,40000003,90,0,92400401,40000003,450,40000004,0,40000009,0
1060,104004,10,6,483,677,580,0,600000,40000003,150,0,92400402,40000003,600,40000004,0,40000009,0
1061,104004,11,6,532,745,638,0,660000,40000004,30,0,92400402,40000003,600,40000004,30,40000009,0
1062,104004,12,6,580,812,696,0,720000,40000004,30,0,92400402,40000003,600,40000004,60,40000009,0
1063,104004,13,6,629,880,754,0,780000,40000004,45,0,92400402,40000003,600,40000004,105,40000009,0
1064,104004,14,6,677,948,812,0,840000,40000004,45,0,92400402,40000003,600,40000004,150,40000009,0
1065,104004,15,7,725,1016,870,-200,900000,40000004,60,0,92400402,40000003,600,40000004,210,40000009,0
1066,104004,16,7,774,1083,929,-200,960000,40000004,75,0,92400402,40000003,600,40000004,285,40000009,0
1067,104004,17,7,822,1151,987,-200,1020000,40000004,75,0,92400402,40000003,600,40000004,360,40000009,0
1068,104004,18,7,870,1219,1045,-200,1080000,40000004,90,0,92400402,40000003,600,40000004,450,40000009,0
1069,104004,19,7,919,1287,1103,-200,1140000,40000004,120,0,92400402,40000003,600,40000004,570,40000009,0
1070,104004,20,8,967,1354,1161,-200,1200000,40000004,150,0,92400403,40000003,600,40000004,720,40000009,0
1071,104004,21,8,1016,1422,1219,-200,1260000,40000009,30,30020008,92400403,40000003,600,40000004,720,40000009,30
1072,104004,22,8,1064,1490,1277,-200,1320000,40000009,60,30020008,92400403,40000003,600,40000004,720,40000009,90
1073,104004,23,8,1112,1558,1335,-200,1380000,40000009,60,30020008,92400403,40000003,600,40000004,720,40000009,150
1074,104004,24,8,1161,1625,1393,-200,1440000,40000009,60,30020008,92400403,40000003,600,40000004,720,40000009,210
1075,104004,25,9,1209,1693,1451,-550,1500000,40000009,90,30020008,92400403,40000003,600,40000004,720,40000009,300
1076,104004,26,9,1258,1761,1509,-550,1560000,40000009,90,30020008,92400403,40000003,600,40000004,720,40000009,390
1077,104004,27,9,1306,1829,1567,-550,1620000,40000009,120,30020008,92400403,40000003,600,40000004,720,40000009,510
1078,104004,28,9,1354,1896,1625,-550,1680000,40000009,120,30020008,92400403,40000003,600,40000004,720,40000009,630
1079,104004,29,9,1403,1964,1683,-550,1740000,40000009,120,30020008,92400403,40000003,600,40000004,720,40000009,750
1080,104004,30,9,1451,2032,1741,-550,1800000,40000009,150,30020008,92400404,40000003,600,40000004,720,40000009,900
1081,104005,1,4,77,77,48,0,60000,40000003,30,0,92400501,40000003,30,40000004,0,40000009,0
1082,104005,2,4,154,154,96,0,120000,40000003,30,0,92400501,40000003,60,40000004,0,40000009,0
1083,104005,3,4,232,232,145,0,180000,40000003,30,0,92400501,40000003,90,40000004,0,40000009,0
1084,104005,4,4,309,309,193,0,240000,40000003,30,0,92400501,40000003,120,40000004,0,40000009,0
1085,104005,5,5,387,387,241,0,300000,40000003,45,0,92400501,40000003,165,40000004,0,40000009,0
1086,104005,6,5,464,464,290,0,360000,40000003,60,0,92400501,40000003,225,40000004,0,40000009,0
1087,104005,7,5,541,541,338,0,420000,40000003,60,0,92400501,40000003,285,40000004,0,40000009,0
1088,104005,8,5,619,619,387,0,480000,40000003,75,0,92400501,40000003,360,40000004,0,40000009,0
1089,104005,9,5,696,696,435,0,540000,40000003,90,0,92400501,40000003,450,40000004,0,40000009,0
1090,104005,10,6,774,774,483,0,600000,40000003,150,0,92400502,40000003,600,40000004,0,40000009,0
1091,104005,11,6,851,851,532,0,660000,40000004,30,0,92400502,40000003,600,40000004,30,40000009,0
1092,104005,12,6,929,929,580,0,720000,40000004,30,0,92400502,40000003,600,40000004,60,40000009,0
1093,104005,13,6,1006,1006,629,0,780000,40000004,45,0,92400502,40000003,600,40000004,105,40000009,0
1094,104005,14,6,1083,1083,677,0,840000,40000004,45,0,92400502,40000003,600,40000004,150,40000009,0
1095,104005,15,7,1161,1161,725,10,900000,40000004,60,0,92400502,40000003,600,40000004,210,40000009,0
1096,104005,16,7,1238,1238,774,10,960000,40000004,75,0,92400502,40000003,600,40000004,285,40000009,0
1097,104005,17,7,1316,1316,822,10,1020000,40000004,75,0,92400502,40000003,600,40000004,360,40000009,0
1098,104005,18,7,1393,1393,870,10,1080000,40000004,90,0,92400502,40000003,600,40000004,450,40000009,0
1099,104005,19,7,1470,1470,919,10,1140000,40000004,120,0,92400502,40000003,600,40000004,570,40000009,0
1100,104005,20,8,1548,1548,967,10,1200000,40000004,150,0,92400503,40000003,600,40000004,720,40000009,0
1101,104005,21,8,1625,1625,1016,10,1260000,40000009,30,30020008,92400503,40000003,600,40000004,720,40000009,30
1102,104005,22,8,1703,1703,1064,10,1320000,40000009,60,30020008,92400503,40000003,600,40000004,720,40000009,90
1103,104005,23,8,1780,1780,1112,10,1380000,40000009,60,30020008,92400503,40000003,600,40000004,720,40000009,150
1104,104005,24,8,1858,1858,1161,10,1440000,40000009,60,30020008,92400503,40000003,600,40000004,720,40000009,210
1105,104005,25,9,1935,1935,1209,30,1500000,40000009,90,30020008,92400503,40000003,600,40000004,720,40000009,300
1106,104005,26,9,2012,2012,1258,30,1560000,40000009,90,30020008,92400503,40000003,600,40000004,720,40000009,390
1107,104005,27,9,2090,2090,1306,30,1620000,40000009,120,30020008,92400503,40000003,600,40000004,720,40000009,510
1108,104005,28,9,2167,2167,1354,30,1680000,40000009,120,30020008,92400503,40000003,600,40000004,720,40000009,630
1109,104005,29,9,2245,2245,1403,30,1740000,40000009,120,30020008,92400503,40000003,600,40000004,720,40000009,750
1110,104005,30,9,2322,2322,1451,30,1800000,40000009,150,30020008,92400504,40000003,600,40000004,720,40000009,900
1111,104006,1,4,116,0,38,0,60000,40000003,30,0,92400601,40000003,30,40000004,0,40000009,0
1112,104006,2,4,232,0,77,0,120000,40000003,30,0,92400601,40000003,60,40000004,0,40000009,0
1113,104006,3,4,348,0,116,0,180000,40000003,30,0,92400601,40000003,90,40000004,0,40000009,0
1114,104006,4,4,464,0,154,0,240000,40000003,30,0,92400601,40000003,120,40000004,0,40000009,0
1115,104006,5,5,580,0,193,0,300000,40000003,45,0,92400601,40000003,165,40000004,0,40000009,0
1116,104006,6,5,696,0,232,0,360000,40000003,60,0,92400601,40000003,225,40000004,0,40000009,0
1117,104006,7,5,812,0,270,0,420000,40000003,60,0,92400601,40000003,285,40000004,0,40000009,0
1118,104006,8,5,929,0,309,0,480000,40000003,75,0,92400601,40000003,360,40000004,0,40000009,0
1119,104006,9,5,1045,0,348,0,540000,40000003,90,0,92400601,40000003,450,40000004,0,40000009,0
1120,104006,10,6,1161,0,387,0,600000,40000003,150,0,92400602,40000003,600,40000004,0,40000009,0
1121,104006,11,6,1277,0,425,0,660000,40000004,30,0,92400602,40000003,600,40000004,30,40000009,0
1122,104006,12,6,1393,0,464,0,720000,40000004,30,0,92400602,40000003,600,40000004,60,40000009,0
1123,104006,13,6,1509,0,503,0,780000,40000004,45,0,92400602,40000003,600,40000004,105,40000009,0
1124,104006,14,6,1625,0,541,0,840000,40000004,45,0,92400602,40000003,600,40000004,150,40000009,0
1125,104006,15,7,1741,15,580,0,900000,40000004,60,0,92400602,40000003,600,40000004,210,40000009,0
1126,104006,16,7,1858,15,619,0,960000,40000004,75,0,92400602,40000003,600,40000004,285,40000009,0
1127,104006,17,7,1974,15,658,0,1020000,40000004,75,0,92400602,40000003,600,40000004,360,40000009,0
1128,104006,18,7,2090,15,696,0,1080000,40000004,90,0,92400602,40000003,600,40000004,450,40000009,0
1129,104006,19,7,2206,15,735,0,1140000,40000004,120,0,92400602,40000003,600,40000004,570,40000009,0
1130,104006,20,8,2322,15,774,0,1200000,40000004,150,0,92400603,40000003,600,40000004,720,40000009,0
1131,104006,21,8,2438,15,812,0,1260000,40000009,30,30020008,92400603,40000003,600,40000004,720,40000009,30
1132,104006,22,8,2554,15,851,0,1320000,40000009,60,30020008,92400603,40000003,600,40000004,720,40000009,90
1133,104006,23,8,2670,15,890,0,1380000,40000009,60,30020008,92400603,40000003,600,40000004,720,40000009,150
1134,104006,24,8,2787,15,929,0,1440000,40000009,60,30020008,92400603,40000003,600,40000004,720,40000009,210
1135,104006,25,9,2903,35,967,0,1500000,40000009,90,30020008,92400603,40000003,600,40000004,720,40000009,300
1136,104006,26,9,3019,35,1006,0,1560000,40000009,90,30020008,92400603,40000003,600,40000004,720,40000009,390
1137,104006,27,9,3135,35,1045,0,1620000,40000009,120,30020008,92400603,40000003,600,40000004,720,40000009,510
1138,104006,28,9,3251,35,1083,0,1680000,40000009,120,30020008,92400603,40000003,600,40000004,720,40000009,630
1139,104006,29,9,3367,35,1122,0,1740000,40000009,120,30020008,92400603,40000003,600,40000004,720,40000009,750
1140,104006,30,9,3483,35,1161,0,1800000,40000009,150,30020008,92400604,40000003,600,40000004,720,40000009,900
1141,104007,1,4,67,67,58,0,60000,40000003,30,0,92400701,40000003,30,40000004,0,40000009,0
1142,104007,2,4,135,135,116,0,120000,40000003,30,0,92400701,40000003,60,40000004,0,40000009,0
1143,104007,3,4,203,203,174,0,180000,40000003,30,0,92400701,40000003,90,40000004,0,40000009,0
1144,104007,4,4,270,270,232,0,240000,40000003,30,0,92400701,40000003,120,40000004,0,40000009,0
1145,104007,5,5,338,338,290,0,300000,40000003,45,0,92400701,40000003,165,40000004,0,40000009,0
1146,104007,6,5,406,406,348,0,360000,40000003,60,0,92400701,40000003,225,40000004,0,40000009,0
1147,104007,7,5,474,474,406,0,420000,40000003,60,0,92400701,40000003,285,40000004,0,40000009,0
1148,104007,8,5,541,541,464,0,480000,40000003,75,0,92400701,40000003,360,40000004,0,40000009,0
1149,104007,9,5,609,609,522,0,540000,40000003,90,0,92400701,40000003,450,40000004,0,40000009,0
1150,104007,10,6,677,677,580,0,600000,40000003,150,0,92400702,40000003,600,40000004,0,40000009,0
1151,104007,11,6,745,745,638,0,660000,40000004,30,0,92400702,40000003,600,40000004,30,40000009,0
1152,104007,12,6,812,812,696,0,720000,40000004,30,0,92400702,40000003,600,40000004,60,40000009,0
1153,104007,13,6,880,880,754,0,780000,40000004,45,0,92400702,40000003,600,40000004,105,40000009,0
1154,104007,14,6,948,948,812,0,840000,40000004,45,0,92400702,40000003,600,40000004,150,40000009,0
1155,104007,15,7,1016,1016,870,-150,900000,40000004,60,0,92400702,40000003,600,40000004,210,40000009,0
1156,104007,16,7,1083,1083,929,-150,960000,40000004,75,0,92400702,40000003,600,40000004,285,40000009,0
1157,104007,17,7,1151,1151,987,-150,1020000,40000004,75,0,92400702,40000003,600,40000004,360,40000009,0
1158,104007,18,7,1219,1219,1045,-150,1080000,40000004,90,0,92400702,40000003,600,40000004,450,40000009,0
1159,104007,19,7,1287,1287,1103,-150,1140000,40000004,120,0,92400702,40000003,600,40000004,570,40000009,0
1160,104007,20,8,1354,1354,1161,-150,1200000,40000004,150,0,92400703,40000003,600,40000004,720,40000009,0
1161,104007,21,8,1422,1422,1219,-150,1260000,40000009,30,30020008,92400703,40000003,600,40000004,720,40000009,30
1162,104007,22,8,1490,1490,1277,-150,1320000,40000009,60,30020008,92400703,40000003,600,40000004,720,40000009,90
1163,104007,23,8,1558,1558,1335,-150,1380000,40000009,60,30020008,92400703,40000003,600,40000004,720,40000009,150
1164,104007,24,8,1625,1625,1393,-150,1440000,40000009,60,30020008,92400703,40000003,600,40000004,720,40000009,210
1165,104007,25,9,1693,1693,1451,-450,1500000,40000009,90,30020008,92400703,40000003,600,40000004,720,40000009,300
1166,104007,26,9,1761,1761,1509,-450,1560000,40000009,90,30020008,92400703,40000003,600,40000004,720,40000009,390
1167,104007,27,9,1829,1829,1567,-450,1620000,40000009,120,30020008,92400703,40000003,600,40000004,720,40000009,510
1168,104007,28,9,1896,1896,1625,-450,1680000,40000009,120,30020008,92400703,40000003,600,40000004,720,40000009,630
1169,104007,29,9,1964,1964,1683,-450,1740000,40000009,120,30020008,92400703,40000003,600,40000004,720,40000009,750
1170,104007,30,9,2032,2032,1741,-450,1800000,40000009,150,30020008,92400704,40000003,600,40000004,720,40000009,900
1171,104008,1,4,96,58,38,0,60000,40000003,30,0,92400801,40000003,30,40000004,0,40000009,0
1172,104008,2,4,193,116,77,0,120000,40000003,30,0,92400801,40000003,60,40000004,0,40000009,0
1173,104008,3,4,290,174,116,0,180000,40000003,30,0,92400801,40000003,90,40000004,0,40000009,0
1174,104008,4,4,387,232,154,0,240000,40000003,30,0,92400801,40000003,120,40000004,0,40000009,0
1175,104008,5,5,483,290,193,0,300000,40000003,45,0,92400801,40000003,165,40000004,0,40000009,0
1176,104008,6,5,580,348,232,0,360000,40000003,60,0,92400801,40000003,225,40000004,0,40000009,0
1177,104008,7,5,677,406,270,0,420000,40000003,60,0,92400801,40000003,285,40000004,0,40000009,0
1178,104008,8,5,774,464,309,0,480000,40000003,75,0,92400801,40000003,360,40000004,0,40000009,0
1179,104008,9,5,870,522,348,0,540000,40000003,90,0,92400801,40000003,450,40000004,0,40000009,0
1180,104008,10,6,967,580,387,0,600000,40000003,150,0,92400802,40000003,600,40000004,0,40000009,0
1181,104008,11,6,1064,638,425,0,660000,40000004,30,0,92400802,40000003,600,40000004,30,40000009,0
1182,104008,12,6,1161,696,464,0,720000,40000004,30,0,92400802,40000003,600,40000004,60,40000009,0
1183,104008,13,6,1258,754,503,0,780000,40000004,45,0,92400802,40000003,600,40000004,105,40000009,0
1184,104008,14,6,1354,812,541,0,840000,40000004,45,0,92400802,40000003,600,40000004,150,40000009,0
1185,104008,15,7,1451,870,580,10,900000,40000004,60,0,92400802,40000003,600,40000004,210,40000009,0
1186,104008,16,7,1548,929,619,10,960000,40000004,75,0,92400802,40000003,600,40000004,285,40000009,0
1187,104008,17,7,1645,987,658,10,1020000,40000004,75,0,92400802,40000003,600,40000004,360,40000009,0
1188,104008,18,7,1741,1045,696,10,1080000,40000004,90,0,92400802,40000003,600,40000004,450,40000009,0
1189,104008,19,7,1838,1103,735,10,1140000,40000004,120,0,92400802,40000003,600,40000004,570,40000009,0
1190,104008,20,8,1935,1161,774,10,1200000,40000004,150,0,92400803,40000003,600,40000004,720,40000009,0
1191,104008,21,8,2032,1219,812,10,1260000,40000009,30,30020008,92400803,40000003,600,40000004,720,40000009,30
1192,104008,22,8,2129,1277,851,10,1320000,40000009,60,30020008,92400803,40000003,600,40000004,720,40000009,90
1193,104008,23,8,2225,1335,890,10,1380000,40000009,60,30020008,92400803,40000003,600,40000004,720,40000009,150
1194,104008,24,8,2322,1393,929,10,1440000,40000009,60,30020008,92400803,40000003,600,40000004,720,40000009,210
1195,104008,25,9,2419,1451,967,30,1500000,40000009,90,30020008,92400803,40000003,600,40000004,720,40000009,300
1196,104008,26,9,2516,1509,1006,30,1560000,40000009,90,30020008,92400803,40000003,600,40000004,720,40000009,390
1197,104008,27,9,2612,1567,1045,30,1620000,40000009,120,30020008,92400803,40000003,600,40000004,720,40000009,510
1198,104008,28,9,2709,1625,1083,30,1680000,40000009,120,30020008,92400803,40000003,600,40000004,720,40000009,630
1199,104008,29,9,2806,1683,1122,30,1740000,40000009,120,30020008,92400803,40000003,600,40000004,720,40000009,750
1200,104008,30,9,2903,1741,1161,30,1800000,40000009,150,30020008,92400804,40000003,600,40000004,720,40000009,900
1201,104009,1,4,67,38,38,0,60000,40000003,30,0,92400901,40000003,30,40000004,0,40000009,0
1202,104009,2,4,135,77,77,0,120000,40000003,30,0,92400901,40000003,60,40000004,0,40000009,0
1203,104009,3,4,203,116,116,0,180000,40000003,30,0,92400901,40000003,90,40000004,0,40000009,0
1204,104009,4,4,270,154,154,0,240000,40000003,30,0,92400901,40000003,120,40000004,0,40000009,0
1205,104009,5,5,338,193,193,0,300000,40000003,45,0,92400901,40000003,165,40000004,0,40000009,0
1206,104009,6,5,406,232,232,0,360000,40000003,60,0,92400901,40000003,225,40000004,0,40000009,0
1207,104009,7,5,474,270,270,0,420000,40000003,60,0,92400901,40000003,285,40000004,0,40000009,0
1208,104009,8,5,541,309,309,0,480000,40000003,75,0,92400901,40000003,360,40000004,0,40000009,0
1209,104009,9,5,609,348,348,0,540000,40000003,90,0,92400901,40000003,450,40000004,0,40000009,0
1210,104009,10,6,677,387,387,0,600000,40000003,150,0,92400902,40000003,600,40000004,0,40000009,0
1211,104009,11,6,745,425,425,0,660000,40000004,30,0,92400902,40000003,600,40000004,30,40000009,0
1212,104009,12,6,812,464,464,0,720000,40000004,30,0,92400902,40000003,600,40000004,60,40000009,0
1213,104009,13,6,880,503,503,0,780000,40000004,45,0,92400902,40000003,600,40000004,105,40000009,0
1214,104009,14,6,948,541,541,0,840000,40000004,45,0,92400902,40000003,600,40000004,150,40000009,0
1215,104009,15,7,1016,580,580,-500,900000,40000004,60,0,92400902,40000003,600,40000004,210,40000009,0
1216,104009,16,7,1083,619,619,-500,960000,40000004,75,0,92400902,40000003,600,40000004,285,40000009,0
1217,104009,17,7,1151,658,658,-500,1020000,40000004,75,0,92400902,40000003,600,40000004,360,40000009,0
1218,104009,18,7,1219,696,696,-500,1080000,40000004,90,0,92400902,40000003,600,40000004,450,40000009,0
1219,104009,19,7,1287,735,735,-500,1140000,40000004,120,0,92400902,40000003,600,40000004,570,40000009,0
1220,104009,20,8,1354,774,774,-500,1200000,40000004,150,0,92400903,40000003,600,40000004,720,40000009,0
1221,104009,21,8,1422,812,812,-500,1260000,40000009,30,30020008,92400903,40000003,600,40000004,720,40000009,30
1222,104009,22,8,1490,851,851,-500,1320000,40000009,60,30020008,92400903,40000003,600,40000004,720,40000009,90
1223,104009,23,8,1558,890,890,-500,1380000,40000009,60,30020008,92400903,40000003,600,40000004,720,40000009,150
1224,104009,24,8,1625,929,929,-500,1440000,40000009,60,30020008,92400903,40000003,600,40000004,720,40000009,210
1225,104009,25,9,1693,967,967,-1000,1500000,40000009,90,30020008,92400903,40000003,600,40000004,720,40000009,300
1226,104009,26,9,1761,1006,1006,-1000,1560000,40000009,90,30020008,92400903,40000003,600,40000004,720,40000009,390
1227,104009,27,9,1829,1045,1045,-1000,1620000,40000009,120,30020008,92400903,40000003,600,40000004,720,40000009,510
1228,104009,28,9,1896,1083,1083,-1000,1680000,40000009,120,30020008,92400903,40000003,600,40000004,720,40000009,630
1229,104009,29,9,1964,1122,1122,-1000,1740000,40000009,120,30020008,92400903,40000003,600,40000004,720,40000009,750
1230,104009,30,9,2032,1161,1161,-1000,1800000,40000009,150,30020008,92400904,40000003,600,40000004,720,40000009,900
1231,104015,1,4,70,38,38,0,60000,40000003,30,0,92401501,40000003,30,40000004,0,40000009,0
1232,104015,2,4,141,77,77,0,120000,40000003,30,0,92401501,40000003,60,40000004,0,40000009,0
1233,104015,3,4,212,116,116,0,180000,40000003,30,0,92401501,40000003,90,40000004,0,40000009,0
1234,104015,4,4,283,154,154,0,240000,40000003,30,0,92401501,40000003,120,40000004,0,40000009,0
1235,104015,5,5,354,193,193,-500,300000,40000003,45,0,92401501,40000003,165,40000004,0,40000009,0
1236,104015,6,5,425,232,232,-500,360000,40000003,60,0,92401501,40000003,225,40000004,0,40000009,0
1237,104015,7,5,496,270,270,-500,420000,40000003,60,0,92401501,40000003,285,40000004,0,40000009,0
1238,104015,8,5,567,309,309,-500,480000,40000003,75,0,92401501,40000003,360,40000004,0,40000009,0
1239,104015,9,5,638,348,348,-500,540000,40000003,90,0,92401501,40000003,450,40000004,0,40000009,0
1240,104015,10,6,709,387,387,-500,600000,40000003,150,0,92401502,40000003,600,40000004,0,40000009,0
1241,104015,11,6,780,425,425,-500,660000,40000004,30,0,92401502,40000003,600,40000004,30,40000009,0
1242,104015,12,6,851,464,464,-500,720000,40000004,30,0,92401502,40000003,600,40000004,60,40000009,0
1243,104015,13,6,922,503,503,-500,780000,40000004,45,0,92401502,40000003,600,40000004,105,40000009,0
1244,104015,14,6,993,541,541,-500,840000,40000004,45,0,92401502,40000003,600,40000004,150,40000009,0
1245,104015,15,7,1064,580,580,-1000,900000,40000004,60,0,92401502,40000003,600,40000004,210,40000009,0
1246,104015,16,7,1135,619,619,-1000,960000,40000004,75,0,92401502,40000003,600,40000004,285,40000009,0
1247,104015,17,7,1206,658,658,-1000,1020000,40000004,75,0,92401502,40000003,600,40000004,360,40000009,0
1248,104015,18,7,1277,696,696,-1000,1080000,40000004,90,0,92401502,40000003,600,40000004,450,40000009,0
1249,104015,19,7,1348,735,735,-1000,1140000,40000004,120,0,92401502,40000003,600,40000004,570,40000009,0
1250,104015,20,8,1419,774,774,-1000,1200000,40000004,150,0,92401503,40000003,600,40000004,720,40000009,0
1251,104015,21,8,1490,812,812,-1000,1260000,40000009,30,30020008,92401503,40000003,600,40000004,720,40000009,30
1252,104015,22,8,1561,851,851,-1000,1320000,40000009,60,30020008,92401503,40000003,600,40000004,720,40000009,90
1253,104015,23,8,1632,890,890,-1000,1380000,40000009,60,30020008,92401503,40000003,600,40000004,720,40000009,150
1254,104015,24,8,1703,929,929,-1000,1440000,40000009,60,30020008,92401503,40000003,600,40000004,720,40000009,210
1255,104015,25,9,1774,967,967,-1500,1500000,40000009,90,30020008,92401503,40000003,600,40000004,720,40000009,300
1256,104015,26,9,1845,1006,1006,-1500,1560000,40000009,90,30020008,92401503,40000003,600,40000004,720,40000009,390
1257,104015,27,9,1916,1045,1045,-1500,1620000,40000009,120,30020008,92401503,40000003,600,40000004,720,40000009,510
1258,104015,28,9,1987,1083,1083,-1500,1680000,40000009,120,30020008,92401503,40000003,600,40000004,720,40000009,630
1259,104015,29,9,2058,1122,1122,-1500,1740000,40000009,120,30020008,92401503,40000003,600,40000004,720,40000009,750
1260,104015,30,9,2129,1161,1161,-1500,1800000,40000009,150,30020008,92401504,40000003,600,40000004,720,40000009,900
1261,105001,1,4,68,0,68,0,60000,40000003,30,0,92500101,40000003,30,40000004,0,40000005,0
1262,105001,2,4,136,0,136,0,120000,40000003,30,0,92500101,40000003,60,40000004,0,40000005,0
1263,105001,3,4,204,0,204,0,180000,40000003,30,0,92500101,40000003,90,40000004,0,40000005,0
1264,105001,4,4,273,0,273,0,240000,40000003,30,0,92500101,40000003,120,40000004,0,40000005,0
1265,105001,5,5,341,0,341,0,300000,40000003,45,0,92500101,40000003,165,40000004,0,40000005,0
1266,105001,6,5,409,0,409,0,360000,40000003,60,0,92500101,40000003,225,40000004,0,40000005,0
1267,105001,7,5,478,0,478,0,420000,40000003,60,0,92500101,40000003,285,40000004,0,40000005,0
1268,105001,8,5,546,0,546,0,480000,40000003,75,0,92500101,40000003,360,40000004,0,40000005,0
1269,105001,9,5,614,0,614,0,540000,40000003,90,0,92500101,40000003,450,40000004,0,40000005,0
1270,105001,10,6,682,0,682,0,600000,40000003,150,0,92500102,40000003,600,40000004,0,40000005,0
1271,105001,11,6,751,0,751,0,660000,40000004,30,0,92500102,40000003,600,40000004,30,40000005,0
1272,105001,12,6,819,0,819,0,720000,40000004,30,0,92500102,40000003,600,40000004,60,40000005,0
1273,105001,13,6,887,0,887,0,780000,40000004,45,0,92500102,40000003,600,40000004,105,40000005,0
1274,105001,14,6,956,0,956,0,840000,40000004,45,0,92500102,40000003,600,40000004,150,40000005,0
1275,105001,15,7,1024,5,1024,300,900000,40000004,60,0,92500102,40000003,600,40000004,210,40000005,0
1276,105001,16,7,1092,5,1092,300,960000,40000004,75,0,92500102,40000003,600,40000004,285,40000005,0
1277,105001,17,7,1160,5,1160,300,1020000,40000004,75,0,92500102,40000003,600,40000004,360,40000005,0
1278,105001,18,7,1229,5,1229,300,1080000,40000004,90,0,92500102,40000003,600,40000004,450,40000005,0
1279,105001,19,7,1297,5,1297,300,1140000,40000004,120,0,92500102,40000003,600,40000004,570,40000005,0
1280,105001,20,8,1365,5,1365,300,1200000,40000004,150,0,92500103,40000003,600,40000004,720,40000005,0
1281,105001,21,8,1434,5,1434,300,1260000,40000005,30,30020008,92500103,40000003,600,40000004,720,40000005,30
1282,105001,22,8,1502,5,1502,300,1320000,40000005,60,30020008,92500103,40000003,600,40000004,720,40000005,90
1283,105001,23,8,1570,5,1570,300,1380000,40000005,60,30020008,92500103,40000003,600,40000004,720,40000005,150
1284,105001,24,8,1639,5,1639,300,1440000,40000005,60,30020008,92500103,40000003,600,40000004,720,40000005,210
1285,105001,25,9,1707,10,1707,700,1500000,40000005,90,30020008,92500103,40000003,600,40000004,720,40000005,300
1286,105001,26,9,1775,10,1775,700,1560000,40000005,90,30020008,92500103,40000003,600,40000004,720,40000005,390
1287,105001,27,9,1843,10,1843,700,1620000,40000005,120,30020008,92500103,40000003,600,40000004,720,40000005,510
