taskid,sort,group,taskname,type,taskrank,awardtype,tasktypes,n1,n2,n3,n4,uicontent,content,teamexp,item1,itemnum1,value1,item2,itemnum2,value2,item3,itemnum3,value3,item4,itemnum4,value4,iconid,latertask
6004004,4,34,招兵募马VI,6,史诗,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004005
6004005,5,34,招兵募马VI,6,史诗,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004006
6004006,6,34,招兵募马VI,6,史诗,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004007
6004007,7,34,招兵募马VI,6,史诗,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004008
6004008,8,34,招兵募马VI,6,史诗,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004009
6004009,9,34,招兵募马VI,6,史诗,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004010
6004010,10,34,招兵募马VI,6,史诗,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004011
6004011,11,34,招兵募马VI,6,史诗,1,2,204,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004012
6004012,12,34,招兵募马VI,6,史诗,1,2,204,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004013
6004013,13,34,招兵募马VI,6,史诗,1,2,204,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004014
6004014,14,34,招兵募马VI,6,史诗,1,2,204,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004015
6004015,15,34,招兵募马VI,6,史诗,2,2,204,0,0,0,响应王国号召，帮助募兵,向王国提交,0,21100004,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
6005001,1,35,冶炼兵器VI,6,史诗,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005002
6005002,2,35,冶炼兵器VI,6,史诗,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005003
6005003,3,35,冶炼兵器VI,6,史诗,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005004
6005004,4,35,冶炼兵器VI,6,史诗,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005005
6005005,5,35,冶炼兵器VI,6,史诗,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005006
6005006,6,35,冶炼兵器VI,6,史诗,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005007
6005007,7,35,冶炼兵器VI,6,史诗,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005008
6005008,8,35,冶炼兵器VI,6,史诗,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005009
6005009,9,35,冶炼兵器VI,6,史诗,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005010
6005010,10,35,冶炼兵器VI,6,史诗,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005011
6005011,11,35,冶炼兵器VI,6,史诗,1,2,216,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005012
6005012,12,35,冶炼兵器VI,6,史诗,1,2,216,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005013
6005013,13,35,冶炼兵器VI,6,史诗,1,2,216,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005014
6005014,14,35,冶炼兵器VI,6,史诗,1,2,216,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6005015
6005015,15,35,冶炼兵器VI,6,史诗,2,2,216,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,21100005,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
6006001,1,36,宗教宣传VI,6,史诗,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006002
6006002,2,36,宗教宣传VI,6,史诗,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006003
6006003,3,36,宗教宣传VI,6,史诗,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006004
6006004,4,36,宗教宣传VI,6,史诗,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006005
6006005,5,36,宗教宣传VI,6,史诗,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006006
6006006,6,36,宗教宣传VI,6,史诗,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006007
6006007,7,36,宗教宣传VI,6,史诗,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006008
6006008,8,36,宗教宣传VI,6,史诗,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006009
6006009,9,36,宗教宣传VI,6,史诗,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006010
6006010,10,36,宗教宣传VI,6,史诗,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006011
6006011,11,36,宗教宣传VI,6,史诗,1,2,222,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006012
6006012,12,36,宗教宣传VI,6,史诗,1,2,222,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006013
6006013,13,36,宗教宣传VI,6,史诗,1,2,222,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006014
6006014,14,36,宗教宣传VI,6,史诗,1,2,222,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6006015
6006015,15,36,宗教宣传VI,6,史诗,2,2,222,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,21100006,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
