id,goldyield,heroexpyield,expyield,powderyield,basicstime,basicsdrop1,basicsdrop2,basicsdrop3,basicsdrop4,basicsdrop5,basicsdrop6,basicsdrop7,basicsdrop8,basicsdrop9,basicsdrop10,basicsdrop11,basicsdrop12,basicsdrop13,basicsdrop14,basicsdrop15,seniortime,seniordrop1,seniordrop2,seniordrop3,seniordrop4,seniordrop5,seniordrop6,seniordrop7,seniordrop8,seniordrop9,seniordrop10,seniordrop11,seniordrop12,seniordrop13,seniordrop14,seniordrop15
100334,555,4053,1074,49,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100335,555,4077,1077,50,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100336,558,4101,1080,50,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100337,558,4125,1083,50,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100338,561,4149,1086,50,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100339,561,4173,1089,50,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100340,561,4197,1092,51,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100341,564,4221,1095,51,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100342,564,4245,1098,51,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100343,567,4269,1101,51,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100344,567,4293,1104,51,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100345,567,4317,1107,52,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100346,570,4341,1110,52,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100347,570,4365,1113,52,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100348,573,4389,1116,52,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100349,573,4413,1119,52,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100350,573,4437,1122,53,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100351,576,4461,1125,53,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100352,576,4485,1128,53,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100353,579,4509,1131,53,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100354,579,4533,1134,53,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100355,579,4557,1137,54,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100356,582,4581,1140,54,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100357,582,4605,1143,54,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100358,585,4629,1146,54,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100359,585,4653,1149,54,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100360,585,4677,1152,55,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100361,588,4701,1155,55,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100362,588,4725,1158,55,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100363,591,4749,1161,55,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100364,591,4773,1164,55,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100365,591,4797,1167,56,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100366,594,4821,1170,56,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100367,594,4845,1173,56,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100368,597,4869,1176,56,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100369,597,4893,1179,56,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100370,597,4917,1182,57,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100371,600,4941,1185,57,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100372,600,4965,1188,57,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100373,603,4989,1191,57,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100374,603,5013,1194,57,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100375,603,5037,1197,58,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100376,606,5061,1200,58,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100377,606,5085,1203,58,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100378,609,5109,1206,58,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100379,609,5133,1209,58,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100380,609,5157,1212,59,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100381,612,5181,1215,59,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100382,612,5205,1218,59,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100383,615,5229,1221,59,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100384,615,5253,1224,59,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100385,615,5277,1227,60,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100386,618,5301,1230,60,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100387,618,5325,1233,60,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100388,621,5349,1236,60,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100389,621,5373,1239,60,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100390,621,5397,1242,61,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100391,624,5421,1245,61,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100392,624,5445,1248,61,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100393,627,5469,1251,61,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100394,627,5493,1254,61,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100395,627,5517,1257,62,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100396,630,5541,1260,62,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100397,630,5565,1263,62,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100398,633,5589,1266,62,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100399,633,5613,1269,62,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100400,633,5637,1272,63,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100401,636,5661,1275,63,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100402,636,5685,1278,63,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100403,639,5709,1281,63,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100404,639,5733,1284,63,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100405,639,5757,1287,64,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100406,642,5781,1290,64,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100407,642,5805,1293,64,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100408,645,5829,1296,64,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100409,645,5853,1299,64,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100410,645,5877,1302,65,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100411,648,5901,1305,65,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100412,648,5925,1308,65,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100413,651,5949,1311,65,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100414,651,5973,1314,65,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100415,651,5997,1317,66,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100416,654,6021,1320,66,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100417,654,6045,1323,66,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100418,657,6069,1326,66,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100419,657,6093,1329,66,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100420,657,6117,1332,67,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100421,660,6141,1335,67,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100422,660,6165,1338,67,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100423,663,6189,1341,67,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100424,663,6213,1344,67,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100425,663,6237,1347,68,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100426,666,6261,1350,68,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100427,666,6285,1353,68,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100428,666,6309,1356,68,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100429,669,6333,1359,68,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100430,669,6357,1362,69,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100431,669,6381,1365,69,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100432,672,6405,1368,69,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100433,672,6429,1371,69,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100434,672,6453,1374,69,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100435,675,6477,1377,70,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100436,675,6501,1380,70,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100437,675,6525,1383,70,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100438,678,6549,1386,70,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100439,678,6573,1389,70,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100440,678,6589,1392,71,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100441,681,6605,1395,71,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100442,681,6621,1398,71,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100443,681,6637,1401,71,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100444,684,6653,1404,71,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100445,684,6669,1407,72,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100446,684,6685,1410,72,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100447,687,6701,1413,72,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100448,687,6717,1416,72,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100449,687,6733,1419,72,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100450,690,6749,1422,73,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100451,690,6765,1425,73,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100452,690,6781,1428,73,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100453,693,6797,1431,73,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100454,693,6813,1434,73,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100455,693,6829,1437,74,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100456,696,6845,1440,74,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100457,696,6861,1443,74,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100458,696,6877,1446,74,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100459,699,6893,1449,74,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100460,699,6909,1452,75,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100461,699,6925,1455,75,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100462,702,6941,1458,75,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100463,702,6957,1461,75,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100464,702,6973,1464,75,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100465,705,6989,1467,76,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100466,705,7005,1470,76,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100467,705,7021,1473,76,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100468,708,7037,1476,76,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100469,708,7053,1479,76,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100470,708,7069,1482,77,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100471,711,7085,1485,77,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100472,711,7101,1488,77,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100473,711,7117,1491,77,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100474,714,7133,1494,77,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100475,714,7149,1497,78,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100476,714,7165,1500,78,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
