itemid,itemname,itemdescription,itemtype,itemsubtype,goldprice,gemprice,itemicon,coinicon,itemcheek,comp_mark,overlapnum,needlv,paging,special,button,sort,rareeffect,cardcomposite,cardnum,vip,lotteryid,redtype,redshow,overflow,lotdrop,item_mark
60420081,崩山战盔,穿戴之后，有山崩地裂之势，有憾山之威。,66,0,0,0,elogo60420080.png,0,8,0,9999,0,2,0,0,21311,0,0,0,0,0,0,0,0,0,0
60420082,崩山战盔,穿戴之后，有山崩地裂之势，有憾山之威。,66,0,0,0,elogo60420080.png,0,8,0,9999,0,2,0,0,21312,0,0,0,0,0,0,0,0,0,0
60420083,崩山战盔,穿戴之后，有山崩地裂之势，有憾山之威。,66,0,0,0,elogo60420080.png,0,8,0,9999,0,2,0,0,21313,0,0,0,0,0,0,0,0,0,0
60420084,崩山战盔,穿戴之后，有山崩地裂之势，有憾山之威。,66,0,0,0,elogo60420080.png,0,8,0,9999,0,2,0,0,21314,0,0,0,0,0,0,0,0,0,0
60420085,崩山战盔,穿戴之后，有山崩地裂之势，有憾山之威。,66,0,0,0,elogo60420080.png,0,8,0,9999,0,2,0,0,21315,0,0,0,0,0,0,0,0,0,0
60420086,崩山战盔,穿戴之后，有山崩地裂之势，有憾山之威。,66,0,0,0,elogo60420080.png,0,8,0,9999,0,2,0,0,21316,0,0,0,0,0,0,0,0,0,0
60420087,崩山战盔,穿戴之后，有山崩地裂之势，有憾山之威。,66,0,0,0,elogo60420080.png,0,8,0,9999,0,2,0,0,21316,0,0,0,0,0,0,0,0,0,0
60420090,胜利战盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60420090.png,0,9,0,9999,0,2,0,0,20317,0,0,0,0,0,0,0,0,0,0
60420091,胜利战盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60420090.png,0,9,0,9999,0,2,0,0,20311,0,0,0,0,0,0,0,0,0,0
60420092,胜利战盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60420090.png,0,9,0,9999,0,2,0,0,20312,0,0,0,0,0,0,0,0,0,0
60420093,胜利战盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60420090.png,0,9,0,9999,0,2,0,0,20313,0,0,0,0,0,0,0,0,0,0
60420094,胜利战盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60420090.png,0,9,0,9999,0,2,0,0,20314,0,0,0,0,0,0,0,0,0,0
60420095,胜利战盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60420090.png,0,9,0,9999,0,2,0,0,20315,0,0,0,0,0,0,0,0,0,0
60420096,胜利战盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60420090.png,0,9,0,9999,0,2,0,0,20316,0,0,0,0,0,0,0,0,0,0
60420097,胜利战盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60420090.png,0,9,0,9999,0,2,0,0,20316,0,0,0,0,0,0,0,0,0,0
60420100,时序之视,一切都是那么缓慢。,66,0,0,0,elogo60420100.png,0,10,0,9999,0,2,0,0,19317,0,0,0,0,0,0,0,0,0,0
60420101,时序之视,一切都是那么缓慢。,66,0,0,0,elogo60420100.png,0,10,0,9999,0,2,0,0,19311,0,0,0,0,0,0,0,0,0,0
60420102,时序之视,一切都是那么缓慢。,66,0,0,0,elogo60420100.png,0,10,0,9999,0,2,0,0,19312,0,0,0,0,0,0,0,0,0,0
60420103,时序之视,一切都是那么缓慢。,66,0,0,0,elogo60420100.png,0,10,0,9999,0,2,0,0,19313,0,0,0,0,0,0,0,0,0,0
60420104,时序之视,一切都是那么缓慢。,66,0,0,0,elogo60420100.png,0,10,0,9999,0,2,0,0,19314,0,0,0,0,0,0,0,0,0,0
60420105,时序之视,一切都是那么缓慢。,66,0,0,0,elogo60420100.png,0,10,0,9999,0,2,0,0,19315,0,0,0,0,0,0,0,0,0,0
60420106,时序之视,一切都是那么缓慢。,66,0,0,0,elogo60420100.png,0,10,0,9999,0,2,0,0,19316,0,0,0,0,0,0,0,0,0,0
60420107,时序之视,一切都是那么缓慢。,66,0,0,0,elogo60420100.png,0,10,0,9999,0,2,0,0,19316,0,0,0,0,0,0,0,0,0,0
60520000,学徒巫帽,学徒使用的巫帽。,66,0,0,0,elogo60520000.png,0,0,0,9999,0,2,0,0,29331,0,0,0,0,0,0,0,0,0,0
60520010,精致巫帽,用较好的布料制作的巫帽。,66,0,0,0,elogo60520010.png,0,1,0,9999,0,2,0,0,28331,0,0,0,0,0,0,0,0,0,0
60520020,初学者巫帽,初学法师们最喜欢的服饰。,66,0,0,0,elogo60520020.png,0,2,0,9999,0,2,0,0,27337,0,0,0,0,0,0,0,0,0,0
60520021,初学者巫帽,初学法师们最喜欢的服饰。,66,0,0,0,elogo60520020.png,0,2,0,9999,0,2,0,0,27331,0,0,0,0,0,0,0,0,0,0
60520022,初学者巫帽,初学法师们最喜欢的服饰。,66,0,0,0,elogo60520020.png,0,2,0,9999,0,2,0,0,27332,0,0,0,0,0,0,0,0,0,0
60520023,初学者巫帽,初学法师们最喜欢的服饰。,66,0,0,0,elogo60520020.png,0,2,0,9999,0,2,0,0,27333,0,0,0,0,0,0,0,0,0,0
60520024,初学者巫帽,初学法师们最喜欢的服饰。,66,0,0,0,elogo60520020.png,0,2,0,9999,0,2,0,0,27334,0,0,0,0,0,0,0,0,0,0
60520025,初学者巫帽,初学法师们最喜欢的服饰。,66,0,0,0,elogo60520020.png,0,2,0,9999,0,2,0,0,27335,0,0,0,0,0,0,0,0,0,0
60520026,初学者巫帽,初学法师们最喜欢的服饰。,66,0,0,0,elogo60520020.png,0,2,0,9999,0,2,0,0,27336,0,0,0,0,0,0,0,0,0,0
60520030,祈火巫帽,红色火焰护体的一件神奇护具。,66,0,0,0,elogo60520030.png,0,3,0,9999,0,2,0,0,26337,0,0,0,0,0,0,0,0,0,0
60520031,祈火巫帽,红色火焰护体的一件神奇护具。,66,0,0,0,elogo60520030.png,0,3,0,9999,0,2,0,0,26331,0,0,0,0,0,0,0,0,0,0
60520032,祈火巫帽,红色火焰护体的一件神奇护具。,66,0,0,0,elogo60520030.png,0,3,0,9999,0,2,0,0,26332,0,0,0,0,0,0,0,0,0,0
60520033,祈火巫帽,红色火焰护体的一件神奇护具。,66,0,0,0,elogo60520030.png,0,3,0,9999,0,2,0,0,26333,0,0,0,0,0,0,0,0,0,0
60520034,祈火巫帽,红色火焰护体的一件神奇护具。,66,0,0,0,elogo60520030.png,0,3,0,9999,0,2,0,0,26334,0,0,0,0,0,0,0,0,0,0
60520035,祈火巫帽,红色火焰护体的一件神奇护具。,66,0,0,0,elogo60520030.png,0,3,0,9999,0,2,0,0,26335,0,0,0,0,0,0,0,0,0,0
60520036,祈火巫帽,红色火焰护体的一件神奇护具。,66,0,0,0,elogo60520030.png,0,3,0,9999,0,2,0,0,26336,0,0,0,0,0,0,0,0,0,0
60520040,海神巫帽,据说大海之神赐给一个流浪法师的神器。,66,0,0,0,elogo60520040.png,0,4,0,9999,0,2,0,0,25337,0,0,0,0,0,0,0,0,0,0
60520041,海神巫帽,据说大海之神赐给一个流浪法师的神器。,66,0,0,0,elogo60520040.png,0,4,0,9999,0,2,0,0,25331,0,0,0,0,0,0,0,0,0,0
60520042,海神巫帽,据说大海之神赐给一个流浪法师的神器。,66,0,0,0,elogo60520040.png,0,4,0,9999,0,2,0,0,25332,0,0,0,0,0,0,0,0,0,0
60520043,海神巫帽,据说大海之神赐给一个流浪法师的神器。,66,0,0,0,elogo60520040.png,0,4,0,9999,0,2,0,0,25333,0,0,0,0,0,0,0,0,0,0
60520044,海神巫帽,据说大海之神赐给一个流浪法师的神器。,66,0,0,0,elogo60520040.png,0,4,0,9999,0,2,0,0,25334,0,0,0,0,0,0,0,0,0,0
60520045,海神巫帽,据说大海之神赐给一个流浪法师的神器。,66,0,0,0,elogo60520040.png,0,4,0,9999,0,2,0,0,25335,0,0,0,0,0,0,0,0,0,0
60520046,海神巫帽,据说大海之神赐给一个流浪法师的神器。,66,0,0,0,elogo60520040.png,0,4,0,9999,0,2,0,0,25336,0,0,0,0,0,0,0,0,0,0
60520050,星辰巫帽,绣有宇宙星辰的图案，一件法力十足的护具。,66,0,0,0,elogo60520050.png,0,5,0,9999,0,2,0,0,24337,0,0,0,0,0,0,0,0,0,0
60520051,星辰巫帽,绣有宇宙星辰的图案，一件法力十足的护具。,66,0,0,0,elogo60520050.png,0,5,0,9999,0,2,0,0,24331,0,0,0,0,0,0,0,0,0,0
60520052,星辰巫帽,绣有宇宙星辰的图案，一件法力十足的护具。,66,0,0,0,elogo60520050.png,0,5,0,9999,0,2,0,0,24332,0,0,0,0,0,0,0,0,0,0
60520053,星辰巫帽,绣有宇宙星辰的图案，一件法力十足的护具。,66,0,0,0,elogo60520050.png,0,5,0,9999,0,2,0,0,24333,0,0,0,0,0,0,0,0,0,0
60520054,星辰巫帽,绣有宇宙星辰的图案，一件法力十足的护具。,66,0,0,0,elogo60520050.png,0,5,0,9999,0,2,0,0,24334,0,0,0,0,0,0,0,0,0,0
60520055,星辰巫帽,绣有宇宙星辰的图案，一件法力十足的护具。,66,0,0,0,elogo60520050.png,0,5,0,9999,0,2,0,0,24335,0,0,0,0,0,0,0,0,0,0
60520056,星辰巫帽,绣有宇宙星辰的图案，一件法力十足的护具。,66,0,0,0,elogo60520050.png,0,5,0,9999,0,2,0,0,24336,0,0,0,0,0,0,0,0,0,0
60520060,奥术巫帽,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,66,0,0,0,elogo60520060.png,0,6,0,9999,0,2,0,0,23337,0,0,0,0,0,0,0,0,0,0
60520061,奥术巫帽,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,66,0,0,0,elogo60520060.png,0,6,0,9999,0,2,0,0,23331,0,0,0,0,0,0,0,0,0,0
60520062,奥术巫帽,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,66,0,0,0,elogo60520060.png,0,6,0,9999,0,2,0,0,23332,0,0,0,0,0,0,0,0,0,0
60520063,奥术巫帽,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,66,0,0,0,elogo60520060.png,0,6,0,9999,0,2,0,0,23333,0,0,0,0,0,0,0,0,0,0
60520064,奥术巫帽,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,66,0,0,0,elogo60520060.png,0,6,0,9999,0,2,0,0,23334,0,0,0,0,0,0,0,0,0,0
60520065,奥术巫帽,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,66,0,0,0,elogo60520060.png,0,6,0,9999,0,2,0,0,23335,0,0,0,0,0,0,0,0,0,0
60520066,奥术巫帽,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,66,0,0,0,elogo60520060.png,0,6,0,9999,0,2,0,0,23336,0,0,0,0,0,0,0,0,0,0
60520070,传承兜帽,历代法神去世后，都将这护具传承给下一任。,66,0,0,0,elogo60520070.png,0,7,0,9999,0,2,0,0,22337,0,0,0,0,0,0,0,0,0,0
60520071,传承兜帽,历代法神去世后，都将这护具传承给下一任。,66,0,0,0,elogo60520070.png,0,7,0,9999,0,2,0,0,22331,0,0,0,0,0,0,0,0,0,0
60520072,传承兜帽,历代法神去世后，都将这护具传承给下一任。,66,0,0,0,elogo60520070.png,0,7,0,9999,0,2,0,0,22332,0,0,0,0,0,0,0,0,0,0
60520073,传承兜帽,历代法神去世后，都将这护具传承给下一任。,66,0,0,0,elogo60520070.png,0,7,0,9999,0,2,0,0,22333,0,0,0,0,0,0,0,0,0,0
60520074,传承兜帽,历代法神去世后，都将这护具传承给下一任。,66,0,0,0,elogo60520070.png,0,7,0,9999,0,2,0,0,22334,0,0,0,0,0,0,0,0,0,0
60520075,传承兜帽,历代法神去世后，都将这护具传承给下一任。,66,0,0,0,elogo60520070.png,0,7,0,9999,0,2,0,0,22335,0,0,0,0,0,0,0,0,0,0
60520076,传承兜帽,历代法神去世后，都将这护具传承给下一任。,66,0,0,0,elogo60520070.png,0,7,0,9999,0,2,0,0,22336,0,0,0,0,0,0,0,0,0,0
60520080,魔焰发冠,魔焰护体的护具。,66,0,0,0,elogo60520080.png,0,8,0,9999,0,2,0,0,21337,0,0,0,0,0,0,0,0,0,0
60520081,魔焰发冠,魔焰护体的护具。,66,0,0,0,elogo60520080.png,0,8,0,9999,0,2,0,0,21331,0,0,0,0,0,0,0,0,0,0
60520082,魔焰发冠,魔焰护体的护具。,66,0,0,0,elogo60520080.png,0,8,0,9999,0,2,0,0,21332,0,0,0,0,0,0,0,0,0,0
60520083,魔焰发冠,魔焰护体的护具。,66,0,0,0,elogo60520080.png,0,8,0,9999,0,2,0,0,21333,0,0,0,0,0,0,0,0,0,0
60520084,魔焰发冠,魔焰护体的护具。,66,0,0,0,elogo60520080.png,0,8,0,9999,0,2,0,0,21334,0,0,0,0,0,0,0,0,0,0
60520085,魔焰发冠,魔焰护体的护具。,66,0,0,0,elogo60520080.png,0,8,0,9999,0,2,0,0,21335,0,0,0,0,0,0,0,0,0,0
60520086,魔焰发冠,魔焰护体的护具。,66,0,0,0,elogo60520080.png,0,8,0,9999,0,2,0,0,21336,0,0,0,0,0,0,0,0,0,0
60520087,魔焰发冠,魔焰护体的护具。,66,0,0,0,elogo60520080.png,0,8,0,9999,0,2,0,0,21336,0,0,0,0,0,0,0,0,0,0
60520090,胜利王冠,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60520090.png,0,9,0,9999,0,2,0,0,20337,0,0,0,0,0,0,0,0,0,0
60520091,胜利王冠,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60520090.png,0,9,0,9999,0,2,0,0,20331,0,0,0,0,0,0,0,0,0,0
60520092,胜利王冠,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60520090.png,0,9,0,9999,0,2,0,0,20332,0,0,0,0,0,0,0,0,0,0
60520093,胜利王冠,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60520090.png,0,9,0,9999,0,2,0,0,20333,0,0,0,0,0,0,0,0,0,0
60520094,胜利王冠,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60520090.png,0,9,0,9999,0,2,0,0,20334,0,0,0,0,0,0,0,0,0,0
60520095,胜利王冠,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60520090.png,0,9,0,9999,0,2,0,0,20335,0,0,0,0,0,0,0,0,0,0
60520096,胜利王冠,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60520090.png,0,9,0,9999,0,2,0,0,20336,0,0,0,0,0,0,0,0,0,0
60520097,胜利王冠,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60520090.png,0,9,0,9999,0,2,0,0,20336,0,0,0,0,0,0,0,0,0,0
60520100,迦摩皇冠,其中蕴含着神秘的力量。,66,0,0,0,elogo60520100.png,0,10,0,9999,0,2,0,0,19337,0,0,0,0,0,0,0,0,0,0
60520101,迦摩皇冠,其中蕴含着神秘的力量。,66,0,0,0,elogo60520100.png,0,10,0,9999,0,2,0,0,19331,0,0,0,0,0,0,0,0,0,0
60520102,迦摩皇冠,其中蕴含着神秘的力量。,66,0,0,0,elogo60520100.png,0,10,0,9999,0,2,0,0,19332,0,0,0,0,0,0,0,0,0,0
60520103,迦摩皇冠,其中蕴含着神秘的力量。,66,0,0,0,elogo60520100.png,0,10,0,9999,0,2,0,0,19333,0,0,0,0,0,0,0,0,0,0
60520104,迦摩皇冠,其中蕴含着神秘的力量。,66,0,0,0,elogo60520100.png,0,10,0,9999,0,2,0,0,19334,0,0,0,0,0,0,0,0,0,0
60520105,迦摩皇冠,其中蕴含着神秘的力量。,66,0,0,0,elogo60520100.png,0,10,0,9999,0,2,0,0,19335,0,0,0,0,0,0,0,0,0,0
60520106,迦摩皇冠,其中蕴含着神秘的力量。,66,0,0,0,elogo60520100.png,0,10,0,9999,0,2,0,0,19336,0,0,0,0,0,0,0,0,0,0
60520107,迦摩皇冠,其中蕴含着神秘的力量。,66,0,0,0,elogo60520100.png,0,10,0,9999,0,2,0,0,19336,0,0,0,0,0,0,0,0,0,0
60620000,轻便皮盔,流通于骑士之间的常见经典的皮制护具。,66,0,0,0,elogo60620000.png,0,0,0,9999,0,2,0,0,29321,0,0,0,0,0,0,0,0,0,0
60620010,华丽皮盔,一件制作十分华丽的头盔。,66,0,0,0,elogo60620010.png,0,1,0,9999,0,2,0,0,28321,0,0,0,0,0,0,0,0,0,0
60620020,贵族皮盔,贵族经常穿戴的护具。,66,0,0,0,elogo60620020.png,0,2,0,9999,0,2,0,0,27327,0,0,0,0,0,0,0,0,0,0
60620021,贵族皮盔,贵族经常穿戴的护具。,66,0,0,0,elogo60620020.png,0,2,0,9999,0,2,0,0,27321,0,0,0,0,0,0,0,0,0,0
60620022,贵族皮盔,贵族经常穿戴的护具。,66,0,0,0,elogo60620020.png,0,2,0,9999,0,2,0,0,27322,0,0,0,0,0,0,0,0,0,0
60620023,贵族皮盔,贵族经常穿戴的护具。,66,0,0,0,elogo60620020.png,0,2,0,9999,0,2,0,0,27323,0,0,0,0,0,0,0,0,0,0
60620024,贵族皮盔,贵族经常穿戴的护具。,66,0,0,0,elogo60620020.png,0,2,0,9999,0,2,0,0,27324,0,0,0,0,0,0,0,0,0,0
60620025,贵族皮盔,贵族经常穿戴的护具。,66,0,0,0,elogo60620020.png,0,2,0,9999,0,2,0,0,27325,0,0,0,0,0,0,0,0,0,0
60620026,贵族皮盔,贵族经常穿戴的护具。,66,0,0,0,elogo60620020.png,0,2,0,9999,0,2,0,0,27326,0,0,0,0,0,0,0,0,0,0
60620030,勇士皮盔,一件极其坚韧的护具，勇士们的最爱。,66,0,0,0,elogo60620030.png,0,3,0,9999,0,2,0,0,26327,0,0,0,0,0,0,0,0,0,0
60620031,勇士皮盔,一件极其坚韧的护具，勇士们的最爱。,66,0,0,0,elogo60620030.png,0,3,0,9999,0,2,0,0,26321,0,0,0,0,0,0,0,0,0,0
60620032,勇士皮盔,一件极其坚韧的护具，勇士们的最爱。,66,0,0,0,elogo60620030.png,0,3,0,9999,0,2,0,0,26322,0,0,0,0,0,0,0,0,0,0
60620033,勇士皮盔,一件极其坚韧的护具，勇士们的最爱。,66,0,0,0,elogo60620030.png,0,3,0,9999,0,2,0,0,26323,0,0,0,0,0,0,0,0,0,0
60620034,勇士皮盔,一件极其坚韧的护具，勇士们的最爱。,66,0,0,0,elogo60620030.png,0,3,0,9999,0,2,0,0,26324,0,0,0,0,0,0,0,0,0,0
60620035,勇士皮盔,一件极其坚韧的护具，勇士们的最爱。,66,0,0,0,elogo60620030.png,0,3,0,9999,0,2,0,0,26325,0,0,0,0,0,0,0,0,0,0
60620036,勇士皮盔,一件极其坚韧的护具，勇士们的最爱。,66,0,0,0,elogo60620030.png,0,3,0,9999,0,2,0,0,26326,0,0,0,0,0,0,0,0,0,0
60620040,骑士皮盔,流通于骑士之间的常见经典的皮制护具。,66,0,0,0,elogo60620040.png,0,4,0,9999,0,2,0,0,25327,0,0,0,0,0,0,0,0,0,0
60620041,骑士皮盔,流通于骑士之间的常见经典的皮制护具。,66,0,0,0,elogo60620040.png,0,4,0,9999,0,2,0,0,25321,0,0,0,0,0,0,0,0,0,0
60620042,骑士皮盔,流通于骑士之间的常见经典的皮制护具。,66,0,0,0,elogo60620040.png,0,4,0,9999,0,2,0,0,25322,0,0,0,0,0,0,0,0,0,0
60620043,骑士皮盔,流通于骑士之间的常见经典的皮制护具。,66,0,0,0,elogo60620040.png,0,4,0,9999,0,2,0,0,25323,0,0,0,0,0,0,0,0,0,0
60620044,骑士皮盔,流通于骑士之间的常见经典的皮制护具。,66,0,0,0,elogo60620040.png,0,4,0,9999,0,2,0,0,25324,0,0,0,0,0,0,0,0,0,0
60620045,骑士皮盔,流通于骑士之间的常见经典的皮制护具。,66,0,0,0,elogo60620040.png,0,4,0,9999,0,2,0,0,25325,0,0,0,0,0,0,0,0,0,0
60620046,骑士皮盔,流通于骑士之间的常见经典的皮制护具。,66,0,0,0,elogo60620040.png,0,4,0,9999,0,2,0,0,25326,0,0,0,0,0,0,0,0,0,0
60620050,迅风皮盔,穿戴之后，划过空气，声音如同风啸。,66,0,0,0,elogo60620050.png,0,5,0,9999,0,2,0,0,24327,0,0,0,0,0,0,0,0,0,0
60620051,迅风皮盔,穿戴之后，划过空气，声音如同风啸。,66,0,0,0,elogo60620050.png,0,5,0,9999,0,2,0,0,24321,0,0,0,0,0,0,0,0,0,0
60620052,迅风皮盔,穿戴之后，划过空气，声音如同风啸。,66,0,0,0,elogo60620050.png,0,5,0,9999,0,2,0,0,24322,0,0,0,0,0,0,0,0,0,0
60620053,迅风皮盔,穿戴之后，划过空气，声音如同风啸。,66,0,0,0,elogo60620050.png,0,5,0,9999,0,2,0,0,24323,0,0,0,0,0,0,0,0,0,0
60620054,迅风皮盔,穿戴之后，划过空气，声音如同风啸。,66,0,0,0,elogo60620050.png,0,5,0,9999,0,2,0,0,24324,0,0,0,0,0,0,0,0,0,0
60620055,迅风皮盔,穿戴之后，划过空气，声音如同风啸。,66,0,0,0,elogo60620050.png,0,5,0,9999,0,2,0,0,24325,0,0,0,0,0,0,0,0,0,0
60620056,迅风皮盔,穿戴之后，划过空气，声音如同风啸。,66,0,0,0,elogo60620050.png,0,5,0,9999,0,2,0,0,24326,0,0,0,0,0,0,0,0,0,0
60620060,破空皮盔,轻便又迅捷，穿戴后丝毫不影响身法。,66,0,0,0,elogo60620060.png,0,6,0,9999,0,2,0,0,23327,0,0,0,0,0,0,0,0,0,0
60620061,破空皮盔,轻便又迅捷，穿戴后丝毫不影响身法。,66,0,0,0,elogo60620060.png,0,6,0,9999,0,2,0,0,23321,0,0,0,0,0,0,0,0,0,0
60620062,破空皮盔,轻便又迅捷，穿戴后丝毫不影响身法。,66,0,0,0,elogo60620060.png,0,6,0,9999,0,2,0,0,23322,0,0,0,0,0,0,0,0,0,0
60620063,破空皮盔,轻便又迅捷，穿戴后丝毫不影响身法。,66,0,0,0,elogo60620060.png,0,6,0,9999,0,2,0,0,23323,0,0,0,0,0,0,0,0,0,0
60620064,破空皮盔,轻便又迅捷，穿戴后丝毫不影响身法。,66,0,0,0,elogo60620060.png,0,6,0,9999,0,2,0,0,23324,0,0,0,0,0,0,0,0,0,0
60620065,破空皮盔,轻便又迅捷，穿戴后丝毫不影响身法。,66,0,0,0,elogo60620060.png,0,6,0,9999,0,2,0,0,23325,0,0,0,0,0,0,0,0,0,0
60620066,破空皮盔,轻便又迅捷，穿戴后丝毫不影响身法。,66,0,0,0,elogo60620060.png,0,6,0,9999,0,2,0,0,23326,0,0,0,0,0,0,0,0,0,0
60620070,月影皮盔,皎皎明月，刺绣于上。,66,0,0,0,elogo60620070.png,0,7,0,9999,0,2,0,0,22327,0,0,0,0,0,0,0,0,0,0
60620071,月影皮盔,皎皎明月，刺绣于上。,66,0,0,0,elogo60620070.png,0,7,0,9999,0,2,0,0,22321,0,0,0,0,0,0,0,0,0,0
60620072,月影皮盔,皎皎明月，刺绣于上。,66,0,0,0,elogo60620070.png,0,7,0,9999,0,2,0,0,22322,0,0,0,0,0,0,0,0,0,0
60620073,月影皮盔,皎皎明月，刺绣于上。,66,0,0,0,elogo60620070.png,0,7,0,9999,0,2,0,0,22323,0,0,0,0,0,0,0,0,0,0
60620074,月影皮盔,皎皎明月，刺绣于上。,66,0,0,0,elogo60620070.png,0,7,0,9999,0,2,0,0,22324,0,0,0,0,0,0,0,0,0,0
60620075,月影皮盔,皎皎明月，刺绣于上。,66,0,0,0,elogo60620070.png,0,7,0,9999,0,2,0,0,22325,0,0,0,0,0,0,0,0,0,0
60620076,月影皮盔,皎皎明月，刺绣于上。,66,0,0,0,elogo60620070.png,0,7,0,9999,0,2,0,0,22326,0,0,0,0,0,0,0,0,0,0
60620080,大骑士皮盔,优秀而华丽的护具，一般为资深的骑士佩戴。,66,0,0,0,elogo60620080.png,0,8,0,9999,0,2,0,0,21327,0,0,0,0,0,0,0,0,0,0
60620081,大骑士皮盔,优秀而华丽的护具，一般为资深的骑士佩戴。,66,0,0,0,elogo60620080.png,0,8,0,9999,0,2,0,0,21321,0,0,0,0,0,0,0,0,0,0
60620082,大骑士皮盔,优秀而华丽的护具，一般为资深的骑士佩戴。,66,0,0,0,elogo60620080.png,0,8,0,9999,0,2,0,0,21322,0,0,0,0,0,0,0,0,0,0
60620083,大骑士皮盔,优秀而华丽的护具，一般为资深的骑士佩戴。,66,0,0,0,elogo60620080.png,0,8,0,9999,0,2,0,0,21323,0,0,0,0,0,0,0,0,0,0
60620084,大骑士皮盔,优秀而华丽的护具，一般为资深的骑士佩戴。,66,0,0,0,elogo60620080.png,0,8,0,9999,0,2,0,0,21324,0,0,0,0,0,0,0,0,0,0
60620085,大骑士皮盔,优秀而华丽的护具，一般为资深的骑士佩戴。,66,0,0,0,elogo60620080.png,0,8,0,9999,0,2,0,0,21325,0,0,0,0,0,0,0,0,0,0
60620086,大骑士皮盔,优秀而华丽的护具，一般为资深的骑士佩戴。,66,0,0,0,elogo60620080.png,0,8,0,9999,0,2,0,0,21326,0,0,0,0,0,0,0,0,0,0
60620087,大骑士皮盔,优秀而华丽的护具，一般为资深的骑士佩戴。,66,0,0,0,elogo60620080.png,0,8,0,9999,0,2,0,0,21326,0,0,0,0,0,0,0,0,0,0
60620090,胜利皮盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60620090.png,0,9,0,9999,0,2,0,0,20327,0,0,0,0,0,0,0,0,0,0
60620091,胜利皮盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60620090.png,0,9,0,9999,0,2,0,0,20321,0,0,0,0,0,0,0,0,0,0
60620092,胜利皮盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60620090.png,0,9,0,9999,0,2,0,0,20322,0,0,0,0,0,0,0,0,0,0
60620093,胜利皮盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60620090.png,0,9,0,9999,0,2,0,0,20323,0,0,0,0,0,0,0,0,0,0
60620094,胜利皮盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60620090.png,0,9,0,9999,0,2,0,0,20324,0,0,0,0,0,0,0,0,0,0
60620095,胜利皮盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60620090.png,0,9,0,9999,0,2,0,0,20325,0,0,0,0,0,0,0,0,0,0
60620096,胜利皮盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60620090.png,0,9,0,9999,0,2,0,0,20326,0,0,0,0,0,0,0,0,0,0
60620097,胜利皮盔,胜利的代名词，使用者就是胜利者的化身。,66,0,0,0,elogo60620090.png,0,9,0,9999,0,2,0,0,20326,0,0,0,0,0,0,0,0,0,0
60620100,莱尔战盔,坚韧无比。,66,0,0,0,elogo60620100.png,0,10,0,9999,0,2,0,0,19327,0,0,0,0,0,0,0,0,0,0
60620101,莱尔战盔,坚韧无比。,66,0,0,0,elogo60620100.png,0,10,0,9999,0,2,0,0,19321,0,0,0,0,0,0,0,0,0,0
60620102,莱尔战盔,坚韧无比。,66,0,0,0,elogo60620100.png,0,10,0,9999,0,2,0,0,19322,0,0,0,0,0,0,0,0,0,0
60620103,莱尔战盔,坚韧无比。,66,0,0,0,elogo60620100.png,0,10,0,9999,0,2,0,0,19323,0,0,0,0,0,0,0,0,0,0
60620104,莱尔战盔,坚韧无比。,66,0,0,0,elogo60620100.png,0,10,0,9999,0,2,0,0,19324,0,0,0,0,0,0,0,0,0,0
60620105,莱尔战盔,坚韧无比。,66,0,0,0,elogo60620100.png,0,10,0,9999,0,2,0,0,19325,0,0,0,0,0,0,0,0,0,0
