str_id,str
STR_UI_soulBlessHintWindow_str_6,当前未洗出隐藏属性
STR_UI_soulBlessHintWindow_str_7,当前已有隐藏属性，是否确认洗练？
STR_UI_soulBlessHintWindow_str_8,确认洗练
STR_UI_soulBlessHintWindow_str_9,今日钻石洗练次数已达到X次，需要提升贵族等级获得更高次数
STR_UI_StarAward_str_0,查看奖励
STR_UI_StarAward_str_1,关 闭
STR_UI_StarAward_str_2,领 取
STR_UI_StarAward_str_3,确 定
STR_UI_StarAward_str_4,已领取
STR_UI_StarAward_str_5,达到关卡星级可获得奖励
STR_UI_StarAward_str_6,占领豫州地域中的所有城池才能领取豫州宝箱
STR_UI_TanChuang_FuHuo_str_0,取消
STR_UI_TanChuang_FuHuo_str_1,确定
STR_UI_TanChuang_FuHuo_str_2,提示
STR_UI_TanChuang_FuHuo_str_3,需要花费
STR_UI_TanChuang_FuHuo_str_4,一行的显示效果，两行的显示效果，两行的显示效果，两行的显示效果，
STR_UI_TanChuang_FuHuo_str_5,奖励:
STR_UI_TanChuang_FuHuo_str_6,学院科技影响额外增加3个
STR_UI_TanChuang_JiangLi_str_0,关闭
STR_UI_TanChuang_JiangLi_str_1,提示
STR_UI_TanChuang_JiangLi_str_2,从购买起至30天，每日领取
STR_UI_TanChuang_MoBan_str_0,取消
STR_UI_TanChuang_MoBan_str_1,确定
STR_UI_TanChuang_MoBan_str_2,提示
STR_UI_TanChuang_MoBan_str_3,货币不足
STR_UI_TanChuang_MoBan_str_4,今日铜币获取次数已达到最大上限
STR_UI_TanChuang_MoBan_str_5,是否消耗100
STR_UI_TanChuang_MoBan_str_6,勾选之后不再弹出
STR_UI_TanChuang_MoBan_str_7,提升贵族等级可获得更多次数
STR_UI_TanChuang_MoBan_str_8,是否消耗
STR_UI_TanChuang_MoBan_str_9,货币不足
STR_UI_TanChuang_MoBan_str_10,是否前往购买?
STR_UI_TanChuang_MoBan_str_11,描述的提示信息
STR_UI_TanChuang_MoBan_str_12,描述的主要文本内容
STR_UI_TanChuang_MoBan_str_13,购买
STR_UI_TanChuang_MoBan_str_14,是否确认消耗
STR_UI_TanChuang_MoBan_str_15,加入商会可免费领取
STR_UI_TanChuang_MoBan_str_16,将两个英雄的
STR_UI_TanChuang_MoBan_str_17,武将等级 统兵等级 神器等级 进阶等级 互换。
STR_UI_TanChuang_MoBan_str_18,是否确认消耗
STR_UI_TanChuang_MoBan_str_19,我方占领
STR_UI_TanChuang_MoBan_str_20,豫州
STR_UI_TanChuang_MoBan_str_21,进度:
STR_UI_TanChuang_MoBan_str_22,占领豫州地域中的所有城池才能领取豫州宝箱
STR_UI_TanChuang_MoBan_str_23,描述的主要文本内容
STR_UI_TanChuang_MoBan_str_24,勾选后不再弹出
STR_UI_TanChuang_MoBan_str_25,复活队伍
STR_UI_TanChuang_MoBan_str_26,是否确认消耗
STR_UI_TanChuang_MoBan_str_27,复活队伍
STR_UI_TanChuang_MoBan_str_28,复活队伍
STR_UI_TanChuang_MoBan_str_29,购买一次挑战次数
STR_UI_TanChuang_MoBan_str_30,是否确认消耗
STR_UI_TanChuang_MoBan_str_31,挑战次数:
STR_UI_TanChuang_MoBan_str_32,描述的主要文本内容
STR_UI_TanChuang_MoBan_str_33,勾选后不再弹出
STR_UI_TanChuang_MoBan_str_34,补齐缺少的宝石
STR_UI_TanChuang_MoBan_str_35,需要消费
STR_UI_TanChuang_MoBan_str_36,勾选后不再弹出
STR_UI_TanChuang_MoBan_str_37,宝石名称*2
STR_UI_TanChuang_MoBan_str_38,缺少
STR_UI_TanChuang_MoBan_str_39,宝石名称*1
STR_UI_TanChuang_MoBan_str_40,合成
STR_UI_TIPS_str_0,道具名
STR_UI_TIPS_str_1,拥有10件(没有不显示)
STR_UI_TIPS_str_2,装备属性的股份大股东分别达莎娜塔斯蒂芬
STR_UI_TIPSRULELIST_str_0,矿场争夺战简介
STR_UI_TIPSRULELIST_str_1,关闭
STR_UI_TIPSRULELIST_str_2,活动排名奖励
STR_UI_TIPSRULELIST_str_3,个人征收奖励
STR_UI_TIPSRULELIST_str_4,个人征收奖励
STR_UI_Tips_public_str_0,当前时间:
STR_UI_Tips_public_str_1,可买体力次数:
STR_UI_Tips_public_str_2,下点体力恢复:
STR_UI_Tips_public_str_3,恢复全部体力:
STR_UI_Tips_public_str_4,恢复时间间隔:
STR_UI_Tips_public_str_5,6分钟
STR_UI_Tips_public_str_6,货币:
STR_UI_Tips_public_str_7,充值或其他途径获得
STR_UI_Tips_public_str_8,可买军令次数:
STR_UI_Tips_public_str_9,下点军令恢复:
STR_UI_Tips_public_str_10,恢复全部军令:
STR_UI_Tips_public_str_11,每天9点、12点、15点、18点额外恢复9个军令
STR_UI_Tips_public_str_12,恢复时间间隔:
STR_UI_Tips_public_str_13,12分钟
STR_UI_Treasures_str_0,镇魂秘宝
STR_UI_Treasures_str_1,购买
STR_UI_Treasures_str_2,取消
STR_UI_Treasures_str_3,宝石
STR_UI_Treasures_str_4,原价:
STR_UI_Treasures_str_5,限时价:
STR_UI_ui_error_str_0,当您看到这个界面，很不幸的告诉您，程序已经出错
STR_UI_ui_error_str_1,发送错误信息
STR_UI_ui_error_str_2,重启游戏
STR_UI_ui_error_str_3,找开发者出气
STR_UI_UP_FuMoShengJi_str_0,属性名字
STR_UI_UP_FuMoShengJi_str_1,属性名字
STR_UI_UP_FuMoShengJi_str_2,附魔升级
STR_UI_UP_FuMoShengJi_str_3,点击任意位置继续
STR_UI_UP_GuaJiJiangLi_str_0,挂机时长:
STR_UI_UP_GuaJiJiangLi_str_1,点击任意位置继续
STR_UI_UP_HuFu_str_0,属性名字:
STR_UI_UP_HuFu_str_1,属性名字:
STR_UI_UP_HuFu_str_2,属性名字:
STR_UI_UP_HuFu_str_3,属性名字:
STR_UI_UP_HuFu_str_4,属性名字:
STR_UI_UP_HuFu_str_5,属性名字:
STR_UI_UP_HuFu_str_6,属性名字:
STR_UI_UP_HuFu_str_7,属性名字:
STR_UI_UP_HuFu_str_8,属性名字:
STR_UI_UP_HuFu_str_9,属性名字:
STR_UI_UP_HuFu_str_10,属性名字:
STR_UI_UP_HuFu_str_11,属性名字:
STR_UI_UP_HuFu_str_12,属性名字:
STR_UI_UP_HuFu_str_13,属性名字:
STR_UI_UP_HuFu_str_14,2阶50级
STR_UI_UP_HuFu_str_15,2阶50级
STR_UI_UP_HuFu_str_16,点击任意位置继续游戏
STR_UI_UP_JueWei_str_0,激活特权
STR_UI_UP_JueWei_str_1,关卡10次扫荡功能
STR_UI_UP_JueWei_str_2,恭喜您的爵位晋升为
STR_UI_UP_JueWei_str_3,并获得以下属性
STR_UI_UP_JueWei_str_4,男爵
STR_UI_UP_JueWei_str_5,属性名字
STR_UI_UP_JueWei_str_6,点击任意位置继续
STR_UI_UP_MeiRenJinJie_str_0,圣物的名字+1
STR_UI_UP_MeiRenJinJie_str_1,圣物的名字
STR_UI_UP_MeiRenJinJie_str_2,美人名
STR_UI_UP_MeiRenJinJie_str_3,美人名
STR_UI_UP_MeiRenJinJie_str_4,战力提升:
STR_UI_UP_MeiRenJinJie_str_5,技能名
STR_UI_UP_MeiRenJinJie_str_6,技能描述....
STR_UI_UP_MeiRenJinJie_str_7,技能升级:
STR_UI_UP_MeiRenJinJie_str_8,被动
STR_UI_UP_MeiRenJinJie_str_9,等级:
STR_UI_UP_MeiRenJinJie_str_10,已激活色值
STR_UI_UP_MeiRenJinJie_str_11,3阶
STR_UI_UP_MeiRenJinJie_str_12,圣物进阶:
STR_UI_UP_MeiRenJinJie_str_13,确 定
STR_UI_UP_MeiRenJinJie_str_14,点击任意位置继续
STR_UI_UP_Skill_JiHuo_str_0,被动
STR_UI_UP_Skill_JiHuo_str_1,技能名
STR_UI_UP_Skill_JiHuo_str_2,等级1
STR_UI_UP_Skill_JiHuo_str_3,技能描述............
STR_UI_UP_Skill_ShengJi_str_0,被动
STR_UI_UP_Skill_ShengJi_str_1,技能名
STR_UI_UP_Skill_ShengJi_str_2,等级1
STR_UI_UP_Skill_ShengJi_str_3,技能描述............
STR_UI_UP_Skill_ShengJi_str_4,被动
STR_UI_UP_Skill_ShengJi_str_5,技能名
STR_UI_UP_Skill_ShengJi_str_6,等级1
STR_UI_UP_Skill_ShengJi_str_7,技能描述............
STR_UI_UP_SuMingJiHuo_str_0,属性名字
STR_UI_UP_SuMingJiHuo_str_1,属性激活:
STR_UI_UP_SuMingJiHuo_str_2,点击任意位置继续
STR_UI_UP_TiangFuShengJi_str_0,天赋升级
STR_UI_UP_TiangFuShengJi_str_1,未解锁
STR_UI_UP_TiangFuShengJi_str_2,1级
STR_UI_UP_TiangFuShengJi_str_3,点击任意位置继续
STR_UI_UP_YingLingZhuanYou_str_0,1阶
STR_UI_UP_YingLingZhuanYou_str_1,战争英灵
STR_UI_UP_YingLingZhuanYou_str_2,点击任意位置继续
STR_UI_UP_YingXiongShengXing_str_0,星级提升
STR_UI_UP_YingXiongShengXing_str_1,物理攻击:
STR_UI_UP_YingXiongShengXing_str_2,魔法攻击:
STR_UI_UP_YingXiongShengXing_str_3,点击任意位置继续
STR_UI_UP_YongShiHuiZhang_str_0,天赋升级
STR_UI_UP_YongShiHuiZhang_str_1,普通
STR_UI_UP_YongShiHuiZhang_str_2,黄金
STR_UI_UP_YongShiHuiZhang_str_3,解锁特权
STR_UI_UP_YongShiHuiZhang_str_4,解锁黄金徽章等级奖励
STR_UI_UP_ZuDui_str_0,继续
STR_UI_UP_ZuDui_str_1,我的奖励
STR_UI_UP_ZuDui_str_2,等级99
STR_UI_UP_ZuDui_str_3,普通奖励:
STR_UI_UP_ZuDui_str_4,稀有奖励:
STR_UI_UP_ZuDui_str_5,统 计
STR_UI_UP_ZuDui_str_6,胜利
STR_UI_UP_ZuDui_str_7,稀有奖励
STR_UI_UP_ZuDui_str_8,玩家名六个字
STR_UI_VIP_ChongZhi_str_0,充值
STR_UI_VIP_ChongZhi_str_1,贵族特权
STR_UI_VIP_ChongZhi_str_2,贵族
STR_UI_VIP_ChongZhi_str_3,再充值
STR_UI_VIP_ChongZhi_str_4,即可成为
STR_UI_VIP_ChongZhi_str_5,6480钻石
STR_UI_VIP_ChongZhi_str_6,648元
STR_UI_VIP_ChongZhi_str_7,钻石
STR_UI_VIP_ChongZhi_str_8,送
STR_UI_VIP_ChongZhi_str_9,每日返
STR_UI_VIP_ChongZhi_str_10,立得
STR_UI_VIP_ChongZhi_str_11,500钻石
STR_UI_VIP_ChongZhi_str_12,本次测试不开启充值哟!
STR_UI_VIP_ChongZhi_str_13,充值
STR_UI_VIP_ChongZhi_str_14,特权
STR_UI_VIP_ChongZhi_str_15,福利
STR_UI_VIP_FuLi_str_0,每周1凌晨5点刷新，可重新购买
STR_UI_VIP_FuLi_str_1,每日福利
STR_UI_VIP_FuLi_str_2,每周福利
STR_UI_VIP_FuLi_str_3,贵族15
STR_UI_VIP_FuLi_str_4,每日的福利
STR_UI_VIP_FuLi_str_5,再充值
STR_UI_VIP_FuLi_str_6,即可每日领取
STR_UI_VIP_FuLi_str_7,领取
STR_UI_VIP_FuLi_str_8,去充值
STR_UI_VIP_FuLi_str_9,购买
STR_UI_VIP_TeQuan_str_0,充值
STR_UI_VIP_TeQuan_str_1,贵族
STR_UI_VIP_TeQuan_str_2,充 值
STR_UI_VIP_TeQuan_str_3,贵族等级达到上限
STR_UI_VIP_TeQuan_str_4,再充值
STR_UI_VIP_TeQuan_str_5,即可成为
STR_UI_VIP_TeQuan_str_6,贵族0特权
STR_UI_VIP_TeQuan_str_7,体力可以购买次数
STR_UI_VIP_TeQuan_str_8,贵族0礼包
STR_UI_VIP_TeQuan_str_9,价值:
STR_UI_VIP_TeQuan_str_10,现价:
STR_UI_VIP_TeQuan_str_11,限时抢购
STR_UI_VIP_TeQuan_str_12,本次测试不开启充值哟!
STR_UI_Vip_TeQuanLiBao_str_0,贵族5
STR_UI_Vip_TeQuanLiBao_str_1,送
STR_UI_Vip_TeQuanLiBao_str_2,魅魔女王
STR_UI_Vip_TeQuanLiBao_str_3,充值达到对应贵族等级
STR_UI_Vip_TeQuanLiBao_str_4,即可购买贵族特权礼包!
STR_UI_Vip_TeQuanLiBao_str_5,贵族1
STR_UI_Vip_TeQuanLiBao_str_6,前往购买
STR_UI_Vip_TeQuanLiBao_str_7,前往充值
STR_UI_Vip_TeQuanLiBao_str_8,充值6/6元
STR_UI_Vip_TeQuanLiBao_str_9,点击任意位置关闭界面
STR_UI_WangQuanZhengDuo_str_0,王座之战
STR_UI_WangQuanZhengDuo_str_1,玩家的名字
STR_UI_WangQuanZhengDuo_str_2,玩家的名字
STR_UI_WangQuanZhengDuo_str_3,公会名
STR_UI_WangQuanZhengDuo_str_4,国王
STR_UI_WangQuanZhengDuo_str_5,特
STR_UI_WangQuanZhengDuo_str_6,权
STR_UI_WangQuanZhengDuo_str_7,宫殿名
STR_UI_WangQuanZhengDuo_str_8,公会名六个字
STR_UI_WangQuanZhengDuo_str_9,占领军团:
STR_UI_WangQuanZhengDuo_str_10,排名
STR_UI_WangQuanZhengDuo_str_11,奖励
STR_UI_WangQuanZhengDuo_str_12,占领人数:
STR_UI_WangQuanZhengDuo_str_13,99人
STR_UI_WangQuanZhengDuo_str_14,占领军团:
STR_UI_WangQuanZhengDuo_str_15,公会名六个字
STR_UI_WangQuanZhengDuo_str_16,占领人数:
STR_UI_WangQuanZhengDuo_str_17,99人
STR_UI_WangQuanZhengDuo_str_18,产量加成200%
STR_UI_WangQuanZhengDuo_str_19,占领军团:
STR_UI_WangQuanZhengDuo_str_20,公会名六个字
STR_UI_WangQuanZhengDuo_str_21,占领人数:
STR_UI_WangQuanZhengDuo_str_22,99人
STR_UI_WangQuanZhengDuo_str_23,产量加成200%
STR_UI_WangQuanZhengDuo_str_24,封赐加成:
STR_UI_WangQuanZhengDuo_str_25,占领人数:
STR_UI_WangQuanZhengDuo_str_26,我的军团
STR_UI_WangQuanZhengDuo_str_27,(下阶加成5%还需5人)
STR_UI_WangQuanZhengDuo_str_28,王权争夺次数:
STR_UI_WangQuanZhengDuo_str_29,结算倒计时:
STR_UI_WangQuanZhengDuo_str_30,特权
STR_UI_WangQuanZhengDuo_str_31,在国战宣战时间内，可向敌对势力的城池发起宣战
STR_UI_WangQuanZhengDuo_str_32,特
STR_UI_WangQuanZhengDuo_str_33,权
STR_UI_WangQuanZhengDuo_str_34,在国战宣战时间内，可向敌对势力的城池发起宣战
STR_UI_WangQuanZhengDuo_str_35,特
STR_UI_WangQuanZhengDuo_str_36,权
STR_UI_WangQuanZhengDuo_ChouDi_str_0,仇敌
STR_UI_WangQuanZhengDuo_ChouDi_str_1,反击
STR_UI_WangQuanZhengDuo_ChouDi_str_2,玩家的名字
STR_UI_WangQuanZhengDuo_ChouDi_str_3,公会的名字
STR_UI_WangQuanZhengDuo_ChouDi_str_4,官位名
STR_UI_WangQuanZhengDuo_ChouDi_str_5,暂未被夺走爵位
STR_UI_WangQuanZhengDuo_ChuZhan_str_0,争 夺
STR_UI_WangQuanZhengDuo_ChuZhan_str_1,当  权  者
STR_UI_WangQuanZhengDuo_ChuZhan_str_2,所属军团
STR_UI_WangQuanZhengDuo_ChuZhan_str_3,封       赐
STR_UI_WangQuanZhengDuo_ChuZhan_str_4,阵容
STR_UI_WangQuanZhengDuo_ChuZhan_str_5,一品公爵
STR_UI_WangQuanZhengDuo_ChuZhan_str_6,玩家的名字
STR_UI_WangQuanZhengDuo_ChuZhan_str_7,公会名
STR_UI_WangQuanZhengDuo_ChuZhan_str_8,1250000/小时
STR_UI_WangQuanZhengDuo_ChuZhan_str_9,特权名
STR_UI_WangQuanZhengDuo_ChuZhan_str_10,特权内容
STR_UI_WangQuanZhengDuo_GZSM_str_0,规则说明
STR_UI_WangQuanZhengDuo_GZSM_str_1,占领人数达到
STR_UI_WangQuanZhengDuo_GZSM_str_2,10人
STR_UI_WangQuanZhengDuo_GZSM_str_3,产量提升300%
STR_UI_WangQuanZhengDuo_GZSM_str_4,封赐加成
STR_UI_WangQuanZhengDuo_GZSM_str_5,我很帅
STR_UI_WangQuanZhengDuo_Info_str_0,争夺信息
STR_UI_WangQuanZhengDuo_Info_str_1,暂未发生争夺
STR_UI_WangQuanZhengDuo_Info_str_2,这里是描述...........
STR_UI_WangQuanZhengDuo_JiangLi_str_0,奖  励
STR_UI_WangQuanZhengDuo_JiangLi_str_1,爵位奖励
STR_UI_WangQuanZhengDuo_JiangLi_str_2,占领奖励
STR_UI_WangQuanZhengDuo_JiangLi_str_3,当前奖励建筑:
STR_UI_WangQuanZhengDuo_JiangLi_str_4,军事厅
STR_UI_WangQuanZhengDuo_JiangLi_str_5,(胜利/积分+2，失败/积分+1)
STR_UI_WangQuanZhengDuo_JiangLi_str_6,发放倒计时:
STR_UI_WangQuanZhengDuo_JiangLi_str_7,（只计算结算时奖励最高的三个建筑）
STR_UI_WangQuanZhengDuo_JiangLi_str_8,条件
STR_UI_WangQuanZhengDuo_JiangLi_str_9,奖励
STR_UI_WangQuanZhengDuo_JiangLi_str_10,奖
STR_UI_WangQuanZhengDuo_JiangLi_str_11,励
STR_UI_WangQuanZhengDuo_JiangLi_str_12,占领宫殿
STR_UI_WangQuanZhengDuo_JiangLi_str_13,当前爵位:
STR_UI_WangQuanZhengDuo_JiangLi_str_14,一品公爵
STR_UI_WangQuanZhengDuo_JiangLi_str_15,(胜利/积分+2，失败/积分+1)
STR_UI_WangQuanZhengDuo_JiangLi_str_16,在为倒计时:
STR_UI_WangQuanZhengDuo_JiangLi_str_17,累计收益:
STR_UI_WangQuanZhengDuo_JiangLi_str_18,爵位
STR_UI_WangQuanZhengDuo_JiangLi_str_19,每小时收益
STR_UI_WangQuanZhengDuo_JiangLi_str_20,奖
STR_UI_WangQuanZhengDuo_JiangLi_str_21,励
STR_UI_WangQuanZhengDuo_JiangLi_str_22,一品公爵
STR_UI_WangQuanZhengDuo_JiangLi_str_23,领取收益
STR_UI_WangQuanZhengDuo_Map_str_0,当前爵位
STR_UI_WangQuanZhengDuo_Map_str_1,当前封赐
STR_UI_WangQuanZhengDuo_Map_str_2,在位时长:
STR_UI_WangQuanZhengDuo_Map_str_3,2天20小时
STR_UI_WangQuanZhengDuo_Map_str_4,领 取
STR_UI_WangQuanZhengDuo_Map_str_5,王权争夺次数:
STR_UI_WangQuanZhengDuo_Map_str_6,世界
STR_UI_WangQuanZhengDuo_Map_str_7,当前爵位:
STR_UI_WangQuanZhengDuo_Map_str_8,一品公爵
STR_UI_WangQuanZhengDuo_Map_str_9,90万/小时
STR_UI_WangQuanZhengDuo_Map_str_10,在位:
STR_UI_WangQuanZhengDuo_Map_str_11,12天22小时
STR_UI_WangQuanZhengDuo_Map_str_12,至高王座
STR_UI_WangQuanZhengDuo_Map_str_13,军团名字
STR_UI_WangQuanZhengDuo_Map_str_14,玩家名字
STR_UI_WangQuanZhengDuo_Map_str_15,战争议会
STR_UI_WangQuanZhengDuo_Map_str_16,军团名字
STR_UI_WangQuanZhengDuo_Map_str_17,玩家名字
STR_UI_WangQuanZhengDuo_Map_str_18,法师学院
STR_UI_WangQuanZhengDuo_Map_str_19,军团名字
STR_UI_WangQuanZhengDuo_Map_str_20,玩家名字
STR_UI_WangQuanZhengDuo_Map_str_21,战术大厅
STR_UI_WangQuanZhengDuo_Map_str_22,军团名字
STR_UI_WangQuanZhengDuo_Map_str_23,玩家名字
STR_UI_WangQuanZhengDuo_Map_str_24,魔法行会
STR_UI_WangQuanZhengDuo_Map_str_25,军团名字
STR_UI_WangQuanZhengDuo_Map_str_26,玩家名字
STR_UI_WangQuanZhengDuo_Map_str_27,战斗学院
STR_UI_WangQuanZhengDuo_Map_str_28,军团名字
STR_UI_WangQuanZhengDuo_Map_str_29,玩家名字
STR_UI_WangQuanZhengDuo_Map_str_30,奥术神殿
STR_UI_WangQuanZhengDuo_Map_str_31,军团名字
STR_UI_WangQuanZhengDuo_Map_str_32,玩家名字
STR_UI_WangQuanZhengDuo_Map_str_33,荣耀之门
STR_UI_WangQuanZhengDuo_Map_str_34,军团名字
STR_UI_WangQuanZhengDuo_Map_str_35,玩家名字
STR_UI_WangQuanZhengDuo_Map_str_36,奖励
STR_UI_WangQuanZhengDuo_Map_str_37,战报
STR_UI_WangQuanZhengDuo_Map_str_38,仇敌
STR_UI_WangQuanZhengDuo_Map_str_39,占领详情
STR_UI_WangQuanZhengDuo_Map_str_40,距离争夺结束还剩:
STR_UI_WangQuanZhengDuo_Map_str_41,奖励
STR_UI_WangQuanZhengDuo_Map_str_42,爵位奖励
STR_UI_WangQuanZhengDuo_Map_str_43,占领奖励
STR_UI_WangQuanZhengDuo_Map_str_44,180万
STR_UI_WangQuanZhengDuo_Map_str_45,收益:
STR_UI_WangQuanZhengDuo_Map_str_46,领取
STR_UI_WangQuanZhengDuo_Map_str_47,收益建筑:宫殿、军事厅、军械库
STR_UI_WangQuanZhengDuo_Map_str_48,结算倒计时:
STR_UI_WangQuanZhengDuo_Map_str_49,只计算结算时奖励最高的三个建筑
STR_UI_WangQuanZhengDuo_ShiLi_str_0,99人
STR_UI_WangQuanZhengDuo_ShiLi_str_1,大殿
STR_UI_WangQuanZhengDuo_ShiLi_str_2,前往
STR_UI_WangQuanZhengDuo_ShiLi_str_3,军团势力
STR_UI_WangQuanZhengDuo_ShiLi_str_4,军团人数
STR_UI_WangQuanZhengDuo_ShiLi_str_5,占领建筑
STR_UI_WangQuanZhengDuo_ShiLi_str_6,爵位加成
STR_UI_WangQuanZhengDuo_ShiLi_str_7,操作
STR_UI_WangQuanZhengDuo_ShiLi_str_8,排名
STR_UI_WangQuanZhengDuo_ShiLi_str_9,军团未占领任何爵位
STR_UI_Win_GuanQia_str_0,经验提升
STR_UI_Win_GuanQia_str_1,获得奖励
STR_UI_Win_GuanQia_str_2,通关关卡
STR_UI_Win_GuanQia_str_3,败退不超过一人
STR_UI_Win_GuanQia_str_4,无一人败退
STR_UI_Win_GuanQia_str_5,继续
STR_UI_Win_GuanQia_str_6,统 计
STR_UI_Win_GuanQia_str_7,点击任意位置继续
STR_UI_Win_GuShanDuoBao_str_0,获得奖励:
STR_UI_Win_GuShanDuoBao_str_1,获得奖励:
STR_UI_Win_GuShanDuoBao_str_2,点击任意位置继续
STR_UI_Win_JJC_str_0,排名:
STR_UI_Win_JJC_str_1,积分:
STR_UI_Win_JJC_str_2,历史最高排名:
STR_UI_Win_JJC_str_3,统 计
STR_UI_Win_JunTuanFuBen_str_0,造成伤害:
STR_UI_Win_JunTuanFuBen_str_1,剩余血量
STR_UI_Win_JunTuanFuBen_str_2,获得奖励
STR_UI_Win_JunTuanFuBen_str_3,伤害统计
STR_UI_Win_JunTuanFuBen_str_4,统 计
STR_UI_Win_Lose_str_0,经验提升
STR_UI_Win_Lose_str_1,提升实力
STR_UI_Win_Lose_str_2,全部阵亡
STR_UI_Win_Lose_str_3,升星
STR_UI_Win_Lose_str_4,神格
STR_UI_Win_Lose_str_5,装备强化
STR_UI_Win_Lose_str_6,宝石镶嵌
STR_UI_Win_Lose_str_7,点击空白区域关闭
STR_UI_Win_Lose_str_8,统 计
STR_UI_Win_Lose_str_9,返回
STR_UI_Win_TianXiaBaoZang_str_0,挑战成功
STR_UI_Win_TianXiaBaoZang_str_1,获得奖励:
STR_UI_Win_TianXiaBaoZang_str_2,成功通关:
STR_UI_Win_TianXiaBaoZang_str_3,秦皇陵墓(1/2)
STR_UI_Win_TianXiaBaoZang_str_4,首次
STR_UI_Win_TianXiaBaoZang_str_5,统 计
STR_UI_Win_TianXiaBaoZang_str_6,挑战下一层
STR_UI_Win_TianXiaBaoZang_str_7,成功通关
STR_UI_Win_TianXiaBaoZang_str_8,获得奖励
STR_UI_Win_TianXiaBaoZang_str_9,点击任意位置继续
STR_UI_Win_WanQuanZhengDuo_str_0,爵位变更:
STR_UI_Win_WanQuanZhengDuo_str_1,一品公爵
STR_UI_Win_WanQuanZhengDuo_str_2,二品公爵
STR_UI_Win_WanQuanZhengDuo_str_3,解锁特权:
STR_UI_Win_WanQuanZhengDuo_str_4,国战宣战
STR_UI_Win_WanQuanZhengDuo_str_5,统 计
STR_UI_Win_WanQuanZhengDuo_str_6,点击任意位置继续
STR_UI_Win_YaZhi_str_0,军团名字
STR_UI_Win_YaZhi_str_1,取得胜利
STR_UI_Win_YaZhi_str_2,军团名字
STR_UI_Win_YaZhi_str_3,取得胜利
STR_UI_WoYaoBianQiang_str_0,我要变强
STR_UI_WoYaoBianQiang_str_1,推荐阵容
STR_UI_WoYaoBianQiang_str_2,等级提升
STR_UI_WoYaoBianQiang_str_3,资源汇总
STR_UI_WoYaoBianQiang_str_4,战力提升
STR_UI_WoYaoBianQiang_str_5,废品回收
STR_UI_WoYaoBianQiang_str_6,知识进阶
STR_UI_WoYaoBianQiang_str_7,领主进阶
STR_UI_WoYaoBianQiang_str_8,新手万金油
STR_UI_WoYaoBianQiang_str_9,推荐理由：全体护盾，全体眩晕，有伤害有治疗
STR_UI_WoYaoBianQiang_str_10,任务名字
STR_UI_WoYaoBianQiang_str_11,任务描述.........
STR_UI_WoYaoBianQiang_str_12,立即前往
STR_UI_WoYaoBianQiang_str_13,任务名字
STR_UI_WoYaoBianQiang_str_14,任务描述.........
STR_UI_WoYaoBianQiang_str_15,立即前往
STR_UI_WoYaoBianQiang_str_16,类型
STR_UI_WoYaoBianQiang_str_17,任务名字
STR_UI_WoYaoBianQiang_str_18,任务描述.........
STR_UI_WoYaoBianQiang_str_19,立即前往
STR_UI_WoYaoBianQiang_str_20,类型
STR_UI_WoYaoBianQiang_str_21,任务名字
STR_UI_WoYaoBianQiang_str_22,任务描述.........
STR_UI_WoYaoBianQiang_str_23,立即前往
STR_UI_WoYaoBianQiang_str_24,英雄特色
STR_UI_WoYaoBianQiang_str_25,任务描述.........
STR_UI_WoYaoBianQiang_str_26,物理型
STR_UI_WoYaoBianQiang_str_27,魔法型
STR_UI_WoYaoBianQiang_str_28,神术型
STR_UI_WoYaoBianQiang_str_29,任务名字
STR_UI_WoYaoBianQiang_str_30,立即前往
STR_UI_WoYaoBianQiang_str_31,【推荐提升】
STR_UI_WoYaoBianQiang_str_32,类型
STR_UI_WoYaoBianQiang_str_33,战力要求:
STR_UI_WuJiangHuoDe3_str_0,生存能力
STR_UI_WuJiangHuoDe3_str_1,生存能力
STR_UI_WuJiangHuoDe3_str_2,生存能力
STR_UI_WuJiangHuoDe3_str_3,\已获得该武将，自动转化为武魂\
STR_UI_WuJiangHuoDe3_str_4,技能名
STR_UI_WuJiangHuoDe3_str_5,技能名
STR_UI_WuJiangHuoDe3_str_6,前排单体输出
STR_UI_WuJiangHuoDe3_str_7,英雄名
STR_UI_WuJiangHuoDe3_str_8,英雄小名
STR_UI_WuJiangHuoDe3_str_9,怒气技能
STR_UI_WuJiangHuoDe3_str_10,点击任意位置继续
STR_UI_WuJiangHuoDe3_str_11,被动
STR_UI_WuJiangHuoDe3_str_12,神格
STR_UI_XianShiShenJiang_str_0,排行
STR_UI_XianShiShenJiang_str_1,服务器
STR_UI_XianShiShenJiang_str_2,玩家名称
STR_UI_XianShiShenJiang_str_3,积分
STR_UI_XianShiShenJiang_str_4,排行奖励
STR_UI_XianShiShenJiang_str_5,暂无人上榜
STR_UI_XianShiShenJiang_str_6,未上榜
STR_UI_XianShiShenJiang_str_7,我自己名字
STR_UI_XianShiShenJiang_str_8,每日5点免费
STR_UI_XianShiShenJiang_str_9,每次获得10积分
STR_UI_XianShiShenJiang_str_10,免费
STR_UI_XianShiShenJiang_str_11,召唤一次
STR_UI_XianShiShenJiang_str_12,(9折)
STR_UI_XianShiShenJiang_str_13,每次获得100积分
STR_UI_XianShiShenJiang_str_14,召唤十次
STR_UI_XianShiShenJiang_str_15,死亡骑士
