id,description,maintype,subtype,opacity,scene_tag,open_touch,reset_id,back_id,next_id,open_name,open_event,open_event1,open_subui,ui_name,node_name,btn_event1,btn_event2,special_event,special_eventfunc,delaytime,showfinger,fingertype,savenow,hide_node,story,pos,add_x,add_y,city_x,city_y,dec,jump_x,jump_y
30201,点击战役按钮,2,1,0,4,1,30205,30205,30202,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_left_down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,105
30202,点击每日试炼,2,1,0,1,1,30205,30205,30203,battle2_UI,battle2_UI.guideBegin(2),0,0,battle2_UI,"{""pan_main"",""pan_list"",""tableview"",""2"",""item2"",""guide""}",battle2_UI.guideEnd(),0,0,0,0,1,1,1,0,302011,0,0,0,0,0,0,0,0
30203,点击 深渊矿井,2,1,0,1,1,30205,30205,30204,trialUI,0,0,0,trialUI,"{""pan_main"",""pan_main"",""item_1"",""img_bg""}","ui_mgr.openUI(""trialUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30204,点击挑战,2,1,0,1,1,30205,30205,30205,trialUI,0,0,0,trialUI,"{""pan_ciyao"",""img_left"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30301,点击战役按钮,2,1,0,4,1,30320,30320,30303,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_left_down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,105
30320,点击关卡按钮（掉线）,2,1,0,1,1,30320,30320,30321,game_mainUI,0,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30321,点击主城中的战役按钮（掉线）,2,1,0,1,1,30320,30320,30303,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_left_down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,105
30303,点击魔龙洞窟,2,1,0,1,1,30320,30320,30304,battle2_UI,battle2_UI.guideBegin(3),0,0,battle2_UI,"{""pan_main"",""pan_list"",""tableview"",""3"",""item3"",""guide""}",battle2_UI.guideEnd(),0,0,0,0,1,1,1,0,303011,0,0,0,0,0,0,0,0
30304,点击前往,2,1,0,1,1,30320,30320,30305,gemInstanceChapter,0,0,0,gemInstanceChapter,"{""pan_center"",""down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30305,点击挑战,2,1,0,1,1,30320,30320,30306,gemInstance,0,0,0,gemInstance,"{""pan_center_right"",""bg"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30306,战斗结算（保存）,2,2,0,1,0,30311,30311,30307,win_wabaozangUI,mod_user.savezy(30306),0,0,win_wabaozangUI,this,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
30307,点击返回,2,1,0,1,1,30311,30311,30308,gemInstance,0,0,0,gemInstance,"{""pan_top_left"",""bg"",""btn_back""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30308,点击返回,2,1,0,1,1,30311,30311,30310,gemInstanceChapter,0,0,0,gemInstanceChapter,"{""pan_top_left"",""bg"",""btn_back""}","ui_mgr.openUI(""newChapterMainUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30310,点击关卡界面装备按钮,2,1,0,1,1,30311,30311,30313,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_list"",""btn_3""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30311,点击主城关卡（掉线）,2,1,0,1,1,30311,30311,30312,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30312,点击关卡界面装备按钮（掉线）,2,1,0,1,1,30311,30311,30313,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_list"",""btn_3""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30313,点击宝石标签,2,1,0,1,1,30311,30311,30314,equip_mainUI,0,0,0,equip_mainUI,"{""pan_center_left"",""btn_guide""}","ui_mgr.openUI(""equip_mainUI"")",0,0,0,0,1,1,1,0,303021,0,0,0,0,0,0,0,0
30314,点击人物,2,1,0,1,1,30311,30311,30315,equip_mainUI,0,0,0,equip_mainUI,selecthero,"ui_mgr.openUI(""equip_mainUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30315,点击12点方向的+,2,1,0,1,1,30311,30311,30316,equip_mainUI,0,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_gem"",""gem_bg"",""img_1""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30316,选择第一个宝石（保存）,2,1,0,1,1,30311,30311,30317,Gem_List,0,0,0,Gem_List,"{""pan_main"",""img_guide""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30401,点击战役按钮,2,1,0,4,1,30407,30407,30402,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_left_down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,105
30402,点击时空秘境,2,1,0,1,1,30407,30407,30403,battle2_UI,battle2_UI.guideBegin(4),0,0,battle2_UI,"{""pan_main"",""pan_list"",""tableview"",""4"",""item4"",""guide""}",battle2_UI.guideEnd(),0,0,0,0,1,1,1,0,304011,0,0,0,0,0,0,0,0
30403,点击出征,2,1,0,1,1,30407,30407,30404,expedition_mainUI,0,0,0,expedition_mainUI,"{""pan_center"",""btn_go""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30404,点击闯关,2,1,0,1,1,30407,30407,30405,battle_gofightUI,0,0,0,battle_gofightUI,"{""pan_main"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30405,点击第一关,2,1,0,1,1,30407,30407,30406,expedition_levelUI,0,0,0,expedition_levelUI,"{""pan_main"",""img_map"",""item_1"",""item_model_1"",""btn_current""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30406,点击挑战,2,1,0,1,1,30407,30407,30407,expedition_fightUI,0,0,0,expedition_fightUI,"{""pan_main"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30501,点击战役按钮,2,1,0,4,1,30502,30502,30504,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_left_down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,105
30502,点击关卡按钮（掉线）,2,1,0,1,1,30502,30502,30503,game_mainUI,0,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30503,点击主城中的战役按钮（掉线）,2,1,0,1,1,30502,30502,30504,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_left_down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,105
30504,点击地下城,2,1,0,1,1,30502,30502,30505,battle2_UI,battle2_UI.guideBegin(1),0,0,battle2_UI,"{""pan_main"",""pan_list"",""tableview"",""1"",""item1"",""guide""}",battle2_UI.guideEnd(),0,0,0,0,1,1,1,0,305011,0,0,0,0,0,0,0,0
30505,点击战斗,2,1,0,1,1,30502,30502,30506,team_newFightHallUI,0,0,0,team_newFightHallUI,"{""pan_center"",""btn_guide""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30506,战斗结算（保存）,2,2,0,1,0,30508,30508,30507,fight_winUI,mod_user.savezy(30506),0,0,fight_winUI,this,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
30507,点击返回,2,1,0,1,1,30508,30508,30508,team_newFightHallUI,0,0,0,team_newFightHallUI,"{""pan_top_left"",""bg"",""btn_back""}",guide_mgr.goNextMap() ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30601,点击挂机,2,1,0,4,1,99999,99999,30602,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_main"",""pan_guaji"",""guide_img""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30602,点击领取,2,1,0,4,1,99999,99999,30603,guaji_ui,0,0,0,guaji_ui,"{""pan_center"",""down"",""btn_award""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30603,弹出恭喜获得界面,2,2,0,1,0,99999,99999,30604,guaji_jiangli,0,0,0,guaji_jiangli,this,"ui_mgr.openUI(""guaji_ui"")",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
30604,点击X,2,1,0,4,1,99999,99999,30605,guaji_ui,0,0,0,guaji_ui,"{""pan_center"",""btn_close""}",guide_mgr.goNextMap() ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
40101,点击返回,2,1,0,4,1,40104,40104,40102,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
40102,点击任务按钮,2,1,0,1,1,40104,40104,40103,game_mainUI,0,0,0,game_mainUI,"{""pan_top_right"",""btn_2""}",0,0,0,0,0,1,1,1,0,306011,0,0,0,0,0,0,0,0
40103,点击赏金,2,1,0,1,1,40104,40104,40104,hero_missionUI,0,0,0,hero_missionUI,"{""pan_left"",""btn_king""}",guide_mgr.closeGuide(),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5555555,屏蔽用,1,1,0,1,1,0,0,0,0,0,0,0,newChapterMainUI,"{""guide_virtual""}",0,0,,,0,2,1,1,0,0,0,0,0,0,0,0,,
