id,heroid,bresk,skillhave1,skillhave2,skillhave3,skillhave4,type1,value1
60060010,6006,181,60060401,60060101,0,0,99,110000
60060011,6006,201,60060401,60060101,0,0,99,120000
60060012,6006,221,60060401,60060101,0,0,99,130000
60060013,6006,600,60060401,60060101,0,0,99,140000
70010000,7001,1,70010401,0,0,0,99,10000
70010001,7001,11,70010401,70010101,0,0,99,20000
70010002,7001,21,70010401,70010102,0,0,99,30000
70010003,7001,41,70010401,70010102,70010201,0,99,40000
70010004,7001,61,70010401,70010102,70010201,70010301,99,50000
70010005,7001,81,70010402,70010102,70010201,70010301,99,60000
70010006,7001,101,70010402,70010103,70010201,70010301,99,70000
70010007,7001,121,70010402,70010103,70010202,70010301,99,80000
70010008,7001,141,70010402,70010103,70010202,70010302,99,90000
70010009,7001,161,70010403,70010103,70010202,70010302,99,100000
70010010,7001,181,70010403,70010104,70010202,70010302,99,110000
70010011,7001,201,70010403,70010104,70010203,70010302,99,120000
70010012,7001,221,70010403,70010104,70010203,70010303,99,130000
70010013,7001,600,70010403,70010104,70010203,70010303,99,140000
80010000,8001,1,80010401,80010101,0,0,99,10000
80010001,8001,11,80010401,80010101,0,0,99,20000
80010002,8001,21,80010401,80010101,0,0,99,30000
80010003,8001,41,80010401,80010101,0,0,99,40000
80010004,8001,61,80010401,80010101,0,0,99,50000
80010005,8001,81,80010401,80010101,0,0,99,60000
80010006,8001,101,80010401,80010101,0,0,99,70000
80010007,8001,121,80010401,80010101,0,0,99,80000
80010008,8001,141,80010401,80010101,0,0,99,90000
80010009,8001,161,80010401,80010101,0,0,99,100000
80010010,8001,181,80010401,80010101,0,0,99,110000
80010011,8001,201,80010401,80010101,0,0,99,120000
80010012,8001,221,80010401,80010101,0,0,99,130000
80010013,8001,600,80010401,80010101,0,0,99,140000
80020000,8002,1,80020401,80020101,0,0,99,10000
80020001,8002,11,80020401,80020101,0,0,99,20000
80020002,8002,21,80020401,80020101,0,0,99,30000
80020003,8002,41,80020401,80020101,0,0,99,40000
80020004,8002,61,80020401,80020101,0,0,99,50000
80020005,8002,81,80020401,80020101,0,0,99,60000
80020006,8002,101,80020401,80020101,0,0,99,70000
80020007,8002,121,80020401,80020101,0,0,99,80000
80020008,8002,141,80020401,80020101,0,0,99,90000
80020009,8002,161,80020401,80020101,0,0,99,100000
80020010,8002,181,80020401,80020101,0,0,99,110000
80020011,8002,201,80020401,80020101,0,0,99,120000
80020012,8002,221,80020401,80020101,0,0,99,130000
80020013,8002,600,80020401,80020101,0,0,99,140000
80030000,8003,1,80030401,80030101,0,0,99,10000
80030001,8003,11,80030401,80030101,0,0,99,20000
80030002,8003,21,80030401,80030101,0,0,99,30000
80030003,8003,41,80030401,80030101,0,0,99,40000
80030004,8003,61,80030401,80030101,0,0,99,50000
80030005,8003,81,80030401,80030101,0,0,99,60000
80030006,8003,101,80030401,80030101,0,0,99,70000
80030007,8003,121,80030401,80030101,0,0,99,80000
80030008,8003,141,80030401,80030101,0,0,99,90000
80030009,8003,161,80030401,80030101,0,0,99,100000
80030010,8003,181,80030401,80030101,0,0,99,110000
80030011,8003,201,80030401,80030101,0,0,99,120000
80030012,8003,221,80030401,80030101,0,0,99,130000
80030013,8003,600,80030401,80030101,0,0,99,140000
50050000,5005,1,50050401,0,0,0,99,10000
50050001,5005,11,50050401,50050101,0,0,99,20000
50050002,5005,21,50050401,50050102,0,0,99,30000
50050003,5005,41,50050401,50050102,50050201,0,99,40000
50050004,5005,61,50050401,50050102,50050201,50050301,99,50000
50050005,5005,81,50050402,50050102,50050201,50050301,99,60000
50050006,5005,101,50050402,50050103,50050201,50050301,99,70000
50050007,5005,121,50050402,50050103,50050202,50050301,99,80000
50050008,5005,141,50050402,50050103,50050202,50050302,99,90000
50050009,5005,161,50050403,50050103,50050202,50050302,99,100000
50050010,5005,181,50050403,50050104,50050202,50050302,99,110000
50050011,5005,201,50050403,50050104,50050203,50050302,99,120000
50050012,5005,221,50050403,50050104,50050203,50050303,99,130000
50050013,5005,600,50050403,50050104,50050203,50050303,99,140000
50060000,5006,1,50060401,0,0,0,99,10000
50060001,5006,11,50060401,50060101,0,0,99,20000
50060002,5006,21,50060401,50060102,0,0,99,30000
50060003,5006,41,50060401,50060102,50060201,0,99,40000
50060004,5006,61,50060401,50060102,50060201,50060301,99,50000
50060005,5006,81,50060402,50060102,50060201,50060301,99,60000
50060006,5006,101,50060402,50060103,50060201,50060301,99,70000
50060007,5006,121,50060402,50060103,50060202,50060301,99,80000
50060008,5006,141,50060402,50060103,50060202,50060302,99,90000
50060009,5006,161,50060403,50060103,50060202,50060302,99,100000
50060010,5006,181,50060403,50060104,50060202,50060302,99,110000
50060011,5006,201,50060403,50060104,50060203,50060302,99,120000
50060012,5006,221,50060403,50060104,50060203,50060303,99,130000
50060013,5006,600,50060403,50060104,50060203,50060303,99,140000
70020000,7002,1,70020401,0,0,0,99,10000
70020001,7002,11,70020401,70020101,0,0,99,20000
70020002,7002,21,70020401,70020102,0,0,99,30000
70020003,7002,41,70020401,70020102,70020201,0,99,40000
70020004,7002,61,70020401,70020102,70020201,70020301,99,50000
70020005,7002,81,70020402,70020102,70020201,70020301,99,60000
70020006,7002,101,70020402,70020103,70020201,70020301,99,70000
70020007,7002,121,70020402,70020103,70020202,70020301,99,80000
70020008,7002,141,70020402,70020103,70020202,70020302,99,90000
70020009,7002,161,70020403,70020103,70020202,70020302,99,100000
70020010,7002,181,70020403,70020104,70020202,70020302,99,110000
70020011,7002,201,70020403,70020104,70020203,70020302,99,120000
70020012,7002,221,70020403,70020104,70020203,70020303,99,130000
70020013,7002,600,70020403,70020104,70020203,70020303,99,140000
10180000,1018,1,10180401,0,0,0,99,10000
10180001,1018,11,10180401,10180101,0,0,99,20000
10180002,1018,21,10180401,10180102,0,0,99,30000
10180003,1018,41,10180401,10180102,10180201,0,99,40000
10180004,1018,61,10180401,10180102,10180201,10180301,99,50000
10180005,1018,81,10180402,10180102,10180201,10180301,99,60000
10180006,1018,101,10180402,10180103,10180201,10180301,99,70000
10180007,1018,121,10180402,10180103,10180202,10180301,99,80000
10180008,1018,141,10180402,10180103,10180202,10180302,99,90000
10180009,1018,161,10180403,10180103,10180202,10180302,99,100000
10180010,1018,181,10180403,10180104,10180202,10180302,99,110000
10180011,1018,201,10180403,10180104,10180203,10180302,99,120000
10180012,1018,221,10180403,10180104,10180203,10180303,99,130000
10180013,1018,600,10180403,10180104,10180203,10180303,99,140000
80040000,8004,1,80040401,80040101,0,0,99,10000
80040001,8004,11,80040401,80040101,0,0,99,20000
80040002,8004,21,80040401,80040101,0,0,99,30000
80040003,8004,41,80040401,80040101,0,0,99,40000
80040004,8004,61,80040401,80040101,0,0,99,50000
80040005,8004,81,80040401,80040101,0,0,99,60000
80040006,8004,101,80040401,80040101,0,0,99,70000
80040007,8004,121,80040401,80040101,0,0,99,80000
80040008,8004,141,80040401,80040101,0,0,99,90000
80040009,8004,161,80040401,80040101,0,0,99,100000
80040010,8004,181,80040401,80040101,0,0,99,110000
80040011,8004,201,80040401,80040101,0,0,99,120000
80040012,8004,221,80040401,80040101,0,0,99,130000
80040013,8004,600,80040401,80040101,0,0,99,140000
90010000,9001,1,30070401,0,0,0,99,10000
90010001,9001,11,30070401,30070101,0,0,99,20000
90010002,9001,21,30070401,30070102,0,0,99,30000
90010003,9001,41,30070401,30070102,30070201,0,99,40000
90010004,9001,61,30070401,30070102,30070201,30070301,99,50000
90010005,9001,81,30070402,30070102,30070201,30070301,99,60000
90010006,9001,101,30070402,30070103,30070201,30070301,99,70000
90010007,9001,121,30070402,30070103,30070202,30070301,99,80000
90010008,9001,141,30070402,30070103,30070202,30070302,99,90000
90010009,9001,161,30070403,30070103,30070202,30070302,99,100000
90010010,9001,181,30070403,30070104,30070202,30070302,99,110000
90010011,9001,201,30070403,30070104,30070203,30070302,99,120000
90010012,9001,221,30070403,30070104,30070203,30070303,99,130000
90010013,9001,600,30070403,30070104,30070203,30070303,99,140000
90020000,9002,1,30070401,0,0,0,99,10000
90020001,9002,11,30070401,30070101,0,0,99,20000
90020002,9002,21,30070401,30070102,0,0,99,30000
90020003,9002,41,30070401,30070102,30070201,0,99,40000
90020004,9002,61,30070401,30070102,30070201,30070301,99,50000
90020005,9002,81,30070402,30070102,30070201,30070301,99,60000
90020006,9002,101,30070402,30070103,30070201,30070301,99,70000
90020007,9002,121,30070402,30070103,30070202,30070301,99,80000
90020008,9002,141,30070402,30070103,30070202,30070302,99,90000
90020009,9002,161,30070403,30070103,30070202,30070302,99,100000
90020010,9002,181,30070403,30070104,30070202,30070302,99,110000
90020011,9002,201,30070403,30070104,30070203,30070302,99,120000
90020012,9002,221,30070403,30070104,30070203,30070303,99,130000
90020013,9002,600,30070403,30070104,30070203,30070303,99,140000
80050000,8005,1,80050401,80050101,80050201,80050301,99,10000
80050001,8005,11,80050401,80050101,80050201,80050301,99,20000
80050002,8005,21,80050401,80050101,80050201,80050301,99,30000
80050003,8005,41,80050401,80050101,80050201,80050301,99,40000
80050004,8005,61,80050401,80050101,80050201,80050301,99,50000
80050005,8005,81,80050401,80050101,80050201,80050301,99,60000
80050006,8005,101,80050401,80050101,80050201,80050301,99,70000
80050007,8005,121,80050401,80050101,80050201,80050301,99,80000
80050008,8005,141,80050401,80050101,80050201,80050301,99,90000
80050009,8005,161,80050401,80050101,80050201,80050301,99,100000
80050010,8005,181,80050401,80050101,80050201,80050301,99,110000
80050011,8005,201,80050401,80050101,80050201,80050301,99,120000
80050012,8005,221,80050401,80050101,80050201,80050301,99,130000
80050013,8005,600,80050401,80050101,80050201,80050301,99,140000
70030000,7003,1,70030401,0,0,0,99,10000
70030001,7003,11,70030401,70030101,0,0,99,20000
70030002,7003,21,70030401,70030102,0,0,99,30000
70030003,7003,41,70030401,70030102,70030201,0,99,40000
70030004,7003,61,70030401,70030102,70030201,70030301,99,50000
70030005,7003,81,70030402,70030102,70030201,70030301,99,60000
70030006,7003,101,70030402,70030103,70030201,70030301,99,70000
70030007,7003,121,70030402,70030103,70030202,70030301,99,80000
70030008,7003,141,70030402,70030103,70030202,70030302,99,90000
70030009,7003,161,70030403,70030103,70030202,70030302,99,100000
70030010,7003,181,70030403,70030104,70030202,70030302,99,110000
70030011,7003,201,70030403,70030104,70030203,70030302,99,120000
70030012,7003,221,70030403,70030104,70030203,70030303,99,130000
70030013,7003,600,70030403,70030104,70030203,70030303,99,140000
40150000,4015,1,40150401,0,0,0,99,10000
40150001,4015,11,40150401,40150101,0,0,99,20000
40150002,4015,21,40150401,40150102,0,0,99,30000
40150003,4015,41,40150401,40150102,40150201,0,99,40000
40150004,4015,61,40150401,40150102,40150201,40150301,99,50000
40150005,4015,81,40150402,40150102,40150201,40150301,99,60000
40150006,4015,101,40150402,40150103,40150201,40150301,99,70000
40150007,4015,121,40150402,40150103,40150202,40150301,99,80000
40150008,4015,141,40150402,40150103,40150202,40150302,99,90000
40150009,4015,161,40150403,40150103,40150202,40150302,99,100000
40150010,4015,181,40150403,40150104,40150202,40150302,99,110000
40150011,4015,201,40150403,40150104,40150203,40150302,99,120000
40150012,4015,221,40150403,40150104,40150203,40150303,99,130000
40150013,4015,600,40150403,40150104,40150203,40150303,99,140000
50070000,5007,1,50070401,0,0,0,99,10000
50070001,5007,11,50070401,50070101,0,0,99,20000
50070002,5007,21,50070401,50070102,0,0,99,30000
50070003,5007,41,50070401,50070102,50070201,0,99,40000
50070004,5007,61,50070401,50070102,50070201,50070301,99,50000
50070005,5007,81,50070402,50070102,50070201,50070301,99,60000
50070006,5007,101,50070402,50070103,50070201,50070301,99,70000
50070007,5007,121,50070402,50070103,50070202,50070301,99,80000
50070008,5007,141,50070402,50070103,50070202,50070302,99,90000
50070009,5007,161,50070403,50070103,50070202,50070302,99,100000
50070010,5007,181,50070403,50070104,50070202,50070302,99,110000
50070011,5007,201,50070403,50070104,50070203,50070302,99,120000
50070012,5007,221,50070403,50070104,50070203,50070303,99,130000
50070013,5007,600,50070403,50070104,50070203,50070303,99,140000
60070000,6007,1,60070401,0,0,0,99,10000
60070001,6007,11,60070401,60070101,0,0,99,20000
60070002,6007,21,60070401,60070102,0,0,99,30000
60070003,6007,41,60070401,60070102,60070201,0,99,40000
60070004,6007,61,60070401,60070102,60070201,60070301,99,50000
60070005,6007,81,60070402,60070102,60070201,60070301,99,60000
60070006,6007,101,60070402,60070103,60070201,60070301,99,70000
60070007,6007,121,60070402,60070103,60070202,60070301,99,80000
60070008,6007,141,60070402,60070103,60070202,60070302,99,90000
60070009,6007,161,60070403,60070103,60070202,60070302,99,100000
60070010,6007,181,60070403,60070104,60070202,60070302,99,110000
60070011,6007,201,60070403,60070104,60070203,60070302,99,120000
60070012,6007,221,60070403,60070104,60070203,60070303,99,130000
60070013,6007,600,60070403,60070104,60070203,60070303,99,140000
60080000,6008,1,60080401,0,0,0,99,10000
60080001,6008,11,60080401,60080101,0,0,99,20000
60080002,6008,21,60080401,60080102,0,0,99,30000
60080003,6008,41,60080401,60080102,60080201,0,99,40000
60080004,6008,61,60080401,60080102,60080201,60080301,99,50000
60080005,6008,81,60080402,60080102,60080201,60080301,99,60000
60080006,6008,101,60080402,60080103,60080201,60080301,99,70000
60080007,6008,121,60080402,60080103,60080202,60080301,99,80000
60080008,6008,141,60080402,60080103,60080202,60080302,99,90000
60080009,6008,161,60080403,60080103,60080202,60080302,99,100000
60080010,6008,181,60080403,60080104,60080202,60080302,99,110000
60080011,6008,201,60080403,60080104,60080203,60080302,99,120000
60080012,6008,221,60080403,60080104,60080203,60080303,99,130000
60080013,6008,600,60080403,60080104,60080203,60080303,99,140000
60090000,6009,1,60090401,0,0,0,99,10000
60090001,6009,11,60090401,60090101,0,0,99,20000
60090002,6009,21,60090401,60090102,0,0,99,30000
60090003,6009,41,60090401,60090102,60090201,0,99,40000
60090004,6009,61,60090401,60090102,60090201,60090301,99,50000
60090005,6009,81,60090402,60090102,60090201,60090301,99,60000
60090006,6009,101,60090402,60090103,60090201,60090301,99,70000
60090007,6009,121,60090402,60090103,60090202,60090301,99,80000
60090008,6009,141,60090402,60090103,60090202,60090302,99,90000
60090009,6009,161,60090403,60090103,60090202,60090302,99,100000
60090010,6009,181,60090403,60090104,60090202,60090302,99,110000
60090011,6009,201,60090403,60090104,60090203,60090302,99,120000
60090012,6009,221,60090403,60090104,60090203,60090303,99,130000
60090013,6009,600,60090403,60090104,60090203,60090303,99,140000
90050000,9005,1,50070401,0,0,0,99,10000
90050001,9005,11,50070401,50070101,0,0,99,20000
90050002,9005,21,50070401,50070102,0,0,99,30000
90050003,9005,41,50070401,50070102,0,0,99,40000
90050004,9005,61,50070401,50070102,0,0,99,50000
90050005,9005,81,50070402,50070102,0,0,99,60000
90050006,9005,101,50070402,50070103,0,0,99,70000
90050007,9005,121,50070402,50070103,0,0,99,80000
90050008,9005,141,50070402,50070103,0,0,99,90000
90050009,9005,161,50070403,50070103,0,0,99,100000
90050010,9005,181,50070403,50070104,0,0,99,110000
90050011,9005,201,50070403,50070104,0,0,99,120000
90050012,9005,221,50070403,50070104,0,0,99,130000
90050013,9005,600,50070403,50070104,0,0,99,140000
80070000,8007,1,80070401,80070101,80070201,80070301,99,10000
80070001,8007,11,80070401,80070101,80070201,80070301,99,20000
80070002,8007,21,80070401,80070101,80070201,80070301,99,30000
80070003,8007,41,80070401,80070101,80070201,80070301,99,40000
80070004,8007,61,80070401,80070101,80070201,80070301,99,50000
80070005,8007,81,80070401,80070101,80070201,80070301,99,60000
80070006,8007,101,80070401,80070101,80070201,80070301,99,70000
80070007,8007,121,80070401,80070101,80070201,80070301,99,80000
80070008,8007,141,80070401,80070101,80070201,80070301,99,90000
80070009,8007,161,80070401,80070101,80070201,80070301,99,100000
80070010,8007,181,80070401,80070101,80070201,80070301,99,110000
80070011,8007,201,80070401,80070101,80070201,80070301,99,120000
80070012,8007,221,80070401,80070101,80070201,80070301,99,130000
80070013,8007,600,80070401,80070101,80070201,80070301,99,140000
80080000,8008,1,80080401,80080101,80080201,80080301,99,10000
80080001,8008,11,80080401,80080101,80080201,80080301,99,20000
80080002,8008,21,80080401,80080101,80080201,80080301,99,30000
80080003,8008,41,80080401,80080101,80080201,80080301,99,40000
80080004,8008,61,80080401,80080101,80080201,80080301,99,50000
80080005,8008,81,80080401,80080101,80080201,80080301,99,60000
80080006,8008,101,80080401,80080101,80080201,80080301,99,70000
80080007,8008,121,80080401,80080101,80080201,80080301,99,80000
80080008,8008,141,80080401,80080101,80080201,80080301,99,90000
80080009,8008,161,80080401,80080101,80080201,80080301,99,100000
80080010,8008,181,80080401,80080101,80080201,80080301,99,110000
80080011,8008,201,80080401,80080101,80080201,80080301,99,120000
80080012,8008,221,80080401,80080101,80080201,80080301,99,130000
80080013,8008,600,80080401,80080101,80080201,80080301,99,140000
80110000,8011,1,80110401,80110101,80110201,80110301,99,10000
80110001,8011,11,80110401,80110101,80110201,80110301,99,20000
80110002,8011,21,80110401,80110101,80110201,80110301,99,30000
80110003,8011,41,80110401,80110101,80110201,80110301,99,40000
80110004,8011,61,80110401,80110101,80110201,80110301,99,50000
80110005,8011,81,80110401,80110101,80110201,80110301,99,60000
80110006,8011,101,80110401,80110101,80110201,80110301,99,70000
80110007,8011,121,80110401,80110101,80110201,80110301,99,80000
80110008,8011,141,80110401,80110101,80110201,80110301,99,90000
80110009,8011,161,80110401,80110101,80110201,80110301,99,100000
80110010,8011,181,80110401,80110101,80110201,80110301,99,110000
80110011,8011,201,80110401,80110101,80110201,80110301,99,120000
80110012,8011,221,80110401,80110101,80110201,80110301,99,130000
80110013,8011,600,80110401,80110101,80110201,80110301,99,140000
