id,game,grade,title_show,title,description,type,show,sort,rmb,diamond,extra,time,vipexp,start,continued,cd,picture,floor_pic,floor_pic_type1,chara_type,floor_pic_type2,introduce,grade_show,grade_hide,effect_show,jump,effect_show,wai_effect_show,text1,text2,givemoneyshow,text_cehua,point
10010779,1001,779,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010780,1001,780,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010781,1001,781,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010901,1001,901,英雄成长礼包,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.6
10010902,1001,902,英雄成长礼包,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.30
10010903,1001,903,英雄成长礼包,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.98
10010904,1001,904,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.163
10010905,1001,905,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010906,1001,906,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.198
10010907,1001,907,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010908,1001,908,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.328
10010909,1001,909,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.328
10010910,1001,910,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010911,1001,911,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010912,1001,912,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010913,1001,913,英雄成长礼包,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.6
10010914,1001,914,英雄成长礼包,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.30
10010915,1001,915,英雄成长礼包,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.98
10010916,1001,916,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.163
10010917,1001,917,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010918,1001,918,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.198
10010919,1001,919,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010920,1001,920,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.328
10010921,1001,921,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.328
10010922,1001,922,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010923,1001,923,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010924,1001,924,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010925,1001,925,英雄成长礼包,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.30
10010926,1001,926,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.163
10010927,1001,927,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010928,1001,928,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.328
10010929,1001,929,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010930,1001,930,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.198
10010931,1001,931,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.163
10010932,1001,932,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.198
10010933,1001,933,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.328
10010934,1001,934,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010935,1001,935,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010936,1001,936,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010937,1001,937,英雄成长礼包,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.30
10010938,1001,938,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.163
10010939,1001,939,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010940,1001,940,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.328
10010941,1001,941,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010942,1001,942,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.198
10010943,1001,943,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.163
10010944,1001,944,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.198
10010945,1001,945,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.328
10010946,1001,946,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010947,1001,947,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010948,1001,948,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,光暗英雄专用成长礼包,com.qxyx.mlyz.648
10010949,1001,949,英雄成长礼包,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.30
10010950,1001,950,英雄成长礼包,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.68
10010951,1001,951,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010952,1001,952,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010953,1001,953,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010954,1001,954,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010955,1001,955,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.163
10010956,1001,956,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010957,1001,957,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010958,1001,958,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010959,1001,959,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010960,1001,960,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010961,1001,961,英雄成长礼包,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.30
10010962,1001,962,英雄成长礼包,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.68
10010963,1001,963,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010964,1001,964,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010965,1001,965,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010966,1001,966,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010967,1001,967,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.163
10010968,1001,968,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010969,1001,969,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010970,1001,970,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010971,1001,971,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010972,1001,972,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010973,1001,973,英雄成长礼包,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.30
10010974,1001,974,英雄成长礼包,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.68
10010975,1001,975,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010976,1001,976,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010977,1001,977,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010978,1001,978,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010979,1001,979,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.163
10010980,1001,980,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010981,1001,981,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010982,1001,982,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010983,1001,983,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010984,1001,984,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010985,1001,985,英雄成长礼包,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.30
10010986,1001,986,英雄成长礼包,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.68
10010987,1001,987,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010988,1001,988,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010989,1001,989,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010990,1001,990,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010991,1001,991,英雄成长礼包,充值1630钻石,需充值163人民币,8,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.163
10010992,1001,992,英雄成长礼包,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.198
10010993,1001,993,英雄成长礼包,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.328
10010994,1001,994,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010995,1001,995,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010996,1001,996,英雄成长礼包,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,普通英雄专用成长礼包,com.qxyx.mlyz.648
10010997,1001,997,68元精英直升,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元精英直升,com.qxyx.mlyz.68
10020001,1002,1,6480钻石,充值6480钻石,需充值648人民币,1,1,9,648,6480,6480,1,648000,0,0,0,icon_vip_01,0,2,0,2,首充|2|6480|1,0,0,1,0,1,0,0,0,6480,0,com.qxyx.mlyz.648
10020002,1002,2,3280钻石,充值3280钻石,需充值328人民币,1,1,8,328,3280,3280,1,328000,0,0,0,icon_vip_02,0,2,0,2,首充|2|3280|1,0,0,1,0,1,0,0,0,3280,0,com.qxyx.mlyz.328
10020003,1002,3,1980钻石,充值1980钻石,需充值198人民币,1,1,7,198,1980,1980,1,198000,0,0,0,icon_vip_03,0,2,0,2,首充|2|1980|1,0,0,1,0,1,0,0,0,1980,0,com.qxyx.mlyz.198
10020004,1002,4,980钻石,充值980钻石,需充值98人民币,1,1,5,98,980,9800,1,98000,0,0,0,icon_vip_04,bg_times_02,2,10倍|首充,2,首充|2|9800|1,0,0,1,0,1,1,2,0,980,0,com.qxyx.mlyz.98
10020005,1002,5,300钻石,充值300钻石,需充值30人民币,1,1,6,30,300,300,1,30000,0,0,0,icon_vip_05,0,2,0,2,首充|2|300|1,0,0,1,0,1,0,0,0,300,0,com.qxyx.mlyz.30
10020006,1002,6,60钻石,充值60钻石,需充值6人民币,1,1,3,6,60,60,1,6000,0,0,0,icon_vip_06,0,2,0,2,首充|2|60|1,0,0,1,0,1,0,0,0,60,0,com.qxyx.mlyz.6
10020007,1002,7,180钻石,充值180钻石,需充值18人民币,1,0,11,18,180,180,1,18000,0,0,0,icon_vip_06,0,2,0,2,首充|2|180|1,0,0,1,0,1,0,0,0,180,0,com.qxyx.mlyz.18
10020008,1002,8,680钻石,充值680钻石,需充值68人民币,1,0,12,68,680,680,1,68000,0,0,0,icon_vip_05,0,2,0,2,首充|2|680|1,0,0,1,0,1,0,0,0,680,0,com.qxyx.mlyz.68
10020009,1002,9,1280钻石,充值1280钻石,需充值128人民币,1,0,13,128,1280,1280,1,128000,0,0,0,icon_vip_03,0,2,0,2,首充|2|1280|1,0,0,1,0,1,0,0,0,1280,0,com.qxyx.mlyz.128
10020010,1002,10,1680钻石,充值1680钻石,需充值168人民币,1,0,14,168,1680,1680,1,168000,0,0,0,icon_vip_03,0,2,0,2,首充|2|1680|1,0,0,1,0,1,0,0,0,1680,0,com.qxyx.mlyz.168
10020011,1002,11,1630钻石,充值1630钻石,需充值163人民币,1,0,15,163,1630,1630,1,163000,0,0,0,icon_vip_03,0,2,0,2,首充|2|1630|1,0,0,1,0,1,0,0,0,1630,0,com.qxyx.mlyz.163
10020012,1002,12,250钻石,充值250钻石,需充值25人民币,1,0,16,25,250,250,1,25000,0,0,0,icon_vip_06,0,2,0,2,首充|2|250|1,0,0,1,0,1,0,0,0,250,0,com.qxyx.mlyz.25
10020101,1002,101,普通月卡,充值300钻石,需充值30人民币,2,1,1,30,300,100901,30,30000,0,0,0,icon_vip_08,bg_times_01,1,推荐,1,15|3|倍返利,0,0,1,Monthly_CardUI,1,0,0,0,100,0,com.qxyx.mlyz.30
10020102,1002,102,超级月卡,充值980钻石,需充值98人民币,2,1,2,98,980,100902,30,98000,0,0,0,icon_vip_07,bg_times_01,1,推荐,1,25|3|倍返利,0,0,1,Monthly_CardUI,1,0,0,0,400,0,com.qxyx.mlyz.98
10020103,1002,103,霸服爽抽,充值15000钻石,需充值15人民币,2,0,3,15,15000,100903,3650,15000,0,0,0,icon_vip_08,bg_times_01,1,推荐,1,15|3|倍返利,0,0,1,Monthly_CardUI,1,0,0,0,100,0,com.qxyx.mlyz.15
10020104,1002,104,霸服永抽,充值30000钻石,需充值30人民币,2,0,4,30,30000,100904,3650,30000,0,0,0,icon_vip_07,bg_times_01,1,推荐,1,25|3|倍返利,0,0,1,Monthly_CardUI,1,0,0,0,400,0,com.qxyx.mlyz.30
10020150,1002,150,月卡首次充值,充值180钻石,需充值18人民币,2,0,0,18,300,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,月卡首次充值,com.qxyx.mlyz.18
10020151,1002,151,黄金周卡,充值0钻石,需充值198人民币,2,0,0,198,0,101201,15,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,黄金周卡,com.qxyx.mlyz.198
10020201,1002,201,6元日礼包,充值60钻石,需充值6人民币,3,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,日礼包,com.qxyx.mlyz.6
10020202,1002,202,30元日礼包,充值300钻石,需充值30人民币,3,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,日礼包,com.qxyx.mlyz.30
10020203,1002,203,68元日礼包,充值680钻石,需充值68人民币,3,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,日礼包,com.qxyx.mlyz.68
