skillid,name,intr,lv,unlock,lvupneed1,returnnum1,lvupnum1,lvupneed2,lvupnum2,returnnum2,lvupneed3,lvupnum3,returnnum3,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,icon
1016,技能啊,米啊奥术,4,4,91000002,103285,454,91000001,454,0,0,0,0,6,463,7,463,8,463,9,463,100203
1016,技能啊,米啊奥术,5,4,91000002,103740,455,91000001,455,0,0,0,0,6,464,7,464,8,464,9,464,100203
1016,技能啊,米啊奥术,6,4,91000002,104196,456,91000001,456,0,0,0,0,6,465,7,465,8,465,9,465,100203
1016,技能啊,米啊奥术,7,4,91000002,104653,457,91000001,457,0,0,0,0,6,466,7,466,8,466,9,466,100203
1016,技能啊,米啊奥术,8,4,91000002,105111,458,91000001,458,0,0,0,0,6,467,7,467,8,467,9,467,100203
1016,技能啊,米啊奥术,9,4,91000002,105570,459,91000001,459,0,0,0,0,6,468,7,468,8,468,9,468,100203
1016,技能啊,米啊奥术,10,4,91000002,106030,460,91000001,460,0,0,0,0,6,469,7,469,8,469,9,469,100203
1016,技能啊,米啊奥术,11,4,91000002,106491,461,91000001,461,0,0,0,0,6,470,7,470,8,470,9,470,100203
1016,技能啊,米啊奥术,12,4,91000002,106953,462,91000001,462,0,0,0,0,6,471,7,471,8,471,9,471,100203
1016,技能啊,米啊奥术,13,4,91000002,107416,463,91000001,463,0,0,0,0,6,472,7,472,8,472,9,472,100203
1016,技能啊,米啊奥术,14,4,91000002,107880,464,91000001,464,0,0,0,0,6,473,7,473,8,473,9,473,100203
1016,技能啊,米啊奥术,15,4,91000002,108345,465,91000001,465,0,0,0,0,6,474,7,474,8,474,9,474,100203
1016,技能啊,米啊奥术,16,4,91000002,108811,466,91000001,466,0,0,0,0,6,475,7,475,8,475,9,475,100203
1016,技能啊,米啊奥术,17,4,91000002,109278,467,91000001,467,0,0,0,0,6,476,7,476,8,476,9,476,100203
1016,技能啊,米啊奥术,18,4,91000002,109746,468,91000001,468,0,0,0,0,6,477,7,477,8,477,9,477,100203
1016,技能啊,米啊奥术,19,4,91000002,110215,469,91000001,469,0,0,0,0,6,478,7,478,8,478,9,478,100203
1016,技能啊,米啊奥术,20,4,91000002,110685,470,91000001,470,0,0,0,0,6,479,7,479,8,479,9,479,100203
1016,技能啊,米啊奥术,21,4,91000002,111156,471,91000001,471,0,0,0,0,6,480,7,480,8,480,9,480,100203
1016,技能啊,米啊奥术,22,4,91000002,111628,472,91000001,472,0,0,0,0,6,481,7,481,8,481,9,481,100203
1016,技能啊,米啊奥术,23,4,91000002,112101,473,91000001,473,0,0,0,0,6,482,7,482,8,482,9,482,100203
1016,技能啊,米啊奥术,24,4,91000002,112575,474,91000001,474,0,0,0,0,6,483,7,483,8,483,9,483,100203
1016,技能啊,米啊奥术,25,4,91000002,113050,475,91000001,475,0,0,0,0,6,484,7,484,8,484,9,484,100203
1016,技能啊,米啊奥术,26,4,91000002,113526,476,91000001,476,0,0,0,0,6,485,7,485,8,485,9,485,100203
1016,技能啊,米啊奥术,27,4,91000002,114003,477,91000001,477,0,0,0,0,6,486,7,486,8,486,9,486,100203
1016,技能啊,米啊奥术,28,4,91000002,114481,478,91000001,478,0,0,0,0,6,487,7,487,8,487,9,487,100203
1016,技能啊,米啊奥术,29,4,91000002,114960,479,91000001,479,0,0,0,0,6,488,7,488,8,488,9,488,100203
1016,技能啊,米啊奥术,30,4,91000002,115440,480,91000001,480,0,0,0,0,6,489,7,489,8,489,9,489,100203
1017,技能啊,米啊奥术,1,1,91000002,115921,481,91000001,481,0,0,0,0,6,490,7,490,8,490,9,490,100203
1017,技能啊,米啊奥术,2,1,91000002,116403,482,91000001,482,0,0,0,0,6,491,7,491,8,491,9,491,100203
1017,技能啊,米啊奥术,3,1,91000002,116886,483,91000001,483,0,0,0,0,6,492,7,492,8,492,9,492,100203
1017,技能啊,米啊奥术,4,1,91000002,117370,484,91000001,484,0,0,0,0,6,493,7,493,8,493,9,493,100203
1017,技能啊,米啊奥术,5,1,91000002,117855,485,91000001,485,0,0,0,0,6,494,7,494,8,494,9,494,100203
1017,技能啊,米啊奥术,6,1,91000002,118341,486,91000001,486,0,0,0,0,6,495,7,495,8,495,9,495,100203
1017,技能啊,米啊奥术,7,1,91000002,118828,487,91000001,487,0,0,0,0,6,496,7,496,8,496,9,496,100203
1017,技能啊,米啊奥术,8,1,91000002,119316,488,91000001,488,0,0,0,0,6,497,7,497,8,497,9,497,100203
1017,技能啊,米啊奥术,9,1,91000002,119805,489,91000001,489,0,0,0,0,6,498,7,498,8,498,9,498,100203
1017,技能啊,米啊奥术,10,1,91000002,120295,490,91000001,490,0,0,0,0,6,499,7,499,8,499,9,499,100203
1017,技能啊,米啊奥术,11,1,91000002,120786,491,91000001,491,0,0,0,0,6,500,7,500,8,500,9,500,100203
1017,技能啊,米啊奥术,12,1,91000002,121278,492,91000001,492,0,0,0,0,6,501,7,501,8,501,9,501,100203
1017,技能啊,米啊奥术,13,1,91000002,121771,493,91000001,493,0,0,0,0,6,502,7,502,8,502,9,502,100203
1017,技能啊,米啊奥术,14,1,91000002,122265,494,91000001,494,0,0,0,0,6,503,7,503,8,503,9,503,100203
1017,技能啊,米啊奥术,15,1,91000002,122760,495,91000001,495,0,0,0,0,6,504,7,504,8,504,9,504,100203
1017,技能啊,米啊奥术,16,1,91000002,123256,496,91000001,496,0,0,0,0,6,505,7,505,8,505,9,505,100203
1017,技能啊,米啊奥术,17,1,91000002,123753,497,91000001,497,0,0,0,0,6,506,7,506,8,506,9,506,100203
1017,技能啊,米啊奥术,18,1,91000002,124251,498,91000001,498,0,0,0,0,6,507,7,507,8,507,9,507,100203
1017,技能啊,米啊奥术,19,1,91000002,124750,499,91000001,499,0,0,0,0,6,508,7,508,8,508,9,508,100203
1017,技能啊,米啊奥术,20,1,91000002,125250,500,91000001,500,0,0,0,0,6,509,7,509,8,509,9,509,100203
1017,技能啊,米啊奥术,21,1,91000002,125751,501,91000001,501,0,0,0,0,6,510,7,510,8,510,9,510,100203
1017,技能啊,米啊奥术,22,1,91000002,126253,502,91000001,502,0,0,0,0,6,511,7,511,8,511,9,511,100203
1017,技能啊,米啊奥术,23,1,91000002,126756,503,91000001,503,0,0,0,0,6,512,7,512,8,512,9,512,100203
1017,技能啊,米啊奥术,24,1,91000002,127260,504,91000001,504,0,0,0,0,6,513,7,513,8,513,9,513,100203
1017,技能啊,米啊奥术,25,1,91000002,127765,505,91000001,505,0,0,0,0,6,514,7,514,8,514,9,514,100203
1017,技能啊,米啊奥术,26,1,91000002,128271,506,91000001,506,0,0,0,0,6,515,7,515,8,515,9,515,100203
1017,技能啊,米啊奥术,27,1,91000002,128778,507,91000001,507,0,0,0,0,6,516,7,516,8,516,9,516,100203
1017,技能啊,米啊奥术,28,1,91000002,129286,508,91000001,508,0,0,0,0,6,517,7,517,8,517,9,517,100203
1017,技能啊,米啊奥术,29,1,91000002,129795,509,91000001,509,0,0,0,0,6,518,7,518,8,518,9,518,100203
1017,技能啊,米啊奥术,30,1,91000002,130305,510,91000001,510,0,0,0,0,6,519,7,519,8,519,9,519,100203
1018,技能啊,米啊奥术,1,2,91000002,130816,511,91000001,511,0,0,0,0,6,520,7,520,8,520,9,520,100203
1018,技能啊,米啊奥术,2,2,91000002,131328,512,91000001,512,0,0,0,0,6,521,7,521,8,521,9,521,100203
1018,技能啊,米啊奥术,3,2,91000002,131841,513,91000001,513,0,0,0,0,6,522,7,522,8,522,9,522,100203
1018,技能啊,米啊奥术,4,2,91000002,132355,514,91000001,514,0,0,0,0,6,523,7,523,8,523,9,523,100203
1018,技能啊,米啊奥术,5,2,91000002,132870,515,91000001,515,0,0,0,0,6,524,7,524,8,524,9,524,100203
1018,技能啊,米啊奥术,6,2,91000002,133386,516,91000001,516,0,0,0,0,6,525,7,525,8,525,9,525,100203
1018,技能啊,米啊奥术,7,2,91000002,133903,517,91000001,517,0,0,0,0,6,526,7,526,8,526,9,526,100203
1018,技能啊,米啊奥术,8,2,91000002,134421,518,91000001,518,0,0,0,0,6,527,7,527,8,527,9,527,100203
1018,技能啊,米啊奥术,9,2,91000002,134940,519,91000001,519,0,0,0,0,6,528,7,528,8,528,9,528,100203
1018,技能啊,米啊奥术,10,2,91000002,135460,520,91000001,520,0,0,0,0,6,529,7,529,8,529,9,529,100203
1018,技能啊,米啊奥术,11,2,91000002,135981,521,91000001,521,0,0,0,0,6,530,7,530,8,530,9,530,100203
1018,技能啊,米啊奥术,12,2,91000002,136503,522,91000001,522,0,0,0,0,6,531,7,531,8,531,9,531,100203
1018,技能啊,米啊奥术,13,2,91000002,137026,523,91000001,523,0,0,0,0,6,532,7,532,8,532,9,532,100203
1018,技能啊,米啊奥术,14,2,91000002,137550,524,91000001,524,0,0,0,0,6,533,7,533,8,533,9,533,100203
1018,技能啊,米啊奥术,15,2,91000002,138075,525,91000001,525,0,0,0,0,6,534,7,534,8,534,9,534,100203
1018,技能啊,米啊奥术,16,2,91000002,138601,526,91000001,526,0,0,0,0,6,535,7,535,8,535,9,535,100203
1018,技能啊,米啊奥术,17,2,91000002,139128,527,91000001,527,0,0,0,0,6,536,7,536,8,536,9,536,100203
1018,技能啊,米啊奥术,18,2,91000002,139656,528,91000001,528,0,0,0,0,6,537,7,537,8,537,9,537,100203
1018,技能啊,米啊奥术,19,2,91000002,140185,529,91000001,529,0,0,0,0,6,538,7,538,8,538,9,538,100203
1018,技能啊,米啊奥术,20,2,91000002,140715,530,91000001,530,0,0,0,0,6,539,7,539,8,539,9,539,100203
1018,技能啊,米啊奥术,21,2,91000002,141246,531,91000001,531,0,0,0,0,6,540,7,540,8,540,9,540,100203
1018,技能啊,米啊奥术,22,2,91000002,141778,532,91000001,532,0,0,0,0,6,541,7,541,8,541,9,541,100203
1018,技能啊,米啊奥术,23,2,91000002,142311,533,91000001,533,0,0,0,0,6,542,7,542,8,542,9,542,100203
1018,技能啊,米啊奥术,24,2,91000002,142845,534,91000001,534,0,0,0,0,6,543,7,543,8,543,9,543,100203
1018,技能啊,米啊奥术,25,2,91000002,143380,535,91000001,535,0,0,0,0,6,544,7,544,8,544,9,544,100203
1018,技能啊,米啊奥术,26,2,91000002,143916,536,91000001,536,0,0,0,0,6,545,7,545,8,545,9,545,100203
1018,技能啊,米啊奥术,27,2,91000002,144453,537,91000001,537,0,0,0,0,6,546,7,546,8,546,9,546,100203
1018,技能啊,米啊奥术,28,2,91000002,144991,538,91000001,538,0,0,0,0,6,547,7,547,8,547,9,547,100203
1018,技能啊,米啊奥术,29,2,91000002,145530,539,91000001,539,0,0,0,0,6,548,7,548,8,548,9,548,100203
1018,技能啊,米啊奥术,30,2,91000002,146070,540,91000001,540,0,0,0,0,6,549,7,549,8,549,9,549,100203
1019,技能啊,米啊奥术,1,3,91000002,146611,541,91000001,541,0,0,0,0,6,550,7,550,8,550,9,550,100203
1019,技能啊,米啊奥术,2,3,91000002,147153,542,91000001,542,0,0,0,0,6,551,7,551,8,551,9,551,100203
1019,技能啊,米啊奥术,3,3,91000002,147696,543,91000001,543,0,0,0,0,6,552,7,552,8,552,9,552,100203
1019,技能啊,米啊奥术,4,3,91000002,148240,544,91000001,544,0,0,0,0,6,553,7,553,8,553,9,553,100203
1019,技能啊,米啊奥术,5,3,91000002,148785,545,91000001,545,0,0,0,0,6,554,7,554,8,554,9,554,100203
1019,技能啊,米啊奥术,6,3,91000002,149331,546,91000001,546,0,0,0,0,6,555,7,555,8,555,9,555,100203
1019,技能啊,米啊奥术,7,3,91000002,149878,547,91000001,547,0,0,0,0,6,556,7,556,8,556,9,556,100203
1019,技能啊,米啊奥术,8,3,91000002,150426,548,91000001,548,0,0,0,0,6,557,7,557,8,557,9,557,100203
1019,技能啊,米啊奥术,9,3,91000002,150975,549,91000001,549,0,0,0,0,6,558,7,558,8,558,9,558,100203
1019,技能啊,米啊奥术,10,3,91000002,151525,550,91000001,550,0,0,0,0,6,559,7,559,8,559,9,559,100203
1019,技能啊,米啊奥术,11,3,91000002,152076,551,91000001,551,0,0,0,0,6,560,7,560,8,560,9,560,100203
1019,技能啊,米啊奥术,12,3,91000002,152628,552,91000001,552,0,0,0,0,6,561,7,561,8,561,9,561,100203
1019,技能啊,米啊奥术,13,3,91000002,153181,553,91000001,553,0,0,0,0,6,562,7,562,8,562,9,562,100203
1019,技能啊,米啊奥术,14,3,91000002,153735,554,91000001,554,0,0,0,0,6,563,7,563,8,563,9,563,100203
1019,技能啊,米啊奥术,15,3,91000002,154290,555,91000001,555,0,0,0,0,6,564,7,564,8,564,9,564,100203
1019,技能啊,米啊奥术,16,3,91000002,154846,556,91000001,556,0,0,0,0,6,565,7,565,8,565,9,565,100203
1019,技能啊,米啊奥术,17,3,91000002,155403,557,91000001,557,0,0,0,0,6,566,7,566,8,566,9,566,100203
1019,技能啊,米啊奥术,18,3,91000002,155961,558,91000001,558,0,0,0,0,6,567,7,567,8,567,9,567,100203
1019,技能啊,米啊奥术,19,3,91000002,156520,559,91000001,559,0,0,0,0,6,568,7,568,8,568,9,568,100203
1019,技能啊,米啊奥术,20,3,91000002,157080,560,91000001,560,0,0,0,0,6,569,7,569,8,569,9,569,100203
1019,技能啊,米啊奥术,21,3,91000002,157641,561,91000001,561,0,0,0,0,6,570,7,570,8,570,9,570,100203
1019,技能啊,米啊奥术,22,3,91000002,158203,562,91000001,562,0,0,0,0,6,571,7,571,8,571,9,571,100203
1019,技能啊,米啊奥术,23,3,91000002,158766,563,91000001,563,0,0,0,0,6,572,7,572,8,572,9,572,100203
1019,技能啊,米啊奥术,24,3,91000002,159330,564,91000001,564,0,0,0,0,6,573,7,573,8,573,9,573,100203
1019,技能啊,米啊奥术,25,3,91000002,159895,565,91000001,565,0,0,0,0,6,574,7,574,8,574,9,574,100203
1019,技能啊,米啊奥术,26,3,91000002,160461,566,91000001,566,0,0,0,0,6,575,7,575,8,575,9,575,100203
1019,技能啊,米啊奥术,27,3,91000002,161028,567,91000001,567,0,0,0,0,6,576,7,576,8,576,9,576,100203
1019,技能啊,米啊奥术,28,3,91000002,161596,568,91000001,568,0,0,0,0,6,577,7,577,8,577,9,577,100203
1019,技能啊,米啊奥术,29,3,91000002,162165,569,91000001,569,0,0,0,0,6,578,7,578,8,578,9,578,100203
1019,技能啊,米啊奥术,30,3,91000002,162735,570,91000001,570,0,0,0,0,6,579,7,579,8,579,9,579,100203
1020,技能啊,米啊奥术,1,4,91000002,163306,571,91000001,571,0,0,0,0,6,580,7,580,8,580,9,580,100203
1020,技能啊,米啊奥术,2,4,91000002,163878,572,91000001,572,0,0,0,0,6,581,7,581,8,581,9,581,100203
1020,技能啊,米啊奥术,3,4,91000002,164451,573,91000001,573,0,0,0,0,6,582,7,582,8,582,9,582,100203
1020,技能啊,米啊奥术,4,4,91000002,165025,574,91000001,574,0,0,0,0,6,583,7,583,8,583,9,583,100203
1020,技能啊,米啊奥术,5,4,91000002,165600,575,91000001,575,0,0,0,0,6,584,7,584,8,584,9,584,100203
1020,技能啊,米啊奥术,6,4,91000002,166176,576,91000001,576,0,0,0,0,6,585,7,585,8,585,9,585,100203
1020,技能啊,米啊奥术,7,4,91000002,166753,577,91000001,577,0,0,0,0,6,586,7,586,8,586,9,586,100203
1020,技能啊,米啊奥术,8,4,91000002,167331,578,91000001,578,0,0,0,0,6,587,7,587,8,587,9,587,100203
1020,技能啊,米啊奥术,9,4,91000002,167910,579,91000001,579,0,0,0,0,6,588,7,588,8,588,9,588,100203
1020,技能啊,米啊奥术,10,4,91000002,168490,580,91000001,580,0,0,0,0,6,589,7,589,8,589,9,589,100203
1020,技能啊,米啊奥术,11,4,91000002,169071,581,91000001,581,0,0,0,0,6,590,7,590,8,590,9,590,100203
1020,技能啊,米啊奥术,12,4,91000002,169653,582,91000001,582,0,0,0,0,6,591,7,591,8,591,9,591,100203
1020,技能啊,米啊奥术,13,4,91000002,170236,583,91000001,583,0,0,0,0,6,592,7,592,8,592,9,592,100203
1020,技能啊,米啊奥术,14,4,91000002,170820,584,91000001,584,0,0,0,0,6,593,7,593,8,593,9,593,100203
1020,技能啊,米啊奥术,15,4,91000002,171405,585,91000001,585,0,0,0,0,6,594,7,594,8,594,9,594,100203
1020,技能啊,米啊奥术,16,4,91000002,171991,586,91000001,586,0,0,0,0,6,595,7,595,8,595,9,595,100203
1020,技能啊,米啊奥术,17,4,91000002,172578,587,91000001,587,0,0,0,0,6,596,7,596,8,596,9,596,100203
1020,技能啊,米啊奥术,18,4,91000002,173166,588,91000001,588,0,0,0,0,6,597,7,597,8,597,9,597,100203
1020,技能啊,米啊奥术,19,4,91000002,173755,589,91000001,589,0,0,0,0,6,598,7,598,8,598,9,598,100203
1020,技能啊,米啊奥术,20,4,91000002,174345,590,91000001,590,0,0,0,0,6,599,7,599,8,599,9,599,100203
1020,技能啊,米啊奥术,21,4,91000002,174936,591,91000001,591,0,0,0,0,6,600,7,600,8,600,9,600,100203
1020,技能啊,米啊奥术,22,4,91000002,175528,592,91000001,592,0,0,0,0,6,601,7,601,8,601,9,601,100203
1020,技能啊,米啊奥术,23,4,91000002,176121,593,91000001,593,0,0,0,0,6,602,7,602,8,602,9,602,100203
1020,技能啊,米啊奥术,24,4,91000002,176715,594,91000001,594,0,0,0,0,6,603,7,603,8,603,9,603,100203
1020,技能啊,米啊奥术,25,4,91000002,177310,595,91000001,595,0,0,0,0,6,604,7,604,8,604,9,604,100203
1020,技能啊,米啊奥术,26,4,91000002,177906,596,91000001,596,0,0,0,0,6,605,7,605,8,605,9,605,100203
1020,技能啊,米啊奥术,27,4,91000002,178503,597,91000001,597,0,0,0,0,6,606,7,606,8,606,9,606,100203
1020,技能啊,米啊奥术,28,4,91000002,179101,598,91000001,598,0,0,0,0,6,607,7,607,8,607,9,607,100203
1020,技能啊,米啊奥术,29,4,91000002,179700,599,91000001,599,0,0,0,0,6,608,7,608,8,608,9,608,100203
1020,技能啊,米啊奥术,30,4,91000002,180300,600,91000001,600,0,0,0,0,6,609,7,609,8,609,9,609,100203
1021,技能啊,米啊奥术,1,1,91000002,180901,601,91000001,601,0,0,0,0,6,610,7,610,8,610,9,610,100203
1021,技能啊,米啊奥术,2,1,91000002,181503,602,91000001,602,0,0,0,0,6,611,7,611,8,611,9,611,100203
1021,技能啊,米啊奥术,3,1,91000002,182106,603,91000001,603,0,0,0,0,6,612,7,612,8,612,9,612,100203
1021,技能啊,米啊奥术,4,1,91000002,182710,604,91000001,604,0,0,0,0,6,613,7,613,8,613,9,613,100203
1021,技能啊,米啊奥术,5,1,91000002,183315,605,91000001,605,0,0,0,0,6,614,7,614,8,614,9,614,100203
1021,技能啊,米啊奥术,6,1,91000002,183921,606,91000001,606,0,0,0,0,6,615,7,615,8,615,9,615,100203
1021,技能啊,米啊奥术,7,1,91000002,184528,607,91000001,607,0,0,0,0,6,616,7,616,8,616,9,616,100203
1021,技能啊,米啊奥术,8,1,91000002,185136,608,91000001,608,0,0,0,0,6,617,7,617,8,617,9,617,100203
1021,技能啊,米啊奥术,9,1,91000002,185745,609,91000001,609,0,0,0,0,6,618,7,618,8,618,9,618,100203
1021,技能啊,米啊奥术,10,1,91000002,186355,610,91000001,610,0,0,0,0,6,619,7,619,8,619,9,619,100203
1021,技能啊,米啊奥术,11,1,91000002,186966,611,91000001,611,0,0,0,0,6,620,7,620,8,620,9,620,100203
1021,技能啊,米啊奥术,12,1,91000002,187578,612,91000001,612,0,0,0,0,6,621,7,621,8,621,9,621,100203
1021,技能啊,米啊奥术,13,1,91000002,188191,613,91000001,613,0,0,0,0,6,622,7,622,8,622,9,622,100203
1021,技能啊,米啊奥术,14,1,91000002,188805,614,91000001,614,0,0,0,0,6,623,7,623,8,623,9,623,100203
1021,技能啊,米啊奥术,15,1,91000002,189420,615,91000001,615,0,0,0,0,6,624,7,624,8,624,9,624,100203
1021,技能啊,米啊奥术,16,1,91000002,190036,616,91000001,616,0,0,0,0,6,625,7,625,8,625,9,625,100203
1021,技能啊,米啊奥术,17,1,91000002,190653,617,91000001,617,0,0,0,0,6,626,7,626,8,626,9,626,100203
1021,技能啊,米啊奥术,18,1,91000002,191271,618,91000001,618,0,0,0,0,6,627,7,627,8,627,9,627,100203
1021,技能啊,米啊奥术,19,1,91000002,191890,619,91000001,619,0,0,0,0,6,628,7,628,8,628,9,628,100203
1021,技能啊,米啊奥术,20,1,91000002,192510,620,91000001,620,0,0,0,0,6,629,7,629,8,629,9,629,100203
1021,技能啊,米啊奥术,21,1,91000002,193131,621,91000001,621,0,0,0,0,6,630,7,630,8,630,9,630,100203
1021,技能啊,米啊奥术,22,1,91000002,193753,622,91000001,622,0,0,0,0,6,631,7,631,8,631,9,631,100203
1021,技能啊,米啊奥术,23,1,91000002,194376,623,91000001,623,0,0,0,0,6,632,7,632,8,632,9,632,100203
1021,技能啊,米啊奥术,24,1,91000002,195000,624,91000001,624,0,0,0,0,6,633,7,633,8,633,9,633,100203
1021,技能啊,米啊奥术,25,1,91000002,195625,625,91000001,625,0,0,0,0,6,634,7,634,8,634,9,634,100203
1021,技能啊,米啊奥术,26,1,91000002,196251,626,91000001,626,0,0,0,0,6,635,7,635,8,635,9,635,100203
1021,技能啊,米啊奥术,27,1,91000002,196878,627,91000001,627,0,0,0,0,6,636,7,636,8,636,9,636,100203
1021,技能啊,米啊奥术,28,1,91000002,197506,628,91000001,628,0,0,0,0,6,637,7,637,8,637,9,637,100203
1021,技能啊,米啊奥术,29,1,91000002,198135,629,91000001,629,0,0,0,0,6,638,7,638,8,638,9,638,100203
1021,技能啊,米啊奥术,30,1,91000002,198765,630,91000001,630,0,0,0,0,6,639,7,639,8,639,9,639,100203
1022,技能啊,米啊奥术,1,2,91000002,199396,631,91000001,631,0,0,0,0,6,640,7,640,8,640,9,640,100203
1022,技能啊,米啊奥术,2,2,91000002,200028,632,91000001,632,0,0,0,0,6,641,7,641,8,641,9,641,100203
1022,技能啊,米啊奥术,3,2,91000002,200661,633,91000001,633,0,0,0,0,6,642,7,642,8,642,9,642,100203
1022,技能啊,米啊奥术,4,2,91000002,201295,634,91000001,634,0,0,0,0,6,643,7,643,8,643,9,643,100203
1022,技能啊,米啊奥术,5,2,91000002,201930,635,91000001,635,0,0,0,0,6,644,7,644,8,644,9,644,100203
1022,技能啊,米啊奥术,6,2,91000002,202566,636,91000001,636,0,0,0,0,6,645,7,645,8,645,9,645,100203
1022,技能啊,米啊奥术,7,2,91000002,203203,637,91000001,637,0,0,0,0,6,646,7,646,8,646,9,646,100203
1022,技能啊,米啊奥术,8,2,91000002,203841,638,91000001,638,0,0,0,0,6,647,7,647,8,647,9,647,100203
1022,技能啊,米啊奥术,9,2,91000002,204480,639,91000001,639,0,0,0,0,6,648,7,648,8,648,9,648,100203
1022,技能啊,米啊奥术,10,2,91000002,205120,640,91000001,640,0,0,0,0,6,649,7,649,8,649,9,649,100203
1022,技能啊,米啊奥术,11,2,91000002,205761,641,91000001,641,0,0,0,0,6,650,7,650,8,650,9,650,100203
1022,技能啊,米啊奥术,12,2,91000002,206403,642,91000001,642,0,0,0,0,6,651,7,651,8,651,9,651,100203
1022,技能啊,米啊奥术,13,2,91000002,207046,643,91000001,643,0,0,0,0,6,652,7,652,8,652,9,652,100203
1022,技能啊,米啊奥术,14,2,91000002,207690,644,91000001,644,0,0,0,0,6,653,7,653,8,653,9,653,100203
1022,技能啊,米啊奥术,15,2,91000002,208335,645,91000001,645,0,0,0,0,6,654,7,654,8,654,9,654,100203
1022,技能啊,米啊奥术,16,2,91000002,208981,646,91000001,646,0,0,0,0,6,655,7,655,8,655,9,655,100203
1022,技能啊,米啊奥术,17,2,91000002,209628,647,91000001,647,0,0,0,0,6,656,7,656,8,656,9,656,100203
1022,技能啊,米啊奥术,18,2,91000002,210276,648,91000001,648,0,0,0,0,6,657,7,657,8,657,9,657,100203
1022,技能啊,米啊奥术,19,2,91000002,210925,649,91000001,649,0,0,0,0,6,658,7,658,8,658,9,658,100203
1022,技能啊,米啊奥术,20,2,91000002,211575,650,91000001,650,0,0,0,0,6,659,7,659,8,659,9,659,100203
1022,技能啊,米啊奥术,21,2,91000002,212226,651,91000001,651,0,0,0,0,6,660,7,660,8,660,9,660,100203
1022,技能啊,米啊奥术,22,2,91000002,212878,652,91000001,652,0,0,0,0,6,661,7,661,8,661,9,661,100203
1022,技能啊,米啊奥术,23,2,91000002,213531,653,91000001,653,0,0,0,0,6,662,7,662,8,662,9,662,100203
1022,技能啊,米啊奥术,24,2,91000002,214185,654,91000001,654,0,0,0,0,6,663,7,663,8,663,9,663,100203
1022,技能啊,米啊奥术,25,2,91000002,214840,655,91000001,655,0,0,0,0,6,664,7,664,8,664,9,664,100203
1022,技能啊,米啊奥术,26,2,91000002,215496,656,91000001,656,0,0,0,0,6,665,7,665,8,665,9,665,100203
1022,技能啊,米啊奥术,27,2,91000002,216153,657,91000001,657,0,0,0,0,6,666,7,666,8,666,9,666,100203
1022,技能啊,米啊奥术,28,2,91000002,216811,658,91000001,658,0,0,0,0,6,667,7,667,8,667,9,667,100203
1022,技能啊,米啊奥术,29,2,91000002,217470,659,91000001,659,0,0,0,0,6,668,7,668,8,668,9,668,100203
1022,技能啊,米啊奥术,30,2,91000002,218130,660,91000001,660,0,0,0,0,6,669,7,669,8,669,9,669,100203
1023,技能啊,米啊奥术,1,3,91000002,218791,661,91000001,661,0,0,0,0,6,670,7,670,8,670,9,670,100203
1023,技能啊,米啊奥术,2,3,91000002,219453,662,91000001,662,0,0,0,0,6,671,7,671,8,671,9,671,100203
1023,技能啊,米啊奥术,3,3,91000002,220116,663,91000001,663,0,0,0,0,6,672,7,672,8,672,9,672,100203
1023,技能啊,米啊奥术,4,3,91000002,220780,664,91000001,664,0,0,0,0,6,673,7,673,8,673,9,673,100203
1023,技能啊,米啊奥术,5,3,91000002,221445,665,91000001,665,0,0,0,0,6,674,7,674,8,674,9,674,100203
1023,技能啊,米啊奥术,6,3,91000002,222111,666,91000001,666,0,0,0,0,6,675,7,675,8,675,9,675,100203
1023,技能啊,米啊奥术,7,3,91000002,222778,667,91000001,667,0,0,0,0,6,676,7,676,8,676,9,676,100203
1023,技能啊,米啊奥术,8,3,91000002,223446,668,91000001,668,0,0,0,0,6,677,7,677,8,677,9,677,100203
1023,技能啊,米啊奥术,9,3,91000002,224115,669,91000001,669,0,0,0,0,6,678,7,678,8,678,9,678,100203
1023,技能啊,米啊奥术,10,3,91000002,224785,670,91000001,670,0,0,0,0,6,679,7,679,8,679,9,679,100203
1023,技能啊,米啊奥术,11,3,91000002,225456,671,91000001,671,0,0,0,0,6,680,7,680,8,680,9,680,100203
1023,技能啊,米啊奥术,12,3,91000002,226128,672,91000001,672,0,0,0,0,6,681,7,681,8,681,9,681,100203
1023,技能啊,米啊奥术,13,3,91000002,226801,673,91000001,673,0,0,0,0,6,682,7,682,8,682,9,682,100203
1023,技能啊,米啊奥术,14,3,91000002,227475,674,91000001,674,0,0,0,0,6,683,7,683,8,683,9,683,100203
1023,技能啊,米啊奥术,15,3,91000002,228150,675,91000001,675,0,0,0,0,6,684,7,684,8,684,9,684,100203
1023,技能啊,米啊奥术,16,3,91000002,228826,676,91000001,676,0,0,0,0,6,685,7,685,8,685,9,685,100203
1023,技能啊,米啊奥术,17,3,91000002,229503,677,91000001,677,0,0,0,0,6,686,7,686,8,686,9,686,100203
1023,技能啊,米啊奥术,18,3,91000002,230181,678,91000001,678,0,0,0,0,6,687,7,687,8,687,9,687,100203
1023,技能啊,米啊奥术,19,3,91000002,230860,679,91000001,679,0,0,0,0,6,688,7,688,8,688,9,688,100203
1023,技能啊,米啊奥术,20,3,91000002,231540,680,91000001,680,0,0,0,0,6,689,7,689,8,689,9,689,100203
