dec,str
STR_MOD_KINGTASK_REPEAT_PURCHASE,重复购买
STR_MOD_KINGTASK_CONSUMPTION_CONFIGURATION_DOES_NOT_EXIST,消耗配置不存在
STR_MOD_KINGTASK_NO_ASSIGNMENT_IS_AVAILABLE,无任务可以领取
STR_MOD_KINGTASK_NO_REDUNDANT_ACTION_NO_AWARD,没有多余的行动力，无法领奖
STR_MOD_KINGTASK_THE_FIRST_TREASURE_CHEST_HAS,已经领取了第一个宝箱
STR_MOD_KINGTASK_THE_TASK_IS_EMPTY,任务为空
STR_MOD_KINGTASK_TASK_TYPE_ERROR,任务类型错误
STR_MOD_KINGTASK_CONFIGURATION_ERROR_2,配置错误2
STR_MOD_KINGTASK_INSUFFICIENT_MATERIAL,材料不足
STR_MOD_KINGTASK_ARISTOCRATIC_MISALLOCATION,贵族配置错误
STR_MOD_KINGTASK_SHORTAGE_OF_PURCHASES,购买次数不足
STR_MOD_KINGTASK_INSUFFICIENT_REFRESH_TIMES,刷新次数不足
STR_MOD_KINGTASK_THE_CURRENT_TASK_IS_EMPTY,当前任务为空
STR_MOD_KINGTASK_ERROR_IN_SELECTION_MODE,选择模式错误
STR_MOD_KINGTASK_FALLING_GROUP_CONFIGURATION_ERROR,掉落组配置错误
STR_MOD_KINGTASK_RANDOM_TASK_ERROR,随机任务错误
STR_MOD_LUCKEGG_ACTIVITIES_DO_NOT_EXIST,活动不存在
STR_MOD_LUCKEGG_FALLING_GOLDEN_EGG_FALL_CONFIGURATION,砸金蛋掉落配置错误
STR_MOD_LUCKEGG_BREAKING_GOLDEN_EGGS_TO_THE,砸金蛋达到上限
STR_MOD_LUCKEGG_CONFIGURATION_ERROR,配置错误
STR_MOD_LUCKEGG_LACK_OF_LUCKY_HAMMER,幸运锤不足
STR_MOD_LUCKEGG_DIAMOND_SHORTAGE,钻石不足
STR_MOD_LUCKEGG_THE_SAME_ID_APPEARS_ON,服务器出现相同Id
STR_MOD_LUCKEGG_THERE_IS_NO_DROP_OF,砸金蛋掉落不存在
STR_MOD_LUCKEGG_THE_TOTAL_WEIGHT_OF_FALLING,砸金蛋掉落总权重为0
STR_MOD_LUCKEGG_GOLDEN_EGG_FALLING_CONFIGURATION_NOT,砸金蛋掉落配置找不到
STR_MOD_LUCKSHOP_THE_GIFT_PACKAGE_IS_NOT,该礼包无法领取
STR_MOD_LUCKSHOP_THE_GIFT_PACKAGE_HAS_BEEN,该礼包已领取
STR_MOD_LUCKSHOP_THE_GIFT_PACKAGE_WAS_MISCONFIGURED,该礼包配置错误
STR_MOD_LUCKSHOP_THIS_COMMODITY_DOES_NOT_EXIST,该商品不存在
STR_MOD_LUCKSTART_START-UP_WELFARE_ACTIVITIES_DO_NOT,开工福利活动不存在
STR_MOD_LUCKSTART_CURRENT_ACTIVE_SUBITEM_DOES_NOT,当前活动子项不存在
STR_MOD_LUCKSTART_ACTIVITY_AWARDS_HAVE_BEEN_RECEIVED,活动奖励已经领取
STR_MOD_LUCKSTART_CURRENT_ACTIVITIES_NOT_COMPLETED,当前活动未完成
STR_MOD_LUCKSTART_CONFIGURATION_DOES_NOT_EXIST,配置不存在
STR_MOD_MAIL_MAIL_DOES_NOT_EXIST,邮件不存在
STR_MOD_MILITARY_TASK_INDEX_ERROR,任务索引错误
STR_MOD_MILITARY_DIAMOND_SHORTAGE,钻石不足
STR_MOD_MILITARY_MISSION_STATUS_ERROR,任务状态错误
STR_MOD_MILITARY_CONFIGURATION_DOES_NOT_EXIST,配置不存在
STR_MOD_MILITARY_TASK_REFRESH_FAILED,任务刷新失败
STR_MOD_MILITARY_ILLEGAL_HERO_LIST,英雄列表不合法
STR_MOD_MILITARY_THE_NUMBER_OF_HEROES_IS,英雄个数不足
STR_MOD_MILITARY_THERE_ARE_REPETITIVE_HEROES,有重复英雄
STR_MOD_MILITARY_EXISTENCE_OF_DISPATCHED_HEROES,存在已派遣的英雄
STR_MOD_MILITARY_INSUFFICIENT_NUMBER_OF_TASKS_PERFORMED,执行任务次数不足
STR_MOD_MILITARY_THE_TOTAL_NUMBER_OF_HEROES,派遣英雄总星级不足
STR_MOD_MILITARY_ALL_DISPATCHED_HEROES_HAVE_A,所有派遣英雄单个英雄星级低于当前星级
STR_MOD_MILITARY_ITS_NOT_TIME_TO_COLLECT,领取时间未到!
STR_MOD_MILITARY_FAILURE_TO_PERFORM_TASKS_WILL,未执行任务无法领取奖励
STR_MOD_MILITARY_THE_NUMBER_OF_HEROES_DISPATCHED,派遣英雄个数不足， 无法领取奖励
STR_MOD_MILITARY_INCREASING_THE_RANK_OF_ARISTOCRACY,提升贵族等级可以增加每日购买次数
STR_MOD_MILITARY_MISSION_DOES_NOT_EXIST_AND,任务不存在，无法领取
STR_MOD_MILITARY_MISSION_UNAVAILABLE,任务无法领取
STR_MOD_MINE_THE_WAR_REPORT_DOES_NOT,战报不存在
STR_MOD_MINE_DIFFERENT_CAMPS,阵营不同
STR_MOD_MINE_CLIENT_LOGIC_ERROR_FIRST_FIND,客户端逻辑错误，先找一个矿点驻扎下来吧
STR_MOD_MINE_INSUFFICIENT_NUMBER_OF_AID,驰援次数不足
STR_MOD_MINE_OUR_CITY_CANT_USE_THE,我方城池无法使用奔袭
STR_MOD_MINE_NPC_CITY_POOL_CANT_RUN,NPC城池无法奔袭
STR_MOD_MINE_INSUFFICIENT_NUMBER_OF_RAIDS,奔袭次数不足
STR_MOD_MINE_NO_CANCELLATION_IS_REQUIRED,无须进行取消操作
STR_MOD_MINE_CLIENT_MINE_ID_ERROR_PLEASE,客户端矿点ID错误，请进行检查
STR_MOD_MINE_CONFIGURATION_DOES_NOT_EXIST,配置不存在
STR_MOD_MINE_DIAMOND_SHORTAGE,钻石不足
STR_MOD_MINE_PARAM_PARAMETER_CONFIGURATION_ERROR,Param参数配置错误
STR_MOD_MINE_INVESTIGATION_COOLING,侦查冷却中
STR_MOD_MINE_VIEW_FAILED_CAN_NOT_VIEW,查看失败，不能查看地方势力城池
STR_MOD_MINE_VIEW_FAILED_CONFIGURATION_DOES_NOT,查看失败，配置不存在
STR_MOD_MINE_IF_THE_LEVY_FAILS_THE,征收失败，玩家所在据点不为自己势力占领
STR_MOD_MINE_MINE_ALLOCATION_DOES_NOT_EXIST,矿点配置不存在
STR_MOD_MINE_THE_CITY_POOL_CAN_NOT,城池征收冷却中，无法继续移动
STR_MOD_MINE_FAILURE_OF_EXPROPRIATION_AND_NON-EXISTENCE,征收失败，配置不存在
STR_MOD_MINE_PARAM_PARAMETER_CONFIGURATION_ERROR,征收失败，Param参数配置错误
STR_MOD_MINE_FAILED_TO_MOVE_REPEATED_MOVEMENT,移动失败，重复在相同ID的矿点移动
STR_MOD_MINE_FAILURE_TO_MOVE_MINE_NOT,移动失败，矿点不相邻
STR_MOD_MINE_CANT_MOVE_IN_MOVING_COOLING,移动冷却中，无法继续移动
STR_MOD_MINE_MOBILE_FAILS_CONFIGURATION_DOES_NOT,移动失败，配置不存在
STR_MOD_MINE_FAILED_TO_MOVE_UNABLE_TO,移动失败，不能攻击对方的主基地
STR_MOD_MINE_MOVING_FAILURE_BATTLE_TIME_COOLING,移动失败，战斗时间冷却中
STR_MOD_MINE_FAILING_TO_MEET_THE_OPENING,未达到开启条件，无法加入矿点争夺战
STR_MOD_MINE_CONFIGURATION_TABLE_ERROR,配置表错误
STR_MOD_MINE_MINE_PLAYER_EMPTY,矿点玩家为空
STR_MOD_MONEYTASK_MISSION_DOES_NOT_EXIST,任务不存在
STR_MOD_MONEYTASK_MISSION_COMPLETED,任务已完成
STR_MOD_MONEYTASK_LACK_OF_RANK_TASK_NOT,等级不足，任务没解锁
STR_MOD_MONEYTASK_LACK_OF_ARISTOCRATIC_RANK_MISSION,贵族等级不足，任务没解锁
STR_MOD_MONEYTASK_TASK_TYPE_ERROR,任务类型错误
STR_MOD_MONEYTASK_CONFIGURATION_ERROR,配置错误
STR_MOD_MONEYTASK_TARIFF_CONFIGURATION_ERROR,Tariff配置错误
STR_MOD_MONEYTASK_LACK_OF_PROPS,道具不足
STR_MOD_MONEYTASK_MISSION_NOT_COMPLETED,任务未完成
STR_MOD_MONEYTASK_THE_REWARD_OF_TURNING_THE,无一键翻盘的奖励
STR_MOD_MONEYTASK_DIAMOND_SHORTAGE,钻石不足
STR_MOD_MONEYTASK_THE_NUMBER_OF_DOUBLES_HAS,翻牌次数已满
STR_MOD_MONEYTASK_TREASURE_BOX_STATUS_ERROR,宝箱状态错误
STR_MOD_MONEYTASK_ARISTOCRATIC_MISALLOCATION,贵族配置错误
STR_MOD_MONEYTASK_INSUFFICIENT_REFRESH_TIMES,刷新次数不足
STR_MOD_ORDERHERO_DIAMOND_SHORTAGE,钻石不足
STR_MOD_ORDERHERO_RESERVATIONS_NEED_MORE_THAN_30,预约需要等级超过30级！
STR_MOD_ORDERHERO_CLIENT_DATA_ERROR_INDEX=_1,客户端数据错误， 索引!= 1
STR_MOD_ORDERHERO_THE_ACTIVITY_IS_OVER_AND,活动已结束，无法再领取
STR_MOD_PASS_CANT_GET_THE_TREASURE_BOX,无法领取该宝箱
STR_MOD_PASS_DONT_REPEAT_YOUR_OPINIONS,不能重复觐见
STR_MOD_PASS_INSUFFICIENT_GRADE,等级不足
STR_MOD_PASS_LACK_OF_PHYSICAL_STRENGTH,体力不足
STR_MOD_PASS_YOU_DIDNT_PASS_THE_BARRIER,你没有通过关卡，无法挑战
STR_MOD_PASS_THERE_WAS_NO_DROP_AT,关卡无任何掉落
STR_MOD_PASS_GATE_CONFIGURATION_DOES_NOT_EXIST,关卡配置不存在
STR_MOD_PASS_GATE_CONFIGURATION_ERROR,关卡配置错误
STR_MOD_PASS_MISSION_CONDITIONS_NOT_ACHIEVED,任务条件未达成
STR_MOD_PASS_PRE-CHECKPOINT_NOT_COMPLETED,前置关卡未完成
STR_MOD_PASS_NO_BARRIER_EXISTS,关卡不存在
STR_MOD_PASS_CHAPTERS_DO_NOT_EXIST,章节不存在
STR_MOD_PVP_CAMP_ERROR,阵营错误
STR_MOD_PVP_MY_DATA_IS_EMPTY,自己数据为空
STR_MOD_PVP_THE_ENEMY_DOES_NOT_EXIST,敌人不存在
STR_MOD_PVP_VIP_CONFIGURATION_TABLE_DOES_NOT,vip配置表不存在
STR_MOD_PVP_THE_OTHER_SIDE_IS_FIGHTING,对方正在战斗中，稍后再试
STR_MOD_PVP_VIP_CONFIGURATION_TABLE_ERROR,vip配置表错误
STR_MOD_PVP_UP_TO_THE_MAXIMUM_NUMBER,购买次数达到上限
STR_MOD_PVP_ONLY_THE_TOP_TEN_PLAYERS,只能膜拜前十玩家
STR_MOD_PVP_NO_REPETITION_OF_WORSHIP,不能重复膜拜
STR_MOD_PVP_UPPER_LIMIT_OF_RESET_TIMES,重置次数达到上限
STR_MOD_PVP_DATA_ERROR,数据错误
STR_MOD_PVP_FORCE_0_HAS_NO_DATA,兵种0 自己数据为空
STR_MOD_PVP_CANT_RECEIVE_REPEATEDLY,不能重复领取
STR_MOD_PVP_ABNORMAL_DATA_OF_THE_FIRST,斗技场首次奖励数据异常
STR_MOD_PVP_DATA_ABNORMITY,数据异常
STR_MOD_PVP_REPEAT_COLLECTION,重复领取
STR_MOD_PVP_ABNORMAL_REWARD_DATA_OF_DOGFIELD,斗技场积分奖励数据异常
STR_MOD_PVP_THE_CAMP_IS_NOT_RIGHT,阵营不对
STR_MOD_RECHARGE_CANT_REPEAT_PURCHASE,不能重复购买
STR_MOD_RECHARGE_LACK_OF_ARISTOCRATIC_RANK,贵族等级不足
STR_MOD_RECHARGE_DIAMOND_SHORTAGE,钻石不足
STR_MOD_RECHARGE_PLEASE_JOIN_THE_CHAMBER_OF,请先加入商会
STR_MOD_RECHARGE_LACK_OF_PROTAGONIST_RANK,您等级不足
STR_MOD_RECHARGE_SHORTAGE_OF_FULL-SERVICE_PURCHASERS,全服购买人数不足
STR_MOD_RECHARGE_ARISTOCRACY_DOES_NOT_EXIST,贵族配置不存在
STR_MOD_RECHARGE_FAILURE_OF_ORDER_PROCESSING,订单处理失败
STR_MOD_RECHARGE_DUPLICATE_ORDER_NUMBER_NO_PROCESSING,重复订单号，不允许处理
STR_MOD_RECHARGE_RECHARGE_TYPE_ANOMALY,充值类型异常
STR_MOD_RECHARGE_PERMANENT_CARDS_CANNOT_BE_PURCHASED,永久卡不能重复购买
STR_MOD_REDPAC_PASS_THROUGH_THE_PLOT_LEVEL,通关剧情关卡5-5开启红包玩法
STR_MOD_REDPAC_RED_PACKET_CONFIGURATION_DOES_NOT,红包配置不存在
STR_MOD_REDPAC_RED_PACKET_TYPE_ERROR,红包类型错误
STR_MOD_REDPAC_ERROR_IN_GEAR_SELECTION,选择的档位错误
STR_MOD_REDPAC_MISALLOCATION_OF_RED_ENVELOPE_ARISTOCRACY,红包贵族配置错误
STR_MOD_REDPAC_MISALLOCATION_OF_RED_ENVELOPE_PRICE,红包价格配置错误
STR_MOD_REDPAC_RED_PACKET_CONSUMPTION_CONFIGURATION_ERROR,红包消耗配置错误
STR_MOD_REDPAC_INCORRECT_ALLOCATION_OF_RED_ENVELOPE,红包人数配置错误
STR_MOD_REDPAC_PLAYERS_NOBILITY_LEVEL_IS_INSUFFICIENT,玩家贵族等级不足， 无法发送当前红包
STR_MOD_REDPAC_AT_PRESENT_THERE_IS_NO,当前没有军团， 无法发送红包
STR_MOD_REDPAC_IN_LEGION_PUNISHMENT_TIME_UNABLE,处于军团惩罚时间， 无法发送红包
STR_MOD_REDPAC_LEGION_RED_PACK_CAN_ONLY,军团红包只能副团长以上职位发起
STR_MOD_REDPAC_THE_NATIONAL_RED_ENVELOPE_CAN,全国红包只能国王发起
STR_MOD_REDPAC_INSUFFICIENT_AVAILABLE_BALANCE,可用余额不足
STR_MOD_REDPAC_DIAMOND_SHORTAGE,钻石不足
STR_MOD_REDPAC_RED_ENVELOPE_DOES_NOT_EXIST,红包不存在
STR_MOD_REDPAC_IVE_ALREADY_THANKED_THE_RED,已经答谢过这个红包了
STR_MOD_REDPAC_AT_PRESENT_RED_ENVELOPES_HAVE,当前红包已被抢光
STR_MOD_REDPAC_THE_PLAYER_DID_NOT_RECEIVE,玩家没有领取这个红包， 无法答谢
STR_MOD_REDPAC_DONT_RECEIVE_IT_AGAIN,请勿重复领取
STR_MOD_REDPAC_ALREADY_ROBBED,已经抢完
STR_MOD_REDPAC_THE_RED_ENVELOPE_IS_OVER,红包已结束
STR_MOD_REDPAC_DIFFERENT_COUNTRIES_CANT_GET_RED,国家不同无法领取红包
STR_MOD_REDPAC_LEGIONS_CANT_GET_RED_ENVELOPES,军团不同无法领取红包
STR_MOD_REDPAC_ITS_TOO_LATE_THE_RED,来晚了，红包已抢完
STR_MOD_REDPAC_CURRENT_RED_ENVELOPE_DOES_NOT,当前红包不存在
STR_MOD_SHOP_LACK_OF_PROPS,道具不足
STR_MOD_SHOP_QUANTITATIVE_ERROR,数量错误
STR_MOD_SHOP_CONFIGURATION_ERROR,配置错误
STR_MOD_SHOP_REACH_THE_UPPER_LIMIT,达到上限
STR_MOD_SHOP_SHOP_TYPE_SEND_ERROR,商店类型发送错误
STR_MOD_SHOP_PROJECTS_CONFIGURATION_DOES_NOT_EXIST,道具配置不存在
STR_MOD_SHOP_INSUFFICIENT_ARTIFACT_FRAGMENTS,神器碎片不足
STR_MOD_SHOP_THE_GOODS_HAVE_BEEN_REFRESHED,货物已刷新
STR_MOD_SHOP_OVER_MAXIMUM_REFRESH_TIMES,超过了最大刷新次数
STR_MOD_SHOP_DIAMOND_SHORTAGE,钻石不足
STR_MOD_SHOP_INSUFFICIENT_FREQUENCY,次数不足
STR_MOD_SHOP_STORE_TYPE_DOES_NOT_EXIST,商店类型不存在
STR_MOD_SHOP_VIP_REFRESH_CONFIGURATION_ERROR,vip刷新配置错误
STR_MOD_SMELT_SMELTING_CONFIGURATION_DOES_NOT_EXIST,冶炼配置不存在
STR_MOD_SMELT_SMELTING_TIME_HASNT_COOLED_YET,冶炼时间还没冷却， 稍后再试
STR_MOD_SMELT_THE_NUMBER_OF_FREE_SMELTING,免费冶炼次数已经达到上限， 无法冶炼
STR_MOD_SMELT_DIAMOND_SHORTAGE,钻石不足
STR_MOD_SMELT_CURRENTLY_THERE_ARE_NO_PROPS,当前没有可以购买的道具
STR_MOD_SMELT_THE_PURCHASE_CONFIGURATION_OF_SMELTING,冶炼道具购买配置不存在
STR_MOD_SMELT_MISSION_DOES_NOT_EXIST,任务不存在
STR_MOD_SMELT_MISSION_NOT_COMPLETED,任务没有完成
STR_MOD_SMELT_TASKS_HAVE_BEEN_RECEIVED,任务已经领取
STR_MOD_SMELT_CONFIGURATION_DOES_NOT_EXIST,配置不存在
STR_MOD_SMELT_NO_REWARD_IS_AVAILABLE,没有奖励可以领取
STR_MOD_SOLDIER_MERCENARIES_DO_NOT_EXIST,佣兵不存在
STR_MOD_SOLDIER_THERE_ARE_NO_MERCENARIES_TO,没有可以一键穿的佣兵
STR_MOD_SOLDIER_ONLY_MERCENARIES_IN_BACKPACKS_CAN,只能分解背包中的佣兵
STR_MOD_SOLDIER_MERCENARIES_HAVE_BEEN_LOCKED_AND,佣兵已经加锁，无法分解
STR_MOD_SOLDIER_HEROIC_CONFIGURATION_DOES_NOT_EXIST,英雄配置不存在
STR_MOD_SOLDIER_HEROES_ARE_DIFFERENT_FROM_MERCENARIES,英雄类型和佣兵的类型不同(近战或远程)
STR_MOD_SOLDIER_ARMED_WITH_MERCENARIES,已经装备有佣兵
STR_MOD_SOLDIER_NO_INHERITANCE_PROPERTY,无继承属性
STR_MOD_SOLDIER_THE_NUMBER_OF_WASHING_AND,洗练次数不对
STR_MOD_SOLDIER_INSUFFICIENT_MATERIAL,材料不足
STR_MOD_SOLDIER_PROPERTY_LOCK_SUBSCRIPTION_ERROR,属性锁下标错误
STR_MOD_SOLDIER_CANT_LOCK_FULL_KEEP_AT,不能锁满，至少保留一条属性
STR_MOD_SOLDIER_MERCENARY_RANK_CONFIGURATION_DOES_NOT,佣兵等级配置不存在
STR_MOD_SOLDIER_MERCENARIES_REACH_MAXIMUM_RANK,佣兵达到最大等级
STR_MOD_SOLDIER_CANT_DEVOUR_EQUIPPED_MERCENARIES,不能吞噬已装备佣兵
STR_MOD_SOLDIER_SHORTAGE_OF_GOLD_COINS,金币不足
STR_MOD_SOLDIER_NO_NEED_TO_UNLOAD_THE,无需卸下该佣兵
STR_MOD_SOLDIER_ONLY_MERCENARIES_WHO_BELONG_TO,只能卸下属于一个英雄的佣兵
STR_MOD_SOLDIER_HEROES_DO_NOT_EXIST,英雄不存在
STR_MOD_SOLDIER_SIMILARLY_EQUIPPED_MERCENARIES,装备相同的佣兵
STR_MOD_STAR_ASCENDING_STAR_MODULE_DATA_ABNORMALITY,升星模块数据异常
STR_MOD_STAR_ASCENDING_STAR_QUALIFICATION_DATA_ABNORMALITY,升星资质数据异常
STR_MOD_STAR_QUALIFICATIONS_HAVE_REACHED_THE_MAXIMUM,资质已经达到最大星级
STR_MOD_STAR_CURRENT_QUALIFICATIONS_CAN_NO_LONGER,当前资质无法再升级了
STR_MOD_STAR_CURRENT_ASCENDING_CONFIGURATION_DOES_NOT,当前升星配置不存在
STR_MOD_STAR_ASCENDING_STAR_CONSUMPTION_CONFIGURATION_ERROR,升星消耗配置错误
STR_MOD_STAR_INSUFFICIENT_MATERIAL,材料不足
STR_MOD_STAR_HEROES_DO_NOT_EXIST,英雄不存在
STR_MOD_STAR_HAS_REACHED_THE_MAXIMUM_STAR,已经达到最大星级
STR_MOD_STAR_PLEASE_UPGRADE_YOUR_QUALIFICATIONS_FIRST,请先升级资质
STR_MOD_STAR_CURRENT_HERO_ASCENSION_CONFIGURATION_DOES,当前英雄升星配置不存在
STR_MOD_STAR_HAS_BEEN_UPGRADED_TO_FULL,已经升级到满星
STR_MOD_STAR_THEYVE_ALL_RISEN_TO_FULL,都已经升到满星， 无法进行一键操作
STR_MOD_STAR_CONSUMPTION_CONFIGURATION_IS_PROBLEMATIC,消耗配置有问题
STR_MOD_STAR_QUALIFICATION_SUBSCRIPTION_DOES_NOT_EXIST,资质下标不存在
STR_MOD_TALENT_INSUFFICIENT_MATERIAL,材料不足
STR_MOD_TALENT_HEROES_DO_NOT_EXIST,英雄不存在
STR_MOD_TALENT_PLAYER_LOW_LEVEL,领主等级不足
STR_MOD_TALENT_GIFTED_SUBSCRIPTS_DO_NOT_EXIST,天赋下标不存在
STR_MOD_TALENT_DATA_EXCEPTIONS_FOR_GIFTED_MODULES,天赋模块数据异常
STR_MOD_TALENT_NATURAL_DATA_ABNORMALITY,天赋数据异常
STR_MOD_TALENT_SERVER_MAXIMUM_TALENT_DOES_NOT,服务器最大天赋不存在
STR_MOD_TALENT_TALENT_HAS_REACHED_ITS_MAXIMUM,天赋已经达到最大等级
STR_MOD_TALENT_TALENT_ACTIVATION_CONSUMPTION_CONFIGURATION_DOES,天赋激活消耗配置不存在
STR_MOD_TASK_NO_REWARD_IS_PAYABLE,无奖励可领取
STR_MOD_TASK_LACK_OF_ARISTOCRATIC_RANK,贵族等级不足
STR_MOD_TASK_CANT_RECEIVE_REPEATEDLY,不能重复领取
STR_MOD_TASK_CONSUMPTION_CONFIGURATION_ERROR,消耗配置错误
STR_MOD_TASK_INSUFFICIENT_TREASURE,元宝不足
STR_MOD_TEAM_TEAM_TYPE_ERROR,队伍类型错误
STR_MOD_TEAM_TEAM_INFORMATION_DOES_NOT_EXIST,队伍信息不存在
STR_MOD_TEAM_TEAM_INFORMATION_IS_EMPTY,队伍信息为空
STR_MOD_TEAM_HEROIC_CONFIGURATION_DOES_NOT_EXIST,英雄配置不存在
STR_MOD_TEAM_ERROR_OF_HERO_TYPE_IN,上阵英雄类型错误
STR_MOD_TEAM_HEROES_DONT_EXIST_IN_BATTLE,上阵英雄不存在
STR_MOD_TEAM_CURRENTLY_THE_BIG_BEAST_CANT,当前巨兽无法上阵
STR_MOD_TEAMPOS_INDEX_IS_NOT_VALID,索引无效
STR_MOD_TEAMPOS_ITS_ALREADY_IN_ACTION,已经上阵了
STR_MOD_TECH_SCIENCE_AND_TECHNOLOGY_ALLOCATION_DOES,科技配置不存在
STR_MOD_TECH_CONFIGURATION_DOES_NOT_EXIST_PCURRENT,配置不存在， pCurrent == nil
STR_MOD_TECH_SCIENCE_AND_TECHNOLOGY_REACH_THE,科技达到最大等级
STR_MOD_TECH_LACK_OF_PLAYER_RANKING,玩家等级不足
STR_MOD_TECH_ERRORS_IN_PRE-MISSION_SCIENTIFIC_AND,任务前置科技条件错误
STR_MOD_TECH_INSUFFICIENT_UPGRADING_CONDITIONS,升级条件不足
STR_MOD_TECH_ALL_SECONDS_CD_CONFIGURATION_ERROR,全部秒cd配置错误
STR_MOD_TECH_ONLY_ONE_CAN_BE_UPGRADED,同一时间只有一个能升级
STR_MOD_TECH_SCIENCE_AND_TECHNOLOGY_RESEARCH_COHORT,科技研究队列不存在
STR_MOD_TECH_UNACCELERATED_COMPLETED_QUEUES,不可加速已经完成的队列
STR_MOD_TECH_SCIENCE_AND_TECHNOLOGY_WITHOUT_A,无一键完成的科技
STR_MOD_TECH_CANNOT_CANCEL_COMPLETED_QUEUES,不可取消已经完成的队列
STR_MOD_TECH_IF_THERE_IS_NO_TECHNOLOGY,没有可以升级的科技， 客户端发送完成科技请求无效
STR_MOD_TECH_CONFIGURATION_DOES_NOT_EXIST,配置不存在
STR_MOD_TECH_THE_CUMULATIVE_TOTAL_QUEUE_LENGTH,队列累计总时长已超过上限
STR_MOD_TECH_TIME_ALLOCATION_OF_SCIENCE_AND,科技时间配置不存在
STR_MOD_TECH_TECHNOLOGY_TIME_CONFIG_CDTIME_=,科技时间配置timeConfig.CdTime == 0
STR_MOD_TIGER_HEROES_DO_NOT_EXIST,英雄不存在
STR_MOD_TIGER_THERE_IS_NO_SEAL_ON,英雄身上没有圣印
STR_MOD_TIGER_ILLEGAL_OPERATION_OF_SPECIAL_EFFECTS,操作的特技序号不合法(1~10)
STR_MOD_TIGER_SPECIAL_EFFECTS_ARE_NOT_ACTIVATED,特技没有激活
STR_MOD_TIGER_SPECIAL_EFFECTS_DO_NOT_NEED,特技不需要重置
STR_MOD_TIGER_SPECIAL_EFFECTS_CONFIGURATION_DOES_NOT,特技配置不存在
STR_MOD_TIGER_SPECIAL_EFFECTS_RESET_CONFIGURATION_DOES,特技重置配置不存在
STR_MOD_TIGER_LACK_OF_PROPS,道具不足
STR_MOD_TIGER_PROJECTS_CONFIGURATION_DOES_NOT_EXIST,道具配置不存在
STR_MOD_TIGER_DIAMOND_SHORTAGE,钻石不足
STR_MOD_TIGER_THE_MAXIMUM_NUMBER_OF_SEALS,圣印个数已经达到最大上限
STR_MOD_TIGER_POSITION_SUBSCRIPT_ERROR,阵位下标错误
STR_MOD_TIGER_NO_BATTLE_TYPE_EXISTS,上阵类型不存在
STR_MOD_TIGER_HEROES_WHO_ARE_NOT_IN,当前阵位没有上阵的英雄
STR_MOD_TIGER_SEAL_DOES_NOT_EXIST,圣印不存在
STR_MOD_TIGER_SEAL_CONFIGURATION_DOES_NOT_EXIST,圣印配置不存在
STR_MOD_TIGER_THE_PROTAGONISTS_CURRENT_RANK_IS,您当前等级不足， 无法进行精炼
STR_MOD_TIGER_CURRENT_SEAL_CONFIGURATION_ERROR,当前圣印配置错误
STR_MOD_TIGER_PLEASE_BREAK_THROUGH_THE_SEAL,请先进行圣印突破
STR_MOD_TIGER_SEAL_CLASSIFICATION_FULL,圣印等级已满
STR_MOD_TIGER_SEAL_OF_HOLY_SEAL_HAS,圣印已经升阶到顶级， 无法突破
STR_MOD_TIGER_THE_SEAL_OF_HOLY_SEAL,当前圣印无法突破
STR_MOD_TIGER_AT_PRESENT_THE_SEAL_OF,当前圣印没有全部激活，无法突破
STR_MOD_TIGER_THE_PROTAGONISTS_CURRENT_RANK_IS,您当前等级不足， 无法进行突破
STR_MOD_TIGER_BREAKTHROUGH_CONFIGURATION_DOES_NOT_EXIST,突破配置不存在
STR_MOD_TIGER_THE_SELECTED_STUNT_CONFIGURATION_DOES,选择的特技配置不存在
STR_MOD_TIGER_SEAL_OF_HOLY_SEAL_IS,圣印等级不足， 无法选择
STR_MOD_TIGER_NOT_EQUIPPED_WITH_THE_SAME,不能装备相同的特技
STR_MOD_TIGER_SPECIAL_EFFECTS_HAVE_BEEN_CHOSEN,特技已经选择过了
STR_MOD_TIGER_SPECIAL_EFFECTS_HAVE_REACHED_THEIR,特技已经达到最大等级
STR_MOD_TIGER_SPECIAL_EFFECTS_UPGRADE_CONFIGURATION_DOES,特技升级配置不存在
STR_MOD_TIGER_INSUFFICIENT_SEAL_ID_REQUIRED,所需的圣印Id不足
STR_MOD_TOP_ILLEGAL_CAMP,阵营不合法
STR_MOD_TOWER_INSUFFICIENT_GRADE,等级不足
STR_MOD_TOWER_ARISTOCRACY_DOES_NOT_EXIST,贵族配置不存在
STR_MOD_TOWER_MAXIMUM_NUMBER_OF_RESETS,达到最大重置次数
STR_MOD_TOWER_CURRENT_LAYER_ERROR,当前层数错误
STR_MOD_TOWER_ERROR_CLIMBING_TOWER_TYPE_3,爬塔类型错误(3 or 4 ok)
STR_MOD_TREASURE_WU_WILL_NOT_EXIST,武将不存在
STR_MOD_TREASURE_THERE_IS_NO_HEROIC_TREASURE,英雄宝物配置不存在
STR_MOD_TREASURE_THERE_IS_NO_TREASURE_ON,武将身上没有宝物
STR_MOD_TREASURE_THE_TREASURES_OF_MILITARY_GENERALS,武将宝物未装备满
STR_MOD_TREASURE_THE_TREASURE_IS_AWAKENED_AND,宝物已经觉醒无法脱下
STR_MOD_TREASURE_HEROIC_TREASURES_HAVE_BEEN_AWAKENED,英雄宝物配已经觉醒，无法穿戴
