id,lv_limits,stage,level,advanced_group,cost_item1,cost_num1,cost_item2,cost_num2,slot_type1,slot_value1,slot_type2,slot_value2,slot_type3,slot_value3,slot_type4,slot_value4,slot_type5,slot_value5,slot_type6,slot_value6,slot_type7,slot_value7,fight1,fight2,fight3,fight4,fight5,fight6,fight7
340,0,6,40,0,91000031,13000,0,0,6,370030,7,37010,8,37010,9,74010,10,74010,29,37010,30,37010,7400600,3701000,3701000,3700500,3700500,3701000,3701000
341,0,6,41,0,91000031,13000,0,0,6,371560,7,37160,8,37160,9,74320,10,74320,29,37160,30,37160,7431200,3716000,3716000,3716000,3716000,3716000,3716000
342,0,6,42,0,91000031,13000,0,0,6,373090,7,37310,8,37310,9,74620,10,74620,29,37310,30,37310,7461800,3731000,3731000,3731000,3731000,3731000,3731000
343,0,6,43,0,91000031,13000,0,0,6,374620,7,37470,8,37470,9,74930,10,74930,29,37470,30,37470,7492400,3747000,3747000,3746500,3746500,3747000,3747000
344,0,6,44,0,91000031,14000,0,0,6,376150,7,37620,8,37620,9,75240,10,75240,29,37620,30,37620,7523000,3762000,3762000,3762000,3762000,3762000,3762000
345,0,6,45,0,91000031,14000,0,0,6,377690,7,37770,8,37770,9,75540,10,75540,29,37770,30,37770,7553800,3777000,3777000,3777000,3777000,3777000,3777000
346,0,6,46,0,91000031,14000,0,0,6,379230,7,37930,8,37930,9,75850,10,75850,29,37930,30,37930,7584600,3793000,3793000,3792500,3792500,3793000,3793000
347,0,6,47,0,91000031,14000,0,0,6,380770,7,38080,8,38080,9,76160,10,76160,29,38080,30,38080,7615400,3808000,3808000,3808000,3808000,3808000,3808000
348,0,6,48,0,91000031,14000,0,0,6,382310,7,38240,8,38240,9,76470,10,76470,29,38240,30,38240,7646200,3824000,3824000,3823500,3823500,3824000,3824000
349,0,6,49,0,91000031,14000,0,0,6,383850,7,38390,8,38390,9,76780,10,76780,29,38390,30,38390,7677000,3839000,3839000,3839000,3839000,3839000,3839000
350,0,6,50,7,91000031,14000,0,0,6,385400,7,38540,8,38540,9,77080,10,77080,29,38540,30,38540,7708000,3854000,3854000,3854000,3854000,3854000,3854000
351,0,7,1,0,91000031,14000,0,0,6,386940,7,38700,8,38700,9,77390,10,77390,29,38700,30,38700,7738800,3870000,3870000,3869500,3869500,3870000,3870000
352,0,7,2,0,91000031,14000,0,0,6,388490,7,38850,8,38850,9,77700,10,77700,29,38850,30,38850,7769800,3885000,3885000,3885000,3885000,3885000,3885000
353,0,7,3,0,91000031,14000,0,0,6,390040,7,39010,8,39010,9,78010,10,78010,29,39010,30,39010,7800800,3901000,3901000,3900500,3900500,3901000,3901000
354,0,7,4,0,91000031,14000,0,0,6,391590,7,39160,8,39160,9,78320,10,78320,29,39160,30,39160,7831800,3916000,3916000,3916000,3916000,3916000,3916000
355,0,7,5,0,91000031,14000,0,0,6,393150,7,39320,8,39320,9,78630,10,78630,29,39320,30,39320,7863000,3932000,3932000,3931500,3931500,3932000,3932000
356,0,7,6,0,91000031,14000,0,0,6,394700,7,39480,8,39480,9,78950,10,78950,29,39480,30,39480,7894000,3948000,3948000,3947500,3947500,3948000,3948000
357,0,7,7,0,91000031,14000,0,0,6,396260,7,39630,8,39630,9,79260,10,79260,29,39630,30,39630,7925200,3963000,3963000,3963000,3963000,3963000,3963000
358,0,7,8,0,91000031,14000,0,0,6,397820,7,39790,8,39790,9,79570,10,79570,29,39790,30,39790,7956400,3979000,3979000,3978500,3978500,3979000,3979000
359,0,7,9,0,91000031,14000,0,0,6,399380,7,39940,8,39940,9,79880,10,79880,29,39940,30,39940,7987600,3994000,3994000,3994000,3994000,3994000,3994000
360,0,7,10,0,91000031,14000,0,0,6,400940,7,40100,8,40100,9,80190,10,80190,29,40100,30,40100,8018800,4010000,4010000,4009500,4009500,4010000,4010000
361,0,7,11,0,91000031,15000,0,0,6,402510,7,40260,8,40260,9,80510,10,80510,29,40260,30,40260,8050200,4026000,4026000,4025500,4025500,4026000,4026000
362,0,7,12,0,91000031,15000,0,0,6,404070,7,40410,8,40410,9,80820,10,80820,29,40410,30,40410,8081400,4041000,4041000,4041000,4041000,4041000,4041000
363,0,7,13,0,91000031,15000,0,0,6,405640,7,40570,8,40570,9,81130,10,81130,29,40570,30,40570,8112800,4057000,4057000,4056500,4056500,4057000,4057000
364,0,7,14,0,91000031,15000,0,0,6,407210,7,40730,8,40730,9,81450,10,81450,29,40730,30,40730,8144200,4073000,4073000,4072500,4072500,4073000,4073000
365,0,7,15,0,91000031,15000,0,0,6,408780,7,40880,8,40880,9,81760,10,81760,29,40880,30,40880,8175600,4088000,4088000,4088000,4088000,4088000,4088000
366,0,7,16,0,91000031,15000,0,0,6,410360,7,41040,8,41040,9,82080,10,82080,29,41040,30,41040,8207200,4104000,4104000,4104000,4104000,4104000,4104000
367,0,7,17,0,91000031,15000,0,0,6,411930,7,41200,8,41200,9,82390,10,82390,29,41200,30,41200,8238600,4120000,4120000,4119500,4119500,4120000,4120000
368,0,7,18,0,91000031,15000,0,0,6,413510,7,41360,8,41360,9,82710,10,82710,29,41360,30,41360,8270200,4136000,4136000,4135500,4135500,4136000,4136000
369,0,7,19,0,91000031,15000,0,0,6,415080,7,41510,8,41510,9,83020,10,83020,29,41510,30,41510,8301600,4151000,4151000,4151000,4151000,4151000,4151000
370,0,7,20,0,91000031,15000,0,0,6,416660,7,41670,8,41670,9,83340,10,83340,29,41670,30,41670,8333200,4167000,4167000,4167000,4167000,4167000,4167000
371,0,7,21,0,91000031,15000,0,0,6,418250,7,41830,8,41830,9,83650,10,83650,29,41830,30,41830,8365000,4183000,4183000,4182500,4182500,4183000,4183000
372,0,7,22,0,91000031,15000,0,0,6,419830,7,41990,8,41990,9,83970,10,83970,29,41990,30,41990,8396600,4199000,4199000,4198500,4198500,4199000,4199000
373,0,7,23,0,91000031,16000,0,0,6,421410,7,42150,8,42150,9,84290,10,84290,29,42150,30,42150,8428200,4215000,4215000,4214500,4214500,4215000,4215000
374,0,7,24,0,91000031,16000,0,0,6,423000,7,42310,8,42310,9,84610,10,84610,29,42310,30,42310,8460000,4231000,4231000,4230500,4230500,4231000,4231000
375,0,7,25,0,91000031,16000,0,0,6,424590,7,42460,8,42460,9,84920,10,84920,29,42460,30,42460,8491800,4246000,4246000,4246000,4246000,4246000,4246000
376,0,7,26,0,91000031,16000,0,0,6,426180,7,42620,8,42620,9,85240,10,85240,29,42620,30,42620,8523600,4262000,4262000,4262000,4262000,4262000,4262000
377,0,7,27,0,91000031,16000,0,0,6,427770,7,42780,8,42780,9,85560,10,85560,29,42780,30,42780,8555400,4278000,4278000,4278000,4278000,4278000,4278000
378,0,7,28,0,91000031,16000,0,0,6,429360,7,42940,8,42940,9,85880,10,85880,29,42940,30,42940,8587200,4294000,4294000,4294000,4294000,4294000,4294000
379,0,7,29,0,91000031,16000,0,0,6,430960,7,43100,8,43100,9,86200,10,86200,29,43100,30,43100,8619200,4310000,4310000,4310000,4310000,4310000,4310000
380,0,7,30,0,91000031,16000,0,0,6,432560,7,43260,8,43260,9,86520,10,86520,29,43260,30,43260,8651200,4326000,4326000,4326000,4326000,4326000,4326000
381,0,7,31,0,91000031,16000,0,0,6,434150,7,43420,8,43420,9,86840,10,86840,29,43420,30,43420,8683000,4342000,4342000,4342000,4342000,4342000,4342000
382,0,7,32,0,91000031,16000,0,0,6,435750,7,43580,8,43580,9,87160,10,87160,29,43580,30,43580,8715000,4358000,4358000,4358000,4358000,4358000,4358000
383,0,7,33,0,91000031,16000,0,0,6,437360,7,43740,8,43740,9,87480,10,87480,29,43740,30,43740,8747200,4374000,4374000,4374000,4374000,4374000,4374000
384,0,7,34,0,91000031,16000,0,0,6,438960,7,43900,8,43900,9,87800,10,87800,29,43900,30,43900,8779200,4390000,4390000,4390000,4390000,4390000,4390000
385,0,7,35,0,91000031,17000,0,0,6,440570,7,44060,8,44060,9,88120,10,88120,29,44060,30,44060,8811400,4406000,4406000,4406000,4406000,4406000,4406000
386,0,7,36,0,91000031,17000,0,0,6,442170,7,44220,8,44220,9,88440,10,88440,29,44220,30,44220,8843400,4422000,4422000,4422000,4422000,4422000,4422000
387,0,7,37,0,91000031,17000,0,0,6,443780,7,44380,8,44380,9,88760,10,88760,29,44380,30,44380,8875600,4438000,4438000,4438000,4438000,4438000,4438000
388,0,7,38,0,91000031,17000,0,0,6,445390,7,44540,8,44540,9,89080,10,89080,29,44540,30,44540,8907800,4454000,4454000,4454000,4454000,4454000,4454000
389,0,7,39,0,91000031,17000,0,0,6,447000,7,44710,8,44710,9,89410,10,89410,29,44710,30,44710,8940000,4471000,4471000,4470500,4470500,4471000,4471000
390,0,7,40,0,91000031,17000,0,0,6,448620,7,44870,8,44870,9,89730,10,89730,29,44870,30,44870,8972400,4487000,4487000,4486500,4486500,4487000,4487000
391,0,7,41,0,91000031,17000,0,0,6,450230,7,45030,8,45030,9,90050,10,90050,29,45030,30,45030,9004600,4503000,4503000,4502500,4502500,4503000,4503000
392,0,7,42,0,91000031,17000,0,0,6,451850,7,45190,8,45190,9,90370,10,90370,29,45190,30,45190,9037000,4519000,4519000,4518500,4518500,4519000,4519000
393,0,7,43,0,91000031,17000,0,0,6,453470,7,45350,8,45350,9,90700,10,90700,29,45350,30,45350,9069400,4535000,4535000,4535000,4535000,4535000,4535000
394,0,7,44,0,91000031,17000,0,0,6,455090,7,45510,8,45510,9,91020,10,91020,29,45510,30,45510,9101800,4551000,4551000,4551000,4551000,4551000,4551000
395,0,7,45,0,91000031,17000,0,0,6,456710,7,45680,8,45680,9,91350,10,91350,29,45680,30,45680,9134200,4568000,4568000,4567500,4567500,4568000,4568000
396,0,7,46,0,91000031,17000,0,0,6,458330,7,45840,8,45840,9,91670,10,91670,29,45840,30,45840,9166600,4584000,4584000,4583500,4583500,4584000,4584000
397,0,7,47,0,91000031,18000,0,0,6,459960,7,46000,8,46000,9,92000,10,92000,29,46000,30,46000,9199200,4600000,4600000,4600000,4600000,4600000,4600000
398,0,7,48,0,91000031,18000,0,0,6,461590,7,46160,8,46160,9,92320,10,92320,29,46160,30,46160,9231800,4616000,4616000,4616000,4616000,4616000,4616000
399,0,7,49,0,91000031,18000,0,0,6,463210,7,46330,8,46330,9,92650,10,92650,29,46330,30,46330,9264200,4633000,4633000,4632500,4632500,4633000,4633000
400,0,7,50,8,91000031,18000,0,0,6,464840,7,46490,8,46490,9,92970,10,92970,29,46490,30,46490,9296800,4649000,4649000,4648500,4648500,4649000,4649000
401,0,8,1,0,91000031,18000,0,0,6,466480,7,46650,8,46650,9,93300,10,93300,29,46650,30,46650,9329600,4665000,4665000,4665000,4665000,4665000,4665000
402,0,8,2,0,91000031,18000,0,0,6,468110,7,46820,8,46820,9,93630,10,93630,29,46820,30,46820,9362200,4682000,4682000,4681500,4681500,4682000,4682000
403,0,8,3,0,91000031,18000,0,0,6,469740,7,46980,8,46980,9,93950,10,93950,29,46980,30,46980,9394800,4698000,4698000,4697500,4697500,4698000,4698000
404,0,8,4,0,91000031,19000,0,0,6,471380,7,47140,8,47140,9,94280,10,94280,29,47140,30,47140,9427600,4714000,4714000,4714000,4714000,4714000,4714000
405,0,8,5,0,91000031,19000,0,0,6,473020,7,47310,8,47310,9,94610,10,94610,29,47310,30,47310,9460400,4731000,4731000,4730500,4730500,4731000,4731000
406,0,8,6,0,91000031,19000,0,0,6,474660,7,47470,8,47470,9,94940,10,94940,29,47470,30,47470,9493200,4747000,4747000,4747000,4747000,4747000,4747000
407,0,8,7,0,91000031,19000,0,0,6,476300,7,47630,8,47630,9,95260,10,95260,29,47630,30,47630,9526000,4763000,4763000,4763000,4763000,4763000,4763000
408,0,8,8,0,91000031,19000,0,0,6,477940,7,47800,8,47800,9,95590,10,95590,29,47800,30,47800,9558800,4780000,4780000,4779500,4779500,4780000,4780000
409,0,8,9,0,91000031,19000,0,0,6,479590,7,47960,8,47960,9,95920,10,95920,29,47960,30,47960,9591800,4796000,4796000,4796000,4796000,4796000,4796000
410,0,8,10,0,91000031,19000,0,0,6,481230,7,48130,8,48130,9,96250,10,96250,29,48130,30,48130,9624600,4813000,4813000,4812500,4812500,4813000,4813000
411,0,8,11,0,91000031,19000,0,0,6,482880,7,48290,8,48290,9,96580,10,96580,29,48290,30,48290,9657600,4829000,4829000,4829000,4829000,4829000,4829000
412,0,8,12,0,91000031,19000,0,0,6,484530,7,48460,8,48460,9,96910,10,96910,29,48460,30,48460,9690600,4846000,4846000,4845500,4845500,4846000,4846000
413,0,8,13,0,91000031,19000,0,0,6,486180,7,48620,8,48620,9,97240,10,97240,29,48620,30,48620,9723600,4862000,4862000,4862000,4862000,4862000,4862000
414,0,8,14,0,91000031,19000,0,0,6,487840,7,48790,8,48790,9,97570,10,97570,29,48790,30,48790,9756800,4879000,4879000,4878500,4878500,4879000,4879000
415,0,8,15,0,91000031,19000,0,0,6,489490,7,48950,8,48950,9,97900,10,97900,29,48950,30,48950,9789800,4895000,4895000,4895000,4895000,4895000,4895000
416,0,8,16,0,91000031,19000,0,0,6,491150,7,49120,8,49120,9,98230,10,98230,29,49120,30,49120,9823000,4912000,4912000,4911500,4911500,4912000,4912000
417,0,8,17,0,91000031,20000,0,0,6,492800,7,49290,8,49290,9,98570,10,98570,29,49290,30,49290,9856000,4929000,4929000,4928500,4928500,4929000,4929000
418,0,8,18,0,91000031,20000,0,0,6,494460,7,49450,8,49450,9,98900,10,98900,29,49450,30,49450,9889200,4945000,4945000,4945000,4945000,4945000,4945000
419,0,8,19,0,91000031,20000,0,0,6,496120,7,49620,8,49620,9,99230,10,99230,29,49620,30,49620,9922400,4962000,4962000,4961500,4961500,4962000,4962000
420,0,8,20,0,91000031,20000,0,0,6,497790,7,49780,8,49780,9,99560,10,99560,29,49780,30,49780,9955800,4978000,4978000,4978000,4978000,4978000,4978000
421,0,8,21,0,91000031,20000,0,0,6,499450,7,49950,8,49950,9,99890,10,99890,29,49950,30,49950,9989000,4995000,4995000,4994500,4994500,4995000,4995000
422,0,8,22,0,91000031,20000,0,0,6,501110,7,50120,8,50120,9,100230,10,100230,29,50120,30,50120,10022200,5012000,5012000,5011500,5011500,5012000,5012000
423,0,8,23,0,91000031,20000,0,0,6,502780,7,50280,8,50280,9,100560,10,100560,29,50280,30,50280,10055600,5028000,5028000,5028000,5028000,5028000,5028000
424,0,8,24,0,91000031,20000,0,0,6,504450,7,50450,8,50450,9,100900,10,100900,29,50450,30,50450,10089000,5045000,5045000,5045000,5045000,5045000,5045000
425,0,8,25,0,91000031,20000,0,0,6,506120,7,50620,8,50620,9,101230,10,101230,29,50620,30,50620,10122400,5062000,5062000,5061500,5061500,5062000,5062000
426,0,8,26,0,91000031,20000,0,0,6,507790,7,50780,8,50780,9,101560,10,101560,29,50780,30,50780,10155800,5078000,5078000,5078000,5078000,5078000,5078000
427,0,8,27,0,91000031,20000,0,0,6,509470,7,50950,8,50950,9,101900,10,101900,29,50950,30,50950,10189400,5095000,5095000,5095000,5095000,5095000,5095000
428,0,8,28,0,91000031,20000,0,0,6,511140,7,51120,8,51120,9,102230,10,102230,29,51120,30,51120,10222800,5112000,5112000,5111500,5111500,5112000,5112000
429,0,8,29,0,91000031,21000,0,0,6,512820,7,51290,8,51290,9,102570,10,102570,29,51290,30,51290,10256400,5129000,5129000,5128500,5128500,5129000,5129000
430,0,8,30,0,91000031,21000,0,0,6,514500,7,51450,8,51450,9,102900,10,102900,29,51450,30,51450,10290000,5145000,5145000,5145000,5145000,5145000,5145000
431,0,8,31,0,91000031,21000,0,0,6,516170,7,51620,8,51620,9,103240,10,103240,29,51620,30,51620,10323400,5162000,5162000,5162000,5162000,5162000,5162000
432,0,8,32,0,91000031,21000,0,0,6,517860,7,51790,8,51790,9,103580,10,103580,29,51790,30,51790,10357200,5179000,5179000,5179000,5179000,5179000,5179000
433,0,8,33,0,91000031,21000,0,0,6,519540,7,51960,8,51960,9,103910,10,103910,29,51960,30,51960,10390800,5196000,5196000,5195500,5195500,5196000,5196000
434,0,8,34,0,91000031,21000,0,0,6,521220,7,52130,8,52130,9,104250,10,104250,29,52130,30,52130,10424400,5213000,5213000,5212500,5212500,5213000,5213000
435,0,8,35,0,91000031,21000,0,0,6,522910,7,52300,8,52300,9,104590,10,104590,29,52300,30,52300,10458200,5230000,5230000,5229500,5229500,5230000,5230000
436,0,8,36,0,91000031,21000,0,0,6,524600,7,52460,8,52460,9,104920,10,104920,29,52460,30,52460,10492000,5246000,5246000,5246000,5246000,5246000,5246000
437,0,8,37,0,91000031,21000,0,0,6,526290,7,52630,8,52630,9,105260,10,105260,29,52630,30,52630,10525800,5263000,5263000,5263000,5263000,5263000,5263000
438,0,8,38,0,91000031,21000,0,0,6,527980,7,52800,8,52800,9,105600,10,105600,29,52800,30,52800,10559600,5280000,5280000,5280000,5280000,5280000,5280000
439,0,8,39,0,91000031,21000,0,0,6,529670,7,52970,8,52970,9,105940,10,105940,29,52970,30,52970,10593400,5297000,5297000,5297000,5297000,5297000,5297000
440,0,8,40,0,91000031,21000,0,0,6,531360,7,53140,8,53140,9,106280,10,106280,29,53140,30,53140,10627200,5314000,5314000,5314000,5314000,5314000,5314000
441,0,8,41,0,91000031,22000,0,0,6,533060,7,53310,8,53310,9,106620,10,106620,29,53310,30,53310,10661200,5331000,5331000,5331000,5331000,5331000,5331000
442,0,8,42,0,91000031,22000,0,0,6,534750,7,53480,8,53480,9,106960,10,106960,29,53480,30,53480,10695000,5348000,5348000,5348000,5348000,5348000,5348000
443,0,8,43,0,91000031,22000,0,0,6,536450,7,53650,8,53650,9,107300,10,107300,29,53650,30,53650,10729000,5365000,5365000,5365000,5365000,5365000,5365000
444,0,8,44,0,91000031,22000,0,0,6,538150,7,53820,8,53820,9,107640,10,107640,29,53820,30,53820,10763000,5382000,5382000,5382000,5382000,5382000,5382000
445,0,8,45,0,91000031,22000,0,0,6,539850,7,53990,8,53990,9,107980,10,107980,29,53990,30,53990,10797000,5399000,5399000,5399000,5399000,5399000,5399000
446,0,8,46,0,91000031,22000,0,0,6,541560,7,54160,8,54160,9,108320,10,108320,29,54160,30,54160,10831200,5416000,5416000,5416000,5416000,5416000,5416000
447,0,8,47,0,91000031,22000,0,0,6,543260,7,54330,8,54330,9,108660,10,108660,29,54330,30,54330,10865200,5433000,5433000,5433000,5433000,5433000,5433000
448,0,8,48,0,91000031,22000,0,0,6,544970,7,54500,8,54500,9,109000,10,109000,29,54500,30,54500,10899400,5450000,5450000,5450000,5450000,5450000,5450000
449,0,8,49,0,91000031,22000,0,0,6,546670,7,54670,8,54670,9,109340,10,109340,29,54670,30,54670,10933400,5467000,5467000,5467000,5467000,5467000,5467000
450,0,8,50,9,91000031,22000,0,0,6,548380,7,54840,8,54840,9,109680,10,109680,29,54840,30,54840,10967600,5484000,5484000,5484000,5484000,5484000,5484000
451,0,9,1,0,91000031,24000,0,0,6,550090,7,55010,8,55010,9,110020,10,110020,29,55010,30,55010,11001800,5501000,5501000,5501000,5501000,5501000,5501000
452,0,9,2,0,91000031,24000,0,0,6,551810,7,55190,8,55190,9,110370,10,110370,29,55190,30,55190,11036200,5519000,5519000,5518500,5518500,5519000,5519000
453,0,9,3,0,91000031,24000,0,0,6,553520,7,55360,8,55360,9,110710,10,110710,29,55360,30,55360,11070400,5536000,5536000,5535500,5535500,5536000,5536000
454,0,9,4,0,91000031,24000,0,0,6,555230,7,55530,8,55530,9,111050,10,111050,29,55530,30,55530,11104600,5553000,5553000,5552500,5552500,5553000,5553000
455,0,9,5,0,91000031,24000,0,0,6,556950,7,55700,8,55700,9,111400,10,111400,29,55700,30,55700,11139000,5570000,5570000,5570000,5570000,5570000,5570000
456,0,9,6,0,91000031,24000,0,0,6,558670,7,55870,8,55870,9,111740,10,111740,29,55870,30,55870,11173400,5587000,5587000,5587000,5587000,5587000,5587000
457,0,9,7,0,91000031,25000,0,0,6,560390,7,56040,8,56040,9,112080,10,112080,29,56040,30,56040,11207800,5604000,5604000,5604000,5604000,5604000,5604000
458,0,9,8,0,91000031,25000,0,0,6,562110,7,56220,8,56220,9,112430,10,112430,29,56220,30,56220,11242200,5622000,5622000,5621500,5621500,5622000,5622000
459,0,9,9,0,91000031,25000,0,0,6,563830,7,56390,8,56390,9,112770,10,112770,29,56390,30,56390,11276600,5639000,5639000,5638500,5638500,5639000,5639000
460,0,9,10,0,91000031,25000,0,0,6,565560,7,56560,8,56560,9,113120,10,113120,29,56560,30,56560,11311200,5656000,5656000,5656000,5656000,5656000,5656000
461,0,9,11,0,91000031,25000,0,0,6,567280,7,56730,8,56730,9,113460,10,113460,29,56730,30,56730,11345600,5673000,5673000,5673000,5673000,5673000,5673000
462,0,9,12,0,91000031,25000,0,0,6,569010,7,56910,8,56910,9,113810,10,113810,29,56910,30,56910,11380200,5691000,5691000,5690500,5690500,5691000,5691000
463,0,9,13,0,91000031,25000,0,0,6,570740,7,57080,8,57080,9,114150,10,114150,29,57080,30,57080,11414800,5708000,5708000,5707500,5707500,5708000,5708000
464,0,9,14,0,91000031,25000,0,0,6,572470,7,57250,8,57250,9,114500,10,114500,29,57250,30,57250,11449400,5725000,5725000,5725000,5725000,5725000,5725000
465,0,9,15,0,91000031,25000,0,0,6,574200,7,57420,8,57420,9,114840,10,114840,29,57420,30,57420,11484000,5742000,5742000,5742000,5742000,5742000,5742000
466,0,9,16,0,91000031,25000,0,0,6,575930,7,57600,8,57600,9,115190,10,115190,29,57600,30,57600,11518600,5760000,5760000,5759500,5759500,5760000,5760000
467,0,9,17,0,91000031,25000,0,0,6,577670,7,57770,8,57770,9,115540,10,115540,29,57770,30,57770,11553400,5777000,5777000,5777000,5777000,5777000,5777000
468,0,9,18,0,91000031,25000,0,0,6,579400,7,57950,8,57950,9,115890,10,115890,29,57950,30,57950,11588000,5795000,5795000,5794500,5794500,5795000,5795000
469,0,9,19,0,91000031,26000,0,0,6,581140,7,58120,8,58120,9,116230,10,116230,29,58120,30,58120,11622800,5812000,5812000,5811500,5811500,5812000,5812000
470,0,9,20,0,91000031,26000,0,0,6,582880,7,58290,8,58290,9,116580,10,116580,29,58290,30,58290,11657600,5829000,5829000,5829000,5829000,5829000,5829000
471,0,9,21,0,91000031,26000,0,0,6,584620,7,58470,8,58470,9,116930,10,116930,29,58470,30,58470,11692400,5847000,5847000,5846500,5846500,5847000,5847000
472,0,9,22,0,91000031,26000,0,0,6,586360,7,58640,8,58640,9,117280,10,117280,29,58640,30,58640,11727200,5864000,5864000,5864000,5864000,5864000,5864000
473,0,9,23,0,91000031,26000,0,0,6,588110,7,58820,8,58820,9,117630,10,117630,29,58820,30,58820,11762200,5882000,5882000,5881500,5881500,5882000,5882000
474,0,9,24,0,91000031,26000,0,0,6,589850,7,58990,8,58990,9,117980,10,117980,29,58990,30,58990,11797000,5899000,5899000,5899000,5899000,5899000,5899000
475,0,9,25,0,91000031,26000,0,0,6,591600,7,59160,8,59160,9,118320,10,118320,29,59160,30,59160,11832000,5916000,5916000,5916000,5916000,5916000,5916000
476,0,9,26,0,91000031,26000,0,0,6,593350,7,59340,8,59340,9,118670,10,118670,29,59340,30,59340,11867000,5934000,5934000,5933500,5933500,5934000,5934000
477,0,9,27,0,91000031,26000,0,0,6,595090,7,59510,8,59510,9,119020,10,119020,29,59510,30,59510,11901800,5951000,5951000,5951000,5951000,5951000,5951000
478,0,9,28,0,91000031,26000,0,0,6,596850,7,59690,8,59690,9,119370,10,119370,29,59690,30,59690,11937000,5969000,5969000,5968500,5968500,5969000,5969000
479,0,9,29,0,91000031,26000,0,0,6,598600,7,59860,8,59860,9,119720,10,119720,29,59860,30,59860,11972000,5986000,5986000,5986000,5986000,5986000,5986000
480,0,9,30,0,91000031,26000,0,0,6,600350,7,60040,8,60040,9,120080,10,120080,29,60040,30,60040,12007000,6004000,6004000,6004000,6004000,6004000,6004000
481,0,9,31,0,91000031,27000,0,0,6,602110,7,60220,8,60220,9,120430,10,120430,29,60220,30,60220,12042200,6022000,6022000,6021500,6021500,6022000,6022000
482,0,9,32,0,91000031,27000,0,0,6,603860,7,60390,8,60390,9,120780,10,120780,29,60390,30,60390,12077200,6039000,6039000,6039000,6039000,6039000,6039000
483,0,9,33,0,91000031,27000,0,0,6,605620,7,60570,8,60570,9,121130,10,121130,29,60570,30,60570,12112400,6057000,6057000,6056500,6056500,6057000,6057000
484,0,9,34,0,91000031,27000,0,0,6,607380,7,60740,8,60740,9,121480,10,121480,29,60740,30,60740,12147600,6074000,6074000,6074000,6074000,6074000,6074000
485,0,9,35,0,91000031,27000,0,0,6,609140,7,60920,8,60920,9,121830,10,121830,29,60920,30,60920,12182800,6092000,6092000,6091500,6091500,6092000,6092000
486,0,9,36,0,91000031,27000,0,0,6,610910,7,61100,8,61100,9,122190,10,122190,29,61100,30,61100,12218200,6110000,6110000,6109500,6109500,6110000,6110000
487,0,9,37,0,91000031,27000,0,0,6,612670,7,61270,8,61270,9,122540,10,122540,29,61270,30,61270,12253400,6127000,6127000,6127000,6127000,6127000,6127000
488,0,9,38,0,91000031,27000,0,0,6,614440,7,61450,8,61450,9,122890,10,122890,29,61450,30,61450,12288800,6145000,6145000,6144500,6144500,6145000,6145000
489,0,9,39,0,91000031,27000,0,0,6,616200,7,61630,8,61630,9,123250,10,123250,29,61630,30,61630,12324000,6163000,6163000,6162500,6162500,6163000,6163000
490,0,9,40,0,91000031,27000,0,0,6,617970,7,61800,8,61800,9,123600,10,123600,29,61800,30,61800,12359400,6180000,6180000,6180000,6180000,6180000,6180000
491,0,9,41,0,91000031,27000,0,0,6,619740,7,61980,8,61980,9,123950,10,123950,29,61980,30,61980,12394800,6198000,6198000,6197500,6197500,6198000,6198000
492,0,9,42,0,91000031,27000,0,0,6,621510,7,62160,8,62160,9,124310,10,124310,29,62160,30,62160,12430200,6216000,6216000,6215500,6215500,6216000,6216000
493,0,9,43,0,91000031,28000,0,0,6,623280,7,62330,8,62330,9,124660,10,124660,29,62330,30,62330,12465600,6233000,6233000,6233000,6233000,6233000,6233000
494,0,9,44,0,91000031,28000,0,0,6,625060,7,62510,8,62510,9,125020,10,125020,29,62510,30,62510,12501200,6251000,6251000,6251000,6251000,6251000,6251000
495,0,9,45,0,91000031,28000,0,0,6,626830,7,62690,8,62690,9,125370,10,125370,29,62690,30,62690,12536600,6269000,6269000,6268500,6268500,6269000,6269000
496,0,9,46,0,91000031,28000,0,0,6,628610,7,62870,8,62870,9,125730,10,125730,29,62870,30,62870,12572200,6287000,6287000,6286500,6286500,6287000,6287000
497,0,9,47,0,91000031,28000,0,0,6,630390,7,63040,8,63040,9,126080,10,126080,29,63040,30,63040,12607800,6304000,6304000,6304000,6304000,6304000,6304000
498,0,9,48,0,91000031,28000,0,0,6,632170,7,63220,8,63220,9,126440,10,126440,29,63220,30,63220,12643400,6322000,6322000,6322000,6322000,6322000,6322000
499,0,9,49,0,91000031,28000,0,0,6,633950,7,63400,8,63400,9,126800,10,126800,29,63400,30,63400,12679000,6340000,6340000,6340000,6340000,6340000,6340000
500,0,9,50,10,91000031,28000,0,0,6,635730,7,63580,8,63580,9,127150,10,127150,29,63580,30,63580,12714600,6358000,6358000,6357500,6357500,6358000,6358000
501,0,10,1,0,91000031,31000,0,0,6,637520,7,63760,8,63760,9,127510,10,127510,29,63760,30,63760,12750400,6376000,6376000,6375500,6375500,6376000,6376000
502,0,10,2,0,91000031,31000,0,0,6,639300,7,63940,8,63940,9,127870,10,127870,29,63940,30,63940,12786000,6394000,6394000,6393500,6393500,6394000,6394000
503,0,10,3,0,91000031,31000,0,0,6,641090,7,64110,8,64110,9,128220,10,128220,29,64110,30,64110,12821800,6411000,6411000,6411000,6411000,6411000,6411000
