lazyid,id,name,lv,needitem,neednum,needlv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3
5004082,53100004,野猪战旗,82,53100004,82,80,8,55150,59,0,99,5515000
5004083,53100004,野猪战旗,83,53100004,83,80,8,56330,59,0,99,5633000
5004084,53100004,野猪战旗,84,53100004,84,80,8,57520,59,0,99,5752000
5004085,53100004,野猪战旗,85,53100004,85,80,8,58720,59,0,99,5872000
5004086,53100004,野猪战旗,86,53100004,86,80,8,59935,59,0,99,5993500
5004087,53100004,野猪战旗,87,53100004,87,80,8,61155,59,0,99,6115500
5004088,53100004,野猪战旗,88,53100004,88,80,8,62390,59,0,99,6239000
5004089,53100004,野猪战旗,89,53100004,89,80,8,63635,59,0,99,6363500
5004090,53100004,野猪战旗,90,53100004,90,90,8,64885,59,0,99,6488500
5004091,53100004,野猪战旗,91,53100004,91,90,8,66150,59,0,99,6615000
5004092,53100004,野猪战旗,92,53100004,92,90,8,67425,59,0,99,6742500
5004093,53100004,野猪战旗,93,53100004,93,90,8,68710,59,0,99,6871000
5004094,53100004,野猪战旗,94,53100004,94,90,8,70010,59,0,99,7001000
5004095,53100004,野猪战旗,95,53100004,95,90,8,71315,59,0,99,7131500
5004096,53100004,野猪战旗,96,53100004,96,90,8,72630,59,0,99,7263000
5004097,53100004,野猪战旗,97,53100004,97,90,8,73960,59,0,99,7396000
5004098,53100004,野猪战旗,98,53100004,98,90,8,75295,59,0,99,7529500
5004099,53100004,野猪战旗,99,53100004,99,90,8,76640,59,0,99,7664000
5004100,53100004,野猪战旗,100,53100004,100,90,8,78000,59,0,99,7800000
6004001,53200004,龙龟战旗,1,53200004,1,1,8,300,59,0,99,30000
6004002,53200004,龙龟战旗,2,53200004,2,1,8,410,59,0,99,41000
6004003,53200004,龙龟战旗,3,53200004,3,1,8,580,59,0,99,58000
6004004,53200004,龙龟战旗,4,53200004,4,1,8,800,59,0,99,80000
6004005,53200004,龙龟战旗,5,53200004,5,1,8,1070,59,0,99,107000
6004006,53200004,龙龟战旗,6,53200004,6,1,8,1380,59,0,99,138000
6004007,53200004,龙龟战旗,7,53200004,7,1,8,1730,59,0,99,173000
6004008,53200004,龙龟战旗,8,53200004,8,1,8,2120,59,0,99,212000
6004009,53200004,龙龟战旗,9,53200004,9,1,8,2550,59,0,99,255000
6004010,53200004,龙龟战旗,10,53200004,10,10,8,3020,59,300,99,302000
6004011,53200004,龙龟战旗,11,53200004,11,10,8,3520,59,300,99,352000
6004012,53200004,龙龟战旗,12,53200004,12,10,8,4060,59,300,99,406000
6004013,53200004,龙龟战旗,13,53200004,13,10,8,4630,59,300,99,463000
6004014,53200004,龙龟战旗,14,53200004,14,10,8,5240,59,300,99,524000
6004015,53200004,龙龟战旗,15,53200004,15,10,8,5880,59,300,99,588000
6004016,53200004,龙龟战旗,16,53200004,16,10,8,6550,59,300,99,655000
6004017,53200004,龙龟战旗,17,53200004,17,10,8,7260,59,300,99,726000
6004018,53200004,龙龟战旗,18,53200004,18,10,8,7990,59,300,99,799000
6004019,53200004,龙龟战旗,19,53200004,19,10,8,8760,59,300,99,876000
6004020,53200004,龙龟战旗,20,53200004,20,20,8,9560,59,600,99,956000
6004021,53200004,龙龟战旗,21,53200004,21,20,8,10390,59,600,99,1039000
6004022,53200004,龙龟战旗,22,53200004,22,20,8,11250,59,600,99,1125000
6004023,53200004,龙龟战旗,23,53200004,23,20,8,12140,59,600,99,1214000
6004024,53200004,龙龟战旗,24,53200004,24,20,8,13060,59,600,99,1306000
6004025,53200004,龙龟战旗,25,53200004,25,20,8,14010,59,600,99,1401000
6004026,53200004,龙龟战旗,26,53200004,26,20,8,14990,59,600,99,1499000
6004027,53200004,龙龟战旗,27,53200004,27,20,8,16000,59,600,99,1600000
6004028,53200004,龙龟战旗,28,53200004,28,20,8,17030,59,600,99,1703000
6004029,53200004,龙龟战旗,29,53200004,29,20,8,18100,59,600,99,1810000
6004030,53200004,龙龟战旗,30,53200004,30,30,8,19190,59,900,99,1919000
6004031,53200004,龙龟战旗,31,53200004,31,30,8,20310,59,900,99,2031000
6004032,53200004,龙龟战旗,32,53200004,32,30,8,21450,59,900,99,2145000
6004033,53200004,龙龟战旗,33,53200004,33,30,8,22630,59,900,99,2263000
6004034,53200004,龙龟战旗,34,53200004,34,30,8,23830,59,900,99,2383000
6004035,53200004,龙龟战旗,35,53200004,35,30,8,25050,59,900,99,2505000
6004036,53200004,龙龟战旗,36,53200004,36,30,8,26310,59,900,99,2631000
6004037,53200004,龙龟战旗,37,53200004,37,30,8,27590,59,900,99,2759000
6004038,53200004,龙龟战旗,38,53200004,38,30,8,28890,59,900,99,2889000
6004039,53200004,龙龟战旗,39,53200004,39,30,8,30220,59,900,99,3022000
6004040,53200004,龙龟战旗,40,53200004,40,40,8,31580,59,1200,99,3158000
6004041,53200004,龙龟战旗,41,53200004,41,40,8,32970,59,1200,99,3297000
6004042,53200004,龙龟战旗,42,53200004,42,40,8,34380,59,1200,99,3438000
6004043,53200004,龙龟战旗,43,53200004,43,40,8,35810,59,1200,99,3581000
6004044,53200004,龙龟战旗,44,53200004,44,40,8,37270,59,1200,99,3727000
6004045,53200004,龙龟战旗,45,53200004,45,40,8,38760,59,1200,99,3876000
6004046,53200004,龙龟战旗,46,53200004,46,40,8,40270,59,1200,99,4027000
6004047,53200004,龙龟战旗,47,53200004,47,40,8,41800,59,1200,99,4180000
6004048,53200004,龙龟战旗,48,53200004,48,40,8,43360,59,1200,99,4336000
6004049,53200004,龙龟战旗,49,53200004,49,40,8,44940,59,1200,99,4494000
6004050,53200004,龙龟战旗,50,53200004,50,50,8,46550,59,1800,99,4655000
6004051,53200004,龙龟战旗,51,53200004,51,50,8,48180,59,1800,99,4818000
6004052,53200004,龙龟战旗,52,53200004,52,50,8,49840,59,1800,99,4984000
6004053,53200004,龙龟战旗,53,53200004,53,50,8,51520,59,1800,99,5152000
6004054,53200004,龙龟战旗,54,53200004,54,50,8,53230,59,1800,99,5323000
6004055,53200004,龙龟战旗,55,53200004,55,50,8,54960,59,1800,99,5496000
6004056,53200004,龙龟战旗,56,53200004,56,50,8,56710,59,1800,99,5671000
6004057,53200004,龙龟战旗,57,53200004,57,50,8,58490,59,1800,99,5849000
6004058,53200004,龙龟战旗,58,53200004,58,50,8,60290,59,1800,99,6029000
6004059,53200004,龙龟战旗,59,53200004,59,50,8,62110,59,1800,99,6211000
6004060,53200004,龙龟战旗,60,53200004,60,60,8,63960,59,2400,99,6396000
6004061,53200004,龙龟战旗,61,53200004,61,60,8,65830,59,2400,99,6583000
6004062,53200004,龙龟战旗,62,53200004,62,60,8,67720,59,2400,99,6772000
6004063,53200004,龙龟战旗,63,53200004,63,60,8,69630,59,2400,99,6963000
6004064,53200004,龙龟战旗,64,53200004,64,60,8,71570,59,2400,99,7157000
6004065,53200004,龙龟战旗,65,53200004,65,60,8,73530,59,2400,99,7353000
6004066,53200004,龙龟战旗,66,53200004,66,60,8,75520,59,2400,99,7552000
6004067,53200004,龙龟战旗,67,53200004,67,60,8,77530,59,2400,99,7753000
6004068,53200004,龙龟战旗,68,53200004,68,60,8,79560,59,2400,99,7956000
6004069,53200004,龙龟战旗,69,53200004,69,60,8,81610,59,2400,99,8161000
6004070,53200004,龙龟战旗,70,53200004,70,70,8,83680,59,3000,99,8368000
6004071,53200004,龙龟战旗,71,53200004,71,70,8,85780,59,3000,99,8578000
6004072,53200004,龙龟战旗,72,53200004,72,70,8,87900,59,3000,99,8790000
6004073,53200004,龙龟战旗,73,53200004,73,70,8,90040,59,3000,99,9004000
6004074,53200004,龙龟战旗,74,53200004,74,70,8,92210,59,3000,99,9221000
6004075,53200004,龙龟战旗,75,53200004,75,70,8,94390,59,3000,99,9439000
6004076,53200004,龙龟战旗,76,53200004,76,70,8,96600,59,3000,99,9660000
6004077,53200004,龙龟战旗,77,53200004,77,70,8,98830,59,3000,99,9883000
6004078,53200004,龙龟战旗,78,53200004,78,70,8,101080,59,3000,99,10108000
6004079,53200004,龙龟战旗,79,53200004,79,70,8,103350,59,3000,99,10335000
6004080,53200004,龙龟战旗,80,53200004,80,80,8,105650,59,3600,99,10565000
6004081,53200004,龙龟战旗,81,53200004,81,80,8,107960,59,3600,99,10796000
6004082,53200004,龙龟战旗,82,53200004,82,80,8,110300,59,3600,99,11030000
6004083,53200004,龙龟战旗,83,53200004,83,80,8,112660,59,3600,99,11266000
6004084,53200004,龙龟战旗,84,53200004,84,80,8,115040,59,3600,99,11504000
6004085,53200004,龙龟战旗,85,53200004,85,80,8,117440,59,3600,99,11744000
6004086,53200004,龙龟战旗,86,53200004,86,80,8,119870,59,3600,99,11987000
6004087,53200004,龙龟战旗,87,53200004,87,80,8,122310,59,3600,99,12231000
6004088,53200004,龙龟战旗,88,53200004,88,80,8,124780,59,3600,99,12478000
6004089,53200004,龙龟战旗,89,53200004,89,80,8,127270,59,3600,99,12727000
6004090,53200004,龙龟战旗,90,53200004,90,90,8,129770,59,4500,99,12977000
6004091,53200004,龙龟战旗,91,53200004,91,90,8,132300,59,4500,99,13230000
6004092,53200004,龙龟战旗,92,53200004,92,90,8,134850,59,4500,99,13485000
6004093,53200004,龙龟战旗,93,53200004,93,90,8,137420,59,4500,99,13742000
6004094,53200004,龙龟战旗,94,53200004,94,90,8,140020,59,4500,99,14002000
6004095,53200004,龙龟战旗,95,53200004,95,90,8,142630,59,4500,99,14263000
6004096,53200004,龙龟战旗,96,53200004,96,90,8,145260,59,4500,99,14526000
6004097,53200004,龙龟战旗,97,53200004,97,90,8,147920,59,4500,99,14792000
6004098,53200004,龙龟战旗,98,53200004,98,90,8,150590,59,4500,99,15059000
6004099,53200004,龙龟战旗,99,53200004,99,90,8,153280,59,4500,99,15328000
6004100,53200004,龙龟战旗,100,53200004,100,90,8,156000,59,6000,99,15600000
5005001,53100005,龙鹰战旗,1,53100005,1,1,10,295,60,0,99,14750
5005002,53100005,龙鹰战旗,2,53100005,2,1,10,410,60,0,99,20500
5005003,53100005,龙鹰战旗,3,53100005,3,1,10,585,60,0,99,29250
5005004,53100005,龙鹰战旗,4,53100005,4,1,10,805,60,0,99,40250
5005005,53100005,龙鹰战旗,5,53100005,5,1,10,1070,60,0,99,53500
5005006,53100005,龙鹰战旗,6,53100005,6,1,10,1380,60,0,99,69000
5005007,53100005,龙鹰战旗,7,53100005,7,1,10,1730,60,0,99,86500
5005008,53100005,龙鹰战旗,8,53100005,8,1,10,2120,60,0,99,106000
5005009,53100005,龙鹰战旗,9,53100005,9,1,10,2550,60,0,99,127500
5005010,53100005,龙鹰战旗,10,53100005,10,10,10,3015,60,0,99,150750
5005011,53100005,龙鹰战旗,11,53100005,11,10,10,3520,60,0,99,176000
5005012,53100005,龙鹰战旗,12,53100005,12,10,10,4055,60,0,99,202750
5005013,53100005,龙鹰战旗,13,53100005,13,10,10,4630,60,0,99,231500
5005014,53100005,龙鹰战旗,14,53100005,14,10,10,5235,60,0,99,261750
5005015,53100005,龙鹰战旗,15,53100005,15,10,10,5875,60,0,99,293750
5005016,53100005,龙鹰战旗,16,53100005,16,10,10,6550,60,0,99,327500
5005017,53100005,龙鹰战旗,17,53100005,17,10,10,7255,60,0,99,362750
5005018,53100005,龙鹰战旗,18,53100005,18,10,10,7995,60,0,99,399750
5005019,53100005,龙鹰战旗,19,53100005,19,10,10,8765,60,0,99,438250
5005020,53100005,龙鹰战旗,20,53100005,20,20,10,9565,60,0,99,478250
5005021,53100005,龙鹰战旗,21,53100005,21,20,10,10395,60,0,99,519750
5005022,53100005,龙鹰战旗,22,53100005,22,20,10,11255,60,0,99,562750
5005023,53100005,龙鹰战旗,23,53100005,23,20,10,12145,60,0,99,607250
5005024,53100005,龙鹰战旗,24,53100005,24,20,10,13065,60,0,99,653250
5005025,53100005,龙鹰战旗,25,53100005,25,20,10,14015,60,0,99,700750
5005026,53100005,龙鹰战旗,26,53100005,26,20,10,14990,60,0,99,749500
5005027,53100005,龙鹰战旗,27,53100005,27,20,10,16000,60,0,99,800000
5005028,53100005,龙鹰战旗,28,53100005,28,20,10,17035,60,0,99,851750
5005029,53100005,龙鹰战旗,29,53100005,29,20,10,18095,60,0,99,904750
5005030,53100005,龙鹰战旗,30,53100005,30,30,10,19185,60,0,99,959250
5005031,53100005,龙鹰战旗,31,53100005,31,30,10,20305,60,0,99,1015250
5005032,53100005,龙鹰战旗,32,53100005,32,30,10,21450,60,0,99,1072500
5005033,53100005,龙鹰战旗,33,53100005,33,30,10,22625,60,0,99,1131250
5005034,53100005,龙鹰战旗,34,53100005,34,30,10,23825,60,0,99,1191250
5005035,53100005,龙鹰战旗,35,53100005,35,30,10,25050,60,0,99,1252500
5005036,53100005,龙鹰战旗,36,53100005,36,30,10,26305,60,0,99,1315250
5005037,53100005,龙鹰战旗,37,53100005,37,30,10,27585,60,0,99,1379250
5005038,53100005,龙鹰战旗,38,53100005,38,30,10,28890,60,0,99,1444500
5005039,53100005,龙鹰战旗,39,53100005,39,30,10,30225,60,0,99,1511250
5005040,53100005,龙鹰战旗,40,53100005,40,40,10,31580,60,0,99,1579000
5005041,53100005,龙鹰战旗,41,53100005,41,40,10,32965,60,0,99,1648250
5005042,53100005,龙鹰战旗,42,53100005,42,40,10,34375,60,0,99,1718750
5005043,53100005,龙鹰战旗,43,53100005,43,40,10,35810,60,0,99,1790500
5005044,53100005,龙鹰战旗,44,53100005,44,40,10,37270,60,0,99,1863500
5005045,53100005,龙鹰战旗,45,53100005,45,40,10,38755,60,0,99,1937750
5005046,53100005,龙鹰战旗,46,53100005,46,40,10,40265,60,0,99,2013250
5005047,53100005,龙鹰战旗,47,53100005,47,40,10,41800,60,0,99,2090000
5005048,53100005,龙鹰战旗,48,53100005,48,40,10,43360,60,0,99,2168000
5005049,53100005,龙鹰战旗,49,53100005,49,40,10,44945,60,0,99,2247250
5005050,53100005,龙鹰战旗,50,53100005,50,50,10,46550,60,0,99,2327500
5005051,53100005,龙鹰战旗,51,53100005,51,50,10,48185,60,0,99,2409250
5005052,53100005,龙鹰战旗,52,53100005,52,50,10,49840,60,0,99,2492000
5005053,53100005,龙鹰战旗,53,53100005,53,50,10,51525,60,0,99,2576250
5005054,53100005,龙鹰战旗,54,53100005,54,50,10,53230,60,0,99,2661500
5005055,53100005,龙鹰战旗,55,53100005,55,50,10,54955,60,0,99,2747750
5005056,53100005,龙鹰战旗,56,53100005,56,50,10,56710,60,0,99,2835500
5005057,53100005,龙鹰战旗,57,53100005,57,50,10,58485,60,0,99,2924250
5005058,53100005,龙鹰战旗,58,53100005,58,50,10,60285,60,0,99,3014250
5005059,53100005,龙鹰战旗,59,53100005,59,50,10,62110,60,0,99,3105500
5005060,53100005,龙鹰战旗,60,53100005,60,60,10,63955,60,0,99,3197750
5005061,53100005,龙鹰战旗,61,53100005,61,60,10,65825,60,0,99,3291250
5005062,53100005,龙鹰战旗,62,53100005,62,60,10,67720,60,0,99,3386000
5005063,53100005,龙鹰战旗,63,53100005,63,60,10,69635,60,0,99,3481750
5005064,53100005,龙鹰战旗,64,53100005,64,60,10,71575,60,0,99,3578750
5005065,53100005,龙鹰战旗,65,53100005,65,60,10,73535,60,0,99,3676750
5005066,53100005,龙鹰战旗,66,53100005,66,60,10,75520,60,0,99,3776000
5005067,53100005,龙鹰战旗,67,53100005,67,60,10,77525,60,0,99,3876250
5005068,53100005,龙鹰战旗,68,53100005,68,60,10,79555,60,0,99,3977750
5005069,53100005,龙鹰战旗,69,53100005,69,60,10,81610,60,0,99,4080500
5005070,53100005,龙鹰战旗,70,53100005,70,70,10,83685,60,0,99,4184250
5005071,53100005,龙鹰战旗,71,53100005,71,70,10,85780,60,0,99,4289000
5005072,53100005,龙鹰战旗,72,53100005,72,70,10,87900,60,0,99,4395000
5005073,53100005,龙鹰战旗,73,53100005,73,70,10,90040,60,0,99,4502000
5005074,53100005,龙鹰战旗,74,53100005,74,70,10,92205,60,0,99,4610250
5005075,53100005,龙鹰战旗,75,53100005,75,70,10,94390,60,0,99,4719500
5005076,53100005,龙鹰战旗,76,53100005,76,70,10,96600,60,0,99,4830000
5005077,53100005,龙鹰战旗,77,53100005,77,70,10,98830,60,0,99,4941500
5005078,53100005,龙鹰战旗,78,53100005,78,70,10,101080,60,0,99,5054000
5005079,53100005,龙鹰战旗,79,53100005,79,70,10,103355,60,0,99,5167750
5005080,53100005,龙鹰战旗,80,53100005,80,80,10,105650,60,0,99,5282500
5005081,53100005,龙鹰战旗,81,53100005,81,80,10,107965,60,0,99,5398250
5005082,53100005,龙鹰战旗,82,53100005,82,80,10,110300,60,0,99,5515000
5005083,53100005,龙鹰战旗,83,53100005,83,80,10,112660,60,0,99,5633000
5005084,53100005,龙鹰战旗,84,53100005,84,80,10,115040,60,0,99,5752000
5005085,53100005,龙鹰战旗,85,53100005,85,80,10,117445,60,0,99,5872250
5005086,53100005,龙鹰战旗,86,53100005,86,80,10,119870,60,0,99,5993500
5005087,53100005,龙鹰战旗,87,53100005,87,80,10,122315,60,0,99,6115750
5005088,53100005,龙鹰战旗,88,53100005,88,80,10,124780,60,0,99,6239000
5005089,53100005,龙鹰战旗,89,53100005,89,80,10,127265,60,0,99,6363250
5005090,53100005,龙鹰战旗,90,53100005,90,90,10,129775,60,0,99,6488750
5005091,53100005,龙鹰战旗,91,53100005,91,90,10,132305,60,0,99,6615250
5005092,53100005,龙鹰战旗,92,53100005,92,90,10,134855,60,0,99,6742750
5005093,53100005,龙鹰战旗,93,53100005,93,90,10,137425,60,0,99,6871250
5005094,53100005,龙鹰战旗,94,53100005,94,90,10,140015,60,0,99,7000750
5005095,53100005,龙鹰战旗,95,53100005,95,90,10,142630,60,0,99,7131500
5005096,53100005,龙鹰战旗,96,53100005,96,90,10,145260,60,0,99,7263000
5005097,53100005,龙鹰战旗,97,53100005,97,90,10,147915,60,0,99,7395750
5005098,53100005,龙鹰战旗,98,53100005,98,90,10,150590,60,0,99,7529500
5005099,53100005,龙鹰战旗,99,53100005,99,90,10,153285,60,0,99,7664250
5005100,53100005,龙鹰战旗,100,53100005,100,90,10,156000,60,0,99,7800000
6005001,53200005,金雕战旗,1,53200005,1,1,10,590,60,0,99,29500
6005002,53200005,金雕战旗,2,53200005,2,1,10,820,60,0,99,41000
6005003,53200005,金雕战旗,3,53200005,3,1,10,1170,60,0,99,58500
6005004,53200005,金雕战旗,4,53200005,4,1,10,1610,60,0,99,80500
6005005,53200005,金雕战旗,5,53200005,5,1,10,2140,60,0,99,107000
6005006,53200005,金雕战旗,6,53200005,6,1,10,2760,60,0,99,138000
6005007,53200005,金雕战旗,7,53200005,7,1,10,3460,60,0,99,173000
6005008,53200005,金雕战旗,8,53200005,8,1,10,4240,60,0,99,212000
6005009,53200005,金雕战旗,9,53200005,9,1,10,5100,60,0,99,255000
6005010,53200005,金雕战旗,10,53200005,10,10,10,6030,60,300,99,301500
6005011,53200005,金雕战旗,11,53200005,11,10,10,7040,60,300,99,352000
6005012,53200005,金雕战旗,12,53200005,12,10,10,8110,60,300,99,405500
6005013,53200005,金雕战旗,13,53200005,13,10,10,9260,60,300,99,463000
6005014,53200005,金雕战旗,14,53200005,14,10,10,10470,60,300,99,523500
6005015,53200005,金雕战旗,15,53200005,15,10,10,11750,60,300,99,587500
6005016,53200005,金雕战旗,16,53200005,16,10,10,13100,60,300,99,655000
6005017,53200005,金雕战旗,17,53200005,17,10,10,14510,60,300,99,725500
6005018,53200005,金雕战旗,18,53200005,18,10,10,15990,60,300,99,799500
6005019,53200005,金雕战旗,19,53200005,19,10,10,17530,60,300,99,876500
6005020,53200005,金雕战旗,20,53200005,20,20,10,19130,60,600,99,956500
6005021,53200005,金雕战旗,21,53200005,21,20,10,20790,60,600,99,1039500
6005022,53200005,金雕战旗,22,53200005,22,20,10,22510,60,600,99,1125500
6005023,53200005,金雕战旗,23,53200005,23,20,10,24290,60,600,99,1214500
6005024,53200005,金雕战旗,24,53200005,24,20,10,26130,60,600,99,1306500
6005025,53200005,金雕战旗,25,53200005,25,20,10,28030,60,600,99,1401500
6005026,53200005,金雕战旗,26,53200005,26,20,10,29980,60,600,99,1499000
6005027,53200005,金雕战旗,27,53200005,27,20,10,32000,60,600,99,1600000
6005028,53200005,金雕战旗,28,53200005,28,20,10,34070,60,600,99,1703500
6005029,53200005,金雕战旗,29,53200005,29,20,10,36190,60,600,99,1809500
6005030,53200005,金雕战旗,30,53200005,30,30,10,38370,60,900,99,1918500
6005031,53200005,金雕战旗,31,53200005,31,30,10,40610,60,900,99,2030500
6005032,53200005,金雕战旗,32,53200005,32,30,10,42900,60,900,99,2145000
6005033,53200005,金雕战旗,33,53200005,33,30,10,45250,60,900,99,2262500
6005034,53200005,金雕战旗,34,53200005,34,30,10,47650,60,900,99,2382500
6005035,53200005,金雕战旗,35,53200005,35,30,10,50100,60,900,99,2505000
6005036,53200005,金雕战旗,36,53200005,36,30,10,52610,60,900,99,2630500
6005037,53200005,金雕战旗,37,53200005,37,30,10,55170,60,900,99,2758500
6005038,53200005,金雕战旗,38,53200005,38,30,10,57780,60,900,99,2889000
6005039,53200005,金雕战旗,39,53200005,39,30,10,60450,60,900,99,3022500
6005040,53200005,金雕战旗,40,53200005,40,40,10,63160,60,1200,99,3158000
6005041,53200005,金雕战旗,41,53200005,41,40,10,65930,60,1200,99,3296500
6005042,53200005,金雕战旗,42,53200005,42,40,10,68750,60,1200,99,3437500
6005043,53200005,金雕战旗,43,53200005,43,40,10,71620,60,1200,99,3581000
6005044,53200005,金雕战旗,44,53200005,44,40,10,74540,60,1200,99,3727000
6005045,53200005,金雕战旗,45,53200005,45,40,10,77510,60,1200,99,3875500
6005046,53200005,金雕战旗,46,53200005,46,40,10,80530,60,1200,99,4026500
6005047,53200005,金雕战旗,47,53200005,47,40,10,83600,60,1200,99,4180000
6005048,53200005,金雕战旗,48,53200005,48,40,10,86720,60,1200,99,4336000
6005049,53200005,金雕战旗,49,53200005,49,40,10,89890,60,1200,99,4494500
6005050,53200005,金雕战旗,50,53200005,50,50,10,93100,60,1800,99,4655000
6005051,53200005,金雕战旗,51,53200005,51,50,10,96370,60,1800,99,4818500
6005052,53200005,金雕战旗,52,53200005,52,50,10,99680,60,1800,99,4984000
6005053,53200005,金雕战旗,53,53200005,53,50,10,103050,60,1800,99,5152500
6005054,53200005,金雕战旗,54,53200005,54,50,10,106460,60,1800,99,5323000
6005055,53200005,金雕战旗,55,53200005,55,50,10,109910,60,1800,99,5495500
6005056,53200005,金雕战旗,56,53200005,56,50,10,113420,60,1800,99,5671000
6005057,53200005,金雕战旗,57,53200005,57,50,10,116970,60,1800,99,5848500
6005058,53200005,金雕战旗,58,53200005,58,50,10,120570,60,1800,99,6028500
6005059,53200005,金雕战旗,59,53200005,59,50,10,124220,60,1800,99,6211000
6005060,53200005,金雕战旗,60,53200005,60,60,10,127910,60,2400,99,6395500
6005061,53200005,金雕战旗,61,53200005,61,60,10,131650,60,2400,99,6582500
6005062,53200005,金雕战旗,62,53200005,62,60,10,135440,60,2400,99,6772000
6005063,53200005,金雕战旗,63,53200005,63,60,10,139270,60,2400,99,6963500
6005064,53200005,金雕战旗,64,53200005,64,60,10,143150,60,2400,99,7157500
6005065,53200005,金雕战旗,65,53200005,65,60,10,147070,60,2400,99,7353500
6005066,53200005,金雕战旗,66,53200005,66,60,10,151040,60,2400,99,7552000
6005067,53200005,金雕战旗,67,53200005,67,60,10,155050,60,2400,99,7752500
6005068,53200005,金雕战旗,68,53200005,68,60,10,159110,60,2400,99,7955500
6005069,53200005,金雕战旗,69,53200005,69,60,10,163220,60,2400,99,8161000
6005070,53200005,金雕战旗,70,53200005,70,70,10,167370,60,3000,99,8368500
6005071,53200005,金雕战旗,71,53200005,71,70,10,171560,60,3000,99,8578000
6005072,53200005,金雕战旗,72,53200005,72,70,10,175800,60,3000,99,8790000
6005073,53200005,金雕战旗,73,53200005,73,70,10,180080,60,3000,99,9004000
6005074,53200005,金雕战旗,74,53200005,74,70,10,184410,60,3000,99,9220500
6005075,53200005,金雕战旗,75,53200005,75,70,10,188780,60,3000,99,9439000
6005076,53200005,金雕战旗,76,53200005,76,70,10,193200,60,3000,99,9660000
6005077,53200005,金雕战旗,77,53200005,77,70,10,197660,60,3000,99,9883000
6005078,53200005,金雕战旗,78,53200005,78,70,10,202160,60,3000,99,10108000
6005079,53200005,金雕战旗,79,53200005,79,70,10,206710,60,3000,99,10335500
6005080,53200005,金雕战旗,80,53200005,80,80,10,211300,60,3600,99,10565000
6005081,53200005,金雕战旗,81,53200005,81,80,10,215930,60,3600,99,10796500
6005082,53200005,金雕战旗,82,53200005,82,80,10,220600,60,3600,99,11030000
6005083,53200005,金雕战旗,83,53200005,83,80,10,225320,60,3600,99,11266000
6005084,53200005,金雕战旗,84,53200005,84,80,10,230080,60,3600,99,11504000
6005085,53200005,金雕战旗,85,53200005,85,80,10,234890,60,3600,99,11744500
6005086,53200005,金雕战旗,86,53200005,86,80,10,239740,60,3600,99,11987000
6005087,53200005,金雕战旗,87,53200005,87,80,10,244630,60,3600,99,12231500
6005088,53200005,金雕战旗,88,53200005,88,80,10,249560,60,3600,99,12478000
6005089,53200005,金雕战旗,89,53200005,89,80,10,254530,60,3600,99,12726500
6005090,53200005,金雕战旗,90,53200005,90,90,10,259550,60,4500,99,12977500
6005091,53200005,金雕战旗,91,53200005,91,90,10,264610,60,4500,99,13230500
6005092,53200005,金雕战旗,92,53200005,92,90,10,269710,60,4500,99,13485500
6005093,53200005,金雕战旗,93,53200005,93,90,10,274850,60,4500,99,13742500
6005094,53200005,金雕战旗,94,53200005,94,90,10,280030,60,4500,99,14001500
6005095,53200005,金雕战旗,95,53200005,95,90,10,285260,60,4500,99,14263000
6005096,53200005,金雕战旗,96,53200005,96,90,10,290520,60,4500,99,14526000
6005097,53200005,金雕战旗,97,53200005,97,90,10,295830,60,4500,99,14791500
6005098,53200005,金雕战旗,98,53200005,98,90,10,301180,60,4500,99,15059000
6005099,53200005,金雕战旗,99,53200005,99,90,10,306570,60,4500,99,15328500
6005100,53200005,金雕战旗,100,53200005,100,90,10,312000,60,6000,99,15600000
5006001,53100006,青日战旗,1,53100006,1,1,30,150,93,0,99,15000
5006002,53100006,青日战旗,2,53100006,2,1,30,205,93,0,99,20500
5006003,53100006,青日战旗,3,53100006,3,1,30,290,93,0,99,29000
5006004,53100006,青日战旗,4,53100006,4,1,30,400,93,0,99,40000
5006005,53100006,青日战旗,5,53100006,5,1,30,535,93,0,99,53500
5006006,53100006,青日战旗,6,53100006,6,1,30,690,93,0,99,69000
5006007,53100006,青日战旗,7,53100006,7,1,30,865,93,0,99,86500
5006008,53100006,青日战旗,8,53100006,8,1,30,1060,93,0,99,106000
5006009,53100006,青日战旗,9,53100006,9,1,30,1275,93,0,99,127500
5006010,53100006,青日战旗,10,53100006,10,10,30,1510,93,0,99,151000
5006011,53100006,青日战旗,11,53100006,11,10,30,1760,93,0,99,176000
5006012,53100006,青日战旗,12,53100006,12,10,30,2030,93,0,99,203000
5006013,53100006,青日战旗,13,53100006,13,10,30,2315,93,0,99,231500
5006014,53100006,青日战旗,14,53100006,14,10,30,2620,93,0,99,262000
5006015,53100006,青日战旗,15,53100006,15,10,30,2940,93,0,99,294000
5006016,53100006,青日战旗,16,53100006,16,10,30,3275,93,0,99,327500
5006017,53100006,青日战旗,17,53100006,17,10,30,3630,93,0,99,363000
5006018,53100006,青日战旗,18,53100006,18,10,30,3995,93,0,99,399500
5006019,53100006,青日战旗,19,53100006,19,10,30,4380,93,0,99,438000
5006020,53100006,青日战旗,20,53100006,20,20,30,4780,93,0,99,478000
5006021,53100006,青日战旗,21,53100006,21,20,30,5195,93,0,99,519500
5006022,53100006,青日战旗,22,53100006,22,20,30,5625,93,0,99,562500
