id,lotteryid,description,chance,type,groupid,groupwt,itemid,itemdes,itemwt,min,max
643,60106,权杖圣物宝箱,10000,1,101,10000,79500601,权杖部件Ⅰ,1,1,1
644,60106,权杖圣物宝箱,0,1,101,0,79500602,权杖部件Ⅱ,1,1,1
645,60106,权杖圣物宝箱,0,1,101,0,79500603,权杖部件Ⅲ,1,1,1
646,60106,权杖圣物宝箱,0,1,101,0,79500604,权杖部件Ⅳ,1,1,1
647,60106,权杖圣物宝箱,0,1,101,0,79500605,权杖部件Ⅴ,1,1,1
648,60106,权杖圣物宝箱,0,1,101,0,79500606,权杖部件Ⅵ,1,1,1
649,60107,卷轴圣物宝箱,10000,1,101,10000,79500701,卷轴部件Ⅰ,1,1,1
650,60107,卷轴圣物宝箱,0,1,101,0,79500702,卷轴部件Ⅱ,1,1,1
651,60107,卷轴圣物宝箱,0,1,101,0,79500703,卷轴部件Ⅲ,1,1,1
652,60107,卷轴圣物宝箱,0,1,101,0,79500704,卷轴部件Ⅳ,1,1,1
653,60107,卷轴圣物宝箱,0,1,101,0,79500705,卷轴部件Ⅴ,1,1,1
654,60107,卷轴圣物宝箱,0,1,101,0,79500706,卷轴部件Ⅵ,1,1,1
655,60111,1级宝石宝箱,10000,1,101,10000,10101001,1级血精石,1,1,1
656,60111,1级宝石宝箱,0,1,101,0,10102001,1级锋锐石,1,1,1
657,60111,1级宝石宝箱,0,1,101,0,10103001,1级金刚石,1,1,1
658,60111,1级宝石宝箱,0,1,101,0,10104001,1级日冕石,1,1,1
659,60111,1级宝石宝箱,0,1,101,0,10105001,1级月光石,1,1,1
660,60111,1级宝石宝箱,0,1,101,0,10106001,1级荧光石,1,1,1
661,60111,1级宝石宝箱,0,1,101,0,10107001,1级曲光石,1,1,1
662,60111,1级宝石宝箱,0,1,101,0,10108001,1级黄水晶,1,1,1
663,60111,1级宝石宝箱,0,1,101,0,10109001,1级红水晶,1,1,1
664,60111,1级宝石宝箱,0,1,101,0,10110001,1级鹰眼石,1,1,1
665,60111,1级宝石宝箱,0,1,101,0,10111001,1级猫眼石,1,1,1
666,60111,1级宝石宝箱,0,1,101,0,10112001,1级黑曜石,1,1,1
667,60111,1级宝石宝箱,0,1,101,0,10113001,1级虚空石,1,1,1
668,60112,2级宝石宝箱,10000,1,101,10000,10101002,2级血精石,1,1,1
669,60112,2级宝石宝箱,0,1,101,0,10102002,2级锋锐石,1,1,1
670,60112,2级宝石宝箱,0,1,101,0,10103002,2级金刚石,1,1,1
671,60112,2级宝石宝箱,0,1,101,0,10104002,2级日冕石,1,1,1
672,60112,2级宝石宝箱,0,1,101,0,10105002,2级月光石,1,1,1
673,60112,2级宝石宝箱,0,1,101,0,10106002,2级荧光石,1,1,1
674,60112,2级宝石宝箱,0,1,101,0,10107002,2级曲光石,1,1,1
675,60112,2级宝石宝箱,0,1,101,0,10108002,2级黄水晶,1,1,1
676,60112,2级宝石宝箱,0,1,101,0,10109002,2级红水晶,1,1,1
677,60112,2级宝石宝箱,0,1,101,0,10110002,2级鹰眼石,1,1,1
678,60112,2级宝石宝箱,0,1,101,0,10111002,2级猫眼石,1,1,1
679,60112,2级宝石宝箱,0,1,101,0,10112002,2级黑曜石,1,1,1
680,60112,2级宝石宝箱,0,1,101,0,10113002,2级虚空石,1,1,1
681,60113,3级宝石宝箱,10000,1,101,10000,10101003,3级血精石,1,1,1
682,60113,3级宝石宝箱,0,1,101,0,10102003,3级锋锐石,1,1,1
683,60113,3级宝石宝箱,0,1,101,0,10103003,3级金刚石,1,1,1
684,60113,3级宝石宝箱,0,1,101,0,10104003,3级日冕石,1,1,1
685,60113,3级宝石宝箱,0,1,101,0,10105003,3级月光石,1,1,1
686,60113,3级宝石宝箱,0,1,101,0,10106003,3级荧光石,1,1,1
687,60113,3级宝石宝箱,0,1,101,0,10107003,3级曲光石,1,1,1
688,60113,3级宝石宝箱,0,1,101,0,10108003,3级黄水晶,1,1,1
689,60113,3级宝石宝箱,0,1,101,0,10109003,3级红水晶,1,1,1
690,60113,3级宝石宝箱,0,1,101,0,10110003,3级鹰眼石,1,1,1
691,60113,3级宝石宝箱,0,1,101,0,10111003,3级猫眼石,1,1,1
692,60113,3级宝石宝箱,0,1,101,0,10112003,3级黑曜石,1,1,1
693,60113,3级宝石宝箱,0,1,101,0,10113003,3级虚空石,1,1,1
694,60114,4级宝石宝箱,10000,1,101,10000,10101004,4级血精石,1,1,1
695,60114,4级宝石宝箱,0,1,101,0,10102004,4级锋锐石,1,1,1
696,60114,4级宝石宝箱,0,1,101,0,10103004,4级金刚石,1,1,1
697,60114,4级宝石宝箱,0,1,101,0,10104004,4级日冕石,1,1,1
698,60114,4级宝石宝箱,0,1,101,0,10105004,4级月光石,1,1,1
699,60114,4级宝石宝箱,0,1,101,0,10106004,4级荧光石,1,1,1
700,60114,4级宝石宝箱,0,1,101,0,10107004,4级曲光石,1,1,1
701,60114,4级宝石宝箱,0,1,101,0,10108004,4级黄水晶,1,1,1
702,60114,4级宝石宝箱,0,1,101,0,10109004,4级红水晶,1,1,1
703,60114,4级宝石宝箱,0,1,101,0,10110004,4级鹰眼石,1,1,1
704,60114,4级宝石宝箱,0,1,101,0,10111004,4级猫眼石,1,1,1
705,60114,4级宝石宝箱,0,1,101,0,10112004,4级黑曜石,1,1,1
706,60114,4级宝石宝箱,0,1,101,0,10113004,4级虚空石,1,1,1
707,60115,5级宝石宝箱,10000,1,101,10000,10101005,5级血精石,1,1,1
708,60115,5级宝石宝箱,0,1,101,0,10102005,5级锋锐石,1,1,1
709,60115,5级宝石宝箱,0,1,101,0,10103005,5级金刚石,1,1,1
710,60115,5级宝石宝箱,0,1,101,0,10104005,5级日冕石,1,1,1
711,60115,5级宝石宝箱,0,1,101,0,10105005,5级月光石,1,1,1
712,60115,5级宝石宝箱,0,1,101,0,10106005,5级荧光石,1,1,1
713,60115,5级宝石宝箱,0,1,101,0,10107005,5级曲光石,1,1,1
714,60115,5级宝石宝箱,0,1,101,0,10108005,5级黄水晶,1,1,1
715,60115,5级宝石宝箱,0,1,101,0,10109005,5级红水晶,1,1,1
716,60115,5级宝石宝箱,0,1,101,0,10110005,5级鹰眼石,1,1,1
717,60115,5级宝石宝箱,0,1,101,0,10111005,5级猫眼石,1,1,1
718,60115,5级宝石宝箱,0,1,101,0,10112005,5级黑曜石,1,1,1
719,60115,5级宝石宝箱,0,1,101,0,10113005,5级虚空石,1,1,1
720,60116,6级宝石宝箱,10000,1,101,10000,10101006,6级血精石,1,1,1
721,60116,6级宝石宝箱,0,1,101,0,10102006,6级锋锐石,1,1,1
722,60116,6级宝石宝箱,0,1,101,0,10103006,6级金刚石,1,1,1
723,60116,6级宝石宝箱,0,1,101,0,10104006,6级日冕石,1,1,1
724,60116,6级宝石宝箱,0,1,101,0,10105006,6级月光石,1,1,1
725,60116,6级宝石宝箱,0,1,101,0,10106006,6级荧光石,1,1,1
726,60116,6级宝石宝箱,0,1,101,0,10107006,6级曲光石,1,1,1
727,60116,6级宝石宝箱,0,1,101,0,10108006,6级黄水晶,1,1,1
728,60116,6级宝石宝箱,0,1,101,0,10109006,6级红水晶,1,1,1
729,60116,6级宝石宝箱,0,1,101,0,10110006,6级鹰眼石,1,1,1
730,60116,6级宝石宝箱,0,1,101,0,10111006,6级猫眼石,1,1,1
731,60116,6级宝石宝箱,0,1,101,0,10112006,6级黑曜石,1,1,1
732,60116,6级宝石宝箱,0,1,101,0,10113006,6级虚空石,1,1,1
733,60117,7级宝石宝箱,10000,1,101,10000,10101007,7级血精石,1,1,1
734,60117,7级宝石宝箱,0,1,101,0,10102007,7级锋锐石,1,1,1
735,60117,7级宝石宝箱,0,1,101,0,10103007,7级金刚石,1,1,1
736,60117,7级宝石宝箱,0,1,101,0,10104007,7级日冕石,1,1,1
737,60117,7级宝石宝箱,0,1,101,0,10105007,7级月光石,1,1,1
738,60117,7级宝石宝箱,0,1,101,0,10106007,7级荧光石,1,1,1
739,60117,7级宝石宝箱,0,1,101,0,10107007,7级曲光石,1,1,1
740,60117,7级宝石宝箱,0,1,101,0,10108007,7级黄水晶,1,1,1
741,60117,7级宝石宝箱,0,1,101,0,10109007,7级红水晶,1,1,1
742,60117,7级宝石宝箱,0,1,101,0,10110007,7级鹰眼石,1,1,1
743,60117,7级宝石宝箱,0,1,101,0,10111007,7级猫眼石,1,1,1
744,60117,7级宝石宝箱,0,1,101,0,10112007,7级黑曜石,1,1,1
745,60117,7级宝石宝箱,0,1,101,0,10113007,7级虚空石,1,1,1
746,60118,8级宝石宝箱,10000,1,101,10000,10101008,8级血精石,1,1,1
747,60118,8级宝石宝箱,0,1,101,0,10102008,8级锋锐石,1,1,1
748,60118,8级宝石宝箱,0,1,101,0,10103008,8级金刚石,1,1,1
749,60118,8级宝石宝箱,0,1,101,0,10104008,8级日冕石,1,1,1
750,60118,8级宝石宝箱,0,1,101,0,10105008,8级月光石,1,1,1
751,60118,8级宝石宝箱,0,1,101,0,10106008,8级荧光石,1,1,1
752,60118,8级宝石宝箱,0,1,101,0,10107008,8级曲光石,1,1,1
753,60118,8级宝石宝箱,0,1,101,0,10108008,8级黄水晶,1,1,1
754,60118,8级宝石宝箱,0,1,101,0,10109008,8级红水晶,1,1,1
755,60118,8级宝石宝箱,0,1,101,0,10110008,8级鹰眼石,1,1,1
756,60118,8级宝石宝箱,0,1,101,0,10111008,8级猫眼石,1,1,1
757,60118,8级宝石宝箱,0,1,101,0,10112008,8级黑曜石,1,1,1
758,60118,8级宝石宝箱,0,1,101,0,10113008,8级虚空石,1,1,1
759,60119,9级宝石宝箱,10000,1,101,10000,10101009,9级血精石,1,1,1
760,60119,9级宝石宝箱,0,1,101,0,10102009,9级锋锐石,1,1,1
761,60119,9级宝石宝箱,0,1,101,0,10103009,9级金刚石,1,1,1
762,60119,9级宝石宝箱,0,1,101,0,10104009,9级日冕石,1,1,1
763,60119,9级宝石宝箱,0,1,101,0,10105009,9级月光石,1,1,1
764,60119,9级宝石宝箱,0,1,101,0,10106009,9级荧光石,1,1,1
765,60119,9级宝石宝箱,0,1,101,0,10107009,9级曲光石,1,1,1
766,60119,9级宝石宝箱,0,1,101,0,10108009,9级黄水晶,1,1,1
767,60119,9级宝石宝箱,0,1,101,0,10109009,9级红水晶,1,1,1
768,60119,9级宝石宝箱,0,1,101,0,10110009,9级鹰眼石,1,1,1
769,60119,9级宝石宝箱,0,1,101,0,10111009,9级猫眼石,1,1,1
770,60119,9级宝石宝箱,0,1,101,0,10112009,9级黑曜石,1,1,1
771,60119,9级宝石宝箱,0,1,101,0,10113009,9级虚空石,1,1,1
772,60120,10宝石宝箱,10000,1,101,10000,10101010,10级血精石,1,1,1
773,60120,10宝石宝箱,0,1,101,0,10102010,10级锋锐石,1,1,1
774,60120,10宝石宝箱,0,1,101,0,10103010,10级金刚石,1,1,1
775,60120,10宝石宝箱,0,1,101,0,10104010,10级日冕石,1,1,1
776,60120,10宝石宝箱,0,1,101,0,10105010,10级月光石,1,1,1
777,60120,10宝石宝箱,0,1,101,0,10106010,10级荧光石,1,1,1
778,60120,10宝石宝箱,0,1,101,0,10107010,10级曲光石,1,1,1
779,60120,10宝石宝箱,0,1,101,0,10108010,10级黄水晶,1,1,1
780,60120,10宝石宝箱,0,1,101,0,10109010,10级红水晶,1,1,1
781,60120,10宝石宝箱,0,1,101,0,10110010,10级鹰眼石,1,1,1
782,60120,10宝石宝箱,0,1,101,0,10111010,10级猫眼石,1,1,1
783,60120,10宝石宝箱,0,1,101,0,10112010,10级黑曜石,1,1,1
784,60120,10宝石宝箱,0,1,101,0,10113010,10级虚空石,1,1,1
785,60121,低阶佣兵宝箱,10000,1,101,10000,52010101,卫兵,1,1,1
786,60121,低阶佣兵宝箱,0,1,101,0,52010102,弓手,1,1,1
787,60121,低阶佣兵宝箱,0,1,101,0,52010103,法师,1,1,1
788,60121,低阶佣兵宝箱,0,1,101,0,52010104,剑士,1,1,1
789,60121,低阶佣兵宝箱,0,1,101,0,52020101,骷髅兵,1,1,1
790,60121,低阶佣兵宝箱,0,1,101,0,52020102,骷髅射手,1,1,1
791,60121,低阶佣兵宝箱,0,1,101,0,52020103,尸巫,1,1,1
792,60121,低阶佣兵宝箱,0,1,101,0,52020104,吸血鬼,1,1,1
793,60121,低阶佣兵宝箱,0,1,101,0,52030101,矮人战士,1,1,1
794,60121,低阶佣兵宝箱,0,1,101,0,52030102,矮人枪手,1,1,1
795,60121,低阶佣兵宝箱,0,1,101,0,52030103,战熊,1,1,1
796,60121,低阶佣兵宝箱,0,1,101,0,52030104,火武神,1,1,1
797,60122,高阶佣兵宝箱,10000,1,101,10000,52010201,近卫军,1,1,1
798,60122,高阶佣兵宝箱,0,1,101,0,52010202,弩手,1,1,1
799,60122,高阶佣兵宝箱,0,1,101,0,52010203,大法师,1,1,1
800,60122,高阶佣兵宝箱,0,1,101,0,52010204,十字军,1,1,1
801,60122,高阶佣兵宝箱,0,1,101,0,52020201,骷髅勇士,1,1,1
802,60122,高阶佣兵宝箱,0,1,101,0,52020202,恐怖射手,1,1,1
803,60122,高阶佣兵宝箱,0,1,101,0,52020203,巫妖,1,1,1
804,60122,高阶佣兵宝箱,0,1,101,0,52020204,吸血男爵,1,1,1
805,60122,高阶佣兵宝箱,0,1,101,0,52030201,矮人精锐,1,1,1
806,60122,高阶佣兵宝箱,0,1,101,0,52030202,精锐枪手,1,1,1
807,60122,高阶佣兵宝箱,0,1,101,0,52030203,狂暴战熊,1,1,1
808,60122,高阶佣兵宝箱,0,1,101,0,52030204,炽炎武神,1,1,1
809,60123,低阶军旗宝箱,10000,1,101,10000,53100001,力量军旗,1,1,1
810,60123,低阶军旗宝箱,0,1,101,0,53100002,魔力军旗,1,1,1
811,60123,低阶军旗宝箱,0,1,101,0,53100003,闪耀军旗,1,1,1
812,60123,低阶军旗宝箱,0,1,101,0,53100004,坚固军旗,1,1,1
813,60123,低阶军旗宝箱,0,1,101,0,53100005,抵挡军旗,1,1,1
814,60123,低阶军旗宝箱,0,1,101,0,53100006,保护军旗,1,1,1
815,60123,低阶军旗宝箱,0,1,101,0,53100007,兵力军旗,1,1,1
816,60124,高阶军旗宝箱,10000,1,101,10000,53200001,神力军旗,1,1,1
817,60124,高阶军旗宝箱,0,1,101,0,53200002,魔能军旗,1,1,1
818,60124,高阶军旗宝箱,0,1,101,0,53200003,光辉军旗,1,1,1
819,60124,高阶军旗宝箱,0,1,101,0,53200004,磬石军旗,1,1,1
820,60124,高阶军旗宝箱,0,1,101,0,53200005,抗性军旗,1,1,1
821,60124,高阶军旗宝箱,0,1,101,0,53200006,怜悯军旗,1,1,1
822,60124,高阶军旗宝箱,0,1,101,0,53200007,统帅军旗,1,1,1
823,60125,普通佣兵宝箱,10000,1,101,9000,52010101,卫兵,1,1,1
824,60125,普通佣兵宝箱,0,1,101,0,52010102,弓手,1,1,1
825,60125,普通佣兵宝箱,0,1,101,0,52010103,法师,1,1,1
826,60125,普通佣兵宝箱,0,1,101,0,52010104,剑士,1,1,1
827,60125,普通佣兵宝箱,0,1,101,0,52020101,骷髅兵,1,1,1
828,60125,普通佣兵宝箱,0,1,101,0,52020102,骷髅射手,1,1,1
829,60125,普通佣兵宝箱,0,1,101,0,52020103,尸巫,1,1,1
830,60125,普通佣兵宝箱,0,1,101,0,52020104,吸血鬼,1,1,1
831,60125,普通佣兵宝箱,0,1,101,0,52030101,矮人战士,1,1,1
832,60125,普通佣兵宝箱,0,1,101,0,52030102,矮人枪手,1,1,1
833,60125,普通佣兵宝箱,0,1,101,0,52030103,战熊,1,1,1
834,60125,普通佣兵宝箱,0,1,101,0,52030104,火武神,1,1,1
835,60125,普通佣兵宝箱,0,1,102,1000,52010201,近卫军,1,1,1
836,60125,普通佣兵宝箱,0,1,102,0,52010202,弩手,1,1,1
837,60125,普通佣兵宝箱,0,1,102,0,52010203,大法师,1,1,1
838,60125,普通佣兵宝箱,0,1,102,0,52010204,十字军,1,1,1
839,60125,普通佣兵宝箱,0,1,102,0,52020201,骷髅勇士,1,1,1
840,60125,普通佣兵宝箱,0,1,102,0,52020202,恐怖射手,1,1,1
841,60125,普通佣兵宝箱,0,1,102,0,52020203,巫妖,1,1,1
842,60125,普通佣兵宝箱,0,1,102,0,52020204,吸血男爵,1,1,1
843,60125,普通佣兵宝箱,0,1,102,0,52030201,矮人精锐,1,1,1
844,60125,普通佣兵宝箱,0,1,102,0,52030202,精锐枪手,1,1,1
845,60125,普通佣兵宝箱,0,1,102,0,52030203,狂暴战熊,1,1,1
846,60125,普通佣兵宝箱,0,1,102,0,52030204,炽炎武神,1,1,1
847,60126,优质佣兵宝箱,10000,1,101,5500,52010101,卫兵,1,1,1
848,60126,优质佣兵宝箱,0,1,101,0,52010102,弓手,1,1,1
849,60126,优质佣兵宝箱,0,1,101,0,52010103,法师,1,1,1
850,60126,优质佣兵宝箱,0,1,101,0,52010104,剑士,1,1,1
851,60126,优质佣兵宝箱,0,1,101,0,52020101,骷髅兵,1,1,1
852,60126,优质佣兵宝箱,0,1,101,0,52020102,骷髅射手,1,1,1
853,60126,优质佣兵宝箱,0,1,101,0,52020103,尸巫,1,1,1
854,60126,优质佣兵宝箱,0,1,101,0,52020104,吸血鬼,1,1,1
855,60126,优质佣兵宝箱,0,1,101,0,52030101,矮人战士,1,1,1
856,60126,优质佣兵宝箱,0,1,101,0,52030102,矮人枪手,1,1,1
857,60126,优质佣兵宝箱,0,1,101,0,52030103,战熊,1,1,1
858,60126,优质佣兵宝箱,0,1,101,0,52030104,火武神,1,1,1
859,60126,优质佣兵宝箱,0,1,102,4500,52010201,近卫军,1,1,1
860,60126,优质佣兵宝箱,0,1,102,0,52010202,弩手,1,1,1
861,60126,优质佣兵宝箱,0,1,102,0,52010203,大法师,1,1,1
862,60126,优质佣兵宝箱,0,1,102,0,52010204,十字军,1,1,1
863,60126,优质佣兵宝箱,0,1,102,0,52020201,骷髅勇士,1,1,1
864,60126,优质佣兵宝箱,0,1,102,0,52020202,恐怖射手,1,1,1
865,60126,优质佣兵宝箱,0,1,102,0,52020203,巫妖,1,1,1
866,60126,优质佣兵宝箱,0,1,102,0,52020204,吸血男爵,1,1,1
867,60126,优质佣兵宝箱,0,1,102,0,52030201,矮人精锐,1,1,1
868,60126,优质佣兵宝箱,0,1,102,0,52030202,精锐枪手,1,1,1
869,60126,优质佣兵宝箱,0,1,102,0,52030203,狂暴战熊,1,1,1
870,60126,优质佣兵宝箱,0,1,102,0,52030204,炽炎武神,1,1,1
871,60131,普通晶石宝箱,10000,1,101,10000,91000031,纹章晶石,1,10000,10000
872,60141,绿装碎片宝箱,10000,1,101,100,21000011,军团之剑碎片,1,1,1
873,60141,绿装碎片宝箱,0,1,101,0,21000012,军团战甲碎片,1,1,1
874,60141,绿装碎片宝箱,0,1,101,0,21000013,军团之握碎片,1,1,1
875,60141,绿装碎片宝箱,0,1,101,0,21000014,军团护腿碎片,1,1,1
876,60141,绿装碎片宝箱,0,1,101,0,21000015,军团拳套碎片,1,1,1
877,60141,绿装碎片宝箱,0,1,101,0,21000016,军团战靴碎片,1,1,1
878,60142,蓝装碎片宝箱,10000,1,101,100,21000101,龙牙长剑碎片,1,1,1
879,60142,蓝装碎片宝箱,0,1,101,0,21000102,龙牙战甲碎片,1,1,1
880,60142,蓝装碎片宝箱,0,1,101,0,21000103,龙牙之戒碎片,1,1,1
881,60142,蓝装碎片宝箱,0,1,101,0,21000104,龙牙护腿碎片,1,1,1
882,60142,蓝装碎片宝箱,0,1,101,0,21000105,龙牙拳套碎片,1,1,1
883,60142,蓝装碎片宝箱,0,1,101,0,21000106,龙牙战靴碎片,1,1,1
884,60143,紫装碎片宝箱,10000,1,101,100,21001001,深渊重剑碎片,1,1,1
885,60143,紫装碎片宝箱,0,1,101,0,21001002,深渊铠甲碎片,1,1,1
886,60143,紫装碎片宝箱,0,1,101,0,21001003,深渊魔眼碎片,1,1,1
887,60143,紫装碎片宝箱,0,1,101,0,21001004,深渊护腿碎片,1,1,1
888,60143,紫装碎片宝箱,0,1,101,0,21001005,深渊拳套碎片,1,1,1
889,60143,紫装碎片宝箱,0,1,101,0,21001006,深渊战靴碎片,1,1,1
890,60144,橙装碎片宝箱,10000,1,101,100,21010001,水晶战刃碎片,1,1,1
891,60144,橙装碎片宝箱,0,1,101,0,21010002,水晶板甲碎片,1,1,1
892,60144,橙装碎片宝箱,0,1,101,0,21010003,水晶之心碎片,1,1,1
893,60144,橙装碎片宝箱,0,1,101,0,21010004,水晶护腿碎片,1,1,1
894,60144,橙装碎片宝箱,0,1,101,0,21010005,水晶拳套碎片,1,1,1
895,60144,橙装碎片宝箱,0,1,101,0,21010006,水晶战靴碎片,1,1,1
896,60145,红装碎片宝箱,10000,1,101,100,21100001,圣者巨刃碎片,1,1,1
897,60145,红装碎片宝箱,0,1,101,0,21100002,圣者重铠碎片,1,1,1
898,60145,红装碎片宝箱,0,1,101,0,21100003,圣者之泪碎片,1,1,1
899,60145,红装碎片宝箱,0,1,101,0,21100004,圣者护腿碎片,1,1,1
900,60145,红装碎片宝箱,0,1,101,0,21100005,圣者拳套碎片,1,1,1
901,60145,红装碎片宝箱,0,1,101,0,21100006,圣者战靴碎片,1,1,1
902,60146,七日蓝装宝箱,10000,2,101,10000,20000102,龙牙战甲,1,1,1
903,60146,七日蓝装宝箱,0,2,102,10000,20000103,龙牙之戒,1,1,1
904,60146,七日蓝装宝箱,0,2,103,10000,20000104,龙牙护腿,1,1,1
905,60146,七日蓝装宝箱,0,2,104,10000,20000105,龙牙拳套,1,1,1
906,60146,七日蓝装宝箱,0,2,105,10000,20000106,龙牙战靴,1,1,1
907,80001,孤山夺宝战斗胜利,10000,2,101,10000,91000036,据点占领值,1,5,15
908,80001,孤山夺宝战斗胜利,0,2,102,10000,91000037,战场物资,1,40,60
909,80001,孤山夺宝战斗胜利,0,2,103,10000,91000038,阵营战场物资,1,10,10
910,80001,孤山夺宝战斗胜利,0,2,104,10000,91000039,孤山荣誉点,1,15,25
911,80002,孤山夺宝战斗失败,10000,2,104,10000,91000039,孤山荣誉点,1,5,15
912,80003,孤山夺宝翻牌,10000,2,101,10000,91000001,金币,9900,1000,3000
913,80003,孤山夺宝翻牌,0,2,101,0,79500101,王冠部件Ⅰ,2,1,1
914,80003,孤山夺宝翻牌,0,2,101,0,79500102,王冠部件Ⅱ,2,1,1
915,80003,孤山夺宝翻牌,0,2,101,0,79500103,王冠部件Ⅲ,2,1,1
916,80003,孤山夺宝翻牌,0,2,101,0,79500104,王冠部件Ⅳ,2,1,1
917,80003,孤山夺宝翻牌,0,2,101,0,79500105,王冠部件Ⅴ,2,1,1
918,80003,孤山夺宝翻牌,0,2,101,0,79500106,王冠部件Ⅵ,2,1,1
919,80003,孤山夺宝翻牌,0,2,101,0,79500201,道标部件Ⅰ,2,1,1
920,80003,孤山夺宝翻牌,0,2,101,0,79500202,道标部件Ⅱ,2,1,1
921,80003,孤山夺宝翻牌,0,2,101,0,79500203,道标部件Ⅲ,2,1,1
922,80003,孤山夺宝翻牌,0,2,101,0,79500204,道标部件Ⅳ,2,1,1
923,80003,孤山夺宝翻牌,0,2,101,0,79500205,道标部件Ⅴ,2,1,1
924,80003,孤山夺宝翻牌,0,2,101,0,79500206,道标部件Ⅵ,2,1,1
925,80003,孤山夺宝翻牌,0,2,101,0,79500301,戒指部件Ⅰ,2,1,1
926,80003,孤山夺宝翻牌,0,2,101,0,79500302,戒指部件Ⅱ,2,1,1
927,80003,孤山夺宝翻牌,0,2,101,0,79500303,戒指部件Ⅲ,2,1,1
928,80003,孤山夺宝翻牌,0,2,101,0,79500304,戒指部件Ⅳ,2,1,1
929,80003,孤山夺宝翻牌,0,2,101,0,79500305,戒指部件Ⅴ,2,1,1
930,80003,孤山夺宝翻牌,0,2,101,0,79500306,戒指部件Ⅵ,2,1,1
931,80003,孤山夺宝翻牌,0,2,101,0,79500401,法珠部件Ⅰ,2,1,1
932,80003,孤山夺宝翻牌,0,2,101,0,79500402,法珠部件Ⅱ,2,1,1
933,80003,孤山夺宝翻牌,0,2,101,0,79500403,法珠部件Ⅲ,2,1,1
934,80003,孤山夺宝翻牌,0,2,101,0,79500404,法珠部件Ⅳ,2,1,1
935,80003,孤山夺宝翻牌,0,2,101,0,79500405,法珠部件Ⅴ,2,1,1
936,80003,孤山夺宝翻牌,0,2,101,0,79500406,法珠部件Ⅵ,2,1,1
937,80003,孤山夺宝翻牌,0,2,101,0,79500501,法典部件Ⅰ,2,1,1
938,80003,孤山夺宝翻牌,0,2,101,0,79500502,法典部件Ⅱ,2,1,1
939,80003,孤山夺宝翻牌,0,2,101,0,79500503,法典部件Ⅲ,2,1,1
940,80003,孤山夺宝翻牌,0,2,101,0,79500504,法典部件Ⅳ,2,1,1
941,80003,孤山夺宝翻牌,0,2,101,0,79500505,法典部件Ⅴ,2,1,1
942,80003,孤山夺宝翻牌,0,2,101,0,79500506,法典部件Ⅵ,2,1,1
943,80003,孤山夺宝翻牌,0,2,101,0,79500601,权杖部件Ⅰ,2,1,1
944,80003,孤山夺宝翻牌,0,2,101,0,79500602,权杖部件Ⅱ,2,1,1
945,80003,孤山夺宝翻牌,0,2,101,0,79500603,权杖部件Ⅲ,2,1,1
946,80003,孤山夺宝翻牌,0,2,101,0,79500604,权杖部件Ⅳ,2,1,1
947,80003,孤山夺宝翻牌,0,2,101,0,79500605,权杖部件Ⅴ,2,1,1
948,80003,孤山夺宝翻牌,0,2,101,0,79500606,权杖部件Ⅵ,2,1,1
949,80003,孤山夺宝翻牌,0,2,101,0,79500701,卷轴部件Ⅰ,2,1,1
950,80003,孤山夺宝翻牌,0,2,101,0,79500702,卷轴部件Ⅱ,2,1,1
951,80003,孤山夺宝翻牌,0,2,101,0,79500703,卷轴部件Ⅲ,2,1,1
952,80003,孤山夺宝翻牌,0,2,101,0,79500704,卷轴部件Ⅳ,2,1,1
953,80003,孤山夺宝翻牌,0,2,101,0,79500705,卷轴部件Ⅴ,2,1,1
954,80003,孤山夺宝翻牌,0,2,101,0,79500706,卷轴部件Ⅵ,2,1,1
955,80003,孤山夺宝翻牌,0,2,101,0,80500101,夏梵之魂,2,1,1
956,80003,孤山夺宝翻牌,0,2,101,0,80500201,圣光之核,2,1,1
957,80003,孤山夺宝翻牌,0,2,101,0,80500301,寒冬符印,2,1,1
958,80003,孤山夺宝翻牌,0,2,101,0,80500401,法珠核心,2,1,1
959,80003,孤山夺宝翻牌,0,2,101,0,80500501,位面晶核,2,1,1
960,80003,孤山夺宝翻牌,0,2,101,0,80500601,贤者之石,2,1,1
961,80003,孤山夺宝翻牌,0,2,101,0,80500701,耐瑟之魂,2,1,1
962,80003,孤山夺宝翻牌,0,2,101,0,80000011,圣水,2,1,4
963,80003,孤山夺宝翻牌,0,2,102,10000,30101000,星魂,1,1,1
964,9999,高级能量召唤抽卡,10000,1,101,9500,11100101,海军总帅,0,1,1
965,9999,高级能量召唤抽卡,0,1,101,0,11100201,仲裁官,0,1,1
966,9999,高级能量召唤抽卡,0,1,101,0,11100501,爆裂队长,0,1,1
967,9999,高级能量召唤抽卡,0,1,101,0,11100601,收割者,0,1,1
968,9999,高级能量召唤抽卡,0,1,101,0,11100801,唤魂妖姬,10,1,1
969,9999,高级能量召唤抽卡,0,1,101,0,11101101,影之牙,0,1,1
970,9999,高级能量召唤抽卡,0,1,101,0,11200101,暮光骑士,10,1,1
971,9999,高级能量召唤抽卡,0,1,101,0,11200301,通灵师,0,1,1
972,9999,高级能量召唤抽卡,0,1,101,0,11200501,部族勇士,10,1,1
973,9999,高级能量召唤抽卡,0,1,101,0,11200701,力天使,0,1,1
974,9999,高级能量召唤抽卡,0,1,101,0,11200801,风暴之眼,0,1,1
