itemid,itemname,mode,type,order,icon,txt,aindex,bindex,condition,show,levelid
10102004,4级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102004,4级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102004,4级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102005,5级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102005,5级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102005,5级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102006,6级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102006,6级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102006,6级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102007,7级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102007,7级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102007,7级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102008,8级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102008,8级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102008,8级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102009,9级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102009,9级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102009,9级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102010,10级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102010,10级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102010,10级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103001,1级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103001,1级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103001,1级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103002,2级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103002,2级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103002,2级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103003,3级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103003,3级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103003,3级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103004,4级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103004,4级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103004,4级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103005,5级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103005,5级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103005,5级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103006,6级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103006,6级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103006,6级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103007,7级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103007,7级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103007,7级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103008,8级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103008,8级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103008,8级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103009,9级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103009,9级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103009,9级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10103010,10级金刚石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10103010,10级金刚石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10103010,10级金刚石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104001,1级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104001,1级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104001,1级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104002,2级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104002,2级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104002,2级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104003,3级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104003,3级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104003,3级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104004,4级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104004,4级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104004,4级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104005,5级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104005,5级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104005,5级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104006,6级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104006,6级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104006,6级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104007,7级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104007,7级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104007,7级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104008,8级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104008,8级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104008,8级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104009,9级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104009,9级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104009,9级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10104010,10级日冕石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10104010,10级日冕石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10104010,10级日冕石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105001,1级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105001,1级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105001,1级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105002,2级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105002,2级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105002,2级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105003,3级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105003,3级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105003,3级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105004,4级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105004,4级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105004,4级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105005,5级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105005,5级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105005,5级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105006,6级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105006,6级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105006,6级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105007,7级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105007,7级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105007,7级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105008,8级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105008,8级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105008,8级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105009,9级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105009,9级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105009,9级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10105010,10级月光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10105010,10级月光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10105010,10级月光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106001,1级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106001,1级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106001,1级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106002,2级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106002,2级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106002,2级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106003,3级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106003,3级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106003,3级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106004,4级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106004,4级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106004,4级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106005,5级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106005,5级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106005,5级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106006,6级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106006,6级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106006,6级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106007,7级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106007,7级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106007,7级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106008,8级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106008,8级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106008,8级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106009,9级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106009,9级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106009,9级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10106010,10级荧光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10106010,10级荧光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10106010,10级荧光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107001,1级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107001,1级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107001,1级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107002,2级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107002,2级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107002,2级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107003,3级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107003,3级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107003,3级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107004,4级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107004,4级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107004,4级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107005,5级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107005,5级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107005,5级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107006,6级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107006,6级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107006,6级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107007,7级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107007,7级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107007,7级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107008,8级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107008,8级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107008,8级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107009,9级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107009,9级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107009,9级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10107010,10级曲光石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10107010,10级曲光石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10107010,10级曲光石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108001,1级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108001,1级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108001,1级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108002,2级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108002,2级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108002,2级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108003,3级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108003,3级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108003,3级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108004,4级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108004,4级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108004,4级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
