id,sort,chapter,type,dec,titlet,begin,txt,thingid,explore,item1,num1,item2,num2,item3,num3,item4,num4
359,5,37,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3710,0,0,0,0,0,0,0,0,0
360,1,37,2,遗迹,遗迹,0,0,3702,20,91000001,100,0,0,0,0,0,0
361,2,37,2,谈判,谈判,0,0,3704,20,91000001,100,0,0,0,0,0,0
362,3,37,2,野兽,野兽,0,0,3706,20,91000001,100,0,0,0,0,0,0
363,4,37,2,遗迹,遗迹,0,0,3707,20,91000001,100,0,0,0,0,0,0
364,5,37,2,谈判,谈判,0,0,3709,20,91000001,100,0,0,0,0,0,0
365,1,38,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3801,0,0,0,0,0,0,0,0,0
366,2,38,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3803,0,0,0,0,0,0,0,0,0
367,3,38,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3805,0,0,0,0,0,0,0,0,0
368,4,38,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3808,0,0,0,0,0,0,0,0,0
369,5,38,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3810,0,0,0,0,0,0,0,0,0
370,1,38,2,遗迹,遗迹,0,0,3802,20,91000001,100,0,0,0,0,0,0
371,2,38,2,谈判,谈判,0,0,3804,20,91000001,100,0,0,0,0,0,0
372,3,38,2,野兽,野兽,0,0,3806,20,91000001,100,0,0,0,0,0,0
373,4,38,2,遗迹,遗迹,0,0,3807,20,91000001,100,0,0,0,0,0,0
374,5,38,2,谈判,谈判,0,0,3809,20,91000001,100,0,0,0,0,0,0
375,1,39,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3901,0,0,0,0,0,0,0,0,0
376,2,39,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3903,0,0,0,0,0,0,0,0,0
377,3,39,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3905,0,0,0,0,0,0,0,0,0
378,4,39,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3908,0,0,0,0,0,0,0,0,0
379,5,39,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3910,0,0,0,0,0,0,0,0,0
380,1,39,2,遗迹,遗迹,0,0,3902,20,91000001,100,0,0,0,0,0,0
381,2,39,2,谈判,谈判,0,0,3904,20,91000001,100,0,0,0,0,0,0
382,3,39,2,野兽,野兽,0,0,3906,20,91000001,100,0,0,0,0,0,0
383,4,39,2,遗迹,遗迹,0,0,3907,20,91000001,100,0,0,0,0,0,0
384,5,39,2,谈判,谈判,0,0,3909,20,91000001,100,0,0,0,0,0,0
385,1,40,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4001,0,0,0,0,0,0,0,0,0
386,2,40,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4003,0,0,0,0,0,0,0,0,0
387,3,40,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4005,0,0,0,0,0,0,0,0,0
388,4,40,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4008,0,0,0,0,0,0,0,0,0
389,5,40,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4010,0,0,0,0,0,0,0,0,0
390,1,40,2,遗迹,遗迹,0,0,4002,20,91000001,100,0,0,0,0,0,0
391,2,40,2,谈判,谈判,0,0,4004,20,91000001,100,0,0,0,0,0,0
392,3,40,2,野兽,野兽,0,0,4006,20,91000001,100,0,0,0,0,0,0
393,4,40,2,遗迹,遗迹,0,0,4007,20,91000001,100,0,0,0,0,0,0
394,5,40,2,谈判,谈判,0,0,4009,20,91000001,100,0,0,0,0,0,0
395,1,41,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4101,0,0,0,0,0,0,0,0,0
396,2,41,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4103,0,0,0,0,0,0,0,0,0
397,3,41,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4105,0,0,0,0,0,0,0,0,0
398,4,41,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4108,0,0,0,0,0,0,0,0,0
399,5,41,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4110,0,0,0,0,0,0,0,0,0
400,1,41,2,遗迹,遗迹,0,0,4102,20,91000001,100,0,0,0,0,0,0
401,2,41,2,谈判,谈判,0,0,4104,20,91000001,100,0,0,0,0,0,0
402,3,41,2,野兽,野兽,0,0,4106,20,91000001,100,0,0,0,0,0,0
403,4,41,2,遗迹,遗迹,0,0,4107,20,91000001,100,0,0,0,0,0,0
404,5,41,2,谈判,谈判,0,0,4109,20,91000001,100,0,0,0,0,0,0
405,1,42,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4201,0,0,0,0,0,0,0,0,0
406,2,42,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4203,0,0,0,0,0,0,0,0,0
407,3,42,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4205,0,0,0,0,0,0,0,0,0
408,4,42,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4208,0,0,0,0,0,0,0,0,0
409,5,42,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4210,0,0,0,0,0,0,0,0,0
410,1,42,2,遗迹,遗迹,0,0,4202,20,91000001,100,0,0,0,0,0,0
411,2,42,2,谈判,谈判,0,0,4204,20,91000001,100,0,0,0,0,0,0
412,3,42,2,野兽,野兽,0,0,4206,20,91000001,100,0,0,0,0,0,0
413,4,42,2,遗迹,遗迹,0,0,4207,20,91000001,100,0,0,0,0,0,0
414,5,42,2,谈判,谈判,0,0,4209,20,91000001,100,0,0,0,0,0,0
415,1,43,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4301,0,0,0,0,0,0,0,0,0
416,2,43,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4303,0,0,0,0,0,0,0,0,0
417,3,43,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4305,0,0,0,0,0,0,0,0,0
418,4,43,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4308,0,0,0,0,0,0,0,0,0
419,5,43,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4310,0,0,0,0,0,0,0,0,0
420,1,43,2,遗迹,遗迹,0,0,4302,20,91000001,100,0,0,0,0,0,0
421,2,43,2,谈判,谈判,0,0,4304,20,91000001,100,0,0,0,0,0,0
422,3,43,2,野兽,野兽,0,0,4306,20,91000001,100,0,0,0,0,0,0
423,4,43,2,遗迹,遗迹,0,0,4307,20,91000001,100,0,0,0,0,0,0
424,5,43,2,谈判,谈判,0,0,4309,20,91000001,100,0,0,0,0,0,0
425,1,44,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4401,0,0,0,0,0,0,0,0,0
426,2,44,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4403,0,0,0,0,0,0,0,0,0
427,3,44,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4405,0,0,0,0,0,0,0,0,0
428,4,44,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4408,0,0,0,0,0,0,0,0,0
429,5,44,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4410,0,0,0,0,0,0,0,0,0
430,1,44,2,遗迹,遗迹,0,0,4402,20,91000001,100,0,0,0,0,0,0
431,2,44,2,谈判,谈判,0,0,4404,20,91000001,100,0,0,0,0,0,0
432,3,44,2,野兽,野兽,0,0,4406,20,91000001,100,0,0,0,0,0,0
433,4,44,2,遗迹,遗迹,0,0,4407,20,91000001,100,0,0,0,0,0,0
434,5,44,2,谈判,谈判,0,0,4409,20,91000001,100,0,0,0,0,0,0
435,1,45,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4501,0,0,0,0,0,0,0,0,0
436,2,45,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4503,0,0,0,0,0,0,0,0,0
437,3,45,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4505,0,0,0,0,0,0,0,0,0
438,4,45,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4508,0,0,0,0,0,0,0,0,0
439,5,45,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4510,0,0,0,0,0,0,0,0,0
440,1,45,2,遗迹,遗迹,0,0,4502,20,91000001,100,0,0,0,0,0,0
441,2,45,2,谈判,谈判,0,0,4504,20,91000001,100,0,0,0,0,0,0
442,3,45,2,野兽,野兽,0,0,4506,20,91000001,100,0,0,0,0,0,0
443,4,45,2,遗迹,遗迹,0,0,4507,20,91000001,100,0,0,0,0,0,0
444,5,45,2,谈判,谈判,0,0,4509,20,91000001,100,0,0,0,0,0,0
445,1,46,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4601,0,0,0,0,0,0,0,0,0
446,2,46,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4603,0,0,0,0,0,0,0,0,0
447,3,46,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4605,0,0,0,0,0,0,0,0,0
448,4,46,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4608,0,0,0,0,0,0,0,0,0
449,5,46,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4610,0,0,0,0,0,0,0,0,0
450,1,46,2,遗迹,遗迹,0,0,4602,20,91000001,100,0,0,0,0,0,0
451,2,46,2,谈判,谈判,0,0,4604,20,91000001,100,0,0,0,0,0,0
452,3,46,2,野兽,野兽,0,0,4606,20,91000001,100,0,0,0,0,0,0
453,4,46,2,遗迹,遗迹,0,0,4607,20,91000001,100,0,0,0,0,0,0
454,5,46,2,谈判,谈判,0,0,4609,20,91000001,100,0,0,0,0,0,0
455,1,47,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4701,0,0,0,0,0,0,0,0,0
456,2,47,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4703,0,0,0,0,0,0,0,0,0
457,3,47,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4705,0,0,0,0,0,0,0,0,0
458,4,47,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4708,0,0,0,0,0,0,0,0,0
459,5,47,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4710,0,0,0,0,0,0,0,0,0
460,1,47,2,遗迹,遗迹,0,0,4702,20,91000001,100,0,0,0,0,0,0
461,2,47,2,谈判,谈判,0,0,4704,20,91000001,100,0,0,0,0,0,0
462,3,47,2,野兽,野兽,0,0,4706,20,91000001,100,0,0,0,0,0,0
463,4,47,2,遗迹,遗迹,0,0,4707,20,91000001,100,0,0,0,0,0,0
464,5,47,2,谈判,谈判,0,0,4709,20,91000001,100,0,0,0,0,0,0
465,1,48,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4801,0,0,0,0,0,0,0,0,0
466,2,48,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4803,0,0,0,0,0,0,0,0,0
467,3,48,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4805,0,0,0,0,0,0,0,0,0
468,4,48,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4808,0,0,0,0,0,0,0,0,0
469,5,48,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4810,0,0,0,0,0,0,0,0,0
470,1,48,2,遗迹,遗迹,0,0,4802,20,91000001,100,0,0,0,0,0,0
471,2,48,2,谈判,谈判,0,0,4804,20,91000001,100,0,0,0,0,0,0
472,3,48,2,野兽,野兽,0,0,4806,20,91000001,100,0,0,0,0,0,0
473,4,48,2,遗迹,遗迹,0,0,4807,20,91000001,100,0,0,0,0,0,0
474,5,48,2,谈判,谈判,0,0,4809,20,91000001,100,0,0,0,0,0,0
475,1,49,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,4901,0,0,0,0,0,0,0,0,0
476,2,49,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,4903,0,0,0,0,0,0,0,0,0
477,3,49,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,4905,0,0,0,0,0,0,0,0,0
478,4,49,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,4908,0,0,0,0,0,0,0,0,0
479,5,49,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,4910,0,0,0,0,0,0,0,0,0
480,1,49,2,遗迹,遗迹,0,0,4902,20,91000001,100,0,0,0,0,0,0
481,2,49,2,谈判,谈判,0,0,4904,20,91000001,100,0,0,0,0,0,0
482,3,49,2,野兽,野兽,0,0,4906,20,91000001,100,0,0,0,0,0,0
483,4,49,2,遗迹,遗迹,0,0,4907,20,91000001,100,0,0,0,0,0,0
484,5,49,2,谈判,谈判,0,0,4909,20,91000001,100,0,0,0,0,0,0
485,1,50,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5001,0,0,0,0,0,0,0,0,0
486,2,50,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5003,0,0,0,0,0,0,0,0,0
487,3,50,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5005,0,0,0,0,0,0,0,0,0
488,4,50,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5008,0,0,0,0,0,0,0,0,0
489,5,50,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5010,0,0,0,0,0,0,0,0,0
490,1,50,2,遗迹,遗迹,0,0,5002,20,91000001,100,0,0,0,0,0,0
491,2,50,2,谈判,谈判,0,0,5004,20,91000001,100,0,0,0,0,0,0
492,3,50,2,野兽,野兽,0,0,5006,20,91000001,100,0,0,0,0,0,0
493,4,50,2,遗迹,遗迹,0,0,5007,20,91000001,100,0,0,0,0,0,0
494,5,50,2,谈判,谈判,0,0,5009,20,91000001,100,0,0,0,0,0,0
495,1,51,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5101,0,0,0,0,0,0,0,0,0
496,2,51,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5103,0,0,0,0,0,0,0,0,0
497,3,51,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5105,0,0,0,0,0,0,0,0,0
498,4,51,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5108,0,0,0,0,0,0,0,0,0
499,5,51,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5110,0,0,0,0,0,0,0,0,0
500,1,51,2,遗迹,遗迹,0,0,5102,20,91000001,100,0,0,0,0,0,0
501,2,51,2,谈判,谈判,0,0,5104,20,91000001,100,0,0,0,0,0,0
502,3,51,2,野兽,野兽,0,0,5106,20,91000001,100,0,0,0,0,0,0
503,4,51,2,遗迹,遗迹,0,0,5107,20,91000001,100,0,0,0,0,0,0
504,5,51,2,谈判,谈判,0,0,5109,20,91000001,100,0,0,0,0,0,0
505,1,52,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5201,0,0,0,0,0,0,0,0,0
506,2,52,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5203,0,0,0,0,0,0,0,0,0
507,3,52,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5205,0,0,0,0,0,0,0,0,0
508,4,52,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5208,0,0,0,0,0,0,0,0,0
509,5,52,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5210,0,0,0,0,0,0,0,0,0
510,1,52,2,遗迹,遗迹,0,0,5202,20,91000001,100,0,0,0,0,0,0
511,2,52,2,谈判,谈判,0,0,5204,20,91000001,100,0,0,0,0,0,0
512,3,52,2,野兽,野兽,0,0,5206,20,91000001,100,0,0,0,0,0,0
513,4,52,2,遗迹,遗迹,0,0,5207,20,91000001,100,0,0,0,0,0,0
514,5,52,2,谈判,谈判,0,0,5209,20,91000001,100,0,0,0,0,0,0
515,1,53,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5301,0,0,0,0,0,0,0,0,0
516,2,53,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5303,0,0,0,0,0,0,0,0,0
517,3,53,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5305,0,0,0,0,0,0,0,0,0
518,4,53,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5308,0,0,0,0,0,0,0,0,0
519,5,53,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5310,0,0,0,0,0,0,0,0,0
520,1,53,2,遗迹,遗迹,0,0,5302,20,91000001,100,0,0,0,0,0,0
521,2,53,2,谈判,谈判,0,0,5304,20,91000001,100,0,0,0,0,0,0
522,3,53,2,野兽,野兽,0,0,5306,20,91000001,100,0,0,0,0,0,0
523,4,53,2,遗迹,遗迹,0,0,5307,20,91000001,100,0,0,0,0,0,0
524,5,53,2,谈判,谈判,0,0,5309,20,91000001,100,0,0,0,0,0,0
525,1,54,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5401,0,0,0,0,0,0,0,0,0
526,2,54,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5403,0,0,0,0,0,0,0,0,0
527,3,54,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5405,0,0,0,0,0,0,0,0,0
528,4,54,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5408,0,0,0,0,0,0,0,0,0
529,5,54,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5410,0,0,0,0,0,0,0,0,0
530,1,54,2,遗迹,遗迹,0,0,5402,20,91000001,100,0,0,0,0,0,0
531,2,54,2,谈判,谈判,0,0,5404,20,91000001,100,0,0,0,0,0,0
532,3,54,2,野兽,野兽,0,0,5406,20,91000001,100,0,0,0,0,0,0
533,4,54,2,遗迹,遗迹,0,0,5407,20,91000001,100,0,0,0,0,0,0
534,5,54,2,谈判,谈判,0,0,5409,20,91000001,100,0,0,0,0,0,0
535,1,55,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5501,0,0,0,0,0,0,0,0,0
536,2,55,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5503,0,0,0,0,0,0,0,0,0
537,3,55,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5505,0,0,0,0,0,0,0,0,0
538,4,55,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5508,0,0,0,0,0,0,0,0,0
539,5,55,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5510,0,0,0,0,0,0,0,0,0
540,1,55,2,遗迹,遗迹,0,0,5502,20,91000001,100,0,0,0,0,0,0
541,2,55,2,谈判,谈判,0,0,5504,20,91000001,100,0,0,0,0,0,0
542,3,55,2,野兽,野兽,0,0,5506,20,91000001,100,0,0,0,0,0,0
543,4,55,2,遗迹,遗迹,0,0,5507,20,91000001,100,0,0,0,0,0,0
544,5,55,2,谈判,谈判,0,0,5509,20,91000001,100,0,0,0,0,0,0
545,1,56,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5601,0,0,0,0,0,0,0,0,0
546,2,56,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5603,0,0,0,0,0,0,0,0,0
547,3,56,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5605,0,0,0,0,0,0,0,0,0
548,4,56,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5608,0,0,0,0,0,0,0,0,0
549,5,56,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5610,0,0,0,0,0,0,0,0,0
550,1,56,2,遗迹,遗迹,0,0,5602,20,91000001,100,0,0,0,0,0,0
551,2,56,2,谈判,谈判,0,0,5604,20,91000001,100,0,0,0,0,0,0
552,3,56,2,野兽,野兽,0,0,5606,20,91000001,100,0,0,0,0,0,0
553,4,56,2,遗迹,遗迹,0,0,5607,20,91000001,100,0,0,0,0,0,0
554,5,56,2,谈判,谈判,0,0,5609,20,91000001,100,0,0,0,0,0,0
555,1,57,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5701,0,0,0,0,0,0,0,0,0
556,2,57,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5703,0,0,0,0,0,0,0,0,0
557,3,57,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5705,0,0,0,0,0,0,0,0,0
558,4,57,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5708,0,0,0,0,0,0,0,0,0
