monsterid,name,level,camp,type,heroattackcycle,soldier,soldierattackcycle,cablerange,ragevalue,heromodel,soldiermodel,herobuff,awakenlevel,killanger,heromodelsize,soldiermodelsize,soldiersnumber,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10
3108205,恶魔之拥,91,1,1,3010,52010102,3010,15000,800,3010,52010102,0,194,200,130,60,70,11,20000,12,90,6,30493600,7,150060,8,32098,9,219083,10,36222,29,284008,30,11014,0,0
3108206,骸骨猎手,91,2,1,210211,52020202,2102,15000,0,2102,52020202,0,195,200,100,60,70,11,20000,12,90,6,22870200,7,151946,8,32098,9,218746,10,36222,29,283335,30,11014,0,0
3108301,精锐战熊,92,3,1,310310,52030203,3103,15000,0,3103,52030203,0,196,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108302,狂暴利刃,91,5,1,4005,52010101,4005,15000,800,4005,52010101,0,197,200,130,60,70,11,20000,12,90,6,35350920,7,151350,8,53562,9,218564,10,60512,29,282338,30,18373,0,0
3108303,堡垒卫士,91,3,1,310111,52030202,3101,15000,0,3101,52030202,0,198,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108304,恶灵,91,2,1,210300,52020203,2103,15000,0,2103,52020203,0,199,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3108305,冰晶之心,92,1,1,4011,52010103,4011,15000,800,4011,52010103,0,200,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3108306,大法师,92,1,1,110310,52010203,1103,15000,0,1103,52010203,0,201,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3108401,骷髅勇士,92,2,1,210111,52020201,2101,15000,0,2101,52020201,0,202,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108402,雷霆之王,93,3,1,4002,52010101,4002,15000,800,4002,52010101,0,203,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3108403,骸骨猎手,92,2,1,210211,52020202,2102,15000,0,2102,52020202,0,204,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3108501,圣堂武士,92,1,1,110411,52010204,1104,15000,0,1104,52010204,0,205,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108502,大法师,92,1,1,110310,52010203,1103,15000,0,1103,52010203,0,206,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3108503,教廷圣女,93,1,1,2011,52010103,2011,15000,800,2011,52010103,0,207,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3108601,骷髅勇士,90,2,1,210111,52020201,2101,15000,0,2101,52020201,0,208,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108602,恶魔猎人,90,1,1,2007,52010101,2007,15000,800,2007,52010101,0,209,200,130,60,70,11,20000,12,90,6,35350920,7,151350,8,53562,9,218564,10,60512,29,282338,30,18373,0,0
3108603,骸骨弓手,90,2,1,210210,52020102,2102,15000,0,2102,52020102,0,210,200,100,60,70,11,20000,12,90,6,15533000,7,151350,8,21424,9,218564,10,24204,29,282338,30,7349,0,0
3108604,元素之女,91,1,1,4010,52010103,4010,15000,800,4010,52010103,0,211,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3108701,近卫军,91,1,1,110111,52010201,1101,15000,0,1101,52010201,0,212,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108702,复仇天使,91,1,1,1003,52010103,1003,15000,800,1003,52010103,0,213,200,130,60,70,11,20000,12,90,6,43385250,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108703,骸骨猎手,89,2,1,210211,52020202,2102,15000,0,2102,52020202,0,214,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3108704,恶魔之拥,88,1,1,3010,52010102,3010,15000,800,3010,52010102,0,215,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3108801,骷髅勇士,88,2,1,210111,52020201,2101,15000,0,2101,52020201,0,216,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108802,猩红之王,88,1,1,4007,52010101,4007,15000,800,4007,52010101,0,217,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3108803,圣堂武士,92,1,1,110411,52010204,1104,15000,0,1104,52010204,0,218,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108804,神射手,92,1,1,110211,52010202,1102,15000,0,1102,52010202,0,219,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3108805,狙击手,92,3,1,310211,52030201,3102,15000,0,3102,52030201,0,220,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3108901,圣殿先锋,90,1,1,2006,52010101,2006,15000,800,2006,52010101,0,221,200,130,60,70,11,20000,12,90,6,43385250,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108902,恶魔猎人,89,1,1,2007,52010101,2007,15000,800,2007,52010101,0,222,200,130,60,70,11,20000,12,90,6,35350920,7,151350,8,53562,9,218564,10,60512,29,282338,30,18373,0,0
3108903,仲裁官,89,1,1,1002,52010101,1002,15000,800,1002,52010101,0,223,200,130,60,70,11,20000,12,90,6,43385250,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3108904,恶灵,89,2,1,210300,52020203,2103,15000,0,2103,52020203,0,224,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3109001,战熊,93,3,1,310310,52030103,3103,15000,0,3103,52030103,0,225,200,100,60,70,11,20000,12,90,6,29459100,7,149462,8,53562,9,217216,10,60512,29,279641,30,18373,0,0
3109002,恶魔之拥,93,1,1,3010,52010102,3010,15000,800,3010,52010102,0,226,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109003,圣光祭司,93,1,1,4003,52010101,4003,15000,400,4003,52010101,0,227,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109004,冰晶之心,91,1,1,4011,52010103,4011,15000,800,4011,52010103,0,228,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109101,圣堂武士,90,1,1,110411,52010204,1104,15000,0,1104,52010204,0,229,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109102,海洋之狼,90,1,1,1001,52010101,1001,15000,800,1001,52010101,0,230,200,130,60,70,11,20000,12,90,6,35350920,7,151350,8,53562,9,218564,10,60512,29,282338,30,18373,0,0
3109103,大法师,90,1,1,110310,52010203,1103,15000,0,1103,52010203,0,231,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3109201,近卫军,94,1,1,110111,52010201,1101,15000,0,1101,52010201,0,232,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109202,仲裁官,91,1,1,1002,52010101,1002,15000,800,1002,52010101,0,233,200,130,60,70,11,20000,12,90,6,43385250,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109203,圣堂武士,91,1,1,110411,52010204,1104,15000,0,1104,52010204,0,234,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109204,恶灵,91,2,1,210300,52020203,2103,15000,0,2103,52020203,0,235,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3109205,教廷圣女,92,1,1,2011,52010103,2011,15000,800,2011,52010103,0,236,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109301,骷髅勇士,92,2,1,210111,52020201,2101,15000,0,2101,52020201,0,237,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109302,熔岩斗士,92,1,1,2010,52010101,2010,15000,800,2010,52010101,0,238,200,130,60,70,11,20000,12,90,6,35350920,7,151350,8,53562,9,218564,10,60512,29,282338,30,18373,0,0
3109303,法师,87,1,1,110310,52010103,1103,15000,0,1103,52010103,0,239,200,100,60,70,11,20000,12,90,6,15533000,7,151350,8,21424,9,218564,10,24204,29,282338,30,7349,0,0
3109304,黑暗先知,86,1,1,1009,52010103,1009,15000,800,1009,52010103,0,240,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109401,圣堂武士,86,1,1,110411,52010204,1104,15000,0,1104,52010204,0,241,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109402,众神之剑,86,1,1,2002,52010101,2002,15000,800,2002,52010101,0,242,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109403,狙击手,93,3,1,310211,52030201,3102,15000,0,3102,52030201,0,243,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3109404,北岭之弓,93,1,1,3012,52010102,3012,15000,800,3012,52010102,0,244,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109501,骷髅勇士,93,2,1,210111,52020201,2101,15000,0,2101,52020201,0,245,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109502,恶魔猎人,88,1,1,2007,52010101,2007,15000,800,2007,52010101,0,246,200,130,60,70,11,20000,12,90,6,35350920,7,151350,8,53562,9,218564,10,60512,29,282338,30,18373,0,0
3109503,火枪手,87,3,1,310210,52030101,3102,15000,0,3102,52030101,0,247,200,100,60,70,11,20000,12,90,6,15533000,7,151350,8,21424,9,218564,10,24204,29,282338,30,7349,0,0
3109601,圣殿先锋,87,1,1,2006,52010101,2006,15000,800,2006,52010101,0,248,200,130,60,70,11,20000,12,90,6,43385250,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109602,暮光骑士,87,6,1,2001,52010101,2001,15000,800,2001,52010101,0,249,200,130,60,70,11,20000,12,90,6,43385250,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109603,仲裁官,94,1,1,1002,52010101,1002,15000,800,1002,52010101,0,250,200,130,60,70,11,20000,12,90,6,43385250,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109604,骸骨弓手,94,2,1,210210,52020102,2102,15000,0,2102,52020102,0,251,200,100,60,70,11,20000,12,90,6,15533000,7,151350,8,21424,9,218564,10,24204,29,282338,30,7349,0,0
3109605,爆裂队长,94,3,1,1005,52010102,1005,15000,800,1005,52010102,0,252,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109701,圣堂武士,89,1,1,110411,52010204,1104,15000,0,1104,52010204,0,253,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109702,地神兵,88,3,1,310411,52030204,3104,15000,0,3104,52030204,0,254,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3109703,大法师,88,1,1,110310,52010203,1103,15000,0,1103,52010203,0,255,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3109801,圣堂武士,88,1,1,110411,52010204,1104,15000,0,1104,52010204,0,256,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109802,暮光骑士,95,6,1,2001,52010101,2001,15000,800,2001,52010101,0,257,200,130,60,70,11,20000,12,90,6,43385250,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109803,灾祸使者,92,6,1,1007,52010103,1007,15000,800,1007,52010103,0,258,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3109804,恶灵,92,2,1,210300,52020203,2103,15000,0,2103,52020203,0,259,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3109901,荒漠可汗,92,5,1,2005,52010101,2005,15000,800,2005,52010101,0,260,200,130,60,70,11,20000,12,90,6,35350920,7,151350,8,53562,9,218564,10,60512,29,282338,30,18373,0,0
3109902,近卫军,93,1,1,110111,52010201,1101,15000,0,1101,52010201,0,261,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3109903,恶灵,93,2,1,210300,52020203,2103,15000,0,2103,52020203,0,262,200,100,60,70,11,20000,12,90,6,22897762,7,152294,8,32137,9,219239,10,36307,29,283687,30,11023,0,0
3109904,冰晶之心,93,1,1,4011,52010103,4011,15000,800,4011,52010103,0,263,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3110001,骷髅勇士,85,2,1,210111,52020201,2101,15000,0,2101,52020201,0,264,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3110002,恶魔猎人,84,1,1,2007,52010101,2007,15000,800,2007,52010101,0,265,200,130,60,70,11,20000,12,90,6,35350920,7,151350,8,53562,9,218564,10,60512,29,282338,30,18373,0,0
3110003,吸血男爵,84,2,1,210411,52020204,2104,15000,0,2104,52020204,0,266,200,100,60,70,11,20000,12,90,6,34708200,7,150406,8,64274,9,217890,10,72614,29,280990,30,22047,0,0
3110004,恶魔之拥,84,1,1,3010,52010102,3010,15000,800,3010,52010102,0,267,200,130,60,70,11,20000,12,90,6,30530350,7,150406,8,32137,9,219576,10,36307,29,284361,30,11023,0,0
3200101,圣殿先锋,25,1,1,2006,52010101,2006,15000,800,2006,52010101,0,0,200,130,60,70,11,20000,12,90,6,181425,7,574,8,268,9,844,10,759,29,706,30,66,0,0
3200102,刀魂,25,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,147840,7,578,8,223,9,846,10,632,29,711,30,55,0,0
3200103,恶魔猎人,25,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,147840,7,578,8,223,9,846,10,632,29,711,30,55,0,0
3200104,破誓者,25,1,1,1004,52010103,1004,15000,800,1004,52010103,0,0,200,130,60,70,11,20000,12,90,6,127650,7,574,8,134,9,851,10,379,29,720,30,33,0,0
3200105,收割者,25,2,1,1006,52010103,1006,15000,800,1006,52010103,0,0,200,130,60,70,11,20000,12,90,6,181425,7,574,8,268,9,844,10,759,29,706,30,66,0,0
3200201,熔岩斗士,26,1,1,2010,52010101,2010,15000,800,2010,52010101,0,0,200,130,60,70,11,20000,12,90,6,155940,7,615,8,236,9,897,10,662,29,713,30,64,0,0
3200202,雷霆之王,26,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,134700,7,610,8,141,9,901,10,397,29,722,30,38,0,0
3200203,恶魔猎人,26,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,155940,7,615,8,236,9,897,10,662,29,713,30,64,0,0
3200204,混沌法师,26,1,1,4006,52010103,4006,15000,800,4006,52010103,0,0,200,130,60,70,11,20000,12,90,6,134700,7,610,8,141,9,901,10,397,29,722,30,38,0,0
3200205,圣光祭司,26,1,1,4003,52010101,4003,15000,400,4003,52010101,0,0,200,130,60,70,11,20000,12,90,6,134700,7,610,8,141,9,901,10,397,29,722,30,38,0,0
3200301,灵界大帝,27,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,199350,7,638,8,295,9,934,10,823,29,708,30,80,0,0
3200302,刀魂,27,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,162420,7,643,8,246,9,937,10,686,29,715,30,67,0,0
3200303,火焰领主,27,1,1,3001,52010101,3001,15000,800,3001,52010101,0,0,200,130,60,70,11,20000,12,90,6,162420,7,643,8,246,9,937,10,686,29,715,30,67,0,0
3200304,黑暗先知,27,1,1,1009,52010103,1009,15000,800,1009,52010103,0,0,200,130,60,70,11,20000,12,90,6,140300,7,638,8,147,9,942,10,411,29,724,30,40,0,0
3200305,仙林女神,27,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,140300,7,638,8,147,9,942,10,411,29,724,30,40,0,0
3200401,灵界大帝,28,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,203325,7,653,8,301,9,954,10,837,29,709,30,82,0,0
3200402,风暴之眼,28,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,143100,7,653,8,150,9,962,10,418,29,725,30,41,0,0
3200403,雷霆之王,28,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,143100,7,653,8,150,9,962,10,418,29,725,30,41,0,0
3200404,恶魔猎人,28,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,165660,7,657,8,251,9,957,10,697,29,715,30,68,0,0
3200405,部族贤者,28,5,1,3006,52010103,3006,15000,800,3006,52010103,0,0,200,130,60,70,11,20000,12,90,6,143100,7,653,8,150,9,962,10,418,29,725,30,41,0,0
3200501,熔岩斗士,29,1,1,2010,52010101,2010,15000,800,2010,52010101,0,0,200,130,60,70,11,20000,12,90,6,168960,7,672,8,256,9,977,10,709,29,716,30,70,0,0
3200502,火焰领主,29,1,1,3001,52010101,3001,15000,800,3001,52010101,0,0,200,130,60,70,11,20000,12,90,6,168960,7,672,8,256,9,977,10,709,29,716,30,70,0,0
3200503,黑羽之箭,29,4,1,3002,52010102,3002,15000,800,3002,52010102,0,0,200,130,60,70,11,20000,12,90,6,145950,7,667,8,153,9,982,10,425,29,726,30,42,0,0
3200504,圣光祭司,29,1,1,4003,52010101,4003,15000,400,4003,52010101,0,0,200,130,60,70,11,20000,12,90,6,145950,7,667,8,153,9,982,10,425,29,726,30,42,0,0
3200505,仙林女神,29,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,145950,7,667,8,153,9,982,10,425,29,726,30,42,0,0
3200601,圣殿先锋,30,1,1,2006,52010101,2006,15000,800,2006,52010101,0,0,200,130,60,70,11,20000,12,90,6,211350,7,681,8,313,9,994,10,865,29,710,30,86,0,0
3200602,星界猎人,30,1,1,4001,52010101,4001,15000,800,4001,52010101,0,0,200,130,60,70,11,20000,12,90,6,172260,7,686,8,260,9,997,10,721,29,717,30,71,0,0
3200603,影之牙,30,4,1,1011,52010101,1011,15000,800,1011,52010101,0,0,200,130,60,70,11,20000,12,90,6,148750,7,681,8,156,9,1002,10,432,29,727,30,43,0,0
3200604,原力法师,30,1,1,2009,52010103,2009,15000,800,2009,52010103,0,0,200,130,60,70,11,20000,12,90,6,148750,7,681,8,156,9,1002,10,432,29,727,30,43,0,0
3200605,唤魂妖姬,30,6,1,1008,52010103,1008,15000,600,1008,52010103,0,0,200,130,60,70,11,20000,12,90,6,148750,7,681,8,156,9,1002,10,432,29,727,30,43,0,0
3200701,熔岩斗士,31,1,1,2010,52010101,2010,15000,800,2010,52010101,0,0,200,130,60,70,11,20000,12,90,6,175500,7,700,8,265,9,1017,10,733,29,717,30,73,0,0
3200702,圣殿先锋,31,1,1,2006,52010101,2006,15000,800,2006,52010101,0,0,200,130,60,70,11,20000,12,90,6,215325,7,695,8,319,9,1014,10,880,29,711,30,87,0,0
3200703,刀魂,31,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,175500,7,700,8,265,9,1017,10,733,29,717,30,73,0,0
3200704,雷霆之王,31,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,151550,7,695,8,159,9,1023,10,440,29,728,30,43,0,0
3200705,仙林女神,31,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,151550,7,695,8,159,9,1023,10,440,29,728,30,43,0,0
3200801,灵界大帝,32,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,307125,7,950,8,455,9,1400,10,1303,29,1279,30,121,0,0
3200802,圣殿先锋,32,1,1,2006,52010101,2006,15000,800,2006,52010101,0,0,200,130,60,70,11,20000,12,90,6,307125,7,950,8,455,9,1400,10,1303,29,1279,30,121,0,0
3200803,恶魔猎人,32,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,250260,7,957,8,379,9,1405,10,1086,29,1289,30,101,0,0
3200804,部族贤者,32,5,1,3006,52010103,3006,15000,800,3006,52010103,0,0,200,130,60,70,11,20000,12,90,6,216150,7,950,8,227,9,1413,10,651,29,1304,30,60,0,0
3200805,唤魂妖姬,32,6,1,1008,52010103,1008,15000,600,1008,52010103,0,0,200,130,60,70,11,20000,12,90,6,216150,7,950,8,227,9,1413,10,651,29,1304,30,60,0,0
3200901,海洋之狼,33,1,1,1001,52010101,1001,15000,800,1001,52010101,0,0,200,130,60,70,11,20000,12,90,6,253500,7,971,8,384,9,1426,10,1098,29,1290,30,103,0,0
3200902,荒漠可汗,33,5,1,2005,52010101,2005,15000,800,2005,52010101,0,0,200,130,60,70,11,20000,12,90,6,253500,7,971,8,384,9,1426,10,1098,29,1290,30,103,0,0
3200903,夺灵者,33,1,1,3009,52010103,3009,15000,800,3009,52010103,0,0,200,130,60,70,11,20000,12,90,6,311175,7,964,8,460,9,1421,10,1317,29,1280,30,123,0,0
3200904,仲裁官,33,1,1,1002,52010101,1002,15000,800,1002,52010101,0,0,200,130,60,70,11,20000,12,90,6,311175,7,964,8,460,9,1421,10,1317,29,1280,30,123,0,0
3200905,仙林女神,33,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,218950,7,964,8,230,9,1433,10,658,29,1305,30,61,0,0
3201001,斯卡尔,34,1,2,5007,52010102,5007,25000,800,5007,52010102,0,0,200,200,60,0,11,20000,12,90,6,855800,7,1013,8,389,9,1466,10,1110,29,1331,30,104,0,0
4001001,风暴之眼,80,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,52833060,7,676419,8,0,9,1486827,10,0,29,959705,30,0,0,0
8100001,黑羽之箭,80,4,1,3002,52010102,3002,15000,800,3002,52010102,0,0,200,130,60,70,11,20000,12,90,6,52833060,7,676419,8,0,9,1486827,10,0,29,959705,30,0,0,0
8200001,海洋之狼,80,1,1,1001,52010101,1001,15000,800,1001,52010101,0,0,200,130,60,70,11,20000,12,90,6,2000000,7,3000,8,0,9,4500,10,0,29,4500,30,0,0,0
8200002,仲裁官,80,1,1,1002,52010101,1002,15000,800,1002,52010101,0,0,200,130,60,70,11,20000,12,90,6,5000000,7,5000,8,0,9,7500,10,0,29,7500,30,0,0,0
8200003,复仇天使,80,1,1,1003,52010103,1003,15000,800,1003,52010103,0,0,200,130,60,70,11,20000,12,90,6,9000000,7,8000,8,0,9,12000,10,0,29,12000,30,0,0,0
8200004,破誓者,80,1,1,1004,52010103,1004,15000,800,1004,52010103,0,0,200,130,60,70,11,20000,12,90,6,13000000,7,13000,8,0,9,19500,10,0,29,19500,30,0,0,0
8200005,爆裂队长,80,3,1,1005,52010102,1005,15000,800,1005,52010102,0,0,200,130,60,70,11,20000,12,90,6,17000000,7,25000,8,0,9,37500,10,0,29,37500,30,0,0,0
8200006,收割者,80,2,1,1006,52010103,1006,15000,800,1006,52010103,0,0,200,130,60,70,11,20000,12,90,6,22000000,7,40000,8,0,9,60000,10,0,29,60000,30,0,0,0
8200007,灾祸使者,80,6,1,1007,52010103,1007,15000,800,1007,52010103,0,0,200,130,60,70,11,20000,12,90,6,30000000,7,70000,8,0,9,105000,10,0,29,105000,30,0,0,0
8200008,暮光骑士,80,6,1,2001,52010101,2001,15000,800,2001,52010101,0,0,200,130,60,70,11,20000,12,90,6,40000000,7,100000,8,0,9,150000,10,0,29,150000,30,0,0,0
8200009,众神之剑,80,1,1,2002,52010101,2002,15000,800,2002,52010101,0,0,200,130,60,70,11,20000,12,90,6,60000000,7,140000,8,0,9,210000,10,0,29,210000,30,0,0,0
8200010,通灵师,80,6,1,2003,52010103,2003,15000,800,2003,52010103,0,0,200,130,60,70,11,20000,12,90,6,90000000,7,185000,8,0,9,277500,10,0,29,277500,30,0,0,0
8200011,荒漠可汗,80,5,1,2005,52010101,2005,15000,800,2005,52010101,0,0,200,130,60,70,11,20000,12,90,6,150000000,7,190000,8,0,9,285000,10,0,29,285000,30,0,0,0
8200012,圣殿先锋,80,1,1,2006,52010101,2006,15000,800,2006,52010101,0,0,200,130,60,70,11,20000,12,90,6,200000000,7,200000,8,0,9,300000,10,0,29,300000,30,0,0,0
8200013,风暴之眼,80,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,300000000,7,220000,8,0,9,330000,10,0,29,330000,30,0,0,0
8200014,火焰领主,80,1,1,3001,52010101,3001,15000,800,3001,52010101,0,0,200,130,60,70,11,20000,12,90,6,400000000,7,250000,8,0,9,375000,10,0,29,375000,30,0,0,0
8200015,黑羽之箭,80,4,1,3002,52010102,3002,15000,800,3002,52010102,0,0,200,130,60,70,11,20000,12,90,6,500000000,7,290000,8,0,9,435000,10,0,29,435000,30,0,0,0
8200016,魅魔女王,80,6,1,3003,52010103,3003,15000,800,3003,52010103,0,0,200,130,60,70,11,20000,12,90,6,600000000,7,340000,8,0,9,510000,10,0,29,510000,30,0,0,0
8200017,凤凰之心,80,1,1,3004,52010103,3004,15000,800,3004,52010103,0,0,200,130,60,70,11,20000,12,90,6,800000000,7,400000,8,0,9,600000,10,0,29,600000,30,0,0,0
8200018,刀魂,80,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,1000000000,7,470000,8,0,9,705000,10,0,29,705000,30,0,0,0
8200019,灵界大帝,80,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,1400000000,7,550000,8,0,9,825000,10,0,29,825000,30,0,0,0
