storyid,heroid,heroname,say,next,skip,position,camp,storytype,passid,passpos,endani,jump,soundtime,sound,Line_speed,back_picture,pre_sound_sound,pre_sound_time,gameid,isdoani
4100102,3006,格里塔,受死吧！,4100103,0,2,2,9,110410,100,0,0,120,VO_Story/4100102_shourenyongbing,1,0,0,0,0,0
4100103,1000,####,[1]雷米尔[0]？传说中的炽天使，这一切与他又有什么关系？,4100104,0,1,1,9,110410,100,0,0,120,VO_Story/4100103,1,0,0,0,0,0
4100104,4010,魔丽莎,领主大人，你手上的神器还真是炙手可热啊……,4100105,0,2,2,9,110410,100,0,0,120,VO_Story/4100104_molisha,1,0,0,0,0,0
4100105,1000,####,前行之路比我想象的还要凶险。,-1,0,1,1,9,110410,100,0,0,120,VO_Story/4100105,1,0,0,0,0,0
4100201,1000,####,雪停了。,4100202,0,1,1,10,0,0,0,0,120,VO_Story/4100201,1,20018,0,0,0,0
4100202,4002,莫瑞亚,顺着这条道路下山，过不了两天就能到[1]赫利海姆[0]。,4100203,0,2,2,10,0,0,0,0,120,VO_Story/4100202_moruiya,1,20018,0,0,0,0
4100203,1000,####,感谢您的帮助，后会有期。,-1,0,1,1,10,0,0,0,0,120,VO_Story/4100203,1,20018,0,0,0,0
100011,3003,修美尔,多么乏味的冒险啊。,100012,0,1,1,10,0,0,0,0,120,VO_Story/100011_xiumeier,1,0,0,0,0,0
100012,3003,修美尔,也许我的美丽可以让你的旅程更加丰富多彩哦。,-1,0,1,1,10,0,0,0,0,120,VO_Story/100012_xiumeier,1,0,0,0,0,0
101011,4010,魔丽莎,领主大人，经过我的鉴定，这是件品质优秀的[1]装备[0]。,101021,0,2,1,10,0,0,0,0,120,VO_Story/101011_molisha,1,0,0,0,0,0
101021,4010,魔丽莎,每位英雄都有和其属性对应的[1]核心装备[0]栏。,101022,0,2,1,10,0,0,0,0,120,VO_Story/101021_molisha,1,0,0,0,0,0
101022,4010,魔丽莎,给英雄穿上[1]核心装备[0]能最大限度发挥装备的属性。,-1,0,2,1,10,0,0,0,0,120,VO_Story/101022_molisha,1,0,0,0,0,0
101012,1000,####,你还真是见多识广啊。,101013,0,1,1,10,0,0,0,0,120,VO_Story/101012,1,0,0,0,0,0
101013,4010,魔丽莎,当然了，我们[1]星环城[0]可是陈列了数以万计的魔法[1]装备[0]。,101014,0,2,1,10,0,0,0,0,120,VO_Story/101013_molisha,1,0,0,0,0,0
101014,4010,魔丽莎,我还可以说出它们出自哪位大师之手，于何年何月打造。,101015,0,2,1,10,0,0,0,0,120,VO_Story/101014_molisha,1,0,0,0,0,0
101015,1000,####,陈列？真是暴殄天物……再好的[1]装备[0]，不拿来穿还有什么意义。,101016,0,1,1,10,0,0,0,0,120,VO_Story/101015,1,0,0,0,0,0
101016,4010,魔丽莎,呵呵呵……您说得也对。好的主人才更能体现[1]装备[0]的价值。,-1,0,2,1,10,0,0,0,0,120,VO_Story/101016_molisha,1,0,0,0,0,0
101081,4010,魔丽莎,这件[1]装备[0]可以用魔法进行强化。,101082,0,2,1,10,0,0,0,0,120,VO_Story/101081_molisha,1,0,0,0,0,0
101082,4010,魔丽莎,我可以将金币转化为强化所需的元素。,101083,0,2,1,10,0,0,0,0,120,VO_Story/101082_molisha,1,0,0,0,0,0
101083,4010,魔丽莎,别问我是怎么做到的，这是[1]星环城[0]的秘密。,-1,0,2,1,10,0,0,0,0,120,VO_Story/101083_molisha,1,0,0,0,0,0
200021,4010,魔丽莎,领主大人，[1]祭坛[0]已经可以使用了。,200022,0,2,1,10,0,0,0,0,120,VO_Story/200021_molisha,1,0,0,0,0,0
200022,4010,魔丽莎,将多余的材料在[1]祭坛分解[0]，可以获得[1]兑换勋章[0]。,-1,0,2,1,10,0,0,0,0,120,VO_Story/200022_molisha,1,0,0,0,0,0
200011,1010,塞拉,领主大人，过往的行商在城里开放了[1]市场[0]。,200012,0,2,1,10,0,0,0,0,120,VO_Story/200011_saila,1,0,0,0,0,0
200012,1010,塞拉,我们可以在[1]市场[0]里和他们互通有无。,-1,0,2,1,10,0,0,0,0,120,VO_Story/200012_saila,1,0,0,0,0,0
201011,1002,艾伦,领主阁下，[1]竞技场[0]已经可以使用了。,201012,0,2,1,10,0,0,0,0,120,VO_Story/201011_ailun,1,0,0,0,0,0
201012,1002,艾伦,来一场公平的竞技比赛，可以为您赢得奖金和声誉。,201013,0,2,1,10,0,0,0,0,120,VO_Story/201012_ailun,1,0,0,0,0,0
201013,1002,艾伦,同时还能振奋大伙的士气。,-1,0,2,1,10,0,0,0,0,120,VO_Story/201013_ailun,1,0,0,0,0,0
203011,1002,艾伦,泰拉尔大陆对独行者一向很残酷。,203012,0,2,1,10,0,0,0,0,120,VO_Story/203011_ailun,1,0,0,0,0,0
203012,1002,艾伦,组建一个军团才能无往不利。,-1,0,2,1,10,0,0,0,0,120,VO_Story/203012_ailun,1,0,0,0,0,0
204011,4010,魔丽莎,领主大人，[1]学院[0]建设完毕。,204012,0,2,1,10,0,0,0,0,120,VO_Story/204011_molisha,1,0,0,0,0,0
204012,4010,魔丽莎,接下来让我给你好好上一课。,-1,0,2,1,10,0,0,0,0,120,VO_Story/204012_molisha,1,0,0,0,0,0
204013,4010,魔丽莎,在[1]学院[0]，有各种学科可以研究。,204014,0,2,1,10,0,0,0,0,120,VO_Story/204013_molisha,1,0,0,0,0,0
204014,4010,魔丽莎,请选择一项科技作为研究对象。,-1,0,2,1,10,0,0,0,0,120,VO_Story/204014_molisha,1,0,0,0,0,0
204041,4010,魔丽莎,就是这样，你做的不赖。,204042,0,2,1,10,0,0,0,0,120,VO_Story/204041_molisha,1,0,0,0,0,0
204042,4010,魔丽莎,过不了多久，您就能成为全能型学者。,-1,0,2,1,10,0,0,0,0,120,VO_Story/204042_molisha,1,0,0,0,0,0
205011,3004,埃西尔,[1]魔丽莎[0]，为什么我总觉得你有种似曾相识的感觉。,205012,0,2,1,10,0,0,0,0,120,VO_Story/205011_aixier,1,0,0,0,0,0
205012,4010,魔丽莎,也许这就是奥拉所说的宿命感吧。,205013,0,2,1,10,0,0,0,0,120,VO_Story/205012_molisha,1,0,0,0,0,0
205013,3004,埃西尔,我听说过，所有生物的命运，其实都在星界的某个未知位面中紧紧相连。,205014,0,2,1,10,0,0,0,0,120,VO_Story/205013_aixier,1,0,0,0,0,0
205014,4010,魔丽莎,我更愿意相信，这一切只是上层位面的小把戏。,-1,0,2,1,10,0,0,0,0,120,VO_Story/205014_molisha,1,0,0,0,0,0
206011,1010,塞拉,领主大人，路过的商旅在城里发布了日常任务。,206012,0,2,1,10,0,0,0,0,120,VO_Story/206011_saila,1,0,0,0,0,0
206012,1010,塞拉,只要帮助他们，他们就会将一部分物资分给我们。,-1,0,2,1,10,0,0,0,0,120,VO_Story/206012_saila,1,0,0,0,0,0
207011,4010,魔丽莎,连接星界的水晶已经架设完毕。,207012,0,2,1,10,0,0,0,0,120,VO_Story/207011_molisha,1,0,0,0,0,0
207012,4010,魔丽莎,我们可以用它来召唤星界的魔法生物。,-1,0,2,1,10,0,0,0,0,120,VO_Story/207012_molisha,1,0,0,0,0,0
207111,4010,魔丽莎,和星界生物签订契约，就能将它们变为忠诚的[1]魔宠[0]。,207112,0,2,1,10,0,0,0,0,120,VO_Story/207111_molisha,1,0,0,0,0,0
207112,4010,魔丽莎,[1]魔宠[0]会给主人带来强大的力量。,-1,0,2,1,10,0,0,0,0,120,VO_Story/207112_molisha,1,0,0,0,0,0
207161,4010,魔丽莎,[1]魔宠[0]是由魔法构成的生物。,207162,0,2,1,10,0,0,0,0,120,VO_Story/207161_molisha,1,0,0,0,0,0
207162,4010,魔丽莎,我们可以将低级的[1]魔宠[0]转化为[1]魔宠符文[0]。,-1,0,2,1,10,0,0,0,0,120,VO_Story/207162_molisha,1,0,0,0,0,0
207231,4010,魔丽莎,[1]符文[0]可以[1]装备[0]给[1]魔宠[0]。,207232,0,2,1,10,0,0,0,0,120,VO_Story/207231_molisha,1,0,0,0,0,0
207232,4010,魔丽莎,[1]装备[0]了[1]符文[0]的[1]魔宠[0]会获得更加强大的能力。,-1,0,2,1,10,0,0,0,0,120,VO_Story/207232_molisha,1,0,0,0,0,0
207291,4010,魔丽莎,多余的[1]符文[0]可以进行分解。,207292,0,2,1,10,0,0,0,0,120,VO_Story/207291_molisha,1,0,0,0,0,0
207292,4010,魔丽莎,分解后的材料可以强化[1]符文[0]。,207293,0,2,1,10,0,0,0,0,120,VO_Story/207292_molisha,1,0,0,0,0,0
207293,4010,魔丽莎,怎么样，我的讲解够详细了吧。,207294,0,2,1,10,0,0,0,0,120,VO_Story/207293_molisha,1,0,0,0,0,0
207294,1000,####,额，有些复杂，我需要消化一下。,207295,0,1,1,10,0,0,0,0,120,VO_Story/207294,1,0,0,0,0,0
207295,4010,魔丽莎,慢慢来，你会习惯的。我们继续[1]符文[0]的分解和强化吧。,-1,0,2,1,10,0,0,0,0,120,VO_Story/207295_molisha,1,0,0,0,0,0
208011,1000,####,敌人刚才好像提到了和[1]圣物[0]有关的东西。,208012,0,1,1,10,0,0,0,0,120,VO_Story/208011,1,0,0,0,0,0
208012,4010,魔丽莎,这是……时光水晶！,208013,0,2,1,10,0,0,0,0,120,VO_Story/208012_molisha,1,0,0,0,0,0
208013,4010,魔丽莎,难道上古时代的[1]圣物[0]，就藏在水晶开启的时光通道中？,208014,0,2,1,10,0,0,0,0,120,VO_Story/208013_molisha,1,0,0,0,0,0
208014,1000,####,我们拿回城里看看。,-1,0,1,1,10,0,0,0,0,120,VO_Story/208014,1,0,0,0,0,0
208031,4010,魔丽莎,果然是这样，我们只要完成时光通道中的挑战，就能找回[1]圣物[0]。,208032,0,2,1,10,0,0,0,0,120,VO_Story/208031_molisha,1,0,0,0,0,0
208032,1000,####,那我们还等什么，出发！,-1,0,1,1,10,0,0,0,0,120,VO_Story/208032,1,0,0,0,0,0
208081,4010,魔丽莎,这看起来是[1]夏梵龙泪冠[0]的某个部件。,208082,0,2,1,10,0,0,0,0,120,VO_Story/208081_molisha,1,0,0,0,0,0
208082,4010,魔丽莎,只要集齐所有部件，就可以将[1]圣物[0]还原。,-1,0,2,1,10,0,0,0,0,120,VO_Story/208082_molisha,1,0,0,0,0,0
209021,1002,艾伦,作为一名骑士，一定要有彰显身份的[1]纹章[0]。,209022,0,2,1,10,0,0,0,0,120,VO_Story/209021_ailun,1,0,0,0,0,0
209022,1002,艾伦,[1]纹章[0]是光明神赐予我们的祝福。,209023,0,2,1,10,0,0,0,0,120,VO_Story/209022_ailun,1,0,0,0,0,0
209023,1002,艾伦,虔诚的祈祷，会得到光明神的回应。,-1,0,2,1,10,0,0,0,0,120,VO_Story/209023_ailun,1,0,0,0,0,0
209061,1002,艾伦,只要信仰坚定，[1]纹章[0]的等级就可以不断提高。,209062,0,2,1,10,0,0,0,0,120,VO_Story/209061_ailun,1,0,0,0,0,0
209062,1002,艾伦,高级的[1]纹章[0]将给我们带来更强的的力量!,-1,0,2,1,10,0,0,0,0,120,VO_Story/209062_ailun,1,0,0,0,0,0
210011,1002,艾伦,领主大人，最近兵源稀缺。,210012,0,2,1,10,0,0,0,0,120,VO_Story/210011_ailun,1,0,0,0,0,0
210012,1002,艾伦,我们需要招募一批[1佣兵[0]来补充军力。,-1,0,2,1,10,0,0,0,0,120,VO_Story/210012_ailun,1,0,0,0,0,0
210051,1002,艾伦,这群[1佣兵[0]太散漫了，他们需要一点教训。,210052,0,2,1,10,0,0,0,0,120,VO_Story/210051_ailun,1,0,0,0,0,0
210052,1002,艾伦,让他们知道应该服从谁的命令！,-1,0,2,1,10,0,0,0,0,120,VO_Story/210052_ailun,1,0,0,0,0,0
210091,1002,艾伦,列队！你们这群该死的蛆虫！现在报数！报错的绕场跑500圈！,210092,0,2,1,10,0,0,0,0,120,VO_Story/210091_ailun,1,0,0,0,0,0
210092,1002,艾伦,哈哈……我吓到你了吗？不过，练兵就该这样。,-1,0,2,1,10,0,0,0,0,120,VO_Story/210092_ailun,1,0,0,0,0,0
210121,1002,艾伦,[1]军旗[0]可以进一步提升部队战力。,210122,0,2,1,10,0,0,0,0,120,VO_Story/210121_ailun,1,0,0,0,0,0
210122,1002,艾伦,选择合适的[1]军旗[0]吧。,-1,0,2,1,10,0,0,0,0,120,VO_Story/210122_ailun,1,0,0,0,0,0
211031,1010,塞拉,领主大人，我们捕获了一只巨型蛛怪。,211032,0,1,1,10,0,0,0,0,120,VO_Story/211031_saila,1,0,0,0,0,0
211032,5001,阿克曼尼,嘶嘶嘶嘶……,211033,0,2,1,10,0,0,0,0,120,VO_Story/211032_akemanni,1,0,0,0,0,0
211033,1000,####,好恶心，赶紧处理掉。,211034,0,1,1,10,0,0,0,0,120,VO_Story/211033,1,0,0,0,0,0
211034,2004,妮妮,你们别这样，它只是吓坏了，让[1]妮妮[0]来安抚它。,211035,0,1,1,10,0,0,0,0,120,VO_Story/211034_nini,1,0,0,0,0,0
211035,2004,妮妮,好啦好啦，不要怕，这里没人会伤害你。,211036,0,1,1,10,0,0,0,0,120,VO_Story/211035_nini,1,0,0,0,0,0
211036,5001,阿克曼尼,嘶……嘶……,211037,0,2,1,10,0,0,0,0,120,VO_Story/211036_akemanni,1,0,0,0,0,0
211037,1010,塞拉,不愧是自然祭司啊，还真有用。,211038,0,1,1,10,0,0,0,0,120,VO_Story/211037_saila,1,0,0,0,0,0
211038,1000,####,也许[1]巨兽[0]会成为咱们不可多得的战力。,211039,0,1,1,10,0,0,0,0,120,VO_Story/211038,1,0,0,0,0,0
211039,2004,妮妮,哈哈，那就让[1]妮妮[0]来负责训练[1]巨兽[0]吧！,-1,0,2,1,10,0,0,0,0,120,VO_Story/211039_nini,1,0,0,0,0,0
301011,1002,艾伦,没想到这座神圣的高塔会被魔物占据。,301012,0,2,1,10,0,0,0,0,120,VO_Story/301011_ailun,1,0,0,0,0,0
301012,1002,艾伦,如果您能帮教会扫清魔物，想必可以得到相当丰厚的报酬。,-1,0,2,1,10,0,0,0,0,120,VO_Story/301012_ailun,1,0,0,0,0,0
302011,1010,塞拉,领主大人，最近魔物行动猖獗。,302012,0,2,1,10,0,0,0,0,120,VO_Story/302011_saila,1,0,0,0,0,0
302012,1010,塞拉,各个地方的领主都贴出了剿灭魔物的悬赏令。,302013,0,2,1,10,0,0,0,0,120,VO_Story/302012_saila,1,0,0,0,0,0
302013,1000,####,这是个不错的机会，我们去剿灭魔物，顺便还能赚取赏金。,-1,0,1,1,10,0,0,0,0,120,VO_Story/302013,1,0,0,0,0,0
303011,3004,埃西尔,我们找到魔龙的巢穴了，这真是一场相当值得的冒险。,303012,0,2,1,10,0,0,0,0,120,VO_Story/303011_aixier,1,0,0,0,0,0
303012,3004,埃西尔,书里记载，龙穴里藏着很多闪亮闪亮的[1]宝石[0]。,303013,0,2,1,10,0,0,0,0,120,VO_Story/303012_aixier,1,0,0,0,0,0
303013,1000,####,首先……我们得击败魔龙才行。,303014,0,1,1,10,0,0,0,0,120,VO_Story/303013,1,0,0,0,0,0
303014,3004,埃西尔,没事，我对你有信心。,-1,0,2,1,10,0,0,0,0,120,VO_Story/303014_aixier,1,0,0,0,0,0
304011,1000,####,这座传送门看起来很奇怪，会通往哪里呢？,304012,0,1,1,10,0,0,0,0,120,VO_Story/304011,1,0,0,0,0,0
304012,3004,埃西尔,这是时空裂隙，只有传说中的旅法师能制造这样的传送门。,304013,0,2,1,10,0,0,0,0,120,VO_Story/304012_aixier,1,0,0,0,0,0
304013,3004,埃西尔,它撕裂了时空壁垒，可能连结着未知的位面。,304014,0,2,1,10,0,0,0,0,120,VO_Story/304013_aixier,1,0,0,0,0,0
304014,3004,埃西尔,也许某个旅法师留下的宝藏正等着我们。,-1,0,2,1,10,0,0,0,0,120,VO_Story/304014_aixier,1,0,0,0,0,0
305011,1010,塞拉,领主大人，我们找到了一处[1]地下城[0]的入口。,305012,0,2,1,10,0,0,0,0,120,VO_Story/305011_saila,1,0,0,0,0,0
305012,3004,埃西尔,传说天使和恶魔在[1]地下城[0]中遗留了无尽的财宝。,305013,0,2,1,10,0,0,0,0,120,VO_Story/305012_aixier,1,0,0,0,0,0
305013,3004,埃西尔,现在它们正在向我们招手。,305014,0,2,1,10,0,0,0,0,120,VO_Story/305013_aixier,1,0,0,0,0,0
305014,1000,####,得当心黑暗精灵和地穴恶魔，他们可不是好惹的。,-1,0,1,1,10,0,0,0,0,120,VO_Story/305014,1,0,0,0,0,0
301021,4010,魔丽莎,魔网赋予了我们每个人不同成长特性。,301022,0,1,1,10,0,0,0,0,120,VO_Story/301021_molisha,1,0,0,0,0,0
301022,4010,魔丽莎,而龙血和灵珀蕴含着奇特的能量，能改变魔网属性。,301023,0,1,1,10,0,0,0,0,120,VO_Story/301022_molisha,1,0,0,0,0,0
301023,4010,魔丽莎,只要将它们进行调和，便可以强化我们的天赋。,-1,0,1,1,10,0,0,0,0,120,VO_Story/301023_molisha,1,0,0,0,0,0
303021,3004,埃西尔,[1]宝石[0]中蕴含着泰拉尔世界最原始的能量。,303022,0,1,1,10,0,0,0,0,120,VO_Story/303021_aixier,1,0,0,0,0,0
303022,3004,埃西尔,将[1]宝石[0][1]镶嵌[0]在[1]装备[0]上，便能发挥它们的作用。,-1,0,1,1,10,0,0,0,0,120,VO_Story/303022_aixier,1,0,0,0,0,0
303023,3004,埃西尔,三颗相同的[1]宝石[0]可以合成高级[1]宝石[0]。,303024,0,1,1,10,0,0,0,0,120,VO_Story/303023_aixier,1,0,0,0,0,0
303024,3004,埃西尔,啊，真想把这些[1]宝石[0]都带走……我是想拿来做研究。,-1,0,1,1,10,0,0,0,0,120,VO_Story/303024_aixier,1,0,0,0,0,0
305021,1010,塞拉,领主大人，我们缴获了几块相当罕见的矿锭。,305022,0,1,1,10,0,0,0,0,120,VO_Story/305021_saila,1,0,0,0,0,0
305022,3004,埃西尔,这是地底侏儒所打造的魔法矿锭，它们可以用来给[1]装备[0][1]附魔[0]。,305023,0,1,1,10,0,0,0,0,120,VO_Story/305022_aixier,1,0,0,0,0,0
305023,3004,埃西尔,和普通的强化相比，[1]附魔[0]能带来质的飞跃。,-1,0,1,1,10,0,0,0,0,120,VO_Story/305023_aixier,1,0,0,0,0,0
306011,4010,魔丽莎,领主大人，商人们发布了新的[1]赏金[0]任务。,306012,0,1,1,10,0,0,0,0,120,VO_Story/306011_molisha,1,0,0,0,0,0
306012,4010,魔丽莎,一起来看看吧。,-1,0,1,1,10,0,0,0,0,120,VO_Story/306012_molisha,1,0,0,0,0,0
30411,3004,埃西尔,这招不错，持续燃烧的[1]火焰箭[0]可以为我节约我不少法力。,30412,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
30412,3004,埃西尔,火焰是喜怒无常的精灵，不过一旦驯服它，就会成为最可靠的伙伴。,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,欢迎来到魔法[1]地下城[0]，尊敬的领主大人。,10002,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,让我们开始这场冒险吧。,10003,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,[1]地下城[0]危机四伏，首先我们需要整合一支冒险队伍，请前往[1]阵容[0]大厅。,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,这儿看起来空荡荡的……,10102,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,国王已经为您挑选好了几名身怀绝技得英雄，您可以将他们派上阵。,10103,0,2,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,请随意挑选英雄，将阵容排满后，我们就可以向[1]世界[0]进发了。,-1,0,2,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,各国纷争不断，暗灵和恶魔又蠢蠢欲动，我们得建立一座堡垒作为根据地。,10202,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,海岸附近有处地穴入口，要要去那边看看？,10203,0,2,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,就是那儿了，出发！,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,这里面居然有一座荒废得[1]地下城[0]。,10302,0,2,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,地形很开阔，看起来很适合作为我们的大本营。,10303,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,不过我们的先消灭盘踞在暗道的穴居怪，我可不想被他们偷袭。,-1,0,2,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,所有的英雄都在这儿，当然也包括我哦~,10402,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,您可以选择一个查看他们的详细情况~要不要先选我呢？,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,在[1]地下城[0]的冒险中会搜集到很多强化材料，可以用来提升您的英雄。,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,这里是[1]装备[0]仓库。,10602,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,听说居住在地下洞穴的侏儒可是锻造能手，我好想拥有一双他们制作的秘银靴。,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,在[1]地下城[0]找到的物资都存放在这里。相信我，这里绝对安全。,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1010,斥候,报告领主，西边有座遗迹！也许我们可以探索一下。,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1010,斥候,前面的峡谷里有只受伤发狂的红龙，我们最好小心！,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1010,斥候,请小心行事，在下先告退了。,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1005,矮人矿工,你能帮我去营地里拿点工具吗？,-1,0,2,2,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1005,矮人矿工,就是这个！,10031,0,2,2,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1005,矮人矿工,你帮了我大忙，这下我可以钻进地里了，再会！,-1,0,2,2,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1007,穴居怪,这座金矿是我的！,-1,0,2,2,10,0,0,0,0,120,0,1,0,0,0,0,0
0,2005,强盗,又有猎物送上门，兄弟们，抄家伙！,-1,0,2,2,10,0,0,0,0,120,VO_Story/C1_g3_1_1_qiangdao,1,0,0,0,0,0
0,2006,骑士,那只该死的蜘蛛……帮我干掉它，我就让你过去！,-1,0,2,2,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1010,斥候,前面还有关卡未通过，请不要鲁莽行事！,-1,0,1,1,10,0,0,0,0,120,VO_Story/C1_g2_2_1_chihou,1,0,0,0,0,0
0,1000,####,城门还未开启！,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,摆脱追兵了吗？我们必须把幽影军团入侵的消息告诉其他城邦。,1206,0,1,1,10,0,0,0,0,120,VO_Story/C1_start_1_1,1,0,0,0,0,0
0,1000,####,穿越这片峡谷，应该就能进入矮人的领地了。,1207,0,1,1,10,0,0,0,0,120,VO_Story/C1_start_1_2,1,0,0,0,0,0
0,1010,斥候,领主大人，暗灵已经在峡谷中布下了埋伏。,1208,0,2,1,10,0,0,0,0,120,VO_Story/C1_start_1_3_chihou,1,0,0,0,0,0
0,1000,####,没有别的路可走了，我们全力冲过去！,-1,0,1,1,10,0,0,0,0,120,VO_Story/C1_start_1_4,1,0,0,0,0,0
0,1010,斥候,报告领主大人，[1]西边有座遗迹[0]！,1211,0,2,1,10,0,0,0,0,120,VO_Story/C1_g2_1_1_chihou,1,0,0,0,0,0
0,1010,斥候,可能是[1]万世之战[0]时，先行者留下的。也许我们可以[1]探索[0]一下。,-1,0,2,1,10,0,0,0,0,120,VO_Story/C1_g2_1_2_chihou,1,0,0,0,0,0
0,1010,斥候,前面又有追兵！,1213,0,2,1,10,0,0,0,0,120,VO_Story/C1_g2_4_1_chihou,1,0,0,0,0,0
0,1010,斥候,但敌人似乎犹豫不前，也许我们可以避免战斗。,-1,0,2,1,10,0,0,0,0,120,VO_Story/C1_g2_4_2_chihou,1,0,0,0,0,0
0,1000,####,遗迹里的宝物已经收入囊中，我们继续前进！,-1,0,1,1,10,0,0,0,0,120,VO_Story/C1_g2_3_1,1,0,0,0,0,0
0,1005,矮人矿工,钻头又坏了，你能帮我去[1]营地[0]里找个新的吗？,1232,0,2,1,10,0,0,0,0,120,VO_Story/C1_g4_3_1_airenkuanggong,1,0,0,0,0,0
0,1005,矮人矿工,就在[1]西边的营地[0]里，很好找……或许吧。,-1,0,2,1,10,0,0,0,0,120,VO_Story/C1_g4_3_2_airenkuanggong,1,0,0,0,0,0
0,1005,矮人矿工,你找到我的神奇钻头了？就是这个！我一直不记得放哪去了。,1234,0,2,1,10,0,0,0,0,120,VO_Story/C1_g4_4_1_airenkuanggong,1,0,0,0,0,0
0,1005,矮人矿工,你帮了我大忙，这下我可以找到回去的路了，再会！,-1,0,2,1,10,0,0,0,0,120,VO_Story/C1_g4_4_2_airenkuanggong,1,0,0,0,0,0
0,1000,####,一座营地，主人似乎刚走。,1236,0,1,1,10,0,0,0,0,120,VO_Story/C1_g4_1_1,1,0,0,0,0,0
0,1000,####,里面堆满了稀奇古怪的玩意。,-1,0,1,1,10,0,0,0,0,120,VO_Story/C1_g4_1_2,1,0,0,0,0,0
0,1000,####,在这座无人的营地里发现了[1]一柄奇怪的钻头[0]。,1239,0,1,1,10,0,0,0,0,120,VO_Story/C1_g4_2_1,1,0,0,0,0,0
0,1000,####,应该是某种挖掘工具？,-1,0,1,1,10,0,0,0,0,120,VO_Story/C1_g4_2_2,1,0,0,0,0,0
0,2005,野蛮人,你想对我的宝贝做什么？这是献给[1]屠龙者[0]的赏金。,1246,0,2,2,10,0,0,0,0,120,VO_Story/C1_g4_5_1_yemanren,1,0,0,0,0,0
0,2005,野蛮人,除非你能证明自己的实力，否则就滚出这里！,-1,0,2,2,10,0,0,0,0,120,VO_Story/C1_g4_5_2_yemanren,1,0,0,0,0,0
0,2005,野蛮人,尊敬的屠龙勇士！这些财宝都送给你了！,-1,0,2,2,10,0,0,0,0,120,VO_Story/C1_g4_6_1_yemanren,1,0,0,0,0,0
0,4005,猎龙人,那条恶龙伤了我一条腿，你能帮我报仇吗？它就在[1]北面的山谷[0]中！,-1,0,2,1,10,0,0,0,0,120,VO_Story/C1_g4_7_1_lielongren,1,0,0,0,0,0
0,4005,猎龙人,该死的恶龙，你干掉他了吗？,1254,0,2,1,10,0,0,0,0,120,VO_Story/C1_g4_8_1_lielongren,1,0,0,0,0,0
0,4005,猎龙人,太好了，这下我可以安息了…这些东西我不再需要了，祝你好运……,-1,0,2,1,10,0,0,0,0,120,VO_Story/C1_g4_8_2_lielongren,1,0,0,0,0,0
0,5007,斯卡尔,嗷嗷嗷…吼吼吼吼吼……,1256,0,2,2,10,0,0,0,0,120,VO_Story/C1_g5_1_1_sikaer,1,20025,0,0,0,0
0,5007,斯卡尔,别想偷走我的宝贝！,-1,0,2,2,10,0,0,0,0,120,VO_Story/C1_g5_1_2_sikaer,1,20025,0,0,0,0
0,5007,斯卡尔,谁敢闯入泰拉之子的领地！,1258,0,2,2,10,0,0,0,0,120,VO_Story/C1_g5_2_1_sikaer,1,20025,0,0,0,0
0,5007,斯卡尔,愚蠢的凡人，我要将你烧成灰烬！,-1,0,2,2,10,0,0,0,0,120,VO_Story/C1_g5_2_2_sikaer,1,20025,0,0,0,0
