lazyid,id ,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6
2014002,52020207,阴影龙,2,52020207,6,7,320,6,3280,8,310,10,590,30,320,99,190100
2014003,52020207,阴影龙,3,52020207,12,7,680,6,6890,8,640,10,1250,30,670,99,399300
2014004,52020207,阴影龙,4,52020207,24,7,1300,6,13230,8,1230,10,2390,30,1280,99,765100
2014005,52020207,阴影龙,5,52020207,40,7,2240,6,22880,8,2140,10,4140,30,2220,99,1324600
2014006,52020207,阴影龙,6,52020207,64,7,3570,6,36390,8,3400,10,6580,30,3530,99,2106800
2014007,52020207,阴影龙,7,52020207,90,7,5320,6,54260,8,5060,10,9820,30,5270,99,3141200
2014008,52020207,阴影龙,8,52020207,120,7,7550,6,76990,8,7190,10,13930,30,7480,99,4458300
2014009,52020207,阴影龙,9,52020207,150,7,10300,6,105040,8,9800,10,19010,30,10200,99,6081300
2014010,52020207,阴影龙,10,52020207,180,7,13620,6,138840,8,12960,10,25120,30,13490,99,8039800
2014011,52020207,阴影龙,11,52020207,220,7,17540,6,178830,8,16690,10,32360,30,17370,99,10354600
2014012,52020207,阴影龙,12,52020207,260,7,22110,6,225410,8,21040,10,40790,30,21900,99,13052700
2014013,52020207,阴影龙,13,52020207,310,7,27370,6,279000,8,26040,10,50490,30,27100,99,16155500
2014014,52020207,阴影龙,14,52020207,350,7,33350,6,339990,8,31730,10,61520,30,33030,99,19686800
2014015,52020207,阴影龙,15,52020207,400,7,40100,6,408750,8,38150,10,73960,30,39710,99,23669000
2014016,52020207,阴影龙,16,52020207,460,7,47640,6,485660,8,45330,10,87880,30,47180,99,28122200
2014017,52020207,阴影龙,17,52020207,520,7,56020,6,571080,8,53300,10,103340,30,55480,99,33068600
2014018,52020207,阴影龙,18,52020207,580,7,65270,6,665380,8,62100,10,120400,30,64640,99,38528600
2014019,52020207,阴影龙,19,52020207,640,7,75430,6,768900,8,71760,10,139130,30,74690,99,44522500
2014020,52020207,阴影龙,20,0,0,7,86520,6,882000,8,82320,10,159600,30,85680,99,51072000
1015001,52030101,火枪手,1,52030101,3,7,80,6,800,8,80,10,160,30,80,99,48000
1015002,52030101,火枪手,2,52030101,6,7,150,6,1510,8,160,10,310,30,160,99,92700
1015003,52030101,火枪手,3,52030101,12,7,320,6,3180,8,330,10,650,30,330,99,194100
1015004,52030101,火枪手,4,52030101,24,7,620,6,6110,8,640,10,1250,30,630,99,373700
1015005,52030101,火枪手,5,52030101,40,7,1070,6,10570,8,1110,10,2160,30,1090,99,646400
1015006,52030101,火枪手,6,52030101,64,7,1700,6,16810,8,1770,10,3430,30,1730,99,1027700
1015007,52030101,火枪手,7,52030101,90,7,2530,6,25060,8,2640,10,5120,30,2580,99,1532200
1015008,52030101,火枪手,8,52030101,120,7,3590,6,35560,8,3740,10,7260,30,3670,99,2174200
1015009,52030101,火枪手,9,52030101,150,7,4900,6,48520,8,5100,10,9900,30,5000,99,2965400
1015010,52030101,火枪手,10,52030101,180,7,6480,6,64130,8,6740,10,13090,30,6610,99,3920100
1015011,52030101,火枪手,11,52030101,220,7,8350,6,82600,8,8690,10,16860,30,8520,99,5051000
1015012,52030101,火枪手,12,52030101,260,7,10520,6,104120,8,10950,10,21250,30,10730,99,6364900
1015013,52030101,火枪手,13,52030101,310,7,13020,6,128870,8,13550,10,26310,30,13290,99,7878900
1015014,52030101,火枪手,14,52030101,350,7,15870,6,157040,8,16510,10,32060,30,16190,99,9600800
1015015,52030101,火枪手,15,52030101,400,7,19070,6,188800,8,19850,10,38540,30,19460,99,11541000
1015016,52030101,火枪手,16,52030101,460,7,22660,6,224330,8,23590,10,45790,30,23130,99,13714100
1015017,52030101,火枪手,17,52030101,520,7,26650,6,263780,8,27740,10,53840,30,27190,99,16125600
1015018,52030101,火枪手,18,52030101,580,7,31050,6,307340,8,32320,10,62740,30,31680,99,18788800
1015019,52030101,火枪手,19,52030101,640,7,35880,6,355160,8,37350,10,72500,30,36610,99,21712200
1015020,52030101,火枪手,20,0,0,7,41160,6,407400,8,42840,10,83160,30,42000,99,24906000
2015001,52030201,狙击手,1,52030201,3,7,160,6,1710,8,160,10,310,30,160,99,97700
2015002,52030201,狙击手,2,52030201,6,7,310,6,3240,8,300,10,590,30,300,99,185300
2015003,52030201,狙击手,3,52030201,12,7,640,6,6820,8,640,10,1250,30,620,99,388900
2015004,52030201,狙击手,4,52030201,24,7,1230,6,13100,8,1220,10,2390,30,1200,99,746500
2015005,52030201,狙击手,5,52030201,40,7,2140,6,22660,8,2110,10,4140,30,2070,99,1292200
2015006,52030201,狙击手,6,52030201,64,7,3400,6,36040,8,3360,10,6580,30,3290,99,2054800
2015007,52030201,狙击手,7,52030201,90,7,5060,6,53750,8,5010,10,9820,30,4910,99,3064000
2015008,52030201,狙击手,8,52030201,120,7,7190,6,76260,8,7110,10,13930,30,6970,99,4348700
2015009,52030201,狙击手,9,52030201,150,7,9800,6,104040,8,9700,10,19010,30,9500,99,5931300
2015010,52030201,狙击手,10,52030201,180,7,12960,6,137520,8,12830,10,25120,30,12560,99,7841400
2015011,52030201,狙击手,11,52030201,220,7,16690,6,177120,8,16520,10,32360,30,16180,99,10099400
2015012,52030201,狙击手,12,52030201,260,7,21040,6,223270,8,20820,10,40790,30,20390,99,12729900
2015013,52030201,狙击手,13,52030201,310,7,26040,6,276350,8,25770,10,50490,30,25240,99,15756500
2015014,52030201,狙击手,14,52030201,350,7,31730,6,336750,8,31410,10,61520,30,30760,99,19201000
2015015,52030201,狙击手,15,52030201,400,7,38150,6,404850,8,37760,10,73960,30,36980,99,23084000
2015016,52030201,狙击手,16,52030201,460,7,45330,6,481030,8,44870,10,87880,30,43940,99,27428600
2015017,52030201,狙击手,17,52030201,520,7,53300,6,565640,8,52760,10,103340,30,51670,99,32252800
2015018,52030201,狙击手,18,52030201,580,7,62100,6,659040,8,61470,10,120400,30,60200,99,37577800
2015019,52030201,狙击手,19,52030201,640,7,71760,6,761580,8,71030,10,139130,30,69570,99,43424100
2015020,52030201,狙击手,20,0,0,7,82320,6,873600,8,81480,10,159600,30,79800,99,49812000
1016001,52030102,堡垒战士,1,52030102,3,9,170,6,780,8,90,10,160,30,80,99,49100
1016002,52030102,堡垒战士,2,52030102,6,9,330,6,1480,8,160,10,300,30,160,99,93100
1016003,52030102,堡垒战士,3,52030102,12,9,690,6,3120,8,340,10,630,30,330,99,195400
1016004,52030102,堡垒战士,4,52030102,24,9,1320,6,5980,8,650,10,1210,30,630,99,374100
1016005,52030102,堡垒战士,5,52030102,40,9,2290,6,10350,8,1130,10,2090,30,1090,99,648000
1016006,52030102,堡垒战士,6,52030102,64,9,3640,6,16460,8,1800,10,3330,30,1730,99,1030700
1016007,52030102,堡垒战士,7,52030102,90,9,5430,6,24550,8,2690,10,4960,30,2580,99,1537500
1016008,52030102,堡垒战士,8,52030102,120,9,7700,6,34830,8,3810,10,7040,30,3670,99,2181600
1016009,52030102,堡垒战士,9,52030102,150,9,10500,6,47520,8,5200,10,9600,30,5000,99,2975400
1016010,52030102,堡垒战士,10,52030102,180,9,13880,6,62810,8,6880,10,12690,30,6610,99,3933700
1016011,52030102,堡垒战士,11,52030102,220,9,17880,6,80900,8,8860,10,16350,30,8520,99,5067500
1016012,52030102,堡垒战士,12,52030102,260,9,22540,6,101970,8,11160,10,20610,30,10730,99,6385900
1016013,52030102,堡垒战士,13,52030102,310,9,27900,6,126220,8,13820,10,25510,30,13290,99,7905900
1016014,52030102,堡垒战士,14,52030102,350,9,34000,6,153800,8,16840,10,31080,30,16190,99,9633000
1016015,52030102,堡垒战士,15,52030102,400,9,40870,6,184910,8,20240,10,37370,30,19460,99,11580200
1016016,52030102,堡垒战士,16,52030102,460,9,48570,6,219700,8,24050,10,44400,30,23130,99,13760500
1016017,52030102,堡垒战士,17,52030102,520,9,57110,6,258350,8,28280,10,52210,30,27190,99,16180000
1016018,52030102,堡垒战士,18,52030102,580,9,66540,6,301000,8,32950,10,60830,30,31680,99,18851500
1016019,52030102,堡垒战士,19,52030102,640,9,76890,6,347840,8,38080,10,70300,30,36610,99,21785300
1016020,52030102,堡垒战士,20,0,0,9,88200,6,399000,8,43680,10,80640,30,42000,99,24990000
2016001,52030202,堡垒卫士,1,52030202,3,9,310,6,1610,8,170,10,330,30,170,99,98200
2016002,52030202,堡垒卫士,2,52030202,6,9,600,6,3060,8,320,10,640,30,330,99,188200
2016003,52030202,堡垒卫士,3,52030202,12,9,1260,6,6430,8,670,10,1340,30,690,99,394600
2016004,52030202,堡垒卫士,4,52030202,24,9,2420,6,12340,8,1280,10,2570,30,1320,99,756300
2016005,52030202,堡垒卫士,5,52030202,40,9,4180,6,21350,8,2220,10,4440,30,2290,99,1309000
2016006,52030202,堡垒卫士,6,52030202,64,9,6650,6,33960,8,3530,10,7070,30,3640,99,2082200
2016007,52030202,堡垒卫士,7,52030202,90,9,9920,6,50650,8,5270,10,10540,30,5430,99,3106000
2016008,52030202,堡垒卫士,8,52030202,120,9,14080,6,71860,8,7480,10,14960,30,7700,99,4407200
2016009,52030202,堡垒卫士,9,52030202,150,9,19210,6,98040,8,10200,10,20410,30,10500,99,6011800
2016010,52030202,堡垒卫士,10,52030202,180,9,25390,6,129580,8,13490,10,26970,30,13880,99,7946600
2016011,52030202,堡垒卫士,11,52030202,220,9,32700,6,166910,8,17370,10,34740,30,17880,99,10235200
2016012,52030202,堡垒卫士,12,52030202,260,9,41220,6,210390,8,21900,10,43790,30,22540,99,12902300
2016013,52030202,堡垒卫士,13,52030202,310,9,51020,6,260400,8,27100,10,54210,30,27900,99,15969500
2016014,52030202,堡垒卫士,14,52030202,350,9,62170,6,317320,8,33030,10,66050,30,34000,99,19460400
2016015,52030202,堡垒卫士,15,52030202,400,9,74740,6,381500,8,39710,10,79410,30,40870,99,23395500
2016016,52030202,堡垒卫士,16,52030202,460,9,88810,6,453280,8,47180,10,94360,30,48570,99,27799100
2016017,52030202,堡垒卫士,17,52030202,520,9,104430,6,533010,8,55480,10,110950,30,57110,99,32688200
2016018,52030202,堡垒卫士,18,52030202,580,9,121670,6,621020,8,64640,10,129270,30,66540,99,38085400
2016019,52030202,堡垒卫士,19,52030202,640,9,140600,6,717640,8,74690,10,149390,30,76890,99,44010300
2016020,52030202,堡垒卫士,20,0,0,9,161280,6,823200,8,85680,10,171360,30,88200,99,50484000
1017001,52030103,战熊,1,52030103,3,7,80,6,840,8,80,10,160,30,90,99,49800
1017002,52030103,战熊,2,52030103,6,7,160,6,1590,8,160,10,300,30,160,99,94800
1017003,52030103,战熊,3,52030103,12,7,330,6,3350,8,330,10,640,30,340,99,199000
1017004,52030103,战熊,4,52030103,24,7,630,6,6420,8,640,10,1220,30,650,99,381400
1017005,52030103,战熊,5,52030103,40,7,1090,6,11110,8,1100,10,2110,30,1130,99,659700
1017006,52030103,战熊,6,52030103,64,7,1730,6,17670,8,1750,10,3360,30,1800,99,1049400
1017007,52030103,战熊,7,52030103,90,7,2580,6,26360,8,2610,10,5010,30,2690,99,1565700
1017008,52030103,战熊,8,52030103,120,7,3670,6,37400,8,3700,10,7110,30,3810,99,2221500
1017009,52030103,战熊,9,52030103,150,7,5000,6,51020,8,5050,10,9700,30,5200,99,3030400
1017010,52030103,战熊,10,52030103,180,7,6610,6,67440,8,6680,10,12830,30,6880,99,4007300
1017011,52030103,战熊,11,52030103,220,7,8520,6,86860,8,8600,10,16520,30,8860,99,5161200
1017012,52030103,战熊,12,52030103,260,7,10730,6,109490,8,10840,10,20820,30,11160,99,6503800
1017013,52030103,战熊,13,52030103,310,7,13290,6,135520,8,13420,10,25770,30,13820,99,8051900
1017014,52030103,战熊,14,52030103,350,7,16190,6,165140,8,16350,10,31410,30,16840,99,9811300
1017015,52030103,战熊,15,52030103,400,7,19460,6,198530,8,19660,10,37760,30,20240,99,11794600
1017016,52030103,战熊,16,52030103,460,7,23130,6,235890,8,23360,10,44870,30,24050,99,14015300
1017017,52030103,战熊,17,52030103,520,7,27190,6,277380,8,27470,10,52760,30,28280,99,16479600
1017018,52030103,战熊,18,52030103,580,7,31680,6,323180,8,32000,10,61470,30,32950,99,19200100
1017019,52030103,战熊,19,52030103,640,7,36610,6,373470,8,36980,10,71030,30,38080,99,22187900
1017020,52030103,战熊,20,0,0,7,42000,6,428400,8,42420,10,81480,30,43680,99,25452000
2017001,52030203,精锐战熊,1,52030203,3,7,160,6,1710,8,170,10,320,30,170,99,100200
2017002,52030203,精锐战熊,2,52030203,6,7,310,6,3240,8,320,10,610,30,320,99,190300
2017003,52030203,精锐战熊,3,52030203,12,7,640,6,6820,8,680,10,1270,30,670,99,398900
2017004,52030203,精锐战熊,4,52030203,24,7,1230,6,13100,8,1300,10,2440,30,1280,99,765000
2017005,52030203,精锐战熊,5,52030203,40,7,2140,6,22660,8,2240,10,4230,30,2220,99,1324700
2017006,52030203,精锐战熊,6,52030203,64,7,3400,6,36040,8,3570,10,6720,30,3530,99,2106800
2017007,52030203,精锐战熊,7,52030203,90,7,5060,6,53750,8,5320,10,10030,30,5270,99,3141500
2017008,52030203,精锐战熊,8,52030203,120,7,7190,6,76260,8,7550,10,14230,30,7480,99,4458700
2017009,52030203,精锐战熊,9,52030203,150,7,9800,6,104040,8,10300,10,19410,30,10200,99,6081300
2017010,52030203,精锐战熊,10,52030203,180,7,12960,6,137520,8,13620,10,25650,30,13490,99,8039900
2017011,52030203,精锐战熊,11,52030203,220,7,16690,6,177120,8,17540,10,33040,30,17370,99,10354400
2017012,52030203,精锐战熊,12,52030203,260,7,21040,6,223270,8,22110,10,41650,30,21900,99,13052900
2017013,52030203,精锐战熊,13,52030203,310,7,26040,6,276350,8,27370,10,51550,30,27100,99,16155500
2017014,52030203,精锐战熊,14,52030203,350,7,31730,6,336750,8,33350,10,62820,30,33030,99,19687000
2017015,52030203,精锐战熊,15,52030203,400,7,38150,6,404850,8,40100,10,75520,30,39710,99,23669000
2017016,52030203,精锐战熊,16,52030203,460,7,45330,6,481030,8,47640,10,89730,30,47180,99,28122100
2017017,52030203,精锐战熊,17,52030203,520,7,53300,6,565640,8,56020,10,105510,30,55480,99,33068300
2017018,52030203,精锐战熊,18,52030203,580,7,62100,6,659040,8,65270,10,122940,30,64640,99,38528800
2017019,52030203,精锐战熊,19,52030203,640,7,71760,6,761580,8,75430,10,142060,30,74690,99,44522600
2017020,52030203,精锐战熊,20,0,0,7,82320,6,873600,8,86520,10,162960,30,85680,99,51072000
1018001,52030104,地神像,1,52030104,3,9,160,6,800,8,80,10,170,30,80,99,48500
1018002,52030104,地神像,2,52030104,6,9,300,6,1530,8,160,10,320,30,150,99,92600
1018003,52030104,地神像,3,52030104,12,9,630,6,3210,8,330,10,680,30,310,99,193700
1018004,52030104,地神像,4,52030104,24,9,1210,6,6170,8,630,10,1300,30,600,99,371900
1018005,52030104,地神像,5,52030104,40,9,2090,6,10680,8,1090,10,2240,30,1050,99,644100
1018006,52030104,地神像,6,52030104,64,9,3330,6,16980,8,1730,10,3570,30,1660,99,1023600
1018007,52030104,地神像,7,52030104,90,9,4960,6,25320,8,2580,10,5320,30,2480,99,1526400
1018008,52030104,地神像,8,52030104,120,9,7040,6,35930,8,3670,10,7550,30,3520,99,2167100
1018009,52030104,地神像,9,52030104,150,9,9600,6,49020,8,5000,10,10300,30,4800,99,2955400
1018010,52030104,地神像,10,52030104,180,9,12690,6,64790,8,6610,10,13620,30,6350,99,3907300
1018011,52030104,地神像,11,52030104,220,9,16350,6,83450,8,8520,10,17540,30,8170,99,5032500
1018012,52030104,地神像,12,52030104,260,9,20610,6,105190,8,10730,10,22110,30,10300,99,6342800
1018013,52030104,地神像,13,52030104,310,9,25510,6,130200,8,13290,10,27370,30,12750,99,7852000
1018014,52030104,地神像,14,52030104,350,9,31080,6,158660,8,16190,10,33350,30,15540,99,9567700
1018015,52030104,地神像,15,52030104,400,9,37370,6,190750,8,19460,10,40100,30,18690,99,11503500
1018016,52030104,地神像,16,52030104,460,9,44400,6,226640,8,23130,10,47640,30,22200,99,13667800
1018017,52030104,地神像,17,52030104,520,9,52210,6,266500,8,27190,10,56020,30,26110,99,16071500
1018018,52030104,地神像,18,52030104,580,9,60830,6,310510,8,31680,10,65270,30,30420,99,18725200
1018019,52030104,地神像,19,52030104,640,9,70300,6,358820,8,36610,10,75430,30,35150,99,21638900
1018020,52030104,地神像,20,0,0,9,80640,6,411600,8,42000,10,86520,30,40320,99,24822000
2018001,52030204,地神兵,1,52030204,3,9,340,6,1620,8,160,10,320,30,170,99,98400
2018002,52030204,地神兵,2,52030204,6,9,660,6,3090,8,310,10,610,30,320,99,188300
2018003,52030204,地神兵,3,52030204,12,9,1380,6,6500,8,640,10,1270,30,680,99,394500
2018004,52030204,地神兵,4,52030204,24,9,2650,6,12470,8,1230,10,2440,30,1310,99,757900
2018005,52030204,地神兵,5,52030204,40,9,4580,6,21570,8,2140,10,4230,30,2270,99,1312900
2018006,52030204,地神兵,6,52030204,64,9,7280,6,34310,8,3400,10,6720,30,3600,99,2086200
2018007,52030204,地神兵,7,52030204,90,9,10850,6,51160,8,5060,10,10030,30,5370,99,3110200
2018008,52030204,地神兵,8,52030204,120,9,15400,6,72590,8,7190,10,14230,30,7630,99,4415300
2018009,52030204,地神兵,9,52030204,150,9,21010,6,99040,8,9800,10,19410,30,10400,99,6021800
2018010,52030204,地神兵,10,52030204,180,9,27770,6,130910,8,12960,10,25650,30,13750,99,7960200
2018011,52030204,地神兵,11,52030204,220,9,35770,6,168610,8,16690,10,33040,30,17710,99,10252700
2018012,52030204,地神兵,12,52030204,260,9,45080,6,212530,8,21040,10,41650,30,22330,99,12924100
2018013,52030204,地神兵,13,52030204,310,9,55800,6,263060,8,26040,10,51550,30,27630,99,15995700
2018014,52030204,地神兵,14,52030204,350,9,68000,6,320560,8,31730,10,62820,30,33670,99,19492200
2018015,52030204,地神兵,15,52030204,400,9,81750,6,385390,8,38150,10,75520,30,40490,99,23435300
2018016,52030204,地神兵,16,52030204,460,9,97130,6,457900,8,45330,10,89730,30,48100,99,27844000
2018017,52030204,地神兵,17,52030204,520,9,114220,6,538450,8,53300,10,105510,30,56560,99,32741500
2018018,52030204,地神兵,18,52030204,580,9,133080,6,627360,8,62100,10,122940,30,65900,99,38148200
2018019,52030204,地神兵,19,52030204,640,9,153780,6,724970,8,71760,10,142060,30,76160,99,44083400
2018020,52030204,地神兵,20,0,0,9,176400,6,831600,8,82320,10,162960,30,87360,99,50568000
1019001,52030105,符文术士,1,52030105,3,7,80,6,820,8,80,10,160,30,90,99,49400
1019002,52030105,符文术士,2,52030105,6,7,150,6,1560,8,160,10,310,30,160,99,93700
1019003,52030105,符文术士,3,52030105,12,7,320,6,3280,8,330,10,650,30,340,99,197100
1019004,52030105,符文术士,4,52030105,24,7,620,6,6300,8,640,10,1250,30,660,99,380500
1019005,52030105,符文术士,5,52030105,40,7,1070,6,10890,8,1100,10,2160,30,1140,99,656800
1019006,52030105,符文术士,6,52030105,64,7,1700,6,17330,8,1750,10,3430,30,1820,99,1045100
1019007,52030105,符文术士,7,52030105,90,7,2530,6,25840,8,2610,10,5120,30,2710,99,1557800
1019008,52030105,符文术士,8,52030105,120,7,3590,6,36660,8,3700,10,7260,30,3850,99,2210200
1019009,52030105,符文术士,9,52030105,150,7,4900,6,50020,8,5050,10,9900,30,5250,99,3015400
1019010,52030105,符文术士,10,52030105,180,7,6480,6,66110,8,6680,10,13090,30,6940,99,3986700
1019011,52030105,符文术士,11,52030105,220,7,8350,6,85160,8,8600,10,16860,30,8940,99,5135200
1019012,52030105,符文术士,12,52030105,260,7,10520,6,107340,8,10840,10,21250,30,11270,99,6472300
1019013,52030105,符文术士,13,52030105,310,7,13020,6,132860,8,13420,10,26310,30,13950,99,8011700
1019014,52030105,符文术士,14,52030105,350,7,15870,6,161900,8,16350,10,32060,30,17000,99,9763000
1019015,52030105,符文术士,15,52030105,400,7,19070,6,194640,8,19660,10,38540,30,20440,99,11736800
1019016,52030105,符文术士,16,52030105,460,7,22660,6,231260,8,23360,10,45790,30,24280,99,13944700
1019017,52030105,符文术士,17,52030105,520,7,26650,6,271940,8,27470,10,53840,30,28550,99,16397800
1019018,52030105,符文术士,18,52030105,580,7,31050,6,316850,8,32000,10,62740,30,33270,99,19106000
1019019,52030105,符文术士,19,52030105,640,7,35880,6,366140,8,36980,10,72500,30,38450,99,22078800
1019020,52030105,符文术士,20,0,0,7,41160,6,420000,8,42420,10,83160,30,44100,99,25326000
2019001,52030205,符文祭祀,1,52030205,3,7,170,6,1690,8,160,10,310,30,160,99,98300
2019002,52030205,符文祭祀,2,52030205,6,7,330,6,3210,8,300,10,590,30,310,99,187700
2019003,52030205,符文祭祀,3,52030205,12,7,690,6,6760,8,640,10,1250,30,650,99,395700
2019004,52030205,符文祭祀,4,52030205,24,7,1320,6,12970,8,1220,10,2390,30,1250,99,757900
2019005,52030205,符文祭祀,5,52030205,40,7,2290,6,22440,8,2110,10,4140,30,2160,99,1311800
2019006,52030205,符文祭祀,6,52030205,64,7,3640,6,35690,8,3360,10,6580,30,3430,99,2085800
2019007,52030205,符文祭祀,7,52030205,90,7,5430,6,53230,8,5010,10,9820,30,5120,99,3111600
2019008,52030205,符文祭祀,8,52030205,120,7,7700,6,75530,8,7110,10,13930,30,7260,99,4414100
2019009,52030205,符文祭祀,9,52030205,150,7,10500,6,103040,8,9700,10,19010,30,9900,99,6021300
2019010,52030205,符文祭祀,10,52030205,180,7,13880,6,136200,8,12830,10,25120,30,13090,99,7960000
2019011,52030205,符文祭祀,11,52030205,220,7,17880,6,175420,8,16520,10,32360,30,16860,99,10252400
2019012,52030205,符文祭祀,12,52030205,260,7,22540,6,221120,8,20820,10,40790,30,21250,99,12922900
2019013,52030205,符文祭祀,13,52030205,310,7,27900,6,273690,8,25770,10,50490,30,26310,99,15996300
2019014,52030205,符文祭祀,14,52030205,350,7,34000,6,333510,8,31410,10,61520,30,32060,99,19493200
2019015,52030205,符文祭祀,15,52030205,400,7,40870,6,400960,8,37760,10,73960,30,38540,99,23434200
2019016,52030205,符文祭祀,16,52030205,460,7,48570,6,476400,8,44870,10,87880,30,45790,99,27845000
2019017,52030205,符文祭祀,17,52030205,520,7,57110,6,560200,8,52760,10,103340,30,53840,99,32742000
2019018,52030205,符文祭祀,18,52030205,580,7,66540,6,652710,8,61470,10,120400,30,62740,99,38149200
2019019,52030205,符文祭祀,19,52030205,640,7,76890,6,754260,8,71030,10,139130,30,72500,99,44083700
2019020,52030205,符文祭祀,20,0,0,7,88200,6,865200,8,81480,10,159600,30,83160,99,50568000
1020001,52030106,火巨灵,1,52030106,3,7,80,6,850,8,80,10,160,30,80,99,49000
1020002,52030106,火巨灵,2,52030106,6,7,150,6,1620,8,160,10,300,30,160,99,94400
1020003,52030106,火巨灵,3,52030106,12,7,320,6,3410,8,330,10,620,30,330,99,197200
1020004,52030106,火巨灵,4,52030106,24,7,620,6,6550,8,630,10,1200,30,640,99,380000
1020005,52030106,火巨灵,5,52030106,40,7,1070,6,11330,8,1090,10,2070,30,1110,99,657100
1020006,52030106,火巨灵,6,52030106,64,7,1700,6,18020,8,1730,10,3290,30,1770,99,1044900
1020007,52030106,火巨灵,7,52030106,90,7,2530,6,26870,8,2580,10,4910,30,2640,99,1557900
1020008,52030106,火巨灵,8,52030106,120,7,3590,6,38130,8,3670,10,6970,30,3740,99,2211100
1020009,52030106,火巨灵,9,52030106,150,7,4900,6,52020,8,5000,10,9500,30,5100,99,3015400
1020010,52030106,火巨灵,10,52030106,180,7,6480,6,68760,8,6610,10,12560,30,6740,99,3986200
1020011,52030106,火巨灵,11,52030106,220,7,8350,6,88560,8,8520,10,16180,30,8690,99,5136200
1020012,52030106,火巨灵,12,52030106,260,7,10520,6,111630,8,10730,10,20390,30,10950,99,6472100
1020013,52030106,火巨灵,13,52030106,310,7,13020,6,138170,8,13290,10,25240,30,13550,99,8011400
1020014,52030106,火巨灵,14,52030106,350,7,15870,6,168370,8,16190,10,30760,30,16510,99,9762400
1020015,52030106,火巨灵,15,52030106,400,7,19070,6,202430,8,19460,10,36980,30,19850,99,11735600
1020016,52030106,火巨灵,16,52030106,460,7,22660,6,240510,8,23130,10,43940,30,23590,99,13945200
1020017,52030106,火巨灵,17,52030106,520,7,26650,6,282820,8,27190,10,51670,30,27740,99,16397900
1020018,52030106,火巨灵,18,52030106,580,7,31050,6,329520,8,31680,10,60200,30,32320,99,19105400
1020019,52030106,火巨灵,19,52030106,640,7,35880,6,380790,8,36610,10,69570,30,37350,99,22078300
1020020,52030106,火巨灵,20,0,0,7,41160,6,436800,8,42000,10,79800,30,42840,99,25326000
2020001,52030206,炽炎巨灵,1,52030206,3,7,160,6,1720,8,170,10,320,30,160,99,99400
2020002,52030206,炽炎巨灵,2,52030206,6,7,310,6,3280,8,330,10,610,30,310,99,191100
2020003,52030206,炽炎巨灵,3,52030206,12,7,660,6,6890,8,690,10,1270,30,650,99,401300
2020004,52030206,炽炎巨灵,4,52030206,24,7,1260,6,13230,8,1320,10,2440,30,1250,99,769600
2020005,52030206,炽炎巨灵,5,52030206,40,7,2180,6,22880,8,2290,10,4230,30,2160,99,1332100
2020006,52030206,炽炎巨灵,6,52030206,64,7,3470,6,36390,8,3640,10,6720,30,3430,99,2117800
2020007,52030206,炽炎巨灵,7,52030206,90,7,5170,6,54260,8,5430,10,10030,30,5120,99,3158700
2020008,52030206,炽炎巨灵,8,52030206,120,7,7330,6,76990,8,7700,10,14230,30,7260,99,4480300
2020009,52030206,炽炎巨灵,9,52030206,150,7,10000,6,105040,8,10500,10,19410,30,9900,99,6111300
2020010,52030206,炽炎巨灵,10,52030206,180,7,13220,6,138840,8,13880,10,25650,30,13090,99,8078300
2020011,52030206,炽炎巨灵,11,52030206,220,7,17030,6,178830,8,17880,10,33040,30,16860,99,10405600
2020012,52030206,炽炎巨灵,12,52030206,260,7,21470,6,225410,8,22540,10,41650,30,21250,99,13116700
2020013,52030206,炽炎巨灵,13,52030206,310,7,26570,6,279000,8,27900,10,51550,30,26310,99,16235500
2020014,52030206,炽炎巨灵,14,52030206,350,7,32380,6,339990,8,34000,10,62820,30,32060,99,19784800
2020015,52030206,炽炎巨灵,15,52030206,400,7,38930,6,408750,8,40870,10,75520,30,38540,99,23785000
2020016,52030206,炽炎巨灵,16,52030206,460,7,46250,6,485660,8,48570,10,89730,30,45790,99,28260700
2020017,52030206,炽炎巨灵,17,52030206,520,7,54390,6,571080,8,57110,10,105510,30,53840,99,33231100
2020018,52030206,炽炎巨灵,18,52030206,580,7,63370,6,665380,8,66540,10,122940,30,62740,99,38719600
2020019,52030206,炽炎巨灵,19,52030206,640,7,73230,6,768900,8,76890,10,142060,30,72500,99,44743000
2020020,52030206,炽炎巨灵,20,0,0,7,84000,6,882000,8,88200,10,162960,30,83160,99,51324000
1021001,52030107,熔岩蜥蜴,1,52030107,3,7,90,6,820,8,80,10,170,30,80,99,49900
1021002,52030107,熔岩蜥蜴,2,52030107,6,7,160,6,1560,8,160,10,320,30,150,99,94200
1021003,52030107,熔岩蜥蜴,3,52030107,12,7,340,6,3280,8,340,10,680,30,320,99,199600
1021004,52030107,熔岩蜥蜴,4,52030107,24,7,660,6,6300,8,650,10,1310,30,620,99,384500
1021005,52030107,熔岩蜥蜴,5,52030107,40,7,1140,6,10890,8,1120,10,2270,30,1070,99,664300
1021006,52030107,熔岩蜥蜴,6,52030107,64,7,1820,6,17330,8,1780,10,3600,30,1700,99,1056600
1021007,52030107,熔岩蜥蜴,7,52030107,90,7,2710,6,25840,8,2660,10,5370,30,2530,99,1575300
