id,lv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11
5005,57,6,308900,7,20590,8,7032,9,41170,10,14064,29,20590,30,7032,11,20000,12,90,43,0,99,14464100,144641
5005,58,6,333600,7,22240,8,7594,9,44470,10,15188,29,22240,30,7594,11,20000,12,90,43,0,99,15621700,156217
5005,59,6,360300,7,24000,8,8201,9,48030,10,16402,29,24000,30,8201,11,20000,12,90,43,0,99,16867800,168678
5005,60,6,389100,7,25940,8,8857,9,51880,10,17714,29,25940,30,8857,11,20000,12,90,43,0,99,18221100,182211
5005,61,6,420100,7,28000,8,9565,9,56020,10,19130,29,28000,30,9565,11,20000,12,90,43,0,99,19672500,196725
5005,62,6,453800,7,30250,8,10330,9,60500,10,20660,29,30250,30,10330,11,20000,12,90,43,0,99,21250000,212500
5005,63,6,489900,7,32660,8,11156,9,65340,10,22312,29,32660,30,11156,11,20000,12,90,43,0,99,22943800,229438
5005,64,6,529200,7,35290,8,12048,9,70550,10,24096,29,35290,30,12048,11,20000,12,90,43,0,99,24783900,247839
5005,65,6,571500,7,38090,8,13011,9,76210,10,26022,29,38090,30,13011,11,20000,12,90,43,0,99,26761800,267618
5005,66,6,617200,7,41140,8,14051,9,82280,10,28102,29,41140,30,14051,11,20000,12,90,43,0,99,28901300,289013
5005,67,6,666600,7,44440,8,15175,9,88880,10,30350,29,44440,30,15175,11,20000,12,90,43,0,99,31216500,312165
5005,68,6,719800,7,48000,8,16389,9,95980,10,32778,29,48000,30,16389,11,20000,12,90,43,0,99,33711700,337117
5005,69,6,777500,7,51820,8,17700,9,103660,10,35400,29,51820,30,17700,11,20000,12,90,43,0,99,36407000,364070
5005,70,6,839600,7,55990,8,19116,9,111950,10,38232,29,55990,30,19116,11,20000,12,90,43,0,99,39322300,393223
5005,71,6,906700,7,60460,8,20645,9,120900,10,41290,29,60460,30,20645,11,20000,12,90,43,0,99,42464500,424645
5005,72,6,944900,7,63000,8,21512,9,125980,10,43024,29,63000,30,21512,11,20000,12,90,43,0,99,44250600,442506
5005,73,6,984600,7,65630,8,22415,9,131270,10,44830,29,65630,30,22415,11,20000,12,90,43,0,99,46106000,461060
5005,74,6,1025900,7,68390,8,23356,9,136800,10,46712,29,68390,30,23356,11,20000,12,90,43,0,99,48042800,480428
5005,75,6,1068900,7,71260,8,24336,9,142530,10,48672,29,71260,30,24336,11,20000,12,90,43,0,99,50057300,500573
5005,76,6,1113900,7,74260,8,25358,9,148510,10,50716,29,74260,30,25358,11,20000,12,90,43,0,99,52162900,521629
5005,77,6,1160600,7,77360,8,26423,9,154750,10,52846,29,77360,30,26423,11,20000,12,90,43,0,99,54348400,543484
5005,78,6,1209500,7,80620,8,27532,9,161240,10,55064,29,80620,30,27532,11,20000,12,90,43,0,99,56635600,566356
5005,79,6,1260100,7,84000,8,28688,9,168010,10,57376,29,84000,30,28688,11,20000,12,90,43,0,99,59008900,590089
5005,80,6,1312900,7,87530,8,29892,9,175050,10,59784,29,87530,30,29892,11,20000,12,90,43,0,99,61484100,614841
5005,81,6,1368200,7,91200,8,31147,9,182420,10,62294,29,91200,30,31147,11,20000,12,90,43,0,99,64069100,640691
5005,82,6,1425500,7,95030,8,32455,9,190070,10,64910,29,95030,30,32455,11,20000,12,90,43,0,99,66756000,667560
5005,83,6,1485400,7,99020,8,33818,9,198060,10,67636,29,99020,30,33818,11,20000,12,90,43,0,99,69560400,695604
5005,84,6,1547800,7,103180,8,35238,9,206380,10,70476,29,103180,30,35238,11,20000,12,90,43,0,99,72482400,724824
5005,85,6,1612800,7,107530,8,36717,9,215030,10,73434,29,107530,30,36717,11,20000,12,90,43,0,99,75528600,755286
5005,86,6,1680500,7,112040,8,38259,9,224060,10,76518,29,112040,30,38259,11,20000,12,90,43,0,99,78698700,786987
5005,87,6,1751000,7,116730,8,39865,9,233480,10,79730,29,116730,30,39865,11,20000,12,90,43,0,99,81999500,819995
5005,88,6,1824600,7,121640,8,41539,9,243280,10,83078,29,121640,30,41539,11,20000,12,90,43,0,99,85445700,854457
5005,89,6,1901000,7,126730,8,43283,9,253500,10,86566,29,126730,30,43283,11,20000,12,90,43,0,99,89025900,890259
5005,90,6,1980900,7,132060,8,45100,9,264120,10,90200,29,132060,30,45100,11,20000,12,90,43,0,99,92766000,927660
5005,91,6,2064200,7,137610,8,46994,9,275220,10,93988,29,137610,30,46994,11,20000,12,90,43,0,99,96665200,966652
5005,92,6,2150800,7,143390,8,48967,9,286770,10,97934,29,143390,30,48967,11,20000,12,90,43,0,99,100722600,1007226
5005,93,6,2241100,7,149410,8,51023,9,298820,10,102046,29,149410,30,51023,11,20000,12,90,43,0,99,104951900,1049519
5005,94,6,2335100,7,155680,8,53165,9,311360,10,106330,29,155680,30,53165,11,20000,12,90,43,0,99,109355500,1093555
5005,95,6,2433200,7,162220,8,55397,9,324430,10,110794,29,162220,30,55397,11,20000,12,90,43,0,99,113948600,1139486
5005,96,6,2535400,7,169030,8,57723,9,338050,10,115446,29,169030,30,57723,11,20000,12,90,43,0,99,118733400,1187334
5005,97,6,2641900,7,176120,8,60147,9,352250,10,120294,29,176120,30,60147,11,20000,12,90,43,0,99,123718600,1237186
5005,98,6,2752800,7,183520,8,62673,9,367040,10,125346,29,183520,30,62673,11,20000,12,90,43,0,99,128913900,1289139
5005,99,6,2868500,7,191220,8,65305,9,382450,10,130610,29,191220,30,65305,11,20000,12,90,43,0,99,134328000,1343280
5005,100,6,2988900,7,199250,8,68047,9,398520,10,136094,29,199250,30,68047,11,20000,12,90,43,0,99,139968100,1399681
5006,1,6,4800,7,320,8,100,9,640,10,200,29,320,30,100,11,20000,12,90,43,0,99,222000,2220
5006,2,6,5300,7,350,8,108,9,700,10,216,29,350,30,108,11,20000,12,90,43,0,99,243400,2434
5006,3,6,5600,7,390,8,116,9,750,10,232,29,390,30,116,11,20000,12,90,43,0,99,262300,2623
5006,4,6,6100,7,410,8,125,9,810,10,250,29,410,30,125,11,20000,12,90,43,0,99,282000,2820
5006,5,6,6700,7,440,8,135,9,870,10,270,29,440,30,135,11,20000,12,90,43,0,99,306000,3060
5006,6,6,7000,7,470,8,145,9,940,10,290,29,470,30,145,11,20000,12,90,43,0,99,324500,3245
5006,7,6,7500,7,500,8,156,9,1010,10,312,29,500,30,156,11,20000,12,90,43,0,99,347300,3473
5006,8,6,8100,7,550,8,168,9,1080,10,336,29,550,30,168,11,20000,12,90,43,0,99,376400,3764
5006,9,6,8800,7,580,8,181,9,1180,10,362,29,580,30,181,11,20000,12,90,43,0,99,405300,4053
5006,10,6,9400,7,630,8,195,9,1280,10,390,29,630,30,195,11,20000,12,90,43,0,99,436500,4365
5006,11,6,10100,7,680,8,210,9,1340,10,420,29,680,30,210,11,20000,12,90,43,0,99,468000,4680
5006,12,6,11000,7,740,8,226,9,1450,10,452,29,740,30,226,11,20000,12,90,43,0,99,508300,5083
5006,13,6,11900,7,790,8,244,9,1570,10,488,29,790,30,244,11,20000,12,90,43,0,99,547700,5477
5006,14,6,12900,7,850,8,263,9,1710,10,526,29,850,30,263,11,20000,12,90,43,0,99,592400,5924
5006,15,6,13600,7,910,8,284,9,1840,10,568,29,910,30,284,11,20000,12,90,43,0,99,631200,6312
5006,16,6,14700,7,980,8,306,9,1980,10,612,29,980,30,306,11,20000,12,90,43,0,99,680800,6808
5006,17,6,16000,7,1070,8,330,9,2130,10,660,29,1070,30,330,11,20000,12,90,43,0,99,739500,7395
5006,18,6,17200,7,1160,8,356,9,2300,10,712,29,1160,30,356,11,20000,12,90,43,0,99,797800,7978
5006,19,6,18600,7,1220,8,384,9,2490,10,768,29,1220,30,384,11,20000,12,90,43,0,99,855700,8557
5006,20,6,20100,7,1330,8,414,9,2660,10,828,29,1330,30,414,11,20000,12,90,43,0,99,925200,9252
5006,21,6,21700,7,1440,8,447,9,2890,10,894,29,1440,30,447,11,20000,12,90,43,0,99,1000600,10006
5006,22,6,23300,7,1560,8,482,9,3100,10,964,29,1560,30,482,11,20000,12,90,43,0,99,1077600,10776
5006,23,6,25200,7,1670,8,520,9,3360,10,1040,29,1670,30,520,11,20000,12,90,43,0,99,1162000,11620
5006,24,6,27100,7,1800,8,561,9,3620,10,1122,29,1800,30,561,11,20000,12,90,43,0,99,1251300,12513
5006,25,6,29300,7,1950,8,605,9,3890,10,1210,29,1950,30,605,11,20000,12,90,43,0,99,1352000,13520
5006,26,6,31600,7,2100,8,653,9,4210,10,1306,29,2100,30,653,11,20000,12,90,43,0,99,1458400,14584
5006,27,6,34100,7,2280,8,705,9,4540,10,1410,29,2280,30,705,11,20000,12,90,43,0,99,1576500,15765
5006,28,6,36700,7,2440,8,761,9,4920,10,1522,29,2440,30,761,11,20000,12,90,43,0,99,1696300,16963
5006,29,6,39700,7,2650,8,821,9,5290,10,1642,29,2650,30,821,11,20000,12,90,43,0,99,1834800,18348
5006,30,6,42700,7,2870,8,886,9,5710,10,1772,29,2870,30,886,11,20000,12,90,43,0,99,1979300,19793
5006,31,6,46200,7,3070,8,956,9,6160,10,1912,29,3070,30,956,11,20000,12,90,43,0,99,2132800,21328
5006,32,6,49900,7,3330,8,1032,9,6640,10,2064,29,3330,30,1032,11,20000,12,90,43,0,99,2305600,23056
5006,33,6,54000,7,3600,8,1114,9,7170,10,2228,29,3600,30,1114,11,20000,12,90,43,0,99,2492700,24927
5006,34,6,58200,7,3880,8,1203,9,7740,10,2406,29,3880,30,1203,11,20000,12,90,43,0,99,2687900,26879
5006,35,6,62800,7,4200,8,1299,9,8370,10,2598,29,4200,30,1299,11,20000,12,90,43,0,99,2904200,29042
5006,36,6,67800,7,4510,8,1402,9,9040,10,2804,29,4510,30,1402,11,20000,12,90,43,0,99,3130600,31306
5006,37,6,73300,7,4870,8,1514,9,9760,10,3028,29,4870,30,1514,11,20000,12,90,43,0,99,3382200,33822
5006,38,6,79000,7,5280,8,1635,9,10530,10,3270,29,5280,30,1635,11,20000,12,90,43,0,99,3653000,36530
5006,39,6,85100,7,5690,8,1765,9,11390,10,3530,29,5690,30,1765,11,20000,12,90,43,0,99,3939000,39390
5006,40,6,92100,7,6140,8,1906,9,12290,10,3812,29,6140,30,1906,11,20000,12,90,43,0,99,4256300,42563
5006,41,6,99400,7,6630,8,2058,9,13280,10,4116,29,6630,30,2058,11,20000,12,90,43,0,99,4595400,45954
5006,42,6,107400,7,7160,8,2222,9,14320,10,4444,29,7160,30,2222,11,20000,12,90,43,0,99,4962600,49626
5006,43,6,115900,7,7730,8,2399,9,15470,10,4798,29,7730,30,2399,11,20000,12,90,43,0,99,5357200,53572
5006,44,6,125300,7,8350,8,2590,9,16690,10,5180,29,8350,30,2590,11,20000,12,90,43,0,99,5787500,57875
5006,45,6,135200,7,9020,8,2797,9,18020,10,5594,29,9020,30,2797,11,20000,12,90,43,0,99,6248100,62481
5006,46,6,146100,7,9710,8,3020,9,19460,10,6040,29,9710,30,3020,11,20000,12,90,43,0,99,6743000,67430
5006,47,6,157500,7,10510,8,3261,9,21020,10,6522,29,10510,30,3261,11,20000,12,90,43,0,99,7281300,72813
5006,48,6,170200,7,11350,8,3521,9,22670,10,7042,29,11350,30,3521,11,20000,12,90,43,0,99,7863800,78638
5006,49,6,183800,7,12240,8,3802,9,24490,10,7604,29,12240,30,3802,11,20000,12,90,43,0,99,8489100,84891
5006,50,6,198400,7,13210,8,4106,9,26470,10,8212,29,13210,30,4106,11,20000,12,90,43,0,99,9165300,91653
5006,51,6,214200,7,14280,8,4434,9,28570,10,8868,29,14280,30,4434,11,20000,12,90,43,0,99,9898700,98987
5006,52,6,231300,7,15410,8,4788,9,30860,10,9576,29,15410,30,4788,11,20000,12,90,43,0,99,10687400,106874
5006,53,6,249900,7,16670,8,5171,9,33310,10,10342,29,16670,30,5171,11,20000,12,90,43,0,99,11548800,115488
5006,54,6,269800,7,17990,8,5584,9,35970,10,11168,29,17990,30,5584,11,20000,12,90,43,0,99,12467700,124677
5006,55,6,291400,7,19440,8,6030,9,38840,10,12060,29,19440,30,6030,11,20000,12,90,43,0,99,13467000,134670
5006,56,6,314600,7,20980,8,6512,9,41950,10,13024,29,20980,30,6512,11,20000,12,90,43,0,99,14539100,145391
5006,57,6,339800,7,22650,8,7032,9,45290,10,14064,29,22650,30,7032,11,20000,12,90,43,0,99,15700100,157001
5006,58,6,367000,7,24460,8,7594,9,48920,10,15188,29,24460,30,7594,11,20000,12,90,43,0,99,16956200,169562
5006,59,6,396300,7,26400,8,8201,9,52830,10,16402,29,26400,30,8201,11,20000,12,90,43,0,99,18307800,183078
5006,60,6,428000,7,28530,8,8857,9,57070,10,17714,29,28530,30,8857,11,20000,12,90,43,0,99,19776600,197766
5006,61,6,462100,7,30800,8,9565,9,61620,10,19130,29,30800,30,9565,11,20000,12,90,43,0,99,21352500,213525
5006,62,6,499200,7,33280,8,10330,9,66550,10,20660,29,33280,30,10330,11,20000,12,90,43,0,99,23066500,230665
5006,63,6,538900,7,35930,8,11156,9,71870,10,22312,29,35930,30,11156,11,20000,12,90,43,0,99,24904300,249043
5006,64,6,582100,7,38820,8,12048,9,77610,10,24096,29,38820,30,12048,11,20000,12,90,43,0,99,26900900,269009
5006,65,6,628700,7,41900,8,13011,9,83830,10,26022,29,41900,30,13011,11,20000,12,90,43,0,99,29048800,290488
5006,66,6,678900,7,45250,8,14051,9,90510,10,28102,29,45250,30,14051,11,20000,12,90,43,0,99,31368800,313688
5006,67,6,733300,7,48880,8,15175,9,97770,10,30350,29,48880,30,15175,11,20000,12,90,43,0,99,33883000,338830
5006,68,6,791800,7,52800,8,16389,9,105580,10,32778,29,52800,30,16389,11,20000,12,90,43,0,99,36591700,365917
5006,69,6,855300,7,57000,8,17700,9,114030,10,35400,29,57000,30,17700,11,20000,12,90,43,0,99,39517500,395175
5006,70,6,923600,7,61590,8,19116,9,123150,10,38232,29,61590,30,19116,11,20000,12,90,43,0,99,42682300,426823
5006,71,6,997400,7,66510,8,20645,9,132990,10,41290,29,66510,30,20645,11,20000,12,90,43,0,99,46093000,460930
5006,72,6,1039400,7,69300,8,21512,9,138580,10,43024,29,69300,30,21512,11,20000,12,90,43,0,99,48030600,480306
5006,73,6,1083100,7,72190,8,22415,9,144400,10,44830,29,72190,30,22415,11,20000,12,90,43,0,99,50044500,500445
5006,74,6,1128500,7,75230,8,23356,9,150480,10,46712,29,75230,30,23356,11,20000,12,90,43,0,99,52146800,521468
5006,75,6,1175800,7,78390,8,24336,9,156780,10,48672,29,78390,30,24336,11,20000,12,90,43,0,99,54333800,543338
5006,76,6,1225300,7,81690,8,25358,9,163360,10,50716,29,81690,30,25358,11,20000,12,90,43,0,99,56619400,566194
5006,77,6,1276700,7,85100,8,26423,9,170230,10,52846,29,85100,30,26423,11,20000,12,90,43,0,99,58992400,589924
5006,78,6,1330500,7,88680,8,27532,9,177360,10,55064,29,88680,30,27532,11,20000,12,90,43,0,99,61473600,614736
5006,79,6,1386100,7,92400,8,28688,9,184810,10,57376,29,92400,30,28688,11,20000,12,90,43,0,99,64048900,640489
5006,80,6,1444200,7,96280,8,29892,9,192560,10,59784,29,96280,30,29892,11,20000,12,90,43,0,99,66735600,667356
5006,81,6,1505000,7,100320,8,31147,9,200660,10,62294,29,100320,30,31147,11,20000,12,90,43,0,99,69541100,695411
5006,82,6,1568100,7,104530,8,32455,9,209080,10,64910,29,104530,30,32455,11,20000,12,90,43,0,99,72458500,724585
5006,83,6,1633900,7,108920,8,33818,9,217870,10,67636,29,108920,30,33818,11,20000,12,90,43,0,99,75500900,755009
5006,84,6,1702600,7,113500,8,35238,9,227020,10,70476,29,113500,30,35238,11,20000,12,90,43,0,99,78674400,786744
5006,85,6,1774100,7,118280,8,36717,9,236530,10,73434,29,118280,30,36717,11,20000,12,90,43,0,99,81979600,819796
5006,86,6,1848600,7,123240,8,38259,9,246470,10,76518,29,123240,30,38259,11,20000,12,90,43,0,99,85421200,854212
5006,87,6,1926100,7,128400,8,39865,9,256830,10,79730,29,128400,30,39865,11,20000,12,90,43,0,99,89003000,890030
5006,88,6,2007100,7,133800,8,41539,9,267610,10,83078,29,133800,30,41539,11,20000,12,90,43,0,99,92744200,927442
5006,89,6,2091100,7,139400,8,43283,9,278850,10,86566,29,139400,30,43283,11,20000,12,90,43,0,99,96629400,966294
5006,90,6,2179000,7,145270,8,45100,9,290530,10,90200,29,145270,30,45100,11,20000,12,90,43,0,99,100690500,1006905
5006,91,6,2270600,7,151370,8,46994,9,302740,10,93988,29,151370,30,46994,11,20000,12,90,43,0,99,104921200,1049212
5006,92,6,2365900,7,157730,8,48967,9,315450,10,97934,29,157730,30,48967,11,20000,12,90,43,0,99,109326600,1093266
5006,93,6,2465200,7,164350,8,51023,9,328700,10,102046,29,164350,30,51023,11,20000,12,90,43,0,99,113915900,1139159
5006,94,6,2568600,7,171250,8,53165,9,342500,10,106330,29,171250,30,53165,11,20000,12,90,43,0,99,118696500,1186965
5006,95,6,2676500,7,178440,8,55397,9,356870,10,110794,29,178440,30,55397,11,20000,12,90,43,0,99,123680600,1236806
5006,96,6,2788900,7,185930,8,57723,9,371860,10,115446,29,185930,30,57723,11,20000,12,90,43,0,99,128873900,1288739
5006,97,6,2906100,7,193730,8,60147,9,387480,10,120294,29,193730,30,60147,11,20000,12,90,43,0,99,134286100,1342861
5006,98,6,3028100,7,201870,8,62673,9,403740,10,125346,29,201870,30,62673,11,20000,12,90,43,0,99,139924900,1399249
5006,99,6,3155400,7,210340,8,65305,9,420700,10,130610,29,210340,30,65305,11,20000,12,90,43,0,99,145802500,1458025
5006,100,6,3287800,7,219180,8,68047,9,438370,10,136094,29,219180,30,68047,11,20000,12,90,43,0,99,151924600,1519246
5007,1,6,5300,7,350,8,100,9,700,10,200,29,350,30,100,11,20000,12,90,43,0,99,241000,2410
5007,2,6,5800,7,390,8,108,9,770,10,216,29,390,30,108,11,20000,12,90,43,0,99,264900,2649
5007,3,6,6200,7,430,8,116,9,830,10,232,29,430,30,116,11,20000,12,90,43,0,99,286300,2863
5007,4,6,6700,7,450,8,125,9,890,10,250,29,450,30,125,11,20000,12,90,43,0,99,306000,3060
5007,5,6,7400,7,480,8,135,9,960,10,270,29,480,30,135,11,20000,12,90,43,0,99,332500,3325
5007,6,6,7700,7,520,8,145,9,1030,10,290,29,520,30,145,11,20000,12,90,43,0,99,353000,3530
5007,7,6,8300,7,550,8,156,9,1110,10,312,29,550,30,156,11,20000,12,90,43,0,99,378300,3783
5007,8,6,8900,7,610,8,168,9,1190,10,336,29,610,30,168,11,20000,12,90,43,0,99,409900,4099
5007,9,6,9700,7,640,8,181,9,1300,10,362,29,640,30,181,11,20000,12,90,43,0,99,441300,4413
5007,10,6,10300,7,690,8,195,9,1410,10,390,29,690,30,195,11,20000,12,90,43,0,99,473000,4730
5007,11,6,11100,7,750,8,210,9,1470,10,420,29,750,30,210,11,20000,12,90,43,0,99,508500,5085
5007,12,6,12100,7,810,8,226,9,1600,10,452,29,810,30,226,11,20000,12,90,43,0,99,551800,5518
5007,13,6,13100,7,870,8,244,9,1730,10,488,29,870,30,244,11,20000,12,90,43,0,99,595700,5957
5007,14,6,14200,7,940,8,263,9,1880,10,526,29,940,30,263,11,20000,12,90,43,0,99,644900,6449
5007,15,6,15000,7,1000,8,284,9,2020,10,568,29,1000,30,284,11,20000,12,90,43,0,99,686200,6862
5007,16,6,16200,7,1080,8,306,9,2180,10,612,29,1080,30,306,11,20000,12,90,43,0,99,740800,7408
5007,17,6,17600,7,1180,8,330,9,2340,10,660,29,1180,30,330,11,20000,12,90,43,0,99,804000,8040
5007,18,6,18900,7,1280,8,356,9,2530,10,712,29,1280,30,356,11,20000,12,90,43,0,99,867300,8673
5007,19,6,20500,7,1340,8,384,9,2740,10,768,29,1340,30,384,11,20000,12,90,43,0,99,930200,9302
5007,20,6,22100,7,1460,8,414,9,2930,10,828,29,1460,30,414,11,20000,12,90,43,0,99,1004700,10047
5007,21,6,23900,7,1580,8,447,9,3180,10,894,29,1580,30,447,11,20000,12,90,43,0,99,1087100,10871
5007,22,6,25600,7,1720,8,482,9,3410,10,964,29,1720,30,482,11,20000,12,90,43,0,99,1171100,11711
5007,23,6,27700,7,1840,8,520,9,3700,10,1040,29,1840,30,520,11,20000,12,90,43,0,99,1263000,12630
5007,24,6,29800,7,1980,8,561,9,3980,10,1122,29,1980,30,561,11,20000,12,90,43,0,99,1359300,13593
5007,25,6,32200,7,2150,8,605,9,4280,10,1210,29,2150,30,605,11,20000,12,90,43,0,99,1469500,14695
5007,26,6,34800,7,2310,8,653,9,4630,10,1306,29,2310,30,653,11,20000,12,90,43,0,99,1585400,15854
5007,27,6,37500,7,2510,8,705,9,4990,10,1410,29,2510,30,705,11,20000,12,90,43,0,99,1713000,17130
5007,28,6,40400,7,2680,8,761,9,5410,10,1522,29,2680,30,761,11,20000,12,90,43,0,99,1842800,18428
5007,29,6,43700,7,2920,8,821,9,5820,10,1642,29,2920,30,821,11,20000,12,90,43,0,99,1995300,19953
5007,30,6,47000,7,3160,8,886,9,6280,10,1772,29,3160,30,886,11,20000,12,90,43,0,99,2151800,21518
5007,31,6,50800,7,3380,8,956,9,6780,10,1912,29,3380,30,956,11,20000,12,90,43,0,99,2317800,23178
5007,32,6,54900,7,3660,8,1032,9,7300,10,2064,29,3660,30,1032,11,20000,12,90,43,0,99,2504600,25046
5007,33,6,59400,7,3960,8,1114,9,7890,10,2228,29,3960,30,1114,11,20000,12,90,43,0,99,2708700,27087
5007,34,6,64000,7,4270,8,1203,9,8510,10,2406,29,4270,30,1203,11,20000,12,90,43,0,99,2920400,29204
5007,35,6,69100,7,4620,8,1299,9,9210,10,2598,29,4620,30,1299,11,20000,12,90,43,0,99,3156200,31562
5007,36,6,74600,7,4960,8,1402,9,9940,10,2804,29,4960,30,1402,11,20000,12,90,43,0,99,3401600,34016
5007,37,6,80600,7,5360,8,1514,9,10740,10,3028,29,5360,30,1514,11,20000,12,90,43,0,99,3675200,36752
5007,38,6,86900,7,5810,8,1635,9,11580,10,3270,29,5810,30,1635,11,20000,12,90,43,0,99,3969500,39695
5007,39,6,93600,7,6260,8,1765,9,12530,10,3530,29,6260,30,1765,11,20000,12,90,43,0,99,4280000,42800
5007,40,6,101300,7,6750,8,1906,9,13520,10,3812,29,6750,30,1906,11,20000,12,90,43,0,99,4623800,46238
5007,41,6,109300,7,7290,8,2058,9,14610,10,4116,29,7290,30,2058,11,20000,12,90,43,0,99,4991900,49919
5007,42,6,118100,7,7880,8,2222,9,15750,10,4444,29,7880,30,2222,11,20000,12,90,43,0,99,5392100,53921
5007,43,6,127500,7,8500,8,2399,9,17020,10,4798,29,8500,30,2399,11,20000,12,90,43,0,99,5820700,58207
5007,44,6,137800,7,9190,8,2590,9,18360,10,5180,29,9190,30,2590,11,20000,12,90,43,0,99,6289000,62890
5007,45,6,148700,7,9920,8,2797,9,19820,10,5594,29,9920,30,2797,11,20000,12,90,43,0,99,6788100,67881
5007,46,6,160700,7,10680,8,3020,9,21410,10,6040,29,10680,30,3020,11,20000,12,90,43,0,99,7326500,73265
5007,47,6,173300,7,11560,8,3261,9,23120,10,6522,29,11560,30,3261,11,20000,12,90,43,0,99,7912300,79123
5007,48,6,187200,7,12490,8,3521,9,24940,10,7042,29,12490,30,3521,11,20000,12,90,43,0,99,8545300,85453
5007,49,6,202200,7,13460,8,3802,9,26940,10,7604,29,13460,30,3802,11,20000,12,90,43,0,99,9223600,92236
5007,50,6,218200,7,14530,8,4106,9,29120,10,8212,29,14530,30,4106,11,20000,12,90,43,0,99,9957800,99578
5007,51,6,235600,7,15710,8,4434,9,31430,10,8868,29,15710,30,4434,11,20000,12,90,43,0,99,10755700,107557
5007,52,6,254400,7,16950,8,4788,9,33950,10,9576,29,16950,30,4788,11,20000,12,90,43,0,99,11611900,116119
5007,53,6,274900,7,18340,8,5171,9,36640,10,10342,29,18340,30,5171,11,20000,12,90,43,0,99,12549300,125493
5007,54,6,296800,7,19790,8,5584,9,39570,10,11168,29,19790,30,5584,11,20000,12,90,43,0,99,13547700,135477
5007,55,6,320500,7,21380,8,6030,9,42720,10,12060,29,21380,30,6030,11,20000,12,90,43,0,99,14631000,146310
5007,56,6,346100,7,23080,8,6512,9,46150,10,13024,29,23080,30,6512,11,20000,12,90,43,0,99,15799100,157991
5007,57,6,373800,7,24920,8,7032,9,49820,10,14064,29,24920,30,7032,11,20000,12,90,43,0,99,17060600,170606
5007,58,6,403700,7,26910,8,7594,9,53810,10,15188,29,26910,30,7594,11,20000,12,90,43,0,99,18424700,184247
5007,59,6,435900,7,29040,8,8201,9,58110,10,16402,29,29040,30,8201,11,20000,12,90,43,0,99,19891800,198918
5007,60,6,470800,7,31380,8,8857,9,62780,10,17714,29,31380,30,8857,11,20000,12,90,43,0,99,21488100,214881
5007,61,6,508300,7,33880,8,9565,9,67780,10,19130,29,33880,30,9565,11,20000,12,90,43,0,99,23200500,232005
5007,62,6,549100,7,36610,8,10330,9,73210,10,20660,29,36610,30,10330,11,20000,12,90,43,0,99,25063500,250635
5007,63,6,592800,7,39520,8,11156,9,79060,10,22312,29,39520,30,11156,11,20000,12,90,43,0,99,27059800,270598
5007,64,6,640300,7,42700,8,12048,9,85370,10,24096,29,42700,30,12048,11,20000,12,90,43,0,99,29228900,292289
5007,65,6,691600,7,46090,8,13011,9,92210,10,26022,29,46090,30,13011,11,20000,12,90,43,0,99,31563800,315638
5007,66,6,746800,7,49780,8,14051,9,99560,10,28102,29,49780,30,14051,11,20000,12,90,43,0,99,34085300,340853
5007,67,6,806600,7,53770,8,15175,9,107550,10,30350,29,53770,30,15175,11,20000,12,90,43,0,99,36816000,368160
5007,68,6,871000,7,58080,8,16389,9,116140,10,32778,29,58080,30,16389,11,20000,12,90,43,0,99,39759700,397597
5007,69,6,940800,7,62700,8,17700,9,125430,10,35400,29,62700,30,17700,11,20000,12,90,43,0,99,42937500,429375
5007,70,6,1016000,7,67750,8,19116,9,135470,10,38232,29,67750,30,19116,11,20000,12,90,43,0,99,46378300,463783
5007,71,6,1097100,7,73160,8,20645,9,146290,10,41290,29,73160,30,20645,11,20000,12,90,43,0,99,50082000,500820
5007,72,6,1143300,7,76230,8,21512,9,152440,10,43024,29,76230,30,21512,11,20000,12,90,43,0,99,52187600,521876
5007,73,6,1191400,7,79410,8,22415,9,158840,10,44830,29,79410,30,22415,11,20000,12,90,43,0,99,54376500,543765
5007,74,6,1241400,7,82750,8,23356,9,165530,10,46712,29,82750,30,23356,11,20000,12,90,43,0,99,56661300,566613
5007,75,6,1293400,7,86230,8,24336,9,172460,10,48672,29,86230,30,24336,11,20000,12,90,43,0,99,59037800,590378
5007,76,6,1347800,7,89860,8,25358,9,179700,10,50716,29,89860,30,25358,11,20000,12,90,43,0,99,61520400,615204
5007,77,6,1404400,7,93610,8,26423,9,187250,10,52846,29,93610,30,26423,11,20000,12,90,43,0,99,64099400,640994
5007,78,6,1463600,7,97550,8,27532,9,195100,10,55064,29,97550,30,27532,11,20000,12,90,43,0,99,66796600,667966
5007,79,6,1524700,7,101640,8,28688,9,203290,10,57376,29,101640,30,28688,11,20000,12,90,43,0,99,69592900,695929
5007,80,6,1588600,7,105910,8,29892,9,211820,10,59784,29,105910,30,29892,11,20000,12,90,43,0,99,72512600,725126
5007,81,6,1655500,7,110350,8,31147,9,220730,10,62294,29,110350,30,31147,11,20000,12,90,43,0,99,75560600,755606
5007,82,6,1724900,7,114980,8,32455,9,229990,10,64910,29,114980,30,32455,11,20000,12,90,43,0,99,78730000,787300
