ordernumber,taskid,taskname,level,checkpoint,pretask,uicontent,content,tasktypes,n1,n2,n3,n4,tasktypes2,itemid,numberofcycles,reward1,number1,reward2,number2,reward3,number3,iconid,taskindexes,taskindexes2
100267,108003,拥有好友,10,0,108002,好友,拥有15个好友,86,15,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""friend_ui"")",0
100268,108004,拥有好友,10,0,108003,好友,拥有20个好友,86,20,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""friend_ui"")",0
100269,108005,拥有好友,10,0,108004,好友,拥有30个好友,86,30,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""friend_ui"")",0
100270,108006,拥有好友,10,0,108005,好友,拥有40个好友,86,40,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""friend_ui"")",0
100271,108007,拥有好友,10,0,108006,好友,拥有50个好友,86,50,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""friend_ui"")",0
100272,137001,能量召唤,1,0,0,默认开启,能量召唤5次,26,5,3,0,0,0,0,0,91000002,50,91000001,10000,0,0,0,"ui_mgr.openUI(""summon_hallUI"")",0
100273,137002,能量召唤,1,0,137001,默认开启,能量召唤10次,26,10,3,0,0,0,0,0,91000002,100,91000001,20000,0,0,0,"ui_mgr.openUI(""summon_hallUI"")",0
100274,137003,能量召唤,1,0,137002,默认开启,能量召唤25次,26,25,3,0,0,0,0,0,91000002,200,91000001,30000,0,0,0,"ui_mgr.openUI(""summon_hallUI"")",0
100275,137004,能量召唤,1,0,137003,默认开启,能量召唤50次,26,50,3,0,0,0,0,0,91000002,500,91000001,40000,0,0,0,"ui_mgr.openUI(""summon_hallUI"")",0
100276,137005,能量召唤,1,0,137004,默认开启,能量召唤100次,26,100,3,0,0,0,0,0,91000002,1000,91000001,50000,0,0,0,"ui_mgr.openUI(""summon_hallUI"")",0
100277,102001,战力成长,200,0,0,默认开启,队伍总战力达到5000,14,5000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100278,102002,战力成长,200,0,102001,默认开启,队伍总战力达到10000,14,10000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100279,102003,战力成长,200,0,102002,默认开启,队伍总战力达到20000,14,20000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100280,102004,战力成长,200,0,102003,默认开启,队伍总战力达到30000,14,30000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100281,102005,战力成长,200,0,102004,默认开启,队伍总战力达到40000,14,40000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100282,102006,战力成长,200,0,102005,默认开启,队伍总战力达到50000,14,50000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100283,102007,战力成长,200,0,102006,默认开启,队伍总战力达到70000,14,70000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100284,102008,战力成长,200,0,102007,默认开启,队伍总战力达到100000,14,100000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100285,102009,战力成长,200,0,102008,默认开启,队伍总战力达到150000,14,150000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100286,102010,战力成长,200,0,102009,默认开启,队伍总战力达到200000,14,200000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100287,102011,战力成长,200,0,102010,默认开启,队伍总战力达到250000,14,250000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100288,102012,战力成长,200,0,102011,默认开启,队伍总战力达到300000,14,300000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100289,102013,战力成长,200,0,102012,默认开启,队伍总战力达到350000,14,350000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100290,102014,战力成长,200,0,102013,默认开启,队伍总战力达到400000,14,400000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100291,102015,战力成长,200,0,102014,默认开启,队伍总战力达到450000,14,450000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100292,102016,战力成长,200,0,102015,默认开启,队伍总战力达到500000,14,500000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100293,102017,战力成长,200,0,102016,默认开启,队伍总战力达到550000,14,550000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100294,102018,战力成长,200,0,102017,默认开启,队伍总战力达到600000,14,600000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100295,102019,战力成长,200,0,102018,默认开启,队伍总战力达到650000,14,650000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100296,102020,战力成长,200,0,102019,默认开启,队伍总战力达到700000,14,700000,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""battle_arrayUI"")",0
100297,103001,拥有纹章,200,111108,0,纹章系统,拥有1个0阶10级的纹章,178,1,0,10,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100298,103002,拥有纹章,200,111108,103001,纹章系统,拥有3个0阶10级的纹章,178,3,0,10,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100299,103003,拥有纹章,200,111108,103002,纹章系统,拥有5个0阶10级的纹章,178,5,0,10,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100300,103004,拥有纹章,200,111108,103003,纹章系统,拥有1个0阶50级的纹章,178,1,0,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100301,103005,拥有纹章,200,111108,103004,纹章系统,拥有3个0阶50级的纹章,178,3,0,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100302,103006,拥有纹章,200,111108,103005,纹章系统,拥有5个0阶50级的纹章,178,5,0,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100303,103007,拥有纹章,200,111108,103006,纹章系统,拥有1个1阶1级的纹章,178,1,1,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100304,103008,拥有纹章,200,111108,103007,纹章系统,拥有3个1阶1级的纹章,178,3,1,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100305,103009,拥有纹章,200,111108,103008,纹章系统,拥有5个1阶1级的纹章,178,5,1,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100306,103010,拥有纹章,200,111108,103009,纹章系统,拥有1个1阶50级的纹章,178,1,1,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100307,103011,拥有纹章,200,111108,103010,纹章系统,拥有3个1阶50级的纹章,178,3,1,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100308,103012,拥有纹章,200,111108,103011,纹章系统,拥有5个1阶50级的纹章,178,5,1,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100309,103013,拥有纹章,200,111108,103012,纹章系统,拥有1个2阶1级的纹章,178,1,2,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100310,103014,拥有纹章,200,111108,103013,纹章系统,拥有3个2阶1级的纹章,178,3,2,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100311,103015,拥有纹章,200,111108,103014,纹章系统,拥有5个2阶1级的纹章,178,5,2,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100312,103016,拥有纹章,200,111108,103015,纹章系统,拥有1个2阶50级的纹章,178,1,2,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100313,103017,拥有纹章,200,111108,103016,纹章系统,拥有3个2阶50级的纹章,178,3,2,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100314,103018,拥有纹章,200,111108,103017,纹章系统,拥有5个2阶50级的纹章,178,5,2,50,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100315,103019,拥有纹章,200,111108,103018,纹章系统,拥有1个3阶1级的纹章,178,1,3,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100316,103020,拥有纹章,200,111108,103019,纹章系统,拥有3个3阶1级的纹章,178,3,3,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100317,103021,拥有纹章,200,111108,103020,纹章系统,拥有5个3阶1级的纹章,178,5,3,1,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""heraldryMainUI"", enOpenUIType.EUIT_ListType, { index = 1} )",0
100318,104001,拥有武将,200,0,0,默认开启,拥有3个2颗绿星星武将,179,3,2,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100319,104002,拥有武将,200,0,104001,默认开启,拥有5个2颗绿星星武将,179,5,2,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100320,104003,拥有武将,200,0,104002,默认开启,拥有1个3颗绿星星武将,179,1,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100321,104004,拥有武将,200,0,104003,默认开启,拥有3个3颗绿星星武将,179,3,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100322,104005,拥有武将,200,0,104004,默认开启,拥有5个3颗绿星星武将,179,5,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100323,104006,拥有武将,200,0,104005,默认开启,拥有1个1颗蓝星星武将,179,1,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100324,104007,拥有武将,200,0,104006,默认开启,拥有3个1颗蓝星星武将,179,3,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100325,104008,拥有武将,200,0,104007,默认开启,拥有5个1颗蓝星星武将,179,5,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100326,104009,拥有武将,200,0,104008,默认开启,拥有1个2颗蓝星星武将,179,1,5,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100327,104010,拥有武将,200,0,104009,默认开启,拥有3个2颗蓝星星武将,179,3,5,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100328,104011,拥有武将,200,0,104010,默认开启,拥有5个2颗蓝星星武将,179,5,5,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100329,104012,拥有武将,200,0,104011,默认开启,拥有1个3颗蓝星星武将,179,1,6,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100330,104013,拥有武将,200,0,104012,默认开启,拥有3个3颗蓝星星武将,179,3,6,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100331,104014,拥有武将,200,0,104013,默认开启,拥有5个3颗蓝星星武将,179,5,6,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100332,104015,拥有武将,200,0,104014,默认开启,拥有1个1颗紫星星武将,179,1,7,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""heroListUI"")",0
100333,105001,拥有装备,200,110203,0,强化,拥有2个10级装备,181,2,10,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100334,105002,拥有装备,200,110203,105001,强化,拥有4个10级装备,181,4,10,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100335,105003,拥有装备,200,110203,105002,强化,拥有6个10级装备,181,6,10,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100336,105004,拥有装备,200,110203,105003,强化,拥有2个紫色品质20级装备,181,2,20,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100337,105005,拥有装备,200,110203,105004,强化,拥有4个紫色品质20级装备,181,4,20,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100338,105006,拥有装备,200,110203,105005,强化,拥有6个紫色品质20级装备,181,6,20,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100339,105007,拥有装备,200,110203,105006,强化,拥有2个橙色品质30级装备,181,2,30,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100340,105008,拥有装备,200,110203,105007,强化,拥有4个橙色品质30级装备,181,4,30,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100341,105009,拥有装备,200,110203,105008,强化,拥有6个橙色品质30级装备,181,6,30,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100342,105010,拥有装备,200,110203,105009,强化,拥有2个红色品质40级装备,181,2,40,6,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100343,105011,拥有装备,200,110203,105010,强化,拥有4个红色品质40级装备,181,4,40,6,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100344,105012,拥有装备,200,110203,105011,强化,拥有6个红色品质40级装备,181,6,40,6,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 1 } )",0
100345,113001,拥有红装,200,110203,0,强化,拥有1个红色品质武器,181,1,0,6,1,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",0
100346,113002,拥有红装,200,110203,0,强化,拥有1个红色品质戒指,181,1,0,6,2,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",0
100347,113003,拥有红装,200,110203,0,强化,拥有1个红色品质护腕,181,1,0,6,3,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",0
100348,113004,拥有红装,200,110203,0,强化,拥有1个红色品质铠甲,181,1,0,6,4,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",0
100349,113005,拥有红装,200,110203,0,强化,拥有1个红色品质护腿,181,1,0,6,5,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",0
100350,113006,拥有红装,200,110203,0,强化,拥有1个红色品质战靴,181,1,0,6,6,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",0
100351,106001,拥有宝石,200,110508,0,宝石,拥有2个2级宝石,183,2,2,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100352,106002,拥有宝石,200,110508,106001,宝石,拥有4个2级宝石,183,4,2,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100353,106003,拥有宝石,200,110508,106002,宝石,拥有6个2级宝石,183,6,2,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100354,106004,拥有宝石,200,110508,106003,宝石,拥有2个3级宝石,183,2,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100355,106005,拥有宝石,200,110508,106004,宝石,拥有4个3级宝石,183,4,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100356,106006,拥有宝石,200,110508,106005,宝石,拥有6个3级宝石,183,6,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100357,106007,拥有宝石,200,110508,106006,宝石,拥有2个4级宝石,183,2,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100358,106008,拥有宝石,200,110508,106007,宝石,拥有4个4级宝石,183,4,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100359,106009,拥有宝石,200,110508,106008,宝石,拥有6个4级宝石,183,6,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 2 } )",0
100360,107001,拥有附魔,200,111004,0,附魔,拥有2个2级装备附魔,184,2,2,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100361,107002,拥有附魔,200,111004,107001,附魔,拥有4个2级装备附魔,184,4,2,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100362,107003,拥有附魔,200,111004,107002,附魔,拥有6个2级装备附魔,184,6,2,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100363,107004,拥有附魔,200,111004,107003,附魔,拥有2个3级装备附魔,184,2,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100364,107005,拥有附魔,200,111004,107004,附魔,拥有4个3级装备附魔,184,4,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100365,107006,拥有附魔,200,111004,107005,附魔,拥有6个3级装备附魔,184,6,3,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100366,107007,拥有附魔,200,111004,107006,附魔,拥有2个4级装备附魔,184,2,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100367,107008,拥有附魔,200,111004,107007,附魔,拥有4个4级装备附魔,184,4,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100368,107009,拥有附魔,200,111004,107008,附魔,拥有6个4级装备附魔,184,6,4,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100369,107010,拥有附魔,200,111004,107009,附魔,拥有2个5级装备附魔,184,2,5,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100370,107011,拥有附魔,200,111004,107010,附魔,拥有4个5级装备附魔,184,4,5,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100371,107012,拥有附魔,200,111004,107011,附魔,拥有6个5级装备附魔,184,6,5,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""equip_mainUI"", enOpenUIType.EUIT_ListType, {_index = 3 } )",0
100372,109001,拥有魔宠,200,111605,0,魔宠契约,拥有1个4星紫色品质魔宠,159,1,4,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100373,109002,拥有魔宠,200,111605,109001,魔宠契约,拥有3个4星紫色品质魔宠,159,3,4,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100374,109003,拥有魔宠,200,111605,109002,魔宠契约,拥有5个4星紫色品质魔宠,159,5,4,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100375,109004,拥有魔宠,200,111605,109003,魔宠契约,拥有1个4星橙色品质魔宠,159,1,5,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100376,109005,拥有魔宠,200,111605,109004,魔宠契约,拥有3个4星橙色品质魔宠,159,3,5,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100377,109006,拥有魔宠,200,111605,109005,魔宠契约,拥有5个4星橙色品质魔宠,159,5,5,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100378,109007,拥有魔宠,200,111605,109006,魔宠契约,拥有1个5星橙色品质魔宠,159,1,5,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100379,109008,拥有魔宠,200,111605,109007,魔宠契约,拥有3个5星橙色品质魔宠,159,3,5,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100380,109009,拥有魔宠,200,111605,109008,魔宠契约,拥有5个5星橙色品质魔宠,159,5,5,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100381,109010,拥有魔宠,200,111605,109009,魔宠契约,拥有1个1阶觉醒魔宠,159,1,0,0,1,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100382,109011,拥有魔宠,200,111605,109010,魔宠契约,拥有1个2阶觉醒魔宠,159,1,0,0,2,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100383,109012,拥有魔宠,200,111605,109011,魔宠契约,拥有1个3阶觉醒魔宠,159,1,0,0,3,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100384,109013,拥有魔宠,200,111605,109012,魔宠契约,拥有1个4阶觉醒魔宠,159,1,0,0,4,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100385,109014,拥有魔宠,200,111605,109013,魔宠契约,拥有1个5阶觉醒魔宠,159,1,0,0,5,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100386,110001,拥有符文,200,111605,0,魔宠契约,拥有2个紫色品质符文,160,2,0,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100387,110002,拥有符文,200,111605,110001,魔宠契约,拥有4个紫色品质符文,160,4,0,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100388,110003,拥有符文,200,111605,110002,魔宠契约,拥有6个紫色品质符文,160,6,0,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100389,110004,拥有符文,200,111605,110003,魔宠契约,拥有1个橙色品质符文,160,1,0,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100390,110005,拥有符文,200,111605,110004,魔宠契约,拥有1个3级橙色品质符文,160,1,3,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
100391,110006,拥有符文,200,111605,110005,魔宠契约,拥有1个5级橙色品质符文,160,1,5,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""Mount_by_Hero"")",0
