skillid,heroname,staropen,learnlv,maxlv,skillname,type,skilldescription,skillvaluetype1,skillcount1,skilladdvalue1,skillvaluetype2,skillcount2,skilladdvalue2,skillvaluetype3,skillcount3,skilladdvalue3,skillvaluetype4,skillcount4,skilladdvalue4,skilltype,attackbefore,attackafter,skillrange,skillscope,skillscope2,skillobject,skillenergy,bufftype1,buffpro1,buffproadd1,bufftype2,buffpro2,buffproadd2,bufftype3,buffpro3,buffproadd3,luaname,skillicon,cd,blacktime,lighteffect,storageeffect,storageturn,tipsdescription,lvupword,tips1,lvup1,tips2,lvup2,fightingnum,awaken1,awakennum1,awaken2,awakennum2,arenaeffect,qualityopen,skillformation,skillimmune,skilltarget,targetnum,skillmode,skillenergy1,skillmax,skillapplication,skillatkpattern,sound,showpanel
300614,孙权,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1800,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,900,250,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
300711,周泰,1,1,20,虎狼之势,被动天赋加成,每损失10％兵力增加%.2f点怒气,2,1,1,0,900,250,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,每损失10％兵力增加%.0f点怒气,无,9,2.5,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
300712,周泰,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
300713,周泰,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,180,50,109,180,50,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,180,500,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
300714,周泰,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1800,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,70,15,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
300811,韩当,1,1,20,猛龙过江,被动天赋加成,战斗开始时增加%.2f点怒气,6,1,1,0,70,15,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,战斗开始时增加%.0f点怒气,无,70,15,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
300812,韩当,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
300813,韩当,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,140,30,109,140,30,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,140,300,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
300814,韩当,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1400,300,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,60,10,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
300911,大乔,1,1,20,无,被动天赋加成,无,6,1,1,0,60,10,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,无,无,60,10,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
300912,大乔,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
300913,大乔,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,120,20,109,120,20,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,120,200,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
300914,大乔,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1200,200,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,90,25,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
301011,周瑜,1,1,20,猛龙过江,被动天赋加成,战斗开始时增加%.2f点怒气,6,1,1,0,90,25,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,战斗开始时增加%.0f点怒气,无,90,25,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
301012,周瑜,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
301013,周瑜,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,180,50,109,180,50,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,180,500,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
301014,周瑜,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1800,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,0,0,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400111,吕布,1,1,20,猛龙过江,被动天赋加成,战斗开始时增加%.2f点怒气,6,1,1,0,100,30,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,战斗开始时增加%.0f点怒气,无,100,30,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400112,吕布,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400113,吕布,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,200,60,109,200,60,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,200,600,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400114,吕布,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,2000,600,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,700,150,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400211,祝融,1,1,20,虎狼之势,被动天赋加成,每损失10％兵力增加%.2f点怒气,2,1,1,0,700,150,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,每损失10％兵力增加%.0f点怒气,无,7,1.5,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400212,祝融,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400213,祝融,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,140,30,109,140,30,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,140,300,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400214,祝融,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1400,300,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,700,150,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400311,貂蝉,1,1,20,虎狼之势,被动天赋加成,每损失10％兵力增加%.2f点怒气,2,1,1,0,700,150,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,每损失10％兵力增加%.0f点怒气,无,7,1.5,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400312,貂蝉,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400313,貂蝉,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,140,30,109,140,30,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,140,300,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400314,貂蝉,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1400,300,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,800,200,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400411,董卓,1,1,20,虎狼之势,被动天赋加成,每损失10％兵力增加%.2f点怒气,2,1,1,0,800,200,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,每损失10％兵力增加%.0f点怒气,无,8,2,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400412,董卓,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400413,董卓,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,160,40,109,160,40,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,160,400,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400414,董卓,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1600,400,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,32,10,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400511,孟获,1,1,20,鹰击长空,被动天赋加成,敌人施放手动技能时增加%.2f点怒气,7,1,1,0,32,10,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,敌人施放手动技能时增加%.0f点怒气,无,32,10,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400512,孟获,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400513,孟获,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,160,40,109,160,40,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,160,400,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400514,孟获,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1600,400,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,60,10,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400611,贾诩,1,1,20,猛龙过江,被动天赋加成,战斗开始时增加%.2f点怒气,6,1,1,0,60,10,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,战斗开始时增加%.0f点怒气,无,60,10,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400612,贾诩,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400613,贾诩,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,120,20,109,120,20,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,120,200,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400614,贾诩,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1200,200,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,28,8,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400711,华雄,1,1,20,鹰击长空,被动天赋加成,敌人施放手动技能时增加%.2f点怒气,7,1,1,0,28,8,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,敌人施放手动技能时增加%.0f点怒气,无,28,8,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400712,华雄,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400713,华雄,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,140,30,109,140,30,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,140,300,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400714,华雄,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1400,300,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,24,5,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400811,华佗,1,1,20,鹰击长空,被动天赋加成,敌人施放手动技能时增加%.2f点怒气,7,1,1,0,24,5,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,敌人施放手动技能时增加%.0f点怒气,无,24,5,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400812,华佗,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400813,华佗,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,120,20,109,120,20,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,120,200,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400814,华佗,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1200,200,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,60,10,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
400911,庞德,1,1,20,无,被动天赋加成,无,6,1,1,0,60,10,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,无,无,60,10,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
400912,庞德,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
400913,庞德,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,120,20,109,120,20,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,120,200,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
400914,庞德,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1200,200,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,0,0,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
401011,张角,1,1,20,猛龙过江,被动天赋加成,战斗开始时增加%.2f点怒气,6,1,1,0,60,10,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,战斗开始时增加%.0f点怒气,无,60,10,0,0,6,0,0,0,0,0,7,0,1,0,0,0,100,80,0,1,0,0
401012,张角,1,1,20,斗神降临,被动天赋加成,"竞技场中,兵力提高%.2f％",106,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"竞技场中,兵力提高%.0f％",无,5,5,0,0,6,0,0,0,0,1,9,0,1,0,0,0,100,80,0,1,0,0
401013,张角,1,1,20,勇武之躯,被动天赋加成,"所有玩法中,近战和远程攻击提高%.2f点",107,120,20,109,120,20,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"所有玩法中,近战和远程攻击提高%.0f点",无,120,200,0,0,6,0,0,0,0,0,11,0,1,0,0,0,100,80,0,1,0,0
401014,张角,1,1,20,坚毅之魂,被动天赋加成,"所有玩法中,兵力提高%.2f点",6,1200,200,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"所有玩法中,兵力提高%.0f点",无,0,0,0,0,6,0,0,0,0,0,13,0,1,0,0,0,100,80,0,1,0,0
900101,测试,1,1,0,全屏击退,近战技能,"将所有敌方单位击退  ,并造成一定伤害   全屏  (实现)(黄忠-百步穿杨)",1000,100,20,0,0,0,0,0,0,0,0,0,3,350,800,0,10000,0,0,62,0,0,0,0,0,0,0,0,0,a900101,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900102,测试,1,1,0,范围拉扯回血,近战技能,"将范围内所有友方单位拉至身边  ,并给与一定生命回复   需",1002,100,20,0,0,0,0,0,0,0,0,0,3,350,800,0,2000,0,0,62,0,0,0,0,0,0,0,0,0,a900102,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900103,测试,1,1,0,范围拉扯击晕,近战技能,"将范围内敌方单位拉制身边  ,并给与击晕效果  需",0,0,0,0,0,0,0,0,0,0,0,0,3,350,800,0,2000,0,0,62,10029,10000,0,0,0,0,0,0,0,a900103,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900104,测试,1,1,0,生命捆绑,近战技能,"让范围内友方单位生命捆绑在一起  ,并增加防御力  ,持续10秒  需  BUFF",0,0,0,0,0,0,0,0,0,0,0,0,3,1000,350,0,1500,0,0,0,10024,10000,0,0,0,0,0,0,0,a900104,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900105,测试,1,1,0,攻速移速吸血,近战技能,"给与范围内友方单位增加攻击速度已经移动速度  ,并携带吸血效果.持续10秒  需 BUFF",0,0,0,0,0,0,0,0,0,0,0,0,3,350,800,0,1500,0,0,62,10025,10000,0,0,0,0,0,0,0,a900105,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900106,测试,1,1,0,衰弱毒,近战技能,"降低范围内敌方单位攻击和移动速度  ,并携带中毒效果  ,持续10秒  嘲讽  BUFF",0,0,0,0,0,0,0,0,0,0,0,0,3,350,800,0,1500,0,0,62,10026,10000,0,10028,10000,0,0,0,0,a900106,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900107,测试,1,1,0,引导伤害,近战技能,"持续每秒给与范围内敌方单位伤害(需要引导)  ,持续10秒",0,0,0,0,0,0,0,0,0,0,0,0,3,350,800,0,2000,0,0,62,0,0,0,0,0,0,0,0,0,a900107,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900108,测试,1,1,0,引导回复,近战技能,持续每秒给与范围内友方单位回复生命.(需要引导)持续10秒,0,0,0,0,0,0,0,0,0,0,0,0,3,350,800,0,2000,0,0,62,0,0,0,0,0,0,0,0,0,a900108,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900109,测试,1,1,0,万人敌2,近战技能,对范围内地方单位造成N点一次性伤害.(以自己为中心) 有,1000,100,20,0,0,0,0,0,0,0,0,0,3,350,800,0,1000,0,0,62,0,0,0,0,0,0,0,0,0,a900109,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,0,0
900110,测试,1,1,0,七进七出2,近战技能,"自己消失  ,在自身周围*码范围内的敌人之间进行冲刺  ,每人造成*点的伤害  ,攻击结束后回到最初消失的位置",1000,100,20,0,0,0,0,0,0,0,0,0,3,350,800,600,0,0,1,62,0,0,0,0,0,0,0,0,0,a900110,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,0,0
900111,测试,1,1,0,剑刃风暴,近战技能,"无敌状态  ,跟着目标走  ,每秒造成范围伤害",1000,100,20,0,0,0,0,0,0,0,0,0,3,350,800,0,1000,0,1,62,10027,10000,0,0,0,0,0,0,0,a900111,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
900112,测试,1,1,0,狂化分裂,近战技能,增加自身大幅攻击速度并携带短暂的击晕和分裂效果 BUFF+技能,0,0,0,0,0,0,0,0,0,0,0,0,3,350,800,0,0,0,0,62,0,0,0,0,0,0,0,0,0,a900112,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,0,100,80,0,1,0,0
900113,测试,1,1,0,暗影2,近战技能,瞬间移动到全场范围内敌方血量最低的敌人身后给予致命一击,1000,10,5,0,0,0,0,0,0,0,0,0,3,350,800,600,0,0,1,62,0,0,0,0,0,0,0,0,0,a900113,1,0,0,0,0,0,"增加攻击力%.0f点,增加生命值%.0f",增加攻击力%.2f点\n增加生命值%.2f,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,0,0
